,RALY (22913)
ACH-000004,-0.38734016285800005
ACH-000007,-0.341251842061
ACH-000009,-0.256912989127
ACH-000011,0.023568193036000003
ACH-000012,-0.0134352908685
ACH-000013,-0.031025260849900003
ACH-000014,-0.258663088028
ACH-000015,-0.0791011761874
ACH-000017,0.06901177043119999
ACH-000018,-0.179133575495
ACH-000019,-0.49767498459700005
ACH-000021,-0.209926887037
ACH-000022,-0.138496682172
ACH-000025,-0.00151925776438
ACH-000028,-0.23359775834399998
ACH-000030,-0.367052180651
ACH-000035,-0.380337971366
ACH-000036,0.0016040820006500002
ACH-000037,-0.115027064731
ACH-000039,0.021938241369099998
ACH-000040,-0.110776278091
ACH-000041,0.19409789940000002
ACH-000042,-0.315627268427
ACH-000045,-0.129943940708
ACH-000047,-0.027561691585300002
ACH-000052,-0.33821528166500003
ACH-000053,-0.0771861149708
ACH-000054,-0.12046335389599999
ACH-000055,-0.040782022872500004
ACH-000060,0.00741547059385
ACH-000067,0.127343224459
ACH-000070,-0.314248570015
ACH-000075,-0.11952017026699999
ACH-000078,-0.0125690670129
ACH-000082,0.119962504333
ACH-000085,-0.317765832542
ACH-000086,-0.225357172526
ACH-000087,0.399303155389
ACH-000092,-0.22640537229000002
ACH-000095,-0.16163017120200002
ACH-000097,-0.109697551384
ACH-000098,0.167365415227
ACH-000099,0.00843085227731
ACH-000108,-0.269043998783
ACH-000113,-0.30626480772500003
ACH-000115,0.102953246667
ACH-000116,-0.172361952634
ACH-000118,-0.102805453594
ACH-000120,-0.028230140383200004
ACH-000123,-0.106456233671
ACH-000127,-0.07736812277010001
ACH-000128,-0.205686980091
ACH-000132,-0.168494371377
ACH-000133,-0.242096849591
ACH-000137,0.0382208521627
ACH-000138,-0.200564061554
ACH-000142,-0.18037995290999997
ACH-000143,-0.110514803003
ACH-000146,0.0766857107725
ACH-000148,0.0214461737757
ACH-000150,-0.028952856228800002
ACH-000152,-0.245715838401
ACH-000153,-0.423027985956
ACH-000159,0.0979919941656
ACH-000160,-0.13090931467
ACH-000163,-0.21230939330200002
ACH-000167,0.008068381068640001
ACH-000168,-0.21990864564100002
ACH-000169,-0.28910437883400003
ACH-000178,-0.294165082867
ACH-000182,-0.263385207531
ACH-000183,-0.203396623807
ACH-000188,-0.103727730567
ACH-000189,-0.419401883892
ACH-000190,-0.39168615123899997
ACH-000198,-0.278268328808
ACH-000204,-0.419933735646
ACH-000206,-0.00846961000606
ACH-000207,-0.288461488708
ACH-000211,-0.175681115072
ACH-000215,-0.08147160074569999
ACH-000221,-0.044230568844499996
ACH-000222,-0.36321213526
ACH-000223,-0.0482410304906
ACH-000226,0.0395499283322
ACH-000227,-0.170425469669
ACH-000228,0.174493171134
ACH-000231,-0.239118486189
ACH-000232,-0.0933125702963
ACH-000233,-0.09238853672860001
ACH-000234,-0.427329321102
ACH-000235,-0.20959323469500002
ACH-000237,-0.04305051368750001
ACH-000238,-0.015113322985399998
ACH-000243,-0.174445602359
ACH-000244,-0.276461318413
ACH-000246,-0.06856180067459999
ACH-000248,-0.0277851445927
ACH-000250,-0.13028946041099998
ACH-000251,0.42549994623599996
ACH-000253,-0.018784378331200002
ACH-000255,-0.31378470883299997
ACH-000256,-0.0539605932249
ACH-000257,-0.0838770220518
ACH-000258,-0.197500199214
ACH-000259,-0.032240132217200006
ACH-000260,-0.118330124502
ACH-000261,-0.23674949095400002
ACH-000262,-0.32260531818599997
ACH-000263,0.0852776117804
ACH-000264,-0.19426295020799997
ACH-000265,-0.139672186259
ACH-000266,-0.06830311821830001
ACH-000272,-0.335729363397
ACH-000273,-0.08506129560560001
ACH-000274,-0.28226069840100004
ACH-000277,-0.436555240352
ACH-000278,-0.25859133869199996
ACH-000279,0.100542723869
ACH-000280,-0.15328181238900002
ACH-000281,-0.212943151291
ACH-000288,-0.239809743017
ACH-000291,-0.0827979561109
ACH-000293,0.018122246568200003
ACH-000294,-0.11284135200300001
ACH-000295,0.011872452027100001
ACH-000296,-0.315201083234
ACH-000302,-0.127513459882
ACH-000304,0.04753167972419999
ACH-000307,-0.173965074261
ACH-000308,-0.175120600539
ACH-000310,0.012125007640100001
ACH-000311,-0.165137748302
ACH-000312,0.005901909522779999
ACH-000315,-0.12051542495300001
ACH-000316,-0.09048008382389999
ACH-000317,-0.243082645286
ACH-000318,-0.257862572403
ACH-000319,-0.13897957487
ACH-000320,0.0271605797406
ACH-000322,-0.0267903155254
ACH-000323,-0.106028783131
ACH-000324,-0.346309105548
ACH-000329,-0.190993803137
ACH-000330,-0.055560203143300006
ACH-000331,-0.232295700935
ACH-000332,-0.253876563579
ACH-000334,-0.5058031924199999
ACH-000335,0.00114321581086
ACH-000336,0.08031784946439999
ACH-000337,-0.0936091623202
ACH-000339,0.192646271107
ACH-000341,-0.024351869921400003
ACH-000348,-0.14680372196
ACH-000350,0.0112687872273
ACH-000352,-0.0970342338614
ACH-000356,-0.225119239657
ACH-000361,-0.412468193461
ACH-000362,-0.150265753496
ACH-000363,-0.19616050319800002
ACH-000364,-0.0857609955561
ACH-000365,-0.0780891772884
ACH-000366,-0.178790197213
ACH-000368,-0.175926826347
ACH-000374,-0.180025001948
ACH-000375,0.064010746006
ACH-000376,-0.23627697248500001
ACH-000381,-0.35010715045
ACH-000383,-0.032657653657200005
ACH-000387,-0.24030459646
ACH-000389,-0.0210379237727
ACH-000390,0.0149282669371
ACH-000393,0.0246835111651
ACH-000395,-0.370083663111
ACH-000397,-0.31433271960000003
ACH-000401,0.158607029663
ACH-000402,-0.437167715015
ACH-000403,-0.275451316374
ACH-000404,0.111422124959
ACH-000406,-0.0702102749342
ACH-000407,-0.303027289218
ACH-000408,-0.185569403048
ACH-000410,-0.054838036166000005
ACH-000411,0.006607200309510001
ACH-000414,-0.165545082829
ACH-000415,-0.09432969415039999
ACH-000416,0.0544138126847
ACH-000420,-0.151982101673
ACH-000421,-0.14202322614399998
ACH-000424,-0.147704908528
ACH-000425,-0.13495708765699999
ACH-000426,-0.053586800227800005
ACH-000427,-0.21322266138700002
ACH-000433,0.0634998213782
ACH-000436,-0.105098108443
ACH-000444,-0.238189788301
ACH-000445,-0.0949988275867
ACH-000448,-0.12252802564300001
ACH-000450,-0.0843823211139
ACH-000452,-0.10897055063
ACH-000454,-0.022923170585500002
