,CYP2J2 (1573)
ACH-000315,-0.11049397603
ACH-000316,-0.0274746728519
ACH-000317,-0.20331676128400003
ACH-000318,0.0589660990539
ACH-000319,-0.197510971265
ACH-000320,-0.103710947294
ACH-000322,0.181131157225
ACH-000323,-0.02331317193
ACH-000324,0.0127567968768
ACH-000329,-0.0021673705682600003
ACH-000330,-0.35109938282799996
ACH-000331,-0.198911539881
ACH-000332,-0.07515656157360001
ACH-000334,0.525000470714
ACH-000335,-0.0992566965446
ACH-000336,-0.16811823039999998
ACH-000337,-0.30450331673000003
ACH-000339,-0.0227148447867
ACH-000341,-0.24281369728
ACH-000348,-0.157527266451
ACH-000350,0.0687153211625
ACH-000352,-0.0628939512779
ACH-000356,-0.158348598755
ACH-000361,0.0450107809279
ACH-000362,0.044949216155000006
ACH-000363,-0.027682958810400005
ACH-000364,-0.353582853402
ACH-000365,-0.00848867783533
ACH-000366,-0.153123407289
ACH-000368,-0.378339611542
ACH-000374,-0.08766518324110001
ACH-000375,-0.0499959277979
ACH-000376,0.0123174984824
ACH-000381,0.207532757244
ACH-000383,-0.04283976491230001
ACH-000387,-0.185691505832
ACH-000389,-0.463020150892
ACH-000390,-0.16420430171800002
ACH-000393,0.007294924307960001
ACH-000395,-0.0809671771977
ACH-000397,-0.122759843653
ACH-000401,-0.295407571884
ACH-000402,0.0759865258248
ACH-000403,-0.0528030037842
ACH-000404,-0.125711278446
ACH-000406,-0.09453531038139999
ACH-000407,-0.0681765214123
ACH-000408,-0.251510817341
ACH-000410,-0.27966155142099997
ACH-000411,-0.04968661609780001
ACH-000414,-0.0526420359349
ACH-000415,-0.14490605886299998
ACH-000416,0.0138172175113
ACH-000420,-0.26923545594500004
ACH-000421,0.0188020974732
ACH-000424,-0.0865585342234
ACH-000425,-0.0796533381551
ACH-000426,0.09941852514010001
ACH-000427,-0.08966949105739999
ACH-000433,-0.0298550833731
ACH-000436,-0.07436773740500001
ACH-000444,-0.039358394328
ACH-000445,-0.273871130593
ACH-000448,-0.162028012782
ACH-000450,-0.29017018999099997
ACH-000452,-0.0308271496369
ACH-000454,0.0162576108723
ACH-000458,-0.125183799588
ACH-000459,-0.00031607328513099997
ACH-000460,0.024714724755700003
ACH-000461,-0.274752390526
ACH-000463,-0.17191288543900002
ACH-000464,-0.15969250246
ACH-000466,-0.1841999025
ACH-000467,-0.08996119559419999
ACH-000468,-0.00755875503092
ACH-000469,-0.252791343502
ACH-000470,0.143154593047
ACH-000471,-0.144845463118
ACH-000472,-0.087995642166
ACH-000473,0.153012902671
ACH-000475,-0.192355366868
ACH-000476,-0.18954449144299998
ACH-000477,-0.37483348465800004
ACH-000480,0.0198601796655
ACH-000481,-0.0735351599613
ACH-000483,0.141522708967
ACH-000484,-0.0246961734222
ACH-000485,-0.10643866933700001
ACH-000486,-0.0953978621566
ACH-000487,0.09783903589069999
ACH-000488,-0.124933292492
ACH-000490,0.030648100799699998
ACH-000491,0.008570629951329999
ACH-000495,-0.272127187758
ACH-000496,-0.16823628944000002
ACH-000499,0.027144485641099995
ACH-000500,-0.245431916107
ACH-000502,-0.09905725227019999
ACH-000503,-0.36649994746500003
ACH-000505,-0.17616586026
ACH-000507,-0.161435839856
ACH-000510,-0.21112917805700002
ACH-000511,0.0741196661155
ACH-000512,0.313067837061
ACH-000516,-0.281674076521
ACH-000517,-0.112042732694
ACH-000518,-0.308659729789
ACH-000520,-0.08828827209339998
ACH-000521,-0.0168017281217
ACH-000522,-0.147726016796
ACH-000524,-0.0556644414661
ACH-000527,-0.091466944872
ACH-000528,-0.0833879048009
ACH-000537,0.0302752796451
ACH-000541,-0.0676431111711
ACH-000542,-0.114919993763
ACH-000544,-0.157102682247
ACH-000545,-0.156149699003
ACH-000547,-0.12295871423100001
ACH-000548,-0.14559386637900001
ACH-000549,-0.142013078892
ACH-000550,-0.258391876089
ACH-000552,-0.165174815798
ACH-000556,-0.042529595191599996
ACH-000557,-0.264397052235
ACH-000570,-0.0338236137269
ACH-000571,-0.271903349892
ACH-000573,-0.046860503517199996
ACH-000576,-0.051218574448899996
ACH-000580,0.008483517190760001
ACH-000584,-0.07609795602000001
ACH-000585,-0.020470188721
ACH-000588,0.030497810052
ACH-000589,-0.018581722354299997
ACH-000591,0.110694538963
ACH-000593,-0.077865852043
ACH-000600,0.009523879065149999
ACH-000601,0.029525183131400002
ACH-000604,-0.15491655183800002
ACH-000605,-0.0646291979208
ACH-000606,-0.058822118979699994
ACH-000608,0.0498910889126
ACH-000614,-0.354914374753
ACH-000616,0.033857984228500004
ACH-000618,-0.18968686108
ACH-000619,-0.119402724334
ACH-000620,-0.10437801632000002
ACH-000621,0.044244348647400004
ACH-000622,-0.19832848560400002
ACH-000623,-0.234891516853
ACH-000624,-0.0476024648396
ACH-000627,-0.025834240667
ACH-000630,-0.133396577148
ACH-000632,-0.15091517355999998
ACH-000633,-0.340152478393
ACH-000637,0.0695444796285
ACH-000638,-0.109592392601
ACH-000646,-0.09417645828230001
ACH-000647,-0.032441190422299995
ACH-000648,0.00970531272766
ACH-000649,-0.119063946953
ACH-000651,-0.13210258117100002
ACH-000652,-0.10716037751299999
ACH-000653,-0.270799038013
ACH-000657,-0.10149036423499999
ACH-000658,-0.014215399743299998
ACH-000661,-0.0873528548459
ACH-000662,-0.373746277888
ACH-000663,-0.000869110142842
ACH-000665,-0.106279773911
ACH-000671,-0.0651294722552
ACH-000673,-0.0498276184774
ACH-000676,0.06194776043
ACH-000677,-0.191241169323
ACH-000681,-0.000500720875321
ACH-000682,-0.14262925934100001
ACH-000683,-0.162370459237
ACH-000684,0.0585885081483
ACH-000688,-0.13554993617
ACH-000693,-0.108367395461
ACH-000694,-0.106557524185
ACH-000695,-0.273385160523
ACH-000696,-0.04210097218330001
ACH-000697,-0.12521382186799998
ACH-000699,-0.0588367732836
ACH-000701,-0.08372765628269999
ACH-000706,-0.158795905681
ACH-000711,0.018154158298
ACH-000713,-0.29333237286499997
ACH-000714,-0.045451172584499995
ACH-000718,-0.239992183744
ACH-000720,-0.0988815613996
ACH-000721,-0.140364848692
ACH-000724,-0.45365712487599996
ACH-000725,-0.188974338273
ACH-000732,-0.139203507235
ACH-000734,-0.190382284167
ACH-000735,-0.041080582454900004
ACH-000736,-0.09036353165510001
ACH-000738,0.12849595712200002
ACH-000746,0.140785624271
ACH-000747,-0.260155645232
ACH-000748,-0.115420477982
ACH-000753,-0.0699993025645
ACH-000756,-0.288667163952
ACH-000757,-0.184558414309
ACH-000758,-0.29209963917
ACH-000760,-0.23150512093800002
ACH-000763,-0.0842450444888
ACH-000764,0.00193324507487
ACH-000765,-0.0547004517669
ACH-000766,-0.129266404241
ACH-000767,-0.14949902450400002
ACH-000768,0.019816516352799997
ACH-000769,-0.161361601209
ACH-000770,0.018447996951599998
ACH-000771,-0.0837618928548
ACH-000773,-0.1776514666
ACH-000776,-0.0617336530306
ACH-000777,0.0434183451684
ACH-000778,-0.034797943193900005
ACH-000781,0.010113349142
ACH-000782,-0.17977124510499998
ACH-000783,0.04644124242219999
ACH-000784,-0.095086666764
ACH-000785,-0.26471147192899996
ACH-000787,-0.209841258314
ACH-000788,-0.0837658400592
ACH-000791,-0.0120195125754
ACH-000792,0.0812281931251
ACH-000794,-0.16970648813099998
ACH-000796,-0.05102686278869999
ACH-000799,-0.123705992433
ACH-000800,-0.062221668611199994
ACH-000802,-0.013301501692299999
ACH-000804,0.105041957171
ACH-000805,-0.28595871121800004
ACH-000809,0.0401107709129
ACH-000810,0.15015734580499998
ACH-000811,0.073492739971
ACH-000817,0.14383488282600002
ACH-000819,-0.136501015138
ACH-000820,0.0019582704107
ACH-000821,-0.102663873308
ACH-000822,-0.0249652364292
ACH-000823,-0.222187902513
ACH-000824,-0.11562812900399999
ACH-000827,-0.10100399091600001
ACH-000829,-0.030069014980500002
ACH-000831,-0.139339894733
ACH-000832,-0.24352900752099998
ACH-000833,-0.061601117353
ACH-000834,-0.127601388629
ACH-000835,0.0205074028244
ACH-000836,-0.145359099686
ACH-000837,0.0542847892641
ACH-000838,-0.23434664090399998
ACH-000839,0.08956162266380001
ACH-000840,-0.214404875887
ACH-000841,0.10970561624299999
ACH-000843,0.0296850251683
ACH-000846,-0.0178900774231
ACH-000847,-0.108282606659
ACH-000848,-0.0775661020836
ACH-000849,-0.0772543560431
ACH-000851,-0.23645792875799998
ACH-000855,-0.42103564904299995
ACH-000856,-0.00156745693352
ACH-000858,-0.122477809549
ACH-000859,0.030063247167599998
ACH-000861,-0.122606149656
ACH-000862,-0.0627186461309
ACH-000865,-0.201014572867
ACH-000866,-0.141440764508
ACH-000867,-0.062264063665199994
ACH-000869,-0.244988230433
ACH-000872,-0.193685951361
ACH-000873,0.025468628756599998
ACH-000876,-0.08875155829119999
ACH-000878,0.0684464982089
ACH-000880,-0.18291209031300001
ACH-000881,-0.0774035308478
ACH-000882,-0.109997018053
ACH-000884,0.00419859528405
ACH-000885,0.057072410467800004
ACH-000887,-0.17088089326699998
ACH-000888,-0.0874781080466
ACH-000889,-0.08242330937999999
ACH-000890,-0.09433848206350001
ACH-000896,-0.0888064458546
ACH-000898,-0.17457278674899998
ACH-000900,0.0214696564743
ACH-000901,-0.14957343298800002
ACH-000905,-0.146727256156
ACH-000906,-0.043831175246800004
ACH-000907,-0.117112081924
ACH-000910,-0.038591162851400004
ACH-000911,-0.0528522293019
ACH-000912,-0.125365246539
ACH-000913,0.0039309562961
ACH-000915,0.0025654276636500003
ACH-000916,0.625209051696
ACH-000917,-0.00392543971131
ACH-000921,0.0477018850159
ACH-000924,-0.27360040044399997
ACH-000926,-0.0690764001647
ACH-000928,-0.19037143615200003
ACH-000929,-0.0773828522636
ACH-000932,-0.09465538190780001
ACH-000935,-0.26276519874000004
ACH-000936,-0.106975303034
ACH-000937,-0.0722447945952
ACH-000938,-0.00909996742453
ACH-000939,-0.006292135485369999
ACH-000941,-0.197727034634
ACH-000943,-0.17546905069200003
ACH-000946,-0.114122540586
ACH-000947,-0.11254505539899999
ACH-000948,-0.147848931203
ACH-000950,-0.0922066133348
ACH-000953,-0.285292153179
ACH-000957,0.160204180517
ACH-000958,0.0608762082021
ACH-000960,-0.009338274455209999
ACH-000963,0.128936161798
ACH-000968,-0.10133033240599999
ACH-000969,-0.035077083316
ACH-000973,-0.0729665060249
ACH-000974,-0.073753658429
ACH-000975,-0.150262550748
ACH-000976,-0.236794313553
ACH-000978,-0.0119146867234
ACH-000980,0.005316736236729999
ACH-000984,-0.137893149175
ACH-000986,0.0949922288575
ACH-000988,-0.08386121477260002
ACH-000993,-0.19600001989799998
ACH-000994,-0.08798523587109999
ACH-000996,-0.266488008037
ACH-001001,-0.10415440050699999
ACH-001020,-0.27090566567200003
ACH-001028,-0.0497336781926
ACH-001031,-0.0589943832773
ACH-001038,0.0568976856994
ACH-001048,-0.0828400417574
ACH-001050,-0.228772139767
ACH-001053,-0.043748593265399996
ACH-001054,-0.0301517889271
ACH-001061,-0.0774476042143
ACH-001067,0.13377575110099998
ACH-001075,-0.135907931131
ACH-001096,-0.252301561976
ACH-001128,-0.08714745741319999
ACH-001134,-0.0577614743458
ACH-001151,-0.09334531641239999
ACH-001163,0.034587364631800004
ACH-001164,-0.256584366245
ACH-001173,-0.107294932766
ACH-001183,-0.155269014807
ACH-001184,-0.0072556173623000006
ACH-001190,-0.0642527185382
ACH-001192,-0.06962063706539999
ACH-001193,-0.281099297651
ACH-001196,-0.21660851899
ACH-001197,-0.200162526759
ACH-001205,-0.11369256615999998
ACH-001211,-0.09032922718860001
ACH-001212,0.07108788161770001
ACH-001228,-0.00518388940859
ACH-001232,-0.124163823126
ACH-001239,-0.277633922925
ACH-001274,-0.0710725818904
ACH-001275,-0.0528031519553
ACH-001277,-0.0051186007031300005
ACH-001278,-0.00273855749426
ACH-001280,0.183863023045
ACH-001283,-0.287948657294
ACH-001289,0.103723662583
ACH-001295,-0.0709494862517
ACH-001300,-0.0573429998929
ACH-001301,-0.286388125358
ACH-001302,-0.0059670696951800006
ACH-001303,0.020652776733599998
ACH-001306,-0.192231459214
ACH-001318,-0.239333335542
ACH-001322,-0.11073321954399999
ACH-001328,-0.220470031184
ACH-001332,-0.0120155149615
ACH-001333,-0.180810828091
ACH-001336,0.161434492559
ACH-001340,-0.17075059706
ACH-001346,0.0625697154181
ACH-001353,-0.0392064378408
ACH-001354,0.200272733986
ACH-001367,-0.23482809301899998
ACH-001368,-0.0490432114231
ACH-001374,0.7662320925820001
ACH-001375,-0.054279868483199996
ACH-001377,-0.231747025953
ACH-001380,-0.18057629647100001
ACH-001391,-0.0208785867596
ACH-001407,-0.130080777253
ACH-001408,-0.16703932515699998
ACH-001413,0.04123434653269999
ACH-001430,0.058484608573900004
ACH-001431,-0.30052609015500004
ACH-001450,-0.19362349298300002
ACH-001496,-0.08564000249579999
ACH-001500,-0.00032652581990400004
ACH-001521,-0.17672028221799999
ACH-001523,-0.12652516626
ACH-001532,-0.185544617291
ACH-001536,0.043670804780599995
ACH-001550,0.00964036734985
ACH-001552,-0.167431549501
ACH-001554,-0.123126392447
ACH-001645,0.0409053338449
ACH-001654,-0.12504862955999999
ACH-001715,-0.247067704145
ACH-001735,-0.171833206411
ACH-001736,-0.303665024445
ACH-001737,-0.121454349607
ACH-001740,0.11424191459699999
ACH-001745,-0.11727214627
ACH-001750,-0.294324495857
ACH-001765,-0.13710369442700002
ACH-001956,-0.0235328737835
ACH-001957,-0.118028945691
