,PISD (23761)
ACH-000004,-0.25840702331500004
ACH-000007,0.0035445349959099997
ACH-000009,0.07512702600889999
ACH-000011,0.14303690727600002
ACH-000012,-0.123396266548
ACH-000013,-0.0551032571984
ACH-000014,0.0759165655622
ACH-000015,-0.109743409101
ACH-000017,0.122633831678
ACH-000018,0.0082605558893
ACH-000019,-0.0748599887815
ACH-000021,-0.045711177270800006
ACH-000022,-0.149541828826
ACH-000025,-0.22619532239100001
ACH-000028,-0.039097157522400006
ACH-000030,0.012420513147799999
ACH-000035,0.0796074515011
ACH-000036,0.0993032588528
ACH-000037,-0.200896592902
ACH-000039,0.13207562363800002
ACH-000040,-0.05540670092
ACH-000041,-0.0861277309887
ACH-000042,-0.281629232446
ACH-000045,0.0533466069876
ACH-000047,-0.050606988234699994
ACH-000052,-0.13513034802100002
ACH-000053,-0.181121614956
ACH-000054,-0.0308780481705
ACH-000055,0.0472246947095
ACH-000060,-0.0138177891702
ACH-000067,0.0447984723437
ACH-000070,-0.185624598669
ACH-000075,0.283407402129
ACH-000078,-0.109343319663
ACH-000082,0.0188995880287
ACH-000085,-0.0884812744584
ACH-000086,0.0210518045248
ACH-000087,0.0200705039488
ACH-000092,0.022019819617
ACH-000095,-0.104193413244
ACH-000097,0.0794055290132
ACH-000098,-0.06580012866309999
ACH-000099,0.08589523188680001
ACH-000108,0.0030959283070300003
ACH-000113,-0.052007696745600004
ACH-000115,0.0815468306327
ACH-000116,0.00420990764673
ACH-000118,-0.07656227189249999
ACH-000120,-0.128346973724
ACH-000123,-0.131678835142
ACH-000127,0.106569917708
ACH-000128,-0.179578334202
ACH-000132,0.04563626528919999
ACH-000133,-0.41363475563600005
ACH-000137,-0.147127901978
ACH-000138,-0.11077890024
ACH-000142,0.17252580304499998
ACH-000143,0.0835027578623
ACH-000146,-0.126523913503
ACH-000148,-0.143192947213
ACH-000150,-0.00331493922674
ACH-000152,-0.0509513848273
ACH-000153,0.309719613165
ACH-000159,-0.0394138638168
ACH-000160,-0.176294054471
ACH-000163,-0.17830869723
ACH-000167,0.221770073446
ACH-000168,0.0357626073003
ACH-000169,-0.21194219426600003
ACH-000178,0.0919470127299
ACH-000182,0.196952776972
ACH-000183,-0.355601458919
ACH-000188,-0.23806154662700002
ACH-000189,0.011223985485700002
ACH-000190,-0.0642998449459
ACH-000198,0.12224217787999998
ACH-000204,-0.17742405348200002
ACH-000206,-0.491271157469
ACH-000207,0.0982153462919
ACH-000211,0.1814356903
ACH-000215,0.0476225578249
ACH-000221,-0.028594201968400002
ACH-000222,0.0675348460985
ACH-000223,0.0223584345048
ACH-000226,0.0200963688042
ACH-000227,-0.0185987175952
ACH-000228,0.0858769509912
ACH-000231,-0.184561372597
ACH-000232,0.012894360686800001
ACH-000233,-0.10609532669199999
ACH-000234,0.253119772583
ACH-000235,0.132122510046
ACH-000237,-0.214870303111
ACH-000238,0.047878775065000004
ACH-000243,-0.017656052747299998
ACH-000244,-0.21086227059700002
ACH-000246,0.024532645560900002
ACH-000248,0.112697715138
ACH-000250,0.0166020140245
ACH-000251,-0.144516196789
ACH-000253,0.00649064972853
ACH-000255,-0.0826983633295
ACH-000256,-0.0159484789628
ACH-000257,-0.249937484925
ACH-000258,-0.00489768223682
ACH-000259,0.00773860406886
ACH-000260,0.121068807533
ACH-000261,-0.0758639259843
ACH-000262,-0.283352735762
ACH-000263,-0.0860407458323
ACH-000264,0.00147474522451
ACH-000265,-0.09857461400319999
ACH-000266,0.0100375661259
ACH-000272,-0.11222723389
ACH-000273,-0.307951506204
ACH-000274,-0.008617094229819999
ACH-000277,0.137532329561
ACH-000278,-0.151810136509
ACH-000279,-0.0723904661808
ACH-000280,-0.0431387363265
ACH-000281,0.09004060219429999
ACH-000288,-0.102568040936
ACH-000291,0.220310328788
ACH-000293,-0.220302603372
