,HIST2H2BE (8349)
ACH-000004,-0.354798453227
ACH-000007,-0.314582467591
ACH-000009,-0.481886290252
ACH-000011,-0.356469276776
ACH-000012,-0.7244712168549999
ACH-000013,-0.290122780885
ACH-000014,-0.440259392914
ACH-000015,-0.40580150204599996
ACH-000017,-0.40165361128300003
ACH-000018,-0.588694859821
ACH-000019,-0.921852649155
ACH-000021,-0.43432694110299996
ACH-000022,-0.38198160799
ACH-000025,-0.540131852153
ACH-000028,-0.786855736543
ACH-000030,-0.48992401666
ACH-000035,-0.5884091800519999
ACH-000036,-0.49703702667599997
ACH-000037,-0.6600233835980001
ACH-000039,-0.6995268199079999
ACH-000040,-0.560180793829
ACH-000041,-0.604847323026
ACH-000042,-0.575364028726
ACH-000045,-0.544841103394
ACH-000047,-0.41048536546400005
ACH-000052,-0.800963703201
ACH-000053,-0.633504350475
ACH-000054,-0.38253622202200005
ACH-000055,-0.7195158267980001
ACH-000060,-0.450864817591
ACH-000067,-0.538824732089
ACH-000070,-0.37567558056
ACH-000075,-0.600654418833
ACH-000078,-0.664291529251
ACH-000082,-0.595879292398
ACH-000085,-0.384302725373
ACH-000086,-0.7333147163760001
ACH-000087,-0.606382767783
ACH-000092,-0.44623678479999995
ACH-000095,-0.5726238993899999
ACH-000097,-0.636464233029
ACH-000098,-0.47432073607600006
ACH-000099,-0.45482732547300003
ACH-000108,-0.511754834662
ACH-000113,-0.530035106924
ACH-000115,-0.660907056421
ACH-000116,-0.329747609823
ACH-000118,-0.593690469701
ACH-000120,-0.5010148969870001
ACH-000123,-0.322334133406
ACH-000127,-0.408715950511
ACH-000128,-0.114456653455
ACH-000132,-0.257652178892
ACH-000133,-0.672774140733
ACH-000137,-0.549911074276
ACH-000138,-0.6635078548309999
ACH-000142,-0.39197797967299997
ACH-000143,-0.415993452385
ACH-000146,-0.500221832249
ACH-000148,-0.374932625545
ACH-000150,-0.442530773742
ACH-000152,-0.497181802755
ACH-000153,-0.596612636833
ACH-000159,-0.40592703909199995
ACH-000160,0.0744437128245
ACH-000163,-0.36890667555699996
ACH-000167,0.156785564304
ACH-000168,-0.524102890273
ACH-000169,-0.645730256475
ACH-000178,-0.47102551784900004
ACH-000182,-0.23304073539099998
ACH-000183,-0.513207663828
ACH-000188,-0.415743974274
ACH-000189,-0.753780310282
ACH-000190,0.16565906236199998
ACH-000198,-0.567478189686
ACH-000204,-0.548006581078
ACH-000206,-0.786236563423
ACH-000207,-0.158662481778
ACH-000211,-0.462028769216
ACH-000215,-0.643101874816
ACH-000221,-0.150936044498
ACH-000222,-0.464681244286
ACH-000223,-0.426032651858
ACH-000226,-0.75794260548
ACH-000227,-0.126879332307
ACH-000228,-0.60724092058
ACH-000231,-0.593781548945
ACH-000232,-0.37947937018
ACH-000233,-0.45843332628100003
ACH-000234,-0.23638084323699998
ACH-000235,-0.607850734642
ACH-000237,-0.496216705121
ACH-000238,-0.212067966594
ACH-000243,-0.354473347968
ACH-000244,-0.647815181605
ACH-000246,-0.519936584737
ACH-000248,-0.397236044678
ACH-000250,-0.199906081025
ACH-000251,-0.475505118913
ACH-000253,-0.467361364319
ACH-000255,-0.5227704850689999
ACH-000256,-0.329013145879
ACH-000257,-0.512184568641
ACH-000258,-0.574959659641
ACH-000259,-0.504654216857
ACH-000260,-0.44232682463100004
ACH-000261,-0.37144088474200004
ACH-000262,-0.28363517832400004
ACH-000263,-0.6089140476630001
ACH-000264,-0.552332923238
ACH-000265,-0.557411970984
ACH-000266,-0.441523478583
ACH-000272,-0.431698139195
ACH-000273,-0.89915781079
ACH-000274,-0.16176750751
ACH-000277,-0.486296443617
ACH-000278,-0.653568299342
ACH-000279,-0.541945012099
ACH-000280,-0.47513988049500006
ACH-000281,-0.670755059194
ACH-000288,-0.468585497733
ACH-000291,-0.388747279849
ACH-000293,-0.141210028987
ACH-000294,-0.594877919215
ACH-000295,-0.258656826061
ACH-000296,-0.386492853714
ACH-000302,-0.324392783626
ACH-000304,-0.67991011018
ACH-000307,-0.292256670687
ACH-000308,-0.245649364269
ACH-000310,-0.377038485955
ACH-000311,-0.6665891313210001
ACH-000312,-0.461086165832
ACH-000315,-0.3907317899
ACH-000316,-0.396747627588
ACH-000317,-0.0429004884863
ACH-000318,-0.557629378356
ACH-000319,-0.532402538695
ACH-000320,-0.4142771428
ACH-000322,-0.6962776117589999
ACH-000323,-0.477579727389
ACH-000324,-0.44125747678599997
ACH-000329,-0.7182644748710001
ACH-000330,-0.289338453665
ACH-000331,-0.580291605529
ACH-000332,-0.481775106109
ACH-000334,-0.24086225366500003
ACH-000335,-0.281140818688
ACH-000336,-0.505711250067
ACH-000337,-0.7535005248919999
ACH-000339,-0.250396390858
ACH-000341,-0.779485761993
ACH-000348,-0.311215946272
ACH-000350,-0.287656498683
ACH-000352,-0.26494105261100004
ACH-000356,-0.38846259564999996
ACH-000361,-0.6780038537790001
ACH-000362,-0.43376389188299996
ACH-000363,-0.309342144052
ACH-000364,-0.608124724037
ACH-000365,-0.381464200052
ACH-000366,-0.119693875299
ACH-000368,-0.548220700251
ACH-000374,-0.674026939193
ACH-000375,-0.263056236969
ACH-000376,-0.5868127594020001
ACH-000381,-0.23893139818000003
ACH-000383,-0.414372511762
ACH-000387,-0.381371392597
ACH-000389,-0.326270818245
ACH-000390,-0.509078675723
ACH-000393,-0.41804993379
ACH-000395,-0.39842577608900004
ACH-000397,-0.291969074855
ACH-000401,-0.406849233337
ACH-000402,-0.07888355062199999
ACH-000403,-0.6838710533460001
ACH-000404,0.0310044158506
ACH-000406,-0.679931433615
ACH-000407,-0.39474894628
ACH-000408,-0.128879484771
ACH-000410,-0.376598425016
ACH-000411,-0.6734731048549999
ACH-000414,-0.512987546133
ACH-000415,-0.20489607086599998
ACH-000416,-0.544751709078
ACH-000420,-0.374985619667
ACH-000421,-0.349114466614
ACH-000424,-0.656648179917
ACH-000425,-0.425162839169
ACH-000426,-0.760696189248
ACH-000427,-0.119163575839
ACH-000433,-0.580969333752
ACH-000436,-0.964620893313
ACH-000444,-0.33088545594999996
ACH-000445,-0.27363767271
ACH-000448,-0.474692002322
ACH-000450,-0.296917548154
ACH-000452,-0.7473923569859999
ACH-000454,-0.359533179088
ACH-000458,-0.480724097165
ACH-000459,-0.7257049722460001
ACH-000460,-0.499557231272
ACH-000461,-0.488894414905
ACH-000463,-0.6404736496710001
ACH-000464,-0.25565758195599997
ACH-000466,-0.40461099961099994
ACH-000467,-0.659454799419
ACH-000468,-0.42288219733099996
ACH-000469,-0.28439689763799997
ACH-000470,-0.2961427281
ACH-000471,-0.387714540561
ACH-000472,-0.272407283236
ACH-000473,-0.24461732609900003
ACH-000475,-0.33735508244199996
ACH-000476,-0.266997443131
ACH-000477,-0.248594298233
ACH-000480,-0.41801180192599996
ACH-000481,-0.407344854933
ACH-000483,-0.40781593321500004
ACH-000484,-0.506452321887
ACH-000485,-0.5455968511129999
ACH-000486,-0.33222642832
ACH-000487,-0.7428334291600001
ACH-000488,-0.461872628383
ACH-000490,-0.684090244563
ACH-000491,-0.33921986272
ACH-000495,-0.541370239503
ACH-000496,-0.312161633455
ACH-000499,-0.437474072491
ACH-000500,-0.666338299392
ACH-000502,-0.47307056443499995
ACH-000503,-0.637799791226
ACH-000505,-0.494013723703
ACH-000507,-0.508998914349
ACH-000510,-0.5531974001519999
ACH-000511,-0.490199536955
ACH-000512,-0.912732277899
ACH-000516,-0.439175127688
ACH-000517,-0.717618036161
ACH-000518,-0.465891681681
ACH-000520,-0.278079087044
ACH-000521,-0.659620774991
ACH-000522,-0.522987722121
ACH-000524,-0.38552076774300004
ACH-000527,-0.277324502046
ACH-000528,-0.350596221096
ACH-000537,-0.355841694032
ACH-000541,-0.48942425187
ACH-000542,-0.389607423357
ACH-000544,-0.437450599887
ACH-000545,-0.587760665003
ACH-000547,-0.599465842059
ACH-000548,-0.494769235829
ACH-000549,-0.5690539713430001
ACH-000550,-0.447610914568
ACH-000552,-0.570441413805
ACH-000556,-0.646778672523
ACH-000557,-0.45845283477300003
ACH-000570,-0.352617740314
ACH-000571,-0.669660676271
ACH-000573,-0.394546799218
ACH-000576,-0.577366400343
ACH-000580,-0.268058992817
ACH-000584,-0.484028901249
ACH-000585,-0.549812591087
ACH-000588,-0.648724324361
ACH-000589,-0.412097784209
ACH-000591,-0.34744728422300003
ACH-000593,-0.261282317427
ACH-000600,-0.505720055829
ACH-000601,-0.6337795186
ACH-000604,-0.456093885656
ACH-000605,-0.301962345144
ACH-000606,-0.692714909128
ACH-000608,-0.232065570631
ACH-000614,-0.184518977088
ACH-000616,-0.489755868777
ACH-000618,-0.368396550105
ACH-000619,-0.607547660344
ACH-000620,-0.441627146267
ACH-000621,-0.353163072538
ACH-000622,-0.3746172194
ACH-000623,-0.593314477101
ACH-000624,-0.36732955261999994
ACH-000627,-0.560159928154
ACH-000630,-0.391938015269
ACH-000632,-0.378656469163
ACH-000633,-0.33335184914
ACH-000637,-0.340859355229
ACH-000638,-0.617409903357
ACH-000646,-0.284031368734
ACH-000647,-0.358603261094
ACH-000648,-0.38352802378
ACH-000649,-0.38632718077699996
ACH-000651,-0.335712252857
ACH-000652,-0.32337766361
ACH-000653,-0.588367050164
ACH-000657,-0.547322070592
ACH-000658,-0.654105294174
ACH-000661,-0.406710986381
ACH-000662,-0.7433310972499999
ACH-000663,-0.198955072111
ACH-000665,-0.604683652609
ACH-000671,-0.601599319751
ACH-000673,-0.573070658812
ACH-000676,-0.46298279384999996
ACH-000677,-0.365887775998
ACH-000681,-0.35815547343599996
ACH-000682,-0.45093077594400005
ACH-000683,-0.526802188989
ACH-000684,-0.612907712282
ACH-000688,-0.298553002737
ACH-000693,-0.39822806630999996
ACH-000694,-0.425723050965
ACH-000695,-0.514630870617
ACH-000696,-0.49118750296700003
ACH-000697,-0.820466426231
ACH-000699,-0.426270648067
ACH-000701,-0.54706598437
ACH-000706,-0.32349341129500003
ACH-000711,-0.441478262811
ACH-000713,-0.8301816497840001
ACH-000714,-0.557839505923
ACH-000718,-0.12287282577
ACH-000720,-0.5599130319169999
ACH-000721,-0.509948251881
ACH-000724,-0.343627660511
ACH-000725,-0.7638174777069999
ACH-000732,-0.792013462782
ACH-000734,-0.425706837297
ACH-000735,-0.41187761219400004
ACH-000736,-0.666542335061
ACH-000738,-0.262001011533
ACH-000746,-0.37636186241499997
ACH-000747,-0.447107924538
ACH-000748,-0.658916657892
ACH-000753,-0.7094819769670001
ACH-000756,-0.818169886694
ACH-000757,-0.400266750657
ACH-000758,-0.652571183892
ACH-000760,-0.51347620077
ACH-000763,-0.7111344527179999
ACH-000764,-0.24118367122900003
ACH-000765,-0.591333011181
ACH-000766,-0.390633471836
ACH-000767,-0.429950675625
ACH-000768,-0.370108348627
ACH-000769,-0.593944135694
ACH-000770,-0.672924758707
ACH-000771,-0.45585126350599997
ACH-000773,-0.931779941518
ACH-000776,-0.32111759019
ACH-000777,-0.487799730047
ACH-000778,-0.320256754174
ACH-000781,-0.493456869415
ACH-000782,-0.42776786028999997
ACH-000783,-0.873452338368
ACH-000784,-0.233322135671
ACH-000785,-0.608887060392
ACH-000787,-0.686547314261
ACH-000788,-0.30892518174899997
ACH-000791,-0.5694046357399999
ACH-000792,-0.545489704077
ACH-000794,-0.671187311205
ACH-000796,-0.37275027082400003
ACH-000799,-0.739026865794
ACH-000800,-0.661110323089
ACH-000802,-0.39106920291999997
ACH-000804,-0.502061297203
ACH-000805,-0.366407998394
ACH-000809,-0.619453246268
ACH-000810,-0.506334147534
ACH-000811,-0.355985403076
ACH-000817,-0.772037520291
ACH-000819,-0.544971915347
ACH-000820,-0.164329153978
ACH-000821,-0.812863642177
ACH-000822,-0.590074783703
ACH-000823,-0.330388194494
ACH-000824,-0.577728226835
ACH-000827,-0.572958325677
ACH-000829,-0.752036370871
ACH-000831,-0.410022426831
ACH-000832,-0.5484941193330001
ACH-000833,-0.442514346826
ACH-000834,-0.654262135823
ACH-000835,-0.443160846885
ACH-000836,-0.0697033533097
ACH-000837,-0.324009086001
ACH-000838,-0.620542506162
ACH-000839,-0.445073512898
ACH-000840,-0.586043943999
ACH-000841,-0.5483306288409999
ACH-000843,-0.454176256524
ACH-000846,-0.565612452376
ACH-000847,-0.20221803657600002
ACH-000848,-0.491020584168
ACH-000849,-0.63226786169
ACH-000851,-0.374430671813
ACH-000855,-0.5607143617729999
ACH-000856,-0.552223315798
ACH-000858,-0.508234063646
ACH-000859,-0.641844700555
ACH-000861,-0.501110869391
ACH-000862,-0.34274626560500004
ACH-000865,-0.291531885604
ACH-000866,-0.484519785402
ACH-000867,-0.547540802018
ACH-000869,-0.48008159560400004
ACH-000872,-0.129306541296
ACH-000873,-0.279600566259
ACH-000876,-0.19834482339899998
ACH-000878,-0.405072329705
ACH-000880,-0.703240957983
ACH-000881,-0.48981221928700003
ACH-000882,-0.489087656394
ACH-000884,-0.33310603145100004
ACH-000885,-0.49355955134499996
ACH-000887,-0.446439671157
