,RNF144A (9781)
ACH-000004,0.375795712228
ACH-000007,0.163798326184
ACH-000009,0.31556070895
ACH-000011,0.204003204989
ACH-000012,0.302192655163
ACH-000013,0.394861445955
ACH-000014,0.20597133193300002
ACH-000015,0.31763689921
ACH-000017,0.27718261790800003
ACH-000018,0.0525543303022
ACH-000019,0.29502409752799996
ACH-000021,0.244703336623
ACH-000022,0.137903897868
ACH-000025,0.25826056004799997
ACH-000028,0.319566374932
ACH-000030,0.345961285003
ACH-000035,0.224818204047
ACH-000036,0.322800207573
ACH-000037,0.277223523801
ACH-000039,0.0333734391187
ACH-000040,0.0199147052692
ACH-000041,0.24088190438700002
ACH-000042,0.28984791076
ACH-000045,0.30234454304
ACH-000047,0.183819664943
ACH-000052,0.0947906286501
ACH-000053,0.22915287540999998
ACH-000054,0.246172365483
ACH-000055,0.1655061724
ACH-000060,0.352012235862
ACH-000067,0.15942107279999998
ACH-000070,0.270410757346
ACH-000075,0.189489038501
ACH-000078,0.184358656882
ACH-000082,0.22288460797200002
ACH-000085,0.39685495076099997
ACH-000086,0.212006822262
ACH-000087,0.17107949043499998
ACH-000092,0.172850820114
ACH-000095,0.20790516081399998
ACH-000097,0.356194173749
ACH-000098,0.20326915191599998
ACH-000099,0.218197146337
ACH-000108,0.22699451156599998
ACH-000113,0.339709901404
ACH-000115,0.244763279213
ACH-000116,0.204377925345
ACH-000118,0.351532654178
ACH-000120,0.194686348604
ACH-000123,0.295352345705
ACH-000127,0.241294301033
ACH-000128,0.18174924567200001
ACH-000132,0.37886620793700004
ACH-000133,0.518192400664
ACH-000137,0.193227094076
ACH-000138,0.0904149788615
ACH-000142,0.345154035758
ACH-000143,0.343260330602
ACH-000146,0.27029554413400003
ACH-000148,0.298032424295
ACH-000150,0.119898002334
ACH-000152,0.38108664000799997
ACH-000153,0.390871047604
ACH-000159,0.0944704075282
ACH-000160,0.305344413277
ACH-000163,0.34967839052
ACH-000167,0.03624017883
ACH-000168,0.387172527386
ACH-000169,0.348177324546
ACH-000178,0.399467371035
ACH-000182,0.31469732476
ACH-000183,0.168281021195
ACH-000188,0.26747179544599997
ACH-000189,0.151573999339
ACH-000190,0.0716402216158
ACH-000198,0.312756803691
ACH-000204,0.287306050278
