,A4GALT (53947)
ACH-000004,-0.17852368247499997
ACH-000007,0.144458301865
ACH-000009,0.04270724293980001
ACH-000011,-0.24983304934
ACH-000012,-0.127712799135
ACH-000013,-0.10413417961100001
ACH-000014,-0.10254541975600001
ACH-000015,-0.0875282747752
ACH-000017,-0.132593030103
ACH-000018,0.15375247768
ACH-000019,0.009412937529680001
ACH-000021,-0.11481174604199999
ACH-000022,-0.0197436947362
ACH-000025,-0.0517488488832
ACH-000028,-0.103983720575
ACH-000030,-0.20680852279599998
ACH-000035,0.23803558276200001
ACH-000036,0.0397094376403
ACH-000037,-0.109102434849
ACH-000039,-0.149147129829
ACH-000040,0.134947474848
ACH-000041,-0.271074257394
ACH-000042,-0.15667111235700001
ACH-000045,-0.013907804006600001
ACH-000047,-0.0655899191405
ACH-000052,-0.266554882049
ACH-000053,0.0504698267345
ACH-000054,0.0734842177116
ACH-000055,-0.0298451443943
ACH-000060,-0.152785944048
ACH-000067,-0.153597198474
ACH-000070,0.123327920034
ACH-000075,0.011583728225499999
ACH-000078,0.05284444520280001
ACH-000082,0.082447867375
ACH-000085,-0.556819592876
ACH-000086,0.21818059060400002
ACH-000087,-0.115504606556
ACH-000092,-0.010506900002999999
ACH-000095,0.011510264385500001
ACH-000097,-0.0978322150471
ACH-000098,-0.142932766351
ACH-000099,-0.07772374192499999
ACH-000108,-0.0813669402792
ACH-000113,-0.114015033616
ACH-000115,-0.148497860792
ACH-000116,-0.0313108218182
ACH-000118,-0.05629883138280001
ACH-000120,-0.13721338923499998
ACH-000123,-0.0368593385547
ACH-000127,0.0398392628282
ACH-000128,-0.0329236808851
ACH-000132,0.06258957984
ACH-000133,-0.166835773772
ACH-000137,-0.022277368801199997
ACH-000138,0.123362082466
ACH-000142,-0.027036528589200002
ACH-000143,-0.191328177163
ACH-000146,0.000683873129613
ACH-000148,0.09388975383819999
ACH-000150,0.041494543509
ACH-000152,-0.0359447917196
ACH-000153,-0.0583527387976
ACH-000159,0.10409626999399998
ACH-000160,-0.11429831336799999
ACH-000163,-0.119761439513
ACH-000167,0.0783119556692
ACH-000168,-0.121933121345
ACH-000169,-0.0715874715449
ACH-000178,-0.0327336716151
ACH-000182,0.0034203152505200003
ACH-000183,-0.0831297875883
ACH-000188,0.132361023094
ACH-000189,0.19021410056200003
ACH-000190,0.0116969563304
ACH-000198,0.0146707429445
ACH-000204,-0.0185857563992
ACH-000206,0.108788398865
ACH-000207,0.018843487978999998
ACH-000211,-0.0994524637377
ACH-000215,-0.0922333084788
ACH-000221,-0.0974068829354
ACH-000222,0.160690039548
ACH-000223,-0.0573315827456
ACH-000226,-0.0713495765096
ACH-000227,-0.13980831071799998
ACH-000228,-0.258118498955
ACH-000231,-0.271622601593
ACH-000232,-0.0821656194495
ACH-000233,-0.183113554307
ACH-000234,-0.1466313357
ACH-000235,0.038988246502
ACH-000237,-0.10101131353599999
ACH-000238,-0.102000388242
ACH-000243,-0.025628591000999998
ACH-000244,-0.0586723831188
ACH-000246,-0.0933040884323
ACH-000248,0.115713293443
ACH-000250,-0.054947452125000004
ACH-000251,0.06153640796
ACH-000253,-0.0286817206866
ACH-000255,-0.0854896995355
ACH-000256,-0.110785851365
ACH-000257,-0.0443901310483
ACH-000258,-0.0777381297767
ACH-000259,-0.019668019945200003
ACH-000260,-0.0621524942423
ACH-000261,-0.105247117268
ACH-000262,0.08138573226700001
ACH-000263,0.015631769750600003
ACH-000264,-0.18508419447500002
ACH-000265,0.0030845494934599997
ACH-000266,-0.18508995133900003
ACH-000272,0.014067465119999999
ACH-000273,-0.0490275183369
ACH-000274,-0.15337750459799998
ACH-000277,0.109614145441
ACH-000278,-0.17135650799600002
ACH-000279,-0.0557194782529
ACH-000280,0.06345364770709999
ACH-000281,-0.105151483638
ACH-000288,0.0105879126948
ACH-000291,0.0614160563889
ACH-000293,-0.117361820289
ACH-000294,0.260932318364
ACH-000295,-0.317529105016
ACH-000296,-0.145928360665
ACH-000302,-0.0669887982756
ACH-000304,-0.22263287779399998
ACH-000307,-0.211803441792
ACH-000308,-0.08785411536639999
ACH-000310,0.0426382206004
ACH-000311,0.0177515620313
ACH-000312,-0.27149060162300004
ACH-000315,-0.0924872997533
ACH-000316,-0.021649933409599996
ACH-000317,0.116873617568
ACH-000318,-0.117390177137
ACH-000319,-0.06617583259700001
ACH-000320,-0.127030806597
ACH-000322,0.0926715176399
ACH-000323,-0.08790316507689999
ACH-000324,0.08174874294489999
ACH-000329,-0.053892102832199994
ACH-000330,0.006829075284899999
ACH-000331,0.10068952239199999
ACH-000332,-0.125206258435
ACH-000334,0.18664871584800002
ACH-000335,0.0392905966898
ACH-000336,0.0367890672146
ACH-000337,0.042213594669399994
ACH-000339,-0.0292565181105
ACH-000341,-0.17332302877099998
ACH-000348,-0.0875638977499
ACH-000350,0.0344369159169
ACH-000352,0.035257270719499995
ACH-000356,-0.0394135031181
ACH-000361,0.08619008632860001
ACH-000362,0.0159080119334
ACH-000363,-0.08867300951269999
ACH-000364,0.0137105771099
ACH-000365,0.0028953400880000002
ACH-000366,-0.07555296578439999
ACH-000368,0.0108936629711
ACH-000374,0.19906073644400002
ACH-000375,-0.00236134568141
ACH-000376,0.035730040201800005
ACH-000381,0.110759173191
ACH-000383,-0.0716429478851
ACH-000387,0.12100405300000001
ACH-000389,0.035547320543499995
ACH-000390,0.000561943320795
ACH-000393,-0.12730894076500002
ACH-000395,-0.0558363018434
ACH-000397,-0.16382131962500002
ACH-000401,0.0766717736681
ACH-000402,-0.66309995908
ACH-000403,-0.0212345849852
ACH-000404,0.203570064969
ACH-000406,-0.0764947411577
ACH-000407,0.17651957786699998
ACH-000408,0.00226624554544
ACH-000410,0.00793095245078
ACH-000411,0.0077520115794
ACH-000414,-0.0573450652723
ACH-000415,0.0152937978375
ACH-000416,-0.0690011427981
ACH-000420,-0.17020764675900002
ACH-000421,-0.0533533235774
ACH-000424,-0.0111220434821
ACH-000425,-0.132397227885
ACH-000426,0.0435440900897
ACH-000427,-0.187629127355
ACH-000433,-0.010624747781799998
ACH-000436,-0.0399665193772
ACH-000444,-0.142372511046
ACH-000445,-0.220938108456
ACH-000448,0.00757596121141
ACH-000450,-0.056871367357
ACH-000452,0.00745598093983
ACH-000454,0.152062678388
ACH-000458,0.0233759509699
ACH-000459,0.228834031675
ACH-000460,0.129671061381
ACH-000461,-0.052252936971500005
ACH-000463,-0.015429247368999999
ACH-000464,0.016403690277499997
ACH-000466,-0.185364291433
ACH-000467,-0.019080301568599998
ACH-000468,-0.0906067881229
ACH-000469,-0.30465086229000005
ACH-000470,-0.0646068709269
ACH-000471,-0.10930558219799999
ACH-000472,-0.122593810093
ACH-000473,-0.250403515515
ACH-000475,-0.06728305124509999
ACH-000476,-0.0493083263416
ACH-000477,-0.0327442769831
ACH-000480,-0.061036542576599996
ACH-000481,0.0554109648639
ACH-000483,-0.18638554701499999
ACH-000484,0.0411623698322
ACH-000485,-0.063040965373
ACH-000486,-0.00272282900825
ACH-000487,0.030117798243900002
ACH-000488,-0.165880910567
ACH-000490,-0.15186821439
ACH-000491,0.109544172423
ACH-000495,-0.0173258265731
ACH-000496,-0.08429284661049999
ACH-000499,-0.25538781442499997
ACH-000500,0.250728684828
ACH-000502,-0.0399137829883
ACH-000503,0.266140676644
ACH-000505,0.0304071337109
ACH-000507,-0.24675419544100002
ACH-000510,0.0376694974302
ACH-000511,-0.11741192935999999
ACH-000512,0.0152274346175
ACH-000516,-0.23670373767099998
ACH-000517,0.021976963486999998
ACH-000518,-0.0661247109367
ACH-000520,-0.031070023506400004
ACH-000521,-0.0934909061429
ACH-000522,0.138485263228
ACH-000524,0.0672248098447
ACH-000527,0.018219779735700003
ACH-000528,0.097462537073
ACH-000537,-0.298729695255
ACH-000541,-0.11277851486500001
ACH-000542,0.022675293317299998
ACH-000544,0.17457283721
ACH-000545,0.0232181965692
ACH-000547,-0.00971196453158
ACH-000548,-0.0200271671928
ACH-000549,-0.014483260102500001
ACH-000550,-0.115031801878
ACH-000552,0.0413483984541
ACH-000556,-0.00215828178968
ACH-000557,-0.156254844234
ACH-000570,-0.152723988626
ACH-000571,-0.140725592599
ACH-000573,-0.09691445161000001
ACH-000576,-0.0409313245028
ACH-000580,0.167953109696
ACH-000584,-0.11573404977700001
