,APOE (348)
ACH-000004,-0.13530881481100002
ACH-000007,0.0445158007503
ACH-000009,-0.0255252390425
ACH-000011,0.0681261996975
ACH-000012,-0.116409184301
ACH-000013,-0.206437402882
ACH-000014,-0.22931682166700001
ACH-000015,-0.0520172560688
ACH-000017,-0.0822484860796
ACH-000018,-0.0125486733902
ACH-000019,-0.29710750457699997
ACH-000021,-0.0882138822139
ACH-000022,-0.011858840903700001
ACH-000025,0.164925837628
ACH-000028,-0.10644804636399999
ACH-000030,-0.167804674449
ACH-000035,-0.0140815897747
ACH-000036,-0.122360875023
ACH-000037,-0.0225045268516
ACH-000039,-0.186411031111
ACH-000040,0.0744913106812
ACH-000041,0.141440463611
ACH-000042,-0.0854754008746
ACH-000045,-0.0882875788954
ACH-000047,-0.0178202395553
ACH-000052,0.049659949805
ACH-000053,-0.231861014137
ACH-000054,-0.115645160911
ACH-000055,0.0728696967923
ACH-000060,-0.0955105380317
ACH-000067,-0.03780946006119999
ACH-000070,-0.031562485364200005
ACH-000075,-0.281840457953
ACH-000078,0.0478026071832
ACH-000082,-0.0121588314108
ACH-000085,-0.054283273479899995
ACH-000086,-0.0966947213827
ACH-000087,-0.050302863572899995
ACH-000092,-0.327773580276
ACH-000095,-0.128857577515
ACH-000097,-0.169120048725
ACH-000098,-0.197997088267
ACH-000099,-0.179589364371
ACH-000108,-0.127585128148
ACH-000113,0.0244274964407
ACH-000115,-0.605576199721
ACH-000116,-0.00203037033916
ACH-000118,-0.21660436408199998
ACH-000120,-0.120719093837
ACH-000123,-0.06654400064180001
ACH-000127,-0.0199193997684
ACH-000128,-0.134749600031
ACH-000132,-0.17078705745
ACH-000133,-0.158550060813
ACH-000137,-0.173769259892
ACH-000138,0.0660735745759
ACH-000142,-0.1650970977
ACH-000143,-0.344065819507
ACH-000146,-0.105579792837
ACH-000148,-0.0663841965035
ACH-000150,0.07724148900010001
ACH-000152,-0.178339240212
ACH-000153,-0.0954703594254
ACH-000159,0.0103939660302
ACH-000160,-0.135532392565
ACH-000163,-0.22134076610300002
ACH-000167,-0.057942052644499996
ACH-000168,-0.101605808141
ACH-000169,-0.07949646183739999
ACH-000178,-0.206121533595
ACH-000182,-0.034940148528
ACH-000183,-0.08144286929539998
ACH-000188,0.014735538809200002
ACH-000189,0.08823928708789999
ACH-000190,0.00696091847239
ACH-000198,-0.0289103247255
ACH-000204,-0.355379842915
ACH-000206,-0.0659309383954
ACH-000207,-0.214376570493
ACH-000211,-0.0202180943862
ACH-000215,-0.0455747054865
ACH-000221,-0.34991568452699995
ACH-000222,-0.284221220878
ACH-000223,-0.013182027616999999
ACH-000226,-0.0864854557315
ACH-000227,0.05456302521340001
ACH-000228,-0.259668476814
ACH-000231,0.048432373299099996
ACH-000232,0.0173052941588
ACH-000233,-0.125030677591
ACH-000234,0.0066596895601700005
ACH-000235,-0.0398228456519
ACH-000237,-0.20135401462000002
ACH-000238,-0.159478905745
ACH-000243,0.0650518610269
ACH-000244,0.08687358325760001
ACH-000246,-0.127437780083
ACH-000248,-0.12722319506100002
ACH-000250,-0.09721726398430001
ACH-000251,0.0190522446358
ACH-000253,-0.212936121735
ACH-000255,-0.054426341678800005
ACH-000256,-0.06930939650769999
ACH-000257,-0.27084884818000005
ACH-000258,-0.0477033998557
ACH-000259,-0.0919511108771
ACH-000260,-0.109291467332
ACH-000261,-0.000559001401461
ACH-000262,-0.434101587393
ACH-000263,0.023516793516199997
ACH-000264,0.128075030722
ACH-000265,-0.122225956626
ACH-000266,-0.10330801282600001
ACH-000272,0.06332877180470001
ACH-000273,0.07822784107360001
ACH-000274,-0.120664132314
ACH-000277,0.0058725051016800004
ACH-000278,-0.18222574070300002
ACH-000279,-0.013922540035899999
ACH-000280,-0.144644105498
ACH-000281,0.0783895810853
ACH-000288,0.036912623308
ACH-000291,-0.23790794395300002
ACH-000293,-0.551281641235
ACH-000294,-0.114594535477
ACH-000295,-0.055376037817
ACH-000296,-0.15243094293
ACH-000302,-0.315025813248
ACH-000304,0.103075350683
ACH-000307,-0.051696195947099996
ACH-000308,-0.252667235061
ACH-000310,-0.052973620301
ACH-000311,-0.088631878894
ACH-000312,-0.116975604318
ACH-000315,-0.470170592404
ACH-000316,0.0257033048607
ACH-000317,0.030448405001400003
ACH-000318,-0.0705260327951
ACH-000319,-0.0804053640618
ACH-000320,0.0762139520201
ACH-000322,0.19628398259100002
ACH-000323,-0.00289428102005
ACH-000324,-0.154960042474
ACH-000329,-0.0766163942072
ACH-000330,-0.316099968404
ACH-000331,-0.0162036812218
ACH-000332,-0.0738574912883
ACH-000334,0.100088017772
