,HSPA1L (3305)
ACH-000004,-0.20232665188
ACH-000007,0.081575657374
ACH-000009,-0.09094853071910002
ACH-000011,-0.32180404940900004
ACH-000012,-0.052743969473599994
ACH-000013,-0.184051117599
ACH-000014,-0.24866379448000003
ACH-000015,-0.136771007874
ACH-000017,-0.133084953641
ACH-000018,-0.214624352551
ACH-000019,-0.248880960881
ACH-000021,-0.130030297924
ACH-000022,-0.0154689535213
ACH-000025,0.025723306853999997
ACH-000028,-0.024559376652700003
ACH-000030,-0.008590466441190001
ACH-000035,-0.15002141042
ACH-000036,0.1082972902
ACH-000037,-0.0051162305534999996
ACH-000039,-0.146460243358
ACH-000040,-0.311364722474
ACH-000041,-0.142273592744
ACH-000042,-0.261864650634
ACH-000045,-0.107761542952
ACH-000047,-0.178929150209
ACH-000052,-0.10145661572899999
ACH-000053,-0.150039036569
ACH-000054,-0.153439774238
ACH-000055,-0.0355228892624
ACH-000060,-0.335788426443
ACH-000067,-0.290995940904
ACH-000070,0.0284689458573
ACH-000075,0.212432123317
ACH-000078,-0.057651343250699996
ACH-000082,-0.18123216592900002
ACH-000085,-0.37743731000299996
ACH-000086,-0.200017662073
ACH-000087,-0.12736514014
ACH-000092,-0.039822376894699994
ACH-000095,-0.140708370778
ACH-000097,-0.21660569500500002
ACH-000098,-0.0385816015295
ACH-000099,0.0034326759166799998
ACH-000108,-0.165732696163
ACH-000113,-0.20165952272399998
ACH-000115,-0.214617993988
ACH-000116,-0.0636172777578
ACH-000118,-0.0520466991175
ACH-000120,-0.122589433741
ACH-000123,-0.142035443146
ACH-000127,-0.26904195758099997
ACH-000128,-0.47578030465800003
ACH-000132,-0.052170651225500006
ACH-000133,-0.387548115691
ACH-000137,-0.45418981664499997
ACH-000138,-0.14864035663
ACH-000142,-0.0469317304479
ACH-000143,0.039771964155699994
ACH-000146,-0.09848849919439999
ACH-000148,-0.0335917325158
ACH-000150,-0.055481539670199996
ACH-000152,-0.126208949042
ACH-000153,-0.320382024258
ACH-000159,-0.157013602566
ACH-000160,-0.336580339761
ACH-000163,-0.289078927368
ACH-000167,0.979527356515
ACH-000168,-0.155264301766
ACH-000169,-0.10558086322999999
ACH-000178,-0.0547650153292
ACH-000182,-0.055860297493400005
ACH-000183,-0.18736094698800002
ACH-000188,-0.226918027438
ACH-000189,-0.0324090170265
ACH-000190,-0.16210640850400002
ACH-000198,-0.331425583179
ACH-000204,-0.183470212179
ACH-000206,-0.0900457097032
ACH-000207,-0.34657226496
ACH-000211,-0.113912102676
ACH-000215,-0.11517400105999999
ACH-000221,-0.327006316136
ACH-000222,-0.301026603094
ACH-000223,-0.265209164078
ACH-000226,0.048275821737099996
ACH-000227,0.0181139685295
ACH-000228,-0.332683787935
ACH-000231,-0.19587138934700002
ACH-000232,-0.05346959544319999
ACH-000233,-0.229322930372
ACH-000234,0.0463396777204
ACH-000235,-0.15180745027599998
ACH-000237,-0.12105710879499999
ACH-000238,-0.188602063352
ACH-000243,-0.175525533887
ACH-000244,-0.19492262025499998
ACH-000246,-0.10684461252800001
ACH-000248,-0.138084343739
ACH-000250,-0.165399590845
ACH-000251,-0.48893254192900004
ACH-000253,-0.212595147734
ACH-000255,-0.26405079417599997
ACH-000256,-0.271579132481
ACH-000257,-0.0016400013963800003
ACH-000258,0.0675485737822
ACH-000259,-0.0703747175391
ACH-000260,-0.029235203655900002
ACH-000261,-0.16573401742000002
ACH-000262,-0.126844152111
ACH-000263,-0.277966813745
ACH-000264,-0.198633492771
ACH-000265,-0.219381749306
ACH-000266,-0.19251588383499998
ACH-000272,-0.0572784268239
ACH-000273,-0.27304817817899996
ACH-000274,-0.0134329208736
ACH-000277,-0.0441164567094
ACH-000278,0.000378610388919
ACH-000279,-0.0816540623366
ACH-000280,-0.25596195814399997
ACH-000281,-0.211206742795
ACH-000288,-0.133332066276
ACH-000291,-0.07873109750780001
ACH-000293,-0.0511479719216
ACH-000294,-0.162286405217
ACH-000295,-0.344003671945
ACH-000296,0.00677624927716
ACH-000302,-0.310060169034
ACH-000304,-0.314917795328
ACH-000307,-0.11904259077500001
ACH-000308,-0.08940438281160001
ACH-000310,-0.0924654915858
ACH-000311,-0.0364574113603
ACH-000312,-0.269869680172
ACH-000315,-0.17527631624499998
ACH-000316,-0.250062881282
ACH-000317,-0.34891121020000004
ACH-000318,-0.0625401931249
ACH-000319,-0.212630444646
ACH-000320,-0.273074434477
ACH-000322,0.296784720058
ACH-000323,0.00468602206741
ACH-000324,-0.12522393972
ACH-000329,-0.123667912563
ACH-000330,0.0024227455504099997
ACH-000331,-0.152217375968
ACH-000332,-0.315719055055
ACH-000334,-0.257337091172
ACH-000335,0.04730960294969999
ACH-000336,0.156492437069
ACH-000337,-0.26983170560499997
ACH-000339,-0.114044009899
ACH-000341,0.283328734866
ACH-000348,-0.0605019170092
ACH-000350,-0.164169246447
ACH-000352,-0.27954213247
ACH-000356,-0.260174318173
ACH-000361,-0.383848592202
ACH-000362,-0.19911310881900002
ACH-000363,-0.0561334631152
ACH-000364,-0.292458020799
ACH-000365,-0.12066507177300001
ACH-000366,-0.125610500565
ACH-000368,-0.28846857365
ACH-000374,-0.548490171207
ACH-000375,-0.155618522454
ACH-000376,-0.10775643515999998
ACH-000381,-0.174371296386
ACH-000383,-0.19050824302900002
ACH-000387,-0.33876885590899997
ACH-000389,-0.173683437833
ACH-000390,-0.15553183415
ACH-000393,-0.25742582576699996
ACH-000395,-0.285726956533
ACH-000397,-0.199185634106
ACH-000401,-0.06126750640459999
ACH-000402,-0.544446205574
ACH-000403,-0.105731379586
ACH-000404,-0.276423727579
ACH-000406,-0.111825951205
ACH-000407,-0.19938971945099998
ACH-000408,-0.367685235838
ACH-000410,-0.036577258912
ACH-000411,-0.08388703072889998
ACH-000414,-0.283659129443
ACH-000415,-0.1480265084
ACH-000416,-0.129300419534
ACH-000420,-0.287685225267
ACH-000421,-0.280973910136
ACH-000424,-0.193727294214
ACH-000425,-0.186214422811
ACH-000426,-0.17174890614
ACH-000427,-0.148711205822
ACH-000433,-0.244681092509
ACH-000436,-0.352177863222
ACH-000444,-0.09661466457139999
ACH-000445,-0.16569049342
ACH-000448,-0.09595211626399999
ACH-000450,-0.38402062619000005
ACH-000452,-0.203430017687
ACH-000454,-0.260427937785
ACH-000458,-0.319185871881
ACH-000459,0.00984342491434
ACH-000460,-0.0778832769239
ACH-000461,-0.186299856775
ACH-000463,-0.20852963869199997
ACH-000464,-0.262032451544
ACH-000466,-0.063229306882
ACH-000467,-0.242244133784
ACH-000468,-0.20097623083900001
ACH-000469,-0.116913704534
ACH-000470,-0.08257622941000001
ACH-000471,-0.14180542176799998
ACH-000472,-0.04887600784030001
ACH-000473,-0.20441045686999998
ACH-000475,-0.06328281214430001
ACH-000476,-0.414806312552
ACH-000477,-0.0593685330576
ACH-000480,-0.031247888857400003
ACH-000481,-0.303780516191
ACH-000483,-0.38982426480099996
ACH-000484,-0.047906652599999995
ACH-000485,-0.182234871817
ACH-000486,-0.0842005385276
ACH-000487,-0.217433948147
ACH-000488,-0.18182817781100002
ACH-000490,-0.21233333768800003
ACH-000491,-0.45872091311
ACH-000495,0.00776852378705
ACH-000496,-0.41516551597900003
