,SPERT (220082)
ACH-000004,0.0796209738522
ACH-000007,0.014552964376999999
ACH-000009,0.218333342524
ACH-000011,0.0768659418932
ACH-000012,-0.0336744803052
ACH-000013,-0.12836024597200002
ACH-000014,-0.0326483906873
ACH-000015,0.0802093975725
ACH-000017,0.0867775083655
ACH-000018,0.18094070688799999
ACH-000019,0.0848839316725
ACH-000021,-0.0845492002812
ACH-000022,-0.07563503577910001
ACH-000025,0.141094358525
ACH-000028,0.160025271053
ACH-000030,0.008966651447959998
ACH-000035,-0.038349500064500004
ACH-000036,0.117288643426
ACH-000037,-0.140069225997
ACH-000039,0.0707684419347
ACH-000040,-0.13525600825200002
ACH-000041,0.0336992038038
ACH-000042,-0.0154049909425
ACH-000045,0.21436067173700002
ACH-000047,0.00841752090234
ACH-000052,-0.0352356908551
ACH-000053,0.06964731174439999
ACH-000054,0.00915774010078
ACH-000055,0.0288273073348
ACH-000060,0.00989951106575
ACH-000067,0.15085540773
ACH-000070,0.0316855641989
ACH-000075,-0.045690697570500004
ACH-000078,-0.115143970684
ACH-000082,0.0166979362133
ACH-000085,0.0492960862705
ACH-000086,-0.0961872159199
ACH-000087,0.30835143672299997
ACH-000092,0.11185690441400001
ACH-000095,-0.0100904575717
ACH-000097,0.133007370838
ACH-000098,0.167994236515
ACH-000099,-0.0685685346507
ACH-000108,-0.141915811579
ACH-000113,0.131531569927
ACH-000115,0.0966815977479
ACH-000116,-0.0530195367384
ACH-000118,-0.0175303478342
ACH-000120,-0.0467423270175
ACH-000123,0.095384273465
ACH-000127,0.05245816474219999
ACH-000128,-0.0103826321451
ACH-000132,-0.333169383112
ACH-000133,0.0729295824023
ACH-000137,-0.129656811071
ACH-000138,0.09439511481239998
ACH-000142,-0.019399873129
ACH-000143,0.221779249032
ACH-000146,0.0487647745581
ACH-000148,0.06730032303
ACH-000150,0.034896040652800005
ACH-000152,0.036966421688199996
ACH-000153,0.244663012369
ACH-000159,-0.121259100337
ACH-000160,0.0675037877606
ACH-000163,-0.172941487558
ACH-000167,0.114992865581
ACH-000168,-0.142637159304
ACH-000169,-0.005116040768829999
ACH-000178,0.061923176702300006
ACH-000182,0.0652282729924
ACH-000183,0.124042726801
ACH-000188,-0.0016104352600799998
ACH-000189,-0.010974702963299998
ACH-000190,0.117459356323
ACH-000198,0.15317449233799998
ACH-000204,-0.00404252411847
ACH-000206,0.0311240909645
ACH-000207,0.0293168125863
ACH-000211,0.080635379752
ACH-000215,0.044527593805599994
ACH-000221,-0.0061137378948699994
ACH-000222,0.0881645377803
ACH-000223,-0.0027318471380999997
ACH-000226,0.022247234986799997
ACH-000227,0.0772949153895
ACH-000228,-0.137509211249
ACH-000231,0.05247301634459999
ACH-000232,0.0702900001596
ACH-000233,0.021473103492400003
ACH-000234,0.09157772630830001
ACH-000235,0.032647417713000004
ACH-000237,0.11217999330600001
ACH-000238,-0.053153556491199995
ACH-000243,0.134827124931
ACH-000244,-0.000934524509407
ACH-000246,-0.0338423056745
ACH-000248,0.08846507733850001
ACH-000250,0.0418182261105
ACH-000251,-0.455287278722
ACH-000253,-0.24949447395100002
ACH-000255,0.139458723823
ACH-000256,0.00943012853237
ACH-000257,-0.178841466457
ACH-000258,0.09388535671420001
ACH-000259,-0.075516924999
ACH-000260,-0.0794706541292
ACH-000261,0.00694322615356
ACH-000262,0.0195771680199
ACH-000263,0.0901178621037
ACH-000264,0.0424108850497
ACH-000265,-0.14090935466600002
ACH-000266,0.0539924507125
ACH-000272,0.084205606852
ACH-000273,0.0482724366341
ACH-000274,0.0550665872971
ACH-000277,0.0756021230974
ACH-000278,0.142563545673
ACH-000279,0.10385470120200001
ACH-000280,0.0127792689174
ACH-000281,-0.305071839701
ACH-000288,-0.09795062483889999
ACH-000291,-0.045195308136800005
ACH-000293,0.147152146928
ACH-000294,0.172664558838
ACH-000295,0.026809146599099998
ACH-000296,-0.21979326629700002
ACH-000302,-0.0648506662306
ACH-000304,-0.0289790502688
ACH-000307,0.0471692461173
ACH-000308,0.0434209579211
ACH-000310,-0.121563080241
ACH-000311,0.0925259130404
ACH-000312,-0.017984333517200003
ACH-000315,-0.13239285368200002
ACH-000316,0.119900646402
ACH-000317,-0.00614573476667
ACH-000318,-5.90347097536e-05
ACH-000319,0.23595931163800002
ACH-000320,0.0755961705581
ACH-000322,-0.25865255036400003
ACH-000323,0.020597421428599997
ACH-000324,0.0837325413516
ACH-000329,0.07976490224619999
ACH-000330,0.136037910003
ACH-000331,0.0855417948692
ACH-000332,0.08121195246480001
ACH-000334,0.0286211323554
ACH-000335,0.228266247839
ACH-000336,0.0670526812437
ACH-000337,0.470688465492
ACH-000339,0.07548424950419999
ACH-000341,0.0868162374667
ACH-000348,0.0519005830476
ACH-000350,-0.041586045945399996
ACH-000352,0.120574368105
ACH-000356,0.14414164648299999
ACH-000361,0.128937947888
ACH-000362,-0.00105946285944
ACH-000363,-0.017886180914499998
ACH-000364,0.0458729000694
ACH-000365,-0.23769558187399997
ACH-000366,0.096499006798
ACH-000368,0.282584803565
ACH-000374,-0.130441394648
ACH-000375,0.176268076056
ACH-000376,-0.016141764880600002
ACH-000381,0.0642201639182
ACH-000383,-0.00570132513733
ACH-000387,-0.094402229762
ACH-000389,0.12208493377
ACH-000390,-0.0821143951911
ACH-000393,0.0383853613288
ACH-000395,-0.0184456079231
ACH-000397,-0.0289195931227
ACH-000401,0.22751040811
ACH-000402,0.0173404270839
ACH-000403,0.127058372816
ACH-000404,-0.0049666597314999995
ACH-000406,-0.0301236703986
ACH-000407,0.227888765778
ACH-000408,0.0689754582743
ACH-000410,0.100263467456
ACH-000411,-0.0365652264313
ACH-000414,0.08943757043310001
ACH-000415,-0.0762419241639
ACH-000416,-0.0546342433859
ACH-000420,0.11893597187300001
ACH-000421,0.0683546791643
ACH-000424,-0.223007590706
ACH-000425,0.0602733728919
ACH-000426,0.0427915280017
ACH-000427,0.0680563496041
ACH-000433,0.0129004957763
ACH-000436,0.172344205661
ACH-000444,-0.026516653986499997
ACH-000445,0.171777979686
ACH-000448,-0.00237930579327
ACH-000450,0.440026473359
ACH-000452,0.042048710005900006
ACH-000454,0.17706131432
ACH-000458,-0.104982656623
ACH-000459,0.0484978152277
ACH-000460,-0.0542118487215
ACH-000461,0.051036226093899996
ACH-000463,0.09223195666410001
ACH-000464,0.123909895053
ACH-000466,0.12039247023600001
ACH-000467,0.08272386780439998
ACH-000468,-0.20457077346500002
ACH-000469,0.12798680161599998
ACH-000470,0.176653576098
