,PKP3 (11187)
ACH-000004,0.0577019350165
ACH-000007,0.12392787508400001
ACH-000009,0.243559588133
ACH-000011,-0.0763700943138
ACH-000012,-0.0416106142307
ACH-000013,0.0974462266525
ACH-000014,-0.22991203618900002
ACH-000015,0.120186287765
ACH-000017,0.220119828089
ACH-000018,0.17942654034299999
ACH-000019,0.018536558196
ACH-000021,0.0420434001066
ACH-000022,-0.143605917611
ACH-000025,-0.00133819635075
ACH-000028,0.10705479093499999
ACH-000030,0.047265066477399996
ACH-000035,0.145811211545
ACH-000036,0.048108619449300005
ACH-000037,-0.0668399470766
ACH-000039,-0.00820542714325
ACH-000040,-0.00495892143693
ACH-000041,-0.23295836458900002
ACH-000042,0.0301630759375
ACH-000045,-0.134314024288
ACH-000047,-0.184811085365
ACH-000052,0.256955405493
ACH-000053,-0.0174126194494
ACH-000054,-0.0260283342015
ACH-000055,0.021216690461499998
ACH-000060,-0.07722124051260001
ACH-000067,-0.169794491792
ACH-000070,0.0171515236949
ACH-000075,-0.136820602452
ACH-000078,-0.189898404804
ACH-000082,-0.127671719114
ACH-000085,0.0917129545939
ACH-000086,-0.00782498317843
ACH-000087,0.09844632778689999
ACH-000092,0.167790676492
ACH-000095,0.00139553880986
ACH-000097,0.0825978248079
ACH-000098,-0.030343799104400004
ACH-000099,-0.0029839485140599996
ACH-000108,-0.033218216668400004
ACH-000113,0.0109589610195
ACH-000115,0.15620065838
ACH-000116,-0.0797563269658
ACH-000118,0.09053804497889999
ACH-000120,0.07883350054839999
ACH-000123,-0.0347283312943
ACH-000127,0.0203475556863
ACH-000128,-0.0781288146288
ACH-000132,-0.0596263707448
ACH-000133,0.0608461701107
ACH-000137,-0.10058196590099999
ACH-000138,-0.0254320840285
ACH-000142,0.021628261699200003
ACH-000143,-0.050936324814200004
ACH-000146,0.09210790747780001
ACH-000148,-0.0525464478824
ACH-000150,0.05020577117049999
ACH-000152,-0.040367968450699995
ACH-000153,0.148292155033
ACH-000159,-0.09568275191980001
ACH-000160,0.118022500766
ACH-000163,-0.09147945447910001
