,CDKN2AIP (55602)
ACH-000004,-0.264491055074
ACH-000007,-0.309190154012
ACH-000009,-0.23638635780900003
ACH-000011,-0.28674273336100004
ACH-000012,0.10198844502900001
ACH-000013,-0.11003256464299999
ACH-000014,-0.219213314164
ACH-000015,-0.231784036446
ACH-000017,-0.183013665504
ACH-000018,-0.267340703359
ACH-000019,-0.181281950074
ACH-000021,-0.242007650913
ACH-000022,-0.236934984976
ACH-000025,-0.11192643531400001
ACH-000028,-0.413546470675
ACH-000030,-0.197415489951
ACH-000035,-0.286056696498
ACH-000036,-0.250721113204
ACH-000037,-0.194559223259
ACH-000039,-0.060955201994699997
ACH-000040,-0.20902768125799998
ACH-000041,-0.43014094136299996
ACH-000042,-0.328263167276
ACH-000045,0.149778977464
ACH-000047,-0.22407669552099999
ACH-000052,-0.20848174218600002
ACH-000053,-0.26326828117
ACH-000054,-0.019328729653900003
ACH-000055,0.363806937223
ACH-000060,0.037935121168800004
ACH-000067,-0.267053498966
ACH-000070,-0.218020938774
ACH-000075,-0.05973412848259999
ACH-000078,-0.19772263324
ACH-000082,-0.31397761094
ACH-000085,-0.11965530120500001
ACH-000086,-0.19732450398600002
ACH-000087,-0.448621562742
ACH-000092,-0.151718157234
ACH-000095,-0.271578272046
ACH-000097,-0.0366113173055
ACH-000098,-0.360499232056
ACH-000099,-0.37844852204199997
ACH-000108,-0.513976737521
ACH-000113,-0.26936996364300003
ACH-000115,-0.143212225067
ACH-000116,-0.328689483701
ACH-000118,-0.203779638482
ACH-000120,-0.446655912576
ACH-000123,-0.209416131007
ACH-000127,-0.183181375881
ACH-000128,-0.07898281212439999
ACH-000132,-0.351311108219
ACH-000133,-0.0822661666735
ACH-000137,-0.09003535474999999
ACH-000138,-0.476466072674
ACH-000142,-0.014872541723200001
ACH-000143,-0.26210014103
ACH-000146,-0.237624103924
ACH-000148,-0.10348871727
ACH-000150,-0.156732768704
ACH-000152,-0.0817078991082
ACH-000153,-0.114084409065
ACH-000159,-0.23036647077
ACH-000160,-0.291392620975
ACH-000163,-0.252702052869
ACH-000167,-0.48450876204599996
ACH-000168,-0.700699510357
ACH-000169,-0.134192881787
ACH-000178,-0.0302015158937
ACH-000182,-0.197088870406
ACH-000183,-0.366601680554
ACH-000188,-0.227098462661
ACH-000189,-0.44297503329599996
ACH-000190,-0.141875522686
ACH-000198,0.0212867849902
ACH-000204,-0.29348716425099997
ACH-000206,-0.28445495791
ACH-000207,0.0184467771871
ACH-000211,-0.290539035975
ACH-000215,-0.13468897276
ACH-000221,0.0633508566843
ACH-000222,-0.051184534651899996
ACH-000223,-0.272737846845
ACH-000226,-0.193606594557
ACH-000227,-0.21658342733600003
ACH-000228,-0.426290606858
ACH-000231,-0.436552277479
ACH-000232,-0.36277483903700003
ACH-000233,-0.608655122103
ACH-000234,-0.478685581227
ACH-000235,-0.266204973647
ACH-000237,-0.285611098825
ACH-000238,-0.242763207711
ACH-000243,-0.0639080393886
ACH-000244,0.0166471362961
ACH-000246,-0.290139782203
ACH-000248,-0.165160288169
ACH-000250,-0.468527346438
ACH-000251,-0.200685268982
ACH-000253,-0.333964026099
ACH-000255,-0.04825537439259999
ACH-000256,-0.188061218033
ACH-000257,-0.42165114818000005
ACH-000258,-0.362871724899
ACH-000259,-0.193230914709
ACH-000260,-0.259518035451
ACH-000261,-0.35623849691
ACH-000262,-0.08750182994370001
ACH-000263,-0.383169235518
ACH-000264,-0.105749381975
ACH-000265,-0.211604660938
ACH-000266,-0.441005078398
ACH-000272,-0.35019751850999997
ACH-000273,-0.29124640069400004
ACH-000274,-0.16202220891
ACH-000277,0.0307531658685
ACH-000278,-0.14689520817399998
ACH-000279,-0.315152401707
ACH-000280,-0.25242465276299997
ACH-000281,-0.0654303826249
ACH-000288,-0.11878277068399999
ACH-000291,-0.059970614313099996
ACH-000293,-0.44199731009300003
ACH-000294,-0.35246944792499996
ACH-000295,-0.43831054598200003
ACH-000296,-0.0110699921117
ACH-000302,-0.11979320818900001
ACH-000304,0.12454225472100001
ACH-000307,-0.478597387548
ACH-000308,-0.282807413043
ACH-000310,-0.295053016494
ACH-000311,-0.437644206879
ACH-000312,-0.258120216423
ACH-000315,0.055717988492400006
ACH-000316,-0.254291417333
ACH-000317,0.0433515237204
ACH-000318,-0.172030807754
ACH-000319,-0.0548092651994
ACH-000320,-0.44890280196000004
ACH-000322,-0.196474194256
ACH-000323,-0.09541423508960001
ACH-000324,0.0160452186599
ACH-000329,-0.330458169866
ACH-000330,-0.4734677023800001
ACH-000331,-0.177221796047
ACH-000332,-0.0772958314534
ACH-000334,0.172813967857
ACH-000335,-0.28597207996999996
ACH-000336,-0.0345859821784
ACH-000337,-0.324968494151
ACH-000339,-0.154513452721
ACH-000341,-0.20489253723200002
ACH-000348,-0.324911992359
ACH-000350,-0.118967544802
ACH-000352,-0.14837662235500002
ACH-000356,0.12707863453600002
ACH-000361,-0.176563423931
ACH-000362,-0.22734606810600003
ACH-000363,-0.270279567787
ACH-000364,-0.330763349488
ACH-000365,-0.0678014090437
ACH-000366,-0.14239542076300002
ACH-000368,-0.321473120635
ACH-000374,-0.277199661958
ACH-000375,-0.219679573753
ACH-000376,-0.329204262078
ACH-000381,-0.156867101948
ACH-000383,-0.0847490502243
ACH-000387,-0.0692892940042
ACH-000389,-0.504343339937
ACH-000390,-0.162292038917
ACH-000393,-0.37610555149999997
ACH-000395,0.0610119603565
ACH-000397,0.0581889311604
ACH-000401,-0.0599945650785
ACH-000402,0.24039821215399998
ACH-000403,-0.26500943937800003
ACH-000404,0.11679607566500001
ACH-000406,-0.27660043854000005
ACH-000407,-0.33823723251000004
ACH-000408,0.131167452476
ACH-000410,-0.3856501541
ACH-000411,-0.37381362133699997
ACH-000414,-0.356183330405
ACH-000415,-0.10592719247400001
ACH-000416,-0.11223572277100001
ACH-000420,-0.38613208038400004
ACH-000421,-0.282316264741
ACH-000424,-0.280785947613
ACH-000425,-0.180813599536
ACH-000426,0.0701989575373
ACH-000427,-0.586088113266
ACH-000433,-0.21445280598299998
ACH-000436,-0.250919880049
ACH-000444,-0.263061308512
ACH-000445,0.0453252092555
ACH-000448,-0.0202913939373
ACH-000450,-0.570867711467
ACH-000452,-0.035514852597
ACH-000454,-0.28954644061
ACH-000458,-0.13691044320999998
ACH-000459,-0.281525183404
ACH-000460,-0.243565348368
ACH-000461,-0.0542456603771
ACH-000463,-0.21065804968899998
ACH-000464,-0.19207335957000002
ACH-000466,-0.12293564133
ACH-000467,-0.402438967282
ACH-000468,-0.18327741113499998
ACH-000469,-0.214621839575
ACH-000470,-0.25173212059
ACH-000471,-0.161819802968
ACH-000472,-0.186539941184
ACH-000473,-0.13190059802
ACH-000475,-0.07906503344310001
ACH-000476,-0.06959515781660001
ACH-000477,-0.34346438972800003
ACH-000480,0.00644307328631
ACH-000481,-0.0957636604317
ACH-000483,-0.52249991474
ACH-000484,-0.09090189189310001
ACH-000485,0.106829609031
ACH-000486,-0.155881815288
ACH-000487,-0.47074120766099997
ACH-000488,-0.146167879133
ACH-000490,-0.223037514466
ACH-000491,-0.17320972015
ACH-000495,-0.41364702645900003
ACH-000496,-0.198750969054
ACH-000499,-0.0976800044247
ACH-000500,0.383779311844
ACH-000502,-0.291525716652
ACH-000503,-0.342892339075
ACH-000505,-0.43268670533799997
ACH-000507,-0.00443784138422
ACH-000510,-0.22703872214600002
ACH-000511,-0.0985760795026
ACH-000512,-0.29659979295
ACH-000516,-0.427320883713
ACH-000517,-0.10664093729900001
ACH-000518,-0.0429646221424
ACH-000520,-0.330754387401
ACH-000521,-0.198890006571
ACH-000522,-0.305274854839
ACH-000524,-0.254240669416
ACH-000527,-0.29764210585900003
ACH-000528,-0.321792453411
ACH-000537,-0.115770959021
ACH-000541,-0.31079982581
ACH-000542,-0.326297203942
ACH-000544,-0.205236542395
ACH-000545,-0.126272179042
ACH-000547,0.130914568332
ACH-000548,-0.145034020101
ACH-000549,-0.285811144796
ACH-000550,0.0261759384204
ACH-000552,-0.244820293054
ACH-000556,-0.0240531746894
ACH-000557,-0.08114403955510001
ACH-000570,-0.24908440891800002
ACH-000571,-0.138828914752
ACH-000573,-0.188814223523
ACH-000576,-0.364658327748
ACH-000580,-0.769480515595
ACH-000584,-0.331533800082
ACH-000585,-0.2089770357
ACH-000588,-0.217471076496
ACH-000589,-0.31079976326299996
ACH-000591,-0.375235314179
ACH-000593,-0.0637648612877
ACH-000600,-0.0643124352941
ACH-000601,-0.522751894659
ACH-000604,0.305286836273
ACH-000605,-0.0318919831389
ACH-000606,-0.6971494984569999
ACH-000608,-0.0391152127187
ACH-000614,-0.146778577725
ACH-000616,-0.251724958703
ACH-000618,-0.0362474629661
ACH-000619,-0.081878082841
ACH-000620,-0.292332257511
ACH-000621,-0.19080063581700002
ACH-000622,-0.18389087425700001
ACH-000623,-0.36268932840400003
ACH-000624,-0.110412273634
ACH-000627,-0.121205808817
ACH-000630,-0.414601922191
ACH-000632,-0.18625135342399998
ACH-000633,-0.215882128489
ACH-000637,-0.339985180345
ACH-000638,-0.0548219097724
ACH-000646,-0.213052477696
ACH-000647,-0.20481105534699998
ACH-000648,-0.39116327186899996
ACH-000649,-0.19599609457199998
ACH-000651,-0.182005848504
ACH-000652,-0.183806125051
ACH-000653,-0.33761427660899995
ACH-000657,-0.199398133455
ACH-000658,0.000185443394526
ACH-000661,-0.183039273737
ACH-000662,-0.0441660510831
ACH-000663,-0.230006320845
ACH-000665,-0.0606874078008
ACH-000671,-0.162741324144
ACH-000673,-0.100297799836
ACH-000676,-0.163846780436
ACH-000677,-0.31819084393
ACH-000681,-0.502059414148
ACH-000682,-0.14754133845200001
ACH-000683,-0.449214518006
ACH-000684,-0.309294161176
ACH-000688,-0.38729623379699996
ACH-000693,-0.12070073066199999
ACH-000694,-0.028700437428000002
ACH-000695,-0.160376706974
ACH-000696,-0.21445027185499999
ACH-000697,-0.38208698145400005
ACH-000699,-0.17418866752700002
ACH-000701,-0.33983419814800003
ACH-000706,-0.249548515154
ACH-000711,-0.160677938409
ACH-000713,0.179274535166
ACH-000714,-0.2013837309
ACH-000718,-0.255651675854
ACH-000720,-0.138047367215
ACH-000721,-0.284636992668
ACH-000724,-0.20901143502500003
ACH-000725,-0.19150681846999998
ACH-000732,-0.427703738648
ACH-000734,-0.127211671306
ACH-000735,-0.135759358902
ACH-000736,0.11875505938400001
ACH-000738,-0.0622026478689
ACH-000746,0.0837218645932
ACH-000747,-0.08238986586830001
ACH-000748,-0.36472515354699997
ACH-000753,-0.487912282961
ACH-000756,-0.450137525225
ACH-000757,-0.047325081076199996
ACH-000758,-0.34399258075000005
ACH-000760,-0.162409571535
ACH-000763,-0.147681361172
ACH-000764,-0.46238237884499994
ACH-000765,-0.0341714549288
ACH-000766,-0.307914442873
ACH-000767,-0.409867923824
ACH-000768,-0.270560063696
ACH-000769,-0.202656626418
ACH-000770,-0.147633861718
ACH-000771,-0.234532952573
ACH-000773,-0.193984195676
ACH-000776,-0.283219888118
