,LIN7C (55327)
ACH-000004,-0.285415958483
ACH-000007,-0.205103668527
ACH-000009,-0.0267929825307
ACH-000011,-0.271100918283
ACH-000012,-0.0169329305452
ACH-000013,-0.302674170975
ACH-000014,-0.10750571635299999
ACH-000015,-0.21159897479000003
ACH-000017,-0.742230921619
ACH-000018,-0.319663395878
ACH-000019,-0.582581730027
ACH-000021,-0.28737773762400004
ACH-000022,-0.31194775106899997
ACH-000025,-0.376903171387
ACH-000028,-0.18642534554499998
ACH-000030,-0.598562586006
ACH-000035,-0.325309377596
ACH-000036,-0.45096548388
ACH-000037,-0.181448175953
ACH-000039,-0.440703643035
ACH-000040,-0.27550374483600004
ACH-000041,-0.173693980987
ACH-000042,-0.44929045424099995
ACH-000045,-0.40442513242600003
ACH-000047,-0.21954030697500002
ACH-000052,-0.25029372598
ACH-000053,-0.296372506997
ACH-000054,-0.20755046271699998
ACH-000055,-0.154389144064
ACH-000060,-0.355271279062
ACH-000067,-0.25967371431499997
ACH-000070,-0.347639005791
ACH-000075,0.0728663337724
ACH-000078,-0.0758634507041
ACH-000082,-0.0267941549382
ACH-000085,0.034819384123300004
ACH-000086,-0.33722756646499996
ACH-000087,-0.44329443873499996
ACH-000092,-0.302304709602
ACH-000095,-0.23997603992
ACH-000097,-0.154245867558
ACH-000098,-0.330234546426
ACH-000099,-0.227915368832
ACH-000108,-0.233563247558
ACH-000113,-0.23495389051999999
ACH-000115,-0.247966787353
ACH-000116,-0.336594968066
ACH-000118,-0.19541806312600002
ACH-000120,-0.224245241143
ACH-000123,-0.378130513705
ACH-000127,-0.282760798944
ACH-000128,-0.138762492765
ACH-000132,-0.434928149732
ACH-000133,-0.42744731056699997
ACH-000137,-0.259872417255
ACH-000138,-0.293289512977
ACH-000142,-0.317048919544
ACH-000143,-0.232966506094
ACH-000146,-0.122269847555
ACH-000148,-0.455464926118
ACH-000150,-0.127188560292
ACH-000152,-0.141760118279
ACH-000153,-0.309419065861
ACH-000159,-0.154038572729
ACH-000160,-0.260531071689
ACH-000163,-0.298995663671
ACH-000167,-0.43879136239100003
ACH-000168,-0.0851747642594
ACH-000169,-0.234652543564
ACH-000178,-0.26144882822099996
ACH-000182,-0.0469086376539
ACH-000183,-0.186100719633
ACH-000188,-0.298767186202
ACH-000189,-0.13003519674
ACH-000190,-0.32174774397399997
ACH-000198,-0.156690639342
ACH-000204,-0.467908843278
ACH-000206,-0.32896087487
ACH-000207,-0.12357291462200001
ACH-000211,-0.255979872981
ACH-000215,-0.25531464155
ACH-000221,-0.39049984079000005
ACH-000222,-0.0889018806315
ACH-000223,-0.158483191242
ACH-000226,-0.298202718014
ACH-000227,-0.12752914515900002
ACH-000228,-0.120958347334
ACH-000231,-0.207431786222
ACH-000232,-0.569327115562
ACH-000233,-0.332266856367
ACH-000234,-0.181422799927
ACH-000235,-0.279082744213
ACH-000237,-0.25728005824
ACH-000238,-0.147283846158
ACH-000243,-0.0659358143159
ACH-000244,-0.525881986784
ACH-000246,-0.30590910701699997
ACH-000248,-0.280802307006
ACH-000250,-0.280166862442
ACH-000251,-0.39048220434500003
ACH-000253,-0.017311151004000002
ACH-000255,-0.13110725547
ACH-000256,-0.519323313878
ACH-000257,-0.28158584271
ACH-000258,-0.214121699642
ACH-000259,-0.14296692861500002
ACH-000260,-0.22227302095899998
ACH-000261,-0.19935983943500002
ACH-000262,-0.08819845022350001
ACH-000263,-0.52186671862
ACH-000264,-0.173364119778
ACH-000265,-0.20412566130600002
ACH-000266,-0.07651907610610001
ACH-000272,-0.596825690656
ACH-000273,-0.687223465962
ACH-000274,-0.433014806335
ACH-000277,-0.329819974018
ACH-000278,-0.355167824909
ACH-000279,-0.12917089967
ACH-000280,-0.159145564446
ACH-000281,-0.248302531148
ACH-000288,-0.23577158306600002
ACH-000291,0.172322867086
ACH-000293,-0.29464900492400004
ACH-000294,-0.20496401399999997
ACH-000295,-0.137051991997
ACH-000296,-0.142900076048
ACH-000302,-0.25378991524300004
ACH-000304,0.0655730791361
ACH-000307,-0.367490148433
ACH-000308,-0.43120661322400006
ACH-000310,-0.34543894793799995
ACH-000311,-0.08103844168510001
ACH-000312,-0.17526404518199998
ACH-000315,-0.10483602043099999
ACH-000316,-0.24788287331999997
ACH-000317,-0.179176485706
ACH-000318,-0.426579884687
ACH-000319,-0.585933294995
ACH-000320,-0.276410471895
ACH-000322,-0.43749842534100003
ACH-000323,-0.441036374079
ACH-000324,-0.259625281575
ACH-000329,-0.21291201675299998
ACH-000330,-0.141339284752
ACH-000331,-0.44273988923
ACH-000332,-0.15524740008500001
ACH-000334,-0.120791425946
ACH-000335,-0.529639961515
ACH-000336,-0.0827883905981
ACH-000337,-0.46274407458300004
ACH-000339,-0.45349755601999997
ACH-000341,-0.37839263730899997
ACH-000348,-0.478704180504
ACH-000350,-0.234165267009
ACH-000352,-0.18007009026700002
ACH-000356,-0.45580318781199997
ACH-000361,-0.171828375805
ACH-000362,-0.151911325158
ACH-000363,-0.27073231482099996
ACH-000364,-0.34700700784
ACH-000365,-0.174481578034
ACH-000366,-0.12612356403
ACH-000368,-0.266184964342
ACH-000374,-0.334867117229
ACH-000375,-0.163971078222
ACH-000376,-0.169402487572
ACH-000381,-0.42400182435199996
ACH-000383,-0.22306048652
ACH-000387,-0.06486522623680001
ACH-000389,-0.22702432789000002
ACH-000390,-0.390012726335
ACH-000393,-0.274580078456
ACH-000395,-0.357139547193
ACH-000397,-0.5726450708609999
ACH-000401,0.00326023058779
ACH-000402,-0.134804388815
ACH-000403,-0.36619543486100004
ACH-000404,-0.491308171094
ACH-000406,-0.254229104976
ACH-000407,-0.659132055428
ACH-000408,-0.45349455191699994
ACH-000410,-0.30971823020399997
ACH-000411,-0.56558121462
ACH-000414,-0.260540569088
ACH-000415,-0.566194571676
ACH-000416,-0.424810223951
ACH-000420,-0.275441516328
ACH-000421,-0.48258766240199996
ACH-000424,-0.0953184431587
ACH-000425,-0.32656128060199996
ACH-000426,-0.33805190700800003
ACH-000427,-0.539599850375
ACH-000433,-0.490035052651
ACH-000436,-0.10794268862800001
ACH-000444,-0.145208277964
ACH-000445,-0.0988747507364
ACH-000448,-0.309735239931
ACH-000450,-0.714929019285
ACH-000452,-0.13375729999299998
ACH-000454,-0.202110478552
ACH-000458,-0.336795205187
ACH-000459,-0.331348479169
ACH-000460,-0.272716627396
ACH-000461,-0.23570546104
ACH-000463,-0.288837251396
ACH-000464,-0.37569003857199995
ACH-000466,-0.0318726965335
ACH-000467,-0.371327886089
ACH-000468,-0.214988677301
ACH-000469,-0.407654172205
ACH-000470,-0.141098639712
ACH-000471,-0.44638592215800005
ACH-000472,-0.325908133464
ACH-000473,-0.41531797546300003
ACH-000475,-0.269236412642
ACH-000476,-0.159480545267
ACH-000477,-0.0152957917451
ACH-000480,-0.741637052581
ACH-000481,-0.15011027934
ACH-000483,-0.632459007754
ACH-000484,-0.40022019396700004
ACH-000485,-0.11168287713500001
ACH-000486,-0.5169191141780001
ACH-000487,-0.11213789853299999
ACH-000488,-0.13621507142699998
ACH-000490,-0.302779668179
ACH-000491,-0.483173212219
ACH-000495,-0.247151705735
ACH-000496,-0.295434937166
ACH-000499,-0.539524909814
ACH-000500,-0.361540681729
ACH-000502,-0.502059447264
ACH-000503,-0.00409617400554
ACH-000505,-0.159050770288
ACH-000507,-0.21321920417999998
ACH-000510,-0.37148357171999996
ACH-000511,-0.22015449486299998
ACH-000512,-0.579344184783
ACH-000516,-0.299015976015
ACH-000517,-0.33505960176
ACH-000518,-0.47540922838
ACH-000520,-0.33410068361
ACH-000521,-0.153903766543
ACH-000522,-0.361796234484
ACH-000524,-0.386159037552
ACH-000527,-0.273312980465
ACH-000528,-0.454301179616
