,AP3B2 (8120)
ACH-000004,-0.106778883598
ACH-000007,-0.060208364416800005
ACH-000009,-0.0757955120705
ACH-000011,0.190399906635
ACH-000012,-0.09437795093039998
ACH-000013,0.013264385892600001
ACH-000014,0.0919311398167
ACH-000015,0.0016095531683199998
ACH-000017,-0.0722742605918
ACH-000018,0.0647719430969
ACH-000019,0.192417471524
ACH-000021,0.07078678252500001
ACH-000022,-0.134940978883
ACH-000025,0.0399228695965
ACH-000028,0.0253680169743
ACH-000030,-0.0199931838811
ACH-000035,0.0176011716522
ACH-000036,0.25244636447200003
ACH-000037,0.114999089644
ACH-000039,0.0689937744548
ACH-000040,0.046161462846499995
ACH-000041,-0.00830951107999
ACH-000042,-0.169942565328
ACH-000045,0.0142569024985
ACH-000047,-0.042814747377199994
ACH-000052,0.09137124238399999
ACH-000053,0.00117706079575
ACH-000054,-0.0462106965406
ACH-000055,0.0357627152526
ACH-000060,-0.0281861039548
ACH-000067,-0.0196102653124
ACH-000070,-0.18695919290600002
ACH-000075,0.118853763862
ACH-000078,-0.122267193987
ACH-000082,-0.0704099903458
ACH-000085,0.00887798337906
ACH-000086,-0.11889986466600001
ACH-000087,-0.08932075430360001
ACH-000092,0.00818289953042
ACH-000095,-0.0018982946971099997
ACH-000097,-0.0364308555305
ACH-000098,0.12063226395300002
ACH-000099,-0.0543081786304
ACH-000108,0.0504565309385
ACH-000113,0.0650921091753
ACH-000115,-0.105659553165
ACH-000116,-0.06810922602080001
ACH-000118,-0.0275455817685
ACH-000120,-0.047242565109000004
ACH-000123,0.07233704774869999
ACH-000127,-0.00861665916591
ACH-000128,-0.0303091675148
ACH-000132,-0.07237498464110001
ACH-000133,0.0452058819939
ACH-000137,-0.08745424395189999
ACH-000138,-0.0422421343516
ACH-000142,0.0880762300191
ACH-000143,0.0474236747932
ACH-000146,-0.0786408050036
ACH-000148,0.0856092384749
ACH-000150,-0.00344268829557
ACH-000152,0.00258023201092
ACH-000153,0.058477587393800004
ACH-000159,0.0860723750807
ACH-000160,-0.23230967638
ACH-000163,-0.122602498241
ACH-000167,-0.23343595951999999
ACH-000168,-0.0464553273844
ACH-000169,-0.0359924725599
ACH-000178,-0.0370948956491
ACH-000182,-0.0808952162066
ACH-000183,-0.036495956902800004
ACH-000188,0.128083867366
ACH-000189,-0.0426723678256
ACH-000190,0.08161107313410002
ACH-000198,0.032424210015599995
ACH-000204,-0.32966593719799997
ACH-000206,-0.39641496906999996
ACH-000207,0.0817147037713
ACH-000211,-0.0534694149919
ACH-000215,-0.06684713822
ACH-000221,-0.0796206934971
ACH-000222,-0.179863420612
ACH-000223,-0.10428150203
ACH-000226,0.204946419553
ACH-000227,0.0136004849553
ACH-000228,-0.266810656174
ACH-000231,0.0945365453482
ACH-000232,0.004743549907819999
ACH-000233,0.12476219216800001
ACH-000234,0.0607203394211
ACH-000235,-0.151434943595
ACH-000237,-0.0420393743248
ACH-000238,0.000509574776434
ACH-000243,-0.07795824166189999
ACH-000244,-0.0265246322076
ACH-000246,0.0129794766765
ACH-000248,0.00501478307964
ACH-000250,-0.0305011907235
ACH-000251,-0.015069403276799998
ACH-000253,-0.041635377230699995
ACH-000255,-0.20375208727299998
ACH-000256,-0.046750943253800005
ACH-000257,-0.271166467876
ACH-000258,0.0109004724832
ACH-000259,0.007826340812
ACH-000260,0.017072295881700002
ACH-000261,-0.032839582363400004
ACH-000262,0.00108600828772
ACH-000263,-0.10943247552799999
ACH-000264,0.058751664874800005
ACH-000265,-0.0645976685232
ACH-000266,-0.138112086164
ACH-000272,-0.058236814730599995
ACH-000273,0.0612866147994
ACH-000274,-0.0985546622692
ACH-000277,0.0602230519436
ACH-000278,0.0273018963056
ACH-000279,-0.171502223371
ACH-000280,0.0172972675968
ACH-000281,-0.265190025692
ACH-000288,-0.102976853207
ACH-000291,-0.0991343377788
ACH-000293,-0.175775148117
ACH-000294,-0.00261694049307
ACH-000295,-0.0898208338308
ACH-000296,-0.263954177581
ACH-000302,-0.0501125813449
ACH-000304,0.21725759095199998
ACH-000307,-0.18362030305
ACH-000308,-0.06049525070759999
ACH-000310,-0.172561789078
ACH-000311,-0.0461469207421
ACH-000312,-0.057889702896
ACH-000315,-0.280113082701
ACH-000316,-0.152417140025
ACH-000317,0.0194435056803
ACH-000318,0.0745821291473
ACH-000319,-0.0572441358174
ACH-000320,-0.156162825147
ACH-000322,0.022512025557300003
ACH-000323,0.056505950223
ACH-000324,-0.030061440789200002
ACH-000329,0.013806106192999998
ACH-000330,0.278313693499
ACH-000331,-0.08449708763980002
ACH-000332,-0.13446499363199999
ACH-000334,0.0376026516455
ACH-000335,0.049314399499199996
ACH-000336,0.34020001345
ACH-000337,-0.00343316307003
ACH-000339,-0.13314566603800002
ACH-000341,0.17368033042199998
ACH-000348,-0.00191564508375
ACH-000350,-0.15399520347
ACH-000352,-0.0606205815256
ACH-000356,0.11347306971599999
ACH-000361,0.199100854258
ACH-000362,-0.0322042718255
ACH-000363,-0.0877703732051
ACH-000364,-0.193298650801
ACH-000365,-0.13328327218
ACH-000366,-0.034399808464599994
ACH-000368,0.007684885962149999
ACH-000374,0.056064993279099994
ACH-000375,-0.11561301439000002
ACH-000376,-0.07225029278060001
ACH-000381,-0.0051690429814
ACH-000383,-0.0939313662956
ACH-000387,-0.189024865053
ACH-000389,0.143665143978
ACH-000390,-0.0325916879358
ACH-000393,0.0792212251416
ACH-000395,-0.06888810529230001
ACH-000397,0.0345418408064
ACH-000401,-0.10433446797700001
ACH-000402,-0.443983147725
ACH-000403,0.014540307677400001
ACH-000404,0.136470867435
ACH-000406,-0.0761330341713
ACH-000407,-0.057220401876
ACH-000408,-0.000524921281081
ACH-000410,0.0824249491115
ACH-000411,0.09757083279300001
ACH-000414,-0.0795740072729
ACH-000415,0.118654225516
ACH-000416,0.0484605242239
ACH-000420,0.155772400358
ACH-000421,0.106679543175
ACH-000424,-0.268692081938
ACH-000425,-0.09994597379100001
ACH-000426,-0.23848715561
ACH-000427,0.060395859657699995
ACH-000433,-0.059645700877599996
ACH-000436,-0.0293728552069
ACH-000444,-0.14509627338199999
ACH-000445,0.034363333368900004
ACH-000448,0.027001755175400002
ACH-000450,-0.017599745015599997
ACH-000452,-0.0543025489671
ACH-000454,-0.158916434769
ACH-000458,-0.08627656620650001
ACH-000459,0.0412568002668
ACH-000460,-0.143418106011
ACH-000461,-0.053874691810800006
ACH-000463,0.0609985932654
ACH-000464,-0.18835011241799998
ACH-000466,-0.043652025167100005
ACH-000467,-0.019669024094400002
ACH-000468,-0.273737545481
ACH-000469,-0.08194373510769999
ACH-000470,0.0913055127829
ACH-000471,-0.0856716988993
ACH-000472,0.0272643783346
ACH-000473,-0.12403774757000001
ACH-000475,-0.022701938082699998
ACH-000476,0.023823650601599997
ACH-000477,-0.31535894603500003
ACH-000480,0.0616325160271
ACH-000481,-0.039020055141900004
ACH-000483,-0.0574096290539
ACH-000484,0.036327656230800004
ACH-000485,-0.12613574444800002
ACH-000486,0.0530612271186
ACH-000487,-0.106992625594
ACH-000488,-0.105309052782
ACH-000490,0.0472135131016
ACH-000491,-0.05024763702880001
ACH-000495,-0.136545086941
ACH-000496,-0.1609413138
ACH-000499,-0.00893523622449
ACH-000500,-0.399790632971
ACH-000502,-0.0946121280191
ACH-000503,-0.018394883105500002
ACH-000505,-0.129715997993
ACH-000507,-0.144347181153
ACH-000510,-0.021472203135900005
ACH-000511,-0.0188135003033
ACH-000512,0.0108648301024
ACH-000516,0.029769021634299998
ACH-000517,-0.0422098669102
ACH-000518,0.058547876978099996
ACH-000520,-0.050035679550900006
ACH-000521,-0.101508827579
ACH-000522,-0.0276923571532
ACH-000524,0.047651833558400004
ACH-000527,-0.0943535539626
ACH-000528,0.00530142828
ACH-000537,0.10559881011
ACH-000541,0.203820607409
ACH-000542,-0.0975939281194
ACH-000544,-0.09945110067739998
ACH-000545,0.07496070188739999
ACH-000547,-0.0920274799176
ACH-000548,0.112391928199
ACH-000549,-0.04965295521509999
