,ANGEL1 (23357)
ACH-000004,0.0686438601332
ACH-000007,0.0342183305713
ACH-000009,-0.0163168607584
ACH-000011,-0.0500624770625
ACH-000012,-0.0317179018813
ACH-000013,-0.0224078633527
ACH-000014,0.11823715600700001
ACH-000015,-0.137202743275
ACH-000017,-0.239508898041
ACH-000018,0.012611407774100001
ACH-000019,-0.170170667998
ACH-000021,-0.030787541302400002
ACH-000022,-0.13157437685599999
ACH-000025,-0.026907838514999997
ACH-000028,-0.0435675855558
ACH-000030,0.00342664773939
ACH-000035,0.12223896374299999
ACH-000036,0.00254627590358
ACH-000037,0.0161632950731
ACH-000039,-0.0527015193145
ACH-000040,-0.10776550378699999
ACH-000041,0.04983173786669999
ACH-000042,-0.14737811688400002
ACH-000045,0.00856924802325
ACH-000047,-0.057051555583
ACH-000052,-0.013182142820000001
ACH-000053,-0.09387891254410001
ACH-000054,0.0228250215735
ACH-000055,-0.0049703020758
ACH-000060,-0.480428552981
ACH-000067,-0.0227167556943
ACH-000070,-0.12849883176
ACH-000075,0.034764136233599995
ACH-000078,0.04364178284109999
ACH-000082,-0.22053938769099998
ACH-000085,-0.158541957756
ACH-000086,-0.0160739278706
ACH-000087,0.0105142971095
ACH-000092,-0.100168047161
ACH-000095,0.102063214605
ACH-000097,-0.0801363133212
ACH-000098,-0.142949738469
ACH-000099,-0.0853142854971
ACH-000108,0.026353811472200003
ACH-000113,-0.0388105878094
ACH-000115,-0.0755970587716
ACH-000116,-0.111752151541
ACH-000118,-0.196053190701
ACH-000120,0.0234104834901
ACH-000123,0.0205657748052
ACH-000127,-0.0355018801891
ACH-000128,-0.023091898691500003
ACH-000132,-0.0719278732731
ACH-000133,-0.0713246746144
ACH-000137,-0.0789490470123
ACH-000138,-0.09274393802780001
ACH-000142,-0.0573096964042
ACH-000143,-0.183956718987
ACH-000146,-0.08128670977189999
ACH-000148,-0.053925655731699995
ACH-000150,-0.0487237398219
ACH-000152,-0.0523099037439
ACH-000153,-0.099686058445
ACH-000159,-0.025066923673299997
ACH-000160,-0.312003683588
ACH-000163,-0.0152900881312
ACH-000167,-0.34394696568899996
ACH-000168,-0.07451611108249999
ACH-000169,-0.106524156006
ACH-000178,-0.13642617825
ACH-000182,-0.0045778173435
ACH-000183,-0.095460414257
ACH-000188,-0.0003791089912069999
ACH-000189,-0.106115534916
ACH-000190,-0.0447133628708
ACH-000198,-0.11188521505000001
ACH-000204,0.04648656283099999
ACH-000206,-0.249617297855
ACH-000207,-0.36173658118199997
ACH-000211,-0.158441768356
ACH-000215,-0.00105561539715
ACH-000221,-0.124649814002
ACH-000222,-0.0910950173583
ACH-000223,-0.025651769355000003
ACH-000226,-0.142979709861
ACH-000227,0.136002752527
ACH-000228,-0.0992983443532
ACH-000231,-0.0681515788669
ACH-000232,-0.053511775776699994
ACH-000233,-0.18829617417999997
ACH-000234,-0.0075701016293300005
ACH-000235,-0.0296272589445
ACH-000237,-0.0187274547822
ACH-000238,-0.10279996009299999
