,ANKFN1 (162282)
ACH-000004,0.0378448100861
ACH-000007,0.0427114817048
ACH-000009,-0.140155437512
ACH-000011,0.0491710887806
ACH-000012,-0.035420941366499994
ACH-000013,0.0553815624863
ACH-000014,0.072395094854
ACH-000015,-0.0019393366911700002
ACH-000017,0.055386319790099996
ACH-000018,0.14176269805199998
ACH-000019,-0.49368772144699996
ACH-000021,0.04776939864680001
ACH-000022,-0.00998514789597
ACH-000025,-0.00477735583227
ACH-000028,-0.143989518296
ACH-000030,-0.0597141849487
ACH-000035,-0.09569931161319999
ACH-000036,-0.0030869869746
ACH-000037,0.00476713560013
ACH-000039,0.08287382002469999
ACH-000040,-0.106389895024
ACH-000041,0.014997957092600002
ACH-000042,-0.0192150055362
ACH-000045,-0.029894909087
ACH-000047,-0.0420284467732
ACH-000052,0.0653441556137
ACH-000053,-0.0177805396462
ACH-000054,-0.122409388263
ACH-000055,-0.0964030005555
ACH-000060,-0.311383110136
ACH-000067,-0.222534737118
ACH-000070,-0.157301176846
ACH-000075,0.166783456892
ACH-000078,-0.258869694724
ACH-000082,-0.047340099765400004
ACH-000085,0.270714087071
ACH-000086,0.0447504578013
ACH-000087,0.011034218169400001
ACH-000092,0.0160456204526
ACH-000095,0.0397097941616
ACH-000097,-0.0867827887173
ACH-000098,-0.0479205032005
ACH-000099,0.027577969662
ACH-000108,-0.040362010553000004
ACH-000113,0.215634715396
ACH-000115,0.0535008297296
ACH-000116,-0.032918897216400005
ACH-000118,0.0640539045325
ACH-000120,-0.18733680303300002
ACH-000123,-0.035725882716199996
ACH-000127,-0.0044664110763
ACH-000128,0.110479202919
ACH-000132,0.0475131648614
ACH-000133,0.0405971592786
ACH-000137,0.127980304206
ACH-000138,-0.18027683011300003
ACH-000142,-0.00872766528122
ACH-000143,-0.0312854492916
ACH-000146,0.04588469956730001
ACH-000148,-0.10911583741900001
ACH-000150,-0.236408154827
ACH-000152,-0.106828359321
ACH-000153,-0.15477657726
ACH-000159,-0.045284418603999996
ACH-000160,-0.023508373178500002
ACH-000163,-0.15718238937
ACH-000167,0.14345248573
ACH-000168,-0.12008095243200001
ACH-000169,-0.129349485493
ACH-000178,0.0377856492104
ACH-000182,0.12206506690199999
ACH-000183,0.183886359287
ACH-000188,-0.0892455711705
ACH-000189,-0.0824373514445
ACH-000190,0.0362018251675
ACH-000198,0.026918771076500002
ACH-000204,-0.0366644971977
ACH-000206,-0.08029256784810002
ACH-000207,-0.142103925633
ACH-000211,0.0737115472353
ACH-000215,0.026683229838099995
ACH-000221,0.16234227044900001
ACH-000222,0.054463545564599994
ACH-000223,0.0329369826368
ACH-000226,-0.26091755579500003
ACH-000227,-0.044569851972199995
ACH-000228,-0.026846896752400002
ACH-000231,-0.05166527453980001
ACH-000232,0.112244459023
ACH-000233,-0.023686834295799996
ACH-000234,0.21241470008000002
ACH-000235,-0.0978253364878
ACH-000237,-0.00225061081215
ACH-000238,-0.036131567686300006
ACH-000243,-0.138591136506
ACH-000244,0.0759308472812
ACH-000246,0.0121823767834
ACH-000248,-0.15598887132099998
ACH-000250,-0.0712381972918
ACH-000251,0.163350136886
ACH-000253,0.164746985704
ACH-000255,-0.0368592106715
ACH-000256,-0.013626274165100002
ACH-000257,0.172282551108
ACH-000258,-0.022574854723499998
ACH-000259,0.036844315973
ACH-000260,-0.16606828675899998
ACH-000261,-0.00296089009013
ACH-000262,0.19356268673799998
ACH-000263,0.109175140283
ACH-000264,-0.113187949142
ACH-000265,-0.08796383152730002
ACH-000266,0.0354176311678
ACH-000272,0.0329203140463
ACH-000273,0.0509068553034
ACH-000274,-0.07520919380800001
ACH-000277,0.0135679273814
ACH-000278,-0.017286879502599998
