,MYCBP (26292)
ACH-000246,-0.500988979377
ACH-000248,-0.568635843865
ACH-000250,-0.45446985255500005
ACH-000251,-0.6462359366839999
ACH-000253,-0.44245889007
ACH-000255,-0.296962646619
ACH-000256,-0.332525263609
ACH-000257,-0.285816338372
ACH-000258,-0.394570807901
ACH-000259,-0.34090662713299996
ACH-000260,-0.39930682136600004
ACH-000261,-0.473965975567
ACH-000262,-0.7327129377860001
ACH-000263,-0.537135648503
ACH-000264,-0.262517760565
ACH-000265,-0.405760015557
ACH-000266,-0.337336924402
ACH-000272,-0.637889454974
ACH-000273,-0.36783700968000005
ACH-000274,-0.376404738332
ACH-000277,-0.344065818526
ACH-000278,-0.3242228807
ACH-000279,-0.351143509394
ACH-000280,-0.505021332523
ACH-000281,-0.33026459038600003
ACH-000288,-0.46524463589500004
ACH-000291,-0.45845647527500005
ACH-000293,-0.49277615685500004
ACH-000294,-0.49457350043399995
ACH-000295,-0.291345613859
ACH-000296,-0.569820716567
ACH-000302,-0.498347343392
ACH-000304,-0.653246773282
ACH-000307,-0.443909774916
ACH-000308,-0.251030277953
ACH-000310,-0.710645878423
ACH-000311,-0.5738012970049999
ACH-000312,-0.425471531559
ACH-000315,-0.382853476507
ACH-000316,-0.604428363958
ACH-000317,-0.452210483869
ACH-000318,-0.290320318341
ACH-000319,-0.364186770765
ACH-000320,-0.5591614560220001
ACH-000322,-0.43872785602
ACH-000323,-0.697907588176
ACH-000324,-0.573052178424
ACH-000329,-0.5792536298950001
ACH-000330,-0.389478862785
ACH-000331,-0.578491067555
ACH-000332,-0.515969295034
ACH-000334,-0.28407944538
ACH-000335,-0.73869272786
ACH-000336,-0.430963497821
ACH-000337,-0.130869199855
ACH-000339,-0.44699152612099996
ACH-000341,-0.582681510727
ACH-000348,-0.379429672664
ACH-000350,-0.42328511235699995
ACH-000352,-0.526351363729
ACH-000356,-0.506999305325
ACH-000361,-0.413653155304
ACH-000362,-0.48827261543000006
ACH-000363,-0.33228545845400004
ACH-000364,-0.528881105912
ACH-000365,-0.27590424310899997
ACH-000366,-0.502621321832
ACH-000368,-0.641029734972
ACH-000374,-0.654551673805
ACH-000375,-0.35224166723800004
ACH-000376,-0.555690284194
ACH-000381,-0.481254970449
ACH-000383,-0.4147906263
ACH-000387,-0.279321849843
ACH-000389,-0.42890950375299997
ACH-000390,-0.439862679793
ACH-000393,-0.359213530411
ACH-000395,-0.307780610823
ACH-000397,-0.350697215334
ACH-000401,-0.1649362925
ACH-000402,-0.542903971672
ACH-000403,-0.375600518683
ACH-000404,-0.26814107814800003
ACH-000406,-0.39433912995399995
ACH-000407,-0.445394059151
ACH-000408,-0.35832567582099994
ACH-000410,-0.273371478436
ACH-000411,-0.5377140665110001
ACH-000414,-0.451617116861
ACH-000415,-0.342756102359
ACH-000416,-0.40696274740099997
ACH-000420,-0.573701514582
ACH-000421,-0.409495150779
ACH-000424,-0.29604471220899997
ACH-000425,-0.30137738661400004
ACH-000426,-0.777613044592
ACH-000427,-0.598123752518
ACH-000433,-0.427068811664
ACH-000436,-0.42047027210500004
ACH-000444,-0.452061215638
ACH-000445,-0.664579139904
ACH-000448,-0.446791624604
ACH-000450,-0.5702369785729999
ACH-000452,-0.327993521923
ACH-000454,-0.5362878154699999
ACH-000458,-0.653307158368
ACH-000459,-0.39466478405
ACH-000460,-0.444701253147
ACH-000461,-0.600539197423
ACH-000463,-0.430834375604
ACH-000464,-0.680706188359
ACH-000466,-0.42959243752899995
ACH-000467,-0.220541367639
ACH-000468,-0.267060020822
ACH-000469,-0.496688016963
ACH-000470,-0.351699380225
ACH-000471,-0.373137132343
ACH-000472,-0.306581862413
ACH-000473,-0.276604065337
ACH-000475,-0.626378881744
ACH-000476,-0.402668909877
ACH-000477,-0.346028177002
ACH-000480,-0.568572848808
ACH-000481,-0.438473771944
ACH-000483,-0.700657146981
ACH-000484,-0.641997013227
ACH-000485,-0.35698068739699995
ACH-000486,-0.43571297383
ACH-000487,-0.353587042222
ACH-000488,-0.434976605361
ACH-000490,-0.35927493485
ACH-000491,-0.516082682856
ACH-000495,-0.388275480914
ACH-000496,-0.627097467804
ACH-000499,-0.280521593787
ACH-000500,-0.40488674416500003
ACH-000502,-0.393860684671
ACH-000503,-0.669692983355
ACH-000505,-0.400538286133
ACH-000507,-0.5060218622020001
ACH-000510,-0.397452792797
ACH-000511,-0.394265831727
ACH-000512,-0.542385248692
ACH-000516,-0.45241143715599996
ACH-000517,-0.3664646391
ACH-000518,-0.29094636229299997
ACH-000520,-0.37652647800800004
ACH-000521,-0.465396454175
ACH-000522,-0.47633576387500004
ACH-000524,-0.46751973588
ACH-000527,-0.397894250874
ACH-000528,-0.474808200368
ACH-000537,-0.531732688138
ACH-000541,-0.359442105091
ACH-000542,-0.5173392050810001
ACH-000544,-0.305868540174
ACH-000545,-0.479467023636
ACH-000547,-0.529782888012
ACH-000548,-0.47161097115
ACH-000549,-0.51293917119
ACH-000550,-0.853019143247
ACH-000552,-0.479866979779
ACH-000556,-0.410508818242
ACH-000557,-0.285811458819
ACH-000570,-0.400342427666
ACH-000571,-0.473929945229
ACH-000573,-0.6056983603989999
ACH-000576,-0.629685771004
ACH-000580,-0.220425978034
ACH-000584,-0.415563758555
ACH-000585,-0.363221264211
ACH-000588,-0.36674529876100004
ACH-000589,-0.519934259268
ACH-000591,-0.507021986555
ACH-000593,-0.373258059569
ACH-000600,-0.479375991858
ACH-000601,-0.394784840939
ACH-000604,-0.41665798204099996
ACH-000605,-0.48374970565700004
ACH-000606,-0.493435361593
ACH-000608,-0.383373847949
ACH-000614,-0.425252213357
ACH-000616,-0.462963942163
ACH-000618,-0.418760171291
ACH-000619,-0.390485541383
ACH-000620,-0.478657593123
ACH-000621,-0.593143168574
ACH-000622,-0.450216167934
ACH-000623,-0.532926640607
ACH-000624,-0.43657877145900004
ACH-000627,-0.5683433091210001
ACH-000630,-0.35552632532799994
ACH-000632,-0.539577118825
ACH-000633,-0.617997987189
ACH-000637,-0.626211924664
ACH-000638,-0.610482170955
ACH-000646,-0.331631171888
ACH-000647,-0.358144995229
ACH-000648,-0.6266347835989999
ACH-000649,-0.455584527428
ACH-000651,-0.725618441089
ACH-000652,-0.36153755479000005
ACH-000653,-0.332238713008
ACH-000657,-0.412164521018
ACH-000658,-0.341660302029
ACH-000661,-0.658106765039
ACH-000662,-0.305014829258
ACH-000663,-0.31280959027
ACH-000665,-0.503083223851
ACH-000671,-0.331933798114
ACH-000673,-0.319831360377
ACH-000676,-0.288857968462
ACH-000677,-0.5207984007500001
ACH-000681,-0.341496063807
ACH-000682,-0.413633063399
ACH-000683,-0.429810216034
ACH-000684,-0.390039012877
ACH-000688,-0.31698800441
ACH-000693,-0.25024863539500003
ACH-000694,-0.381044315332
ACH-000695,-0.660255031902
ACH-000696,-0.484652122406
ACH-000697,-0.503344176314
ACH-000699,-0.484312306066
ACH-000701,-0.595520220457
ACH-000706,-0.411808676654
ACH-000711,-0.37415138661799996
ACH-000713,-0.660130495296
ACH-000714,-0.47557854967
ACH-000718,-0.5618269864800001
ACH-000720,-0.478600848855
ACH-000721,-0.417332164279
ACH-000724,-0.496360911269
ACH-000725,-0.295672371461
ACH-000732,-0.471175286862
ACH-000734,-0.387257363385
ACH-000735,-0.426351489309
ACH-000736,-0.593012475425
ACH-000738,-0.375794024705
ACH-000746,-0.408403267279
ACH-000747,-0.613615283272
ACH-000748,-0.42755804647699996
ACH-000753,-0.39512688553900005
ACH-000756,-0.584362113396
ACH-000757,-0.503176169501
ACH-000758,-0.568416118074
ACH-000760,-0.559928303549
ACH-000763,-0.534774961082
ACH-000764,-0.35491157877999996
ACH-000765,-0.43798341792499995
ACH-000766,-0.582201464304
ACH-000767,-0.283327469421
ACH-000768,-0.264293748415
ACH-000769,-0.44941683025
ACH-000770,-0.611218653842
ACH-000771,-0.48906334087
ACH-000773,-0.13903755958900002
ACH-000776,-0.473963732131
ACH-000777,-0.438148188569
ACH-000778,-0.396586858503
ACH-000781,-0.442662455329
ACH-000782,-0.48919452901199995
ACH-000783,-0.46137764979699997
ACH-000784,-0.45173887959700004
ACH-000785,-1.05786080026
ACH-000787,-0.6118990028419999
ACH-000788,-0.342926504212
ACH-000791,-0.485002576249
ACH-000792,-0.46980751918499997
ACH-000794,-0.39959454921
ACH-000796,-0.305777797741
ACH-000799,-0.628905943182
ACH-000800,-0.6785826104549999
ACH-000802,0.00826323307891
ACH-000804,-0.401998251799
ACH-000805,-0.458653386118
ACH-000809,-0.372918880443
ACH-000810,-0.355688980176
ACH-000811,-0.4679025708899999
ACH-000817,-0.684681810801
ACH-000819,-0.350170385149
ACH-000820,-0.28338596172499997
ACH-000821,-0.49575154171
ACH-000822,-0.550320157315
ACH-000823,-0.359358954137
ACH-000824,-0.474485455329
ACH-000827,-0.32234440924
ACH-000829,-0.512566734942
ACH-000831,-0.6154303597240001
ACH-000832,-0.555077155161
ACH-000833,-0.18865386692400002
ACH-000834,-0.42713338150700003
ACH-000835,-0.36752789160800003
ACH-000836,-0.06768068892630001
ACH-000837,-0.36791990844000005
ACH-000838,-0.334149695602
ACH-000839,-0.392730297389
ACH-000840,-0.226472582924
ACH-000841,-0.562268492194
ACH-000843,-0.338885055719
ACH-000846,-0.446696327886
ACH-000847,-0.59282266865
ACH-000848,-0.290999155811
ACH-000849,-0.320317406946
ACH-000851,-0.599127926347
ACH-000855,-0.59353511772
ACH-000856,-0.437888413446
ACH-000858,-0.336784207605
ACH-000859,-0.505151861417
ACH-000861,-0.7677083368150001
ACH-000862,-0.483911956689
ACH-000865,-0.36630372050899995
ACH-000866,-0.306976636303
ACH-000867,-0.466504204177
ACH-000869,-0.7171051723049999
ACH-000872,-0.38943565706
ACH-000873,-0.278275728164
ACH-000876,-0.37054210818300004
ACH-000878,-0.180067287047
ACH-000880,-0.49846704342799997
ACH-000881,-0.41071859871699995
ACH-000882,-0.434220213219
ACH-000884,-0.428431218493
ACH-000885,-0.343937081186
ACH-000887,-0.6282386643119999
ACH-000888,-0.491608169446
ACH-000889,-0.443938667605
ACH-000890,-0.45013206312700005
ACH-000896,-0.5837627182289999
ACH-000898,-0.292897890443
ACH-000900,-0.421862686447
ACH-000901,-0.44813523849
ACH-000905,-0.40456121694799996
ACH-000906,-0.470351257271
ACH-000907,-0.47866841456500003
ACH-000910,-0.288854676845
ACH-000911,-0.345089102434
ACH-000912,-0.417493843336
ACH-000913,-0.253811093417
ACH-000915,-0.804976127861
ACH-000916,-0.468619826664
ACH-000917,-0.375307482555
ACH-000921,-0.651503939727
ACH-000924,-0.422092518922
ACH-000926,-0.353189406025
ACH-000928,-0.326735375427
ACH-000929,-0.563730474289
ACH-000932,-0.45760247259900005
ACH-000935,-0.31899706860599997
ACH-000936,-0.5652015506220001
ACH-000937,-0.368286735514
ACH-000938,-0.251371044926
ACH-000939,-0.220706023152
ACH-000941,-0.145688352404
ACH-000943,-0.462736784709
ACH-000946,-0.632539411386
ACH-000947,-0.470535261919
ACH-000948,-0.42245543049
ACH-000950,-0.37311990028700004
ACH-000953,-0.422633656852
ACH-000957,-0.328770705686
ACH-000958,-0.5966210178729999
ACH-000960,-0.39863068077200003
ACH-000963,-0.40249541357699997
ACH-000968,-0.318464184109
ACH-000969,-0.660054939203
ACH-000973,-0.470589959652
ACH-000974,-0.488112250678
ACH-000975,-0.42427990029299995
ACH-000976,-0.38501075723000006
ACH-000978,-0.0593309690111
ACH-000980,-0.362675527083
ACH-000984,-0.277876828138
ACH-000986,-0.542212214851
ACH-000988,-0.460939522328
ACH-000993,-0.602031553631
ACH-000994,-0.420088484222
ACH-000996,-0.589617412513
ACH-001001,-0.515522831069
ACH-001020,-0.25902431626899997
ACH-001028,-0.321232455731
ACH-001031,-0.534624816457
ACH-001038,-0.334476015024
ACH-001048,-0.42440962126299997
ACH-001050,-0.498050149523
ACH-001053,-0.436796454678
ACH-001054,-0.498023158901
ACH-001061,-0.472117050089
ACH-001067,-0.478610117455
ACH-001075,-0.37661055476599997
ACH-001096,-0.28907793018800004
ACH-001128,0.39660892473000003
ACH-001134,-0.353775874005
ACH-001151,-0.45938342179499997
ACH-001163,-0.41660647985699994
ACH-001164,-0.38291527462200003
ACH-001173,-0.348376062632
ACH-001183,-0.47789079033
ACH-001184,-0.561372345734
ACH-001190,-0.578447675973
ACH-001192,-0.340090808248
ACH-001193,-0.318618822317
ACH-001196,-0.5151280919219999
ACH-001197,-0.559903954122
ACH-001205,-0.42981919736100005
ACH-001211,-0.469531690283
ACH-001212,-0.5713146571459999
ACH-001228,-0.403829720926
ACH-001232,-0.409376885704
ACH-001239,-0.65435436252
ACH-001274,-0.38310955234399996
ACH-001275,-0.716932105481
ACH-001277,-0.347481404525
ACH-001278,-0.35311283753300005
ACH-001280,-0.285990060516
ACH-001283,-0.477596910835
ACH-001289,-0.321164920413
ACH-001295,-0.550063800537
ACH-001300,-0.461865359507
ACH-001301,-0.476087892596
ACH-001302,-0.458225602246
ACH-001303,-0.336028775045
ACH-001306,-0.516981867803
ACH-001318,-0.44929862534299997
ACH-001322,-0.602486293316
ACH-001328,-0.461048446769
ACH-001332,-0.5113901903939999
ACH-001333,-0.140159104757
ACH-001336,-0.292073115216
ACH-001340,-0.470947737744
ACH-001346,-0.246132291639
ACH-001353,-0.335453676492
ACH-001354,-0.388425090509
ACH-001367,-0.481053213371
ACH-001368,-0.45943847419699996
ACH-001374,-0.348307905916
ACH-001375,-0.30920397251299997
ACH-001377,-0.41391481029
ACH-001380,-0.660688293025
ACH-001391,-0.20016257276799998
ACH-001407,-0.488791833826
ACH-001408,-0.543542333294
ACH-001413,-0.7571496435230001
ACH-001430,-0.239072667126
ACH-001431,-0.353873099494
ACH-001450,-0.26112129061
ACH-001496,-0.269017688508
ACH-001500,-0.26764619102299997
ACH-001521,-0.175304868211
ACH-001523,-0.436030323948
ACH-001532,-0.6274078775299999
ACH-001536,-0.6799506463089999
ACH-001550,-0.11760256947999999
ACH-001552,-0.46836092627099996
ACH-001554,-0.423873119361
ACH-001645,-0.302189100644
ACH-001654,-0.397552786586
ACH-001715,-0.613472886686
ACH-001735,-0.34503537188199995
ACH-001736,-0.21017834634399998
ACH-001737,-0.224733966052
ACH-001740,-0.43702610906499995
ACH-001745,-0.38417736637100003
ACH-001750,-0.411241165929
ACH-001765,-0.43257953868500004
ACH-001956,-0.40998084677599994
ACH-001957,-0.359353239919
