,OVGP1 (5016)
ACH-000004,-0.18474130991700002
ACH-000007,-0.191361552808
ACH-000009,-0.38367575525700004
ACH-000011,-0.448605637777
ACH-000012,-0.44539494696500004
ACH-000013,-0.463825065137
ACH-000014,-0.40059964165600004
ACH-000015,-0.401160282318
ACH-000017,-0.284452214967
ACH-000018,-0.350373309603
ACH-000019,-0.581298072018
ACH-000021,-0.44070280372299997
ACH-000022,-0.43098835345700004
ACH-000025,-0.601040035951
ACH-000028,-0.635211383359
ACH-000030,-0.319765397791
ACH-000035,-0.46900777163699997
ACH-000036,-0.10225358194800001
ACH-000037,-0.370802581958
ACH-000039,-0.37370382997699997
ACH-000040,-0.484601887804
ACH-000041,-0.461545259045
ACH-000042,-0.391322596946
ACH-000045,-0.579500578456
ACH-000047,-0.35477712088
ACH-000052,-0.513743841768
ACH-000053,-0.27732840865499997
ACH-000054,-0.45110715587399997
ACH-000055,-0.199118147286
ACH-000060,-0.161985063813
ACH-000067,-0.199760276503
ACH-000070,-0.27834485401799997
ACH-000075,-0.34437092486000004
ACH-000078,-0.39864458227
ACH-000082,-0.30429497168999997
ACH-000085,-0.444067300057
ACH-000086,-0.46580096963600004
ACH-000087,-0.305541981433
ACH-000092,-0.671883483607
ACH-000095,-0.218969356424
ACH-000097,-0.34264205833300004
ACH-000098,-0.328669358123
ACH-000099,-0.46180326833400004
ACH-000108,-0.40110085813100005
ACH-000113,-0.44229778225599997
ACH-000115,-0.139527529849
ACH-000116,-0.25509169177900004
ACH-000118,-0.415173738596
ACH-000120,-0.467945213811
ACH-000123,-0.41437449839900004
ACH-000127,-0.317827580515
ACH-000128,-0.172034391274
ACH-000132,-0.26225946584300003
ACH-000133,-0.38343721064999997
ACH-000137,-0.537345972099
ACH-000138,-0.444463474647
ACH-000142,-0.45537191213600003
ACH-000143,-0.412903356379
ACH-000146,-0.279060115409
ACH-000148,-0.361672814204
ACH-000150,-0.26565478365600004
ACH-000152,-0.38386672443899994
ACH-000153,-0.694031483179
ACH-000159,-0.318790807729
ACH-000160,-0.0396660310132
ACH-000163,-0.212698885534
ACH-000167,-0.622982701278
ACH-000168,-0.348926087227
ACH-000169,-0.38785718539
ACH-000178,-0.25748547052799997
ACH-000182,-0.13940551642100002
ACH-000183,-0.25511270927900004
ACH-000188,-0.551503278537
ACH-000189,-0.413144437135
ACH-000190,-0.42478034638400003
ACH-000198,-0.35576795871600003
ACH-000204,-0.22588520952
ACH-000206,-0.22213599215500002
ACH-000207,-0.38256420564000004
ACH-000211,-0.535614169985
ACH-000215,-0.395613529051
ACH-000221,-0.704510022831
ACH-000222,-0.498214420242
ACH-000223,-0.454856298341
ACH-000226,-0.298331240387
ACH-000227,-0.589141193682
ACH-000228,-0.470674201078
ACH-000231,-0.250986698351
ACH-000232,-0.469888212187
ACH-000233,-0.282278649854
ACH-000234,-0.09147709237389999
ACH-000235,-0.332892447292
ACH-000237,-0.317243341425
ACH-000238,-0.44465459128300006
ACH-000243,-0.300514184516
ACH-000244,-0.596177070646
ACH-000246,-0.335557522207
ACH-000248,-0.249754623717
ACH-000250,-0.37591211489299997
ACH-000251,-0.377053231316
ACH-000253,-0.345434254163
