,EIF3L (51386)
ACH-000616,-0.426265699272
ACH-000618,-0.49820171985399997
ACH-000619,-0.56028759318
ACH-000620,-0.669758257047
ACH-000621,-0.592167843563
ACH-000622,-0.980706074992
ACH-000623,-0.900296744428
ACH-000624,-0.397413656401
ACH-000627,-0.779772287821
ACH-000630,-0.486094022685
ACH-000632,-0.7196782846590001
ACH-000633,-0.553864370599
ACH-000637,-1.01663216692
ACH-000638,-0.193050240651
ACH-000646,-0.019401228837700003
ACH-000647,-0.678744052129
ACH-000648,0.0769032165164
ACH-000649,-0.234267935122
ACH-000651,-0.503137333711
ACH-000652,-0.443001064627
ACH-000653,-0.657732806741
ACH-000657,-0.540674367313
ACH-000658,-0.707042494718
ACH-000661,-0.392273644249
ACH-000662,-0.45878975037
ACH-000663,-0.622903513843
ACH-000665,-0.7589086349349999
ACH-000671,-0.358118908976
ACH-000673,-0.560490429393
ACH-000676,-0.7543598631199999
ACH-000677,-0.8293625025779999
ACH-000681,-0.481842631153
ACH-000682,-0.794102559341
ACH-000683,-0.467949506962
ACH-000684,-0.48827677271700004
ACH-000688,-0.155395965112
ACH-000693,-0.6776071829970001
ACH-000694,-0.561932743599
ACH-000695,-0.522558547241
ACH-000696,-0.464430231887
ACH-000697,-0.49172920999700004
ACH-000699,-0.488975796261
ACH-000701,-0.375289159908
ACH-000706,-0.7142033286049999
ACH-000711,-0.49244897793799997
ACH-000713,-0.325655788322
ACH-000714,-0.545238902971
ACH-000718,-0.308407779993
ACH-000720,-0.610141242706
ACH-000721,-0.298844477061
ACH-000724,-0.747788769874
ACH-000725,-0.8155407315090001
ACH-000732,-0.5992015814280001
ACH-000734,-0.781328187977
ACH-000735,-0.507527922997
ACH-000736,-0.394288085031
ACH-000738,-0.25684756958099997
ACH-000746,-0.489004027804
ACH-000747,-0.665381269397
ACH-000748,-0.781081193964
ACH-000753,-0.45880292008699997
ACH-000756,-0.381783392508
ACH-000757,-0.842107910113
ACH-000758,-0.699128858917
ACH-000760,-0.894291892576
ACH-000763,-0.630595144922
ACH-000764,-0.606895750239
ACH-000765,-0.7622364103470001
ACH-000766,-0.250945680281
ACH-000767,-0.73111705089
ACH-000768,-0.384425482343
ACH-000769,-0.778482242061
ACH-000770,-0.356574189343
ACH-000771,-0.8186842122169999
ACH-000773,-0.694775859697
ACH-000776,-0.79423856376
ACH-000777,-0.6420675033709999
ACH-000778,-0.432695712679
ACH-000781,-0.21652500635000002
ACH-000782,-0.5020909712039999
ACH-000783,-0.708533733384
ACH-000784,-0.5213358318410001
ACH-000785,-0.376114895606
ACH-000787,-0.719306805416
ACH-000788,-0.561207229166
ACH-000791,-0.622362044366
ACH-000792,-0.26680602892
ACH-000794,-0.495879306011
ACH-000796,-0.280283412319
ACH-000799,-0.7343760948639999
ACH-000800,-0.38924487770300004
ACH-000802,-0.59503271862
ACH-000804,-0.36875728502
ACH-000805,-0.509881296461
ACH-000809,-0.35254039655
ACH-000810,-0.558946592606
ACH-000811,-0.444086716505
ACH-000817,-0.8810895902079999
ACH-000819,-0.5887382362520001
ACH-000820,-0.5022634940640001
ACH-000821,-0.649053738011
ACH-000822,-0.200155530294
ACH-000823,-0.585364953002
ACH-000824,-0.48966417375200005
ACH-000827,-0.584143834764
ACH-000829,-0.338662920129
ACH-000831,-0.7188753242839999
ACH-000832,-0.392885764565
ACH-000833,-0.598249116569
ACH-000834,-0.7851221920579999
ACH-000835,-0.602365919271
ACH-000836,-0.895521365006
ACH-000837,-0.438002672028
ACH-000838,-0.608980320509
ACH-000839,-0.817939565856
ACH-000840,-0.5260200527510001
ACH-000841,-0.738367923019
ACH-000843,-0.604227802048
ACH-000846,-0.53204525635
ACH-000847,-0.971108206155
ACH-000848,-0.582384570701
ACH-000849,-0.315132822111
ACH-000851,-0.41771904481
ACH-000855,-0.651299101869
ACH-000856,-0.46478627304
ACH-000858,-0.5259392479330001
ACH-000859,-0.826471329752
ACH-000861,-0.65157535166
ACH-000862,-0.812263411416
ACH-000865,-0.679089276506
ACH-000866,-0.25342065894
ACH-000867,-0.394350481422
ACH-000869,-0.320161471528
ACH-000872,-0.597344802776
ACH-000873,0.018099419816000002
ACH-000876,-0.225785020144
ACH-000878,0.0180160912665
ACH-000880,-0.692296625456
ACH-000881,-0.509952035821
ACH-000882,-0.6319876005039999
ACH-000884,-0.45394932274899996
ACH-000885,-0.619458065999
ACH-000887,-0.453680536312
ACH-000888,-0.355889673832
ACH-000889,-0.7308943129279999
ACH-000890,-0.599251937656
ACH-000896,-0.307681949223
ACH-000898,-0.744793427937
ACH-000900,-0.471097254903
ACH-000901,-0.441315300982
ACH-000905,-0.5365205450230001
ACH-000906,-0.597672779795
ACH-000907,-0.634222432833
ACH-000910,-0.44578214564199997
ACH-000911,-0.692267874481
ACH-000912,-0.503327369501
ACH-000913,-0.0749066448218
ACH-000915,-0.562963191882
ACH-000916,-0.543317342626
ACH-000917,-0.241144183607
ACH-000921,-0.346727199708
ACH-000924,-0.428367166629
ACH-000926,-0.642248237521
ACH-000928,-0.604158686227
ACH-000929,-0.70222855529
ACH-000932,-0.632404806819
ACH-000935,-0.49280904009800003
ACH-000936,-0.65982469562
ACH-000937,-0.48825478929899996
ACH-000938,-0.363331853371
ACH-000939,-0.154783042051
ACH-000941,-0.63842636962
ACH-000943,-0.47209667073600003
ACH-000946,-0.332305863574
ACH-000947,-0.458380077085
ACH-000948,-0.17183511286699998
ACH-000950,-0.636068683284
ACH-000953,-0.309403009866
ACH-000957,-0.6860624365800001
ACH-000958,-0.633238429766
ACH-000960,-0.536262246523
ACH-000963,-0.497524178077
ACH-000968,-0.86261612938
ACH-000969,-0.42823100590400004
ACH-000973,-0.43168047799599996
ACH-000974,-0.5443184217979999
ACH-000975,-0.255831952814
ACH-000976,-0.568091526132
ACH-000978,-0.183112363374
ACH-000980,-0.379580463363
ACH-000984,-0.602351369467
ACH-000986,-0.47813643181599996
ACH-000988,-0.553962880237
ACH-000993,-0.23572776001200002
ACH-000994,-0.40381073427299996
ACH-000996,-0.686475710731
ACH-001001,-0.40773539364
ACH-001020,-0.7404708492759999
ACH-001028,-0.5215419373560001
ACH-001031,-0.79182583727
ACH-001038,-0.776638794827
ACH-001048,-0.54034854863
ACH-001050,-0.102937518479
ACH-001053,-0.35732432435199996
ACH-001054,-0.518984372309
ACH-001061,-0.497066493124
ACH-001067,-0.389106909481
ACH-001075,-0.9567874170749999
ACH-001096,-0.299395968021
ACH-001128,-0.19375361495700003
ACH-001134,-0.193759254482
ACH-001151,-0.570180937459
ACH-001163,-0.419710151079
ACH-001164,-0.369525340692
ACH-001173,-0.46630698994499997
ACH-001183,-0.7948280866349999
ACH-001184,-0.470335948648
ACH-001190,-0.893429870511
ACH-001192,-0.72135480341
ACH-001193,-0.642846322105
ACH-001196,-0.596048852314
ACH-001197,-0.5824214652790001
ACH-001205,-0.552794308405
ACH-001211,-0.497347738553
ACH-001212,-0.7790317074709999
ACH-001228,-0.6913917883409999
ACH-001232,-0.565741069909
ACH-001239,-0.604303150625
ACH-001274,-0.570149234142
ACH-001275,-0.5024043064989999
ACH-001277,-0.8081398317640001
ACH-001278,-0.586520065157
ACH-001280,-0.7288793797650001
ACH-001283,-0.752129469187
ACH-001289,-0.44710050663500006
ACH-001295,-0.31040214142
ACH-001300,-0.670040806289
ACH-001301,-0.47340628237
ACH-001302,-0.582120291479
ACH-001303,-0.442594698627
ACH-001306,-0.610043907541
ACH-001318,-0.857621455444
ACH-001322,-0.497827081693
ACH-001328,-0.48282025609800006
ACH-001332,-0.697773796487
ACH-001333,-0.409030312624
ACH-001336,-0.664215495052
ACH-001340,-0.6056534126690001
ACH-001346,-0.628643491793
ACH-001353,-0.497898822884
ACH-001354,-0.423585778966
ACH-001367,-0.392539010782
ACH-001368,-0.763178482686
ACH-001374,-0.30221395703299997
ACH-001375,-0.519232306439
ACH-001377,-0.474224204602
ACH-001380,-0.45065133635
ACH-001391,-0.41563675900200003
ACH-001407,-0.878234143195
ACH-001408,-0.680529596474
ACH-001413,-0.590012487374
ACH-001430,-0.645054390061
ACH-001431,-0.365338616452
ACH-001450,-0.778678223307
ACH-001496,-0.526112146865
ACH-001500,-0.524941432761
ACH-001521,-0.686246544985
ACH-001523,-0.6361390949019999
ACH-001532,-0.699118546213
ACH-001536,-0.728792689236
ACH-001550,-0.627873313995
ACH-001552,-0.580244172714
ACH-001554,-0.510763130733
ACH-001645,-0.578298211268
ACH-001654,-0.578149172494
ACH-001715,-0.41897868040700004
ACH-001735,-0.5408383400600001
ACH-001736,-0.34438898861100004
ACH-001737,-0.37359600727
ACH-001740,-0.44666944806599995
ACH-001745,-0.46790355629600006
ACH-001750,-0.52176117552
ACH-001765,-0.512741140729
ACH-001956,-0.5610665550399999
ACH-001957,-0.530744238469
