,KEAP1 (9817)
ACH-000004,-0.218640012216
ACH-000007,-0.271575742821
ACH-000009,-0.639733367257
ACH-000011,0.422042976646
ACH-000012,-0.5539362851290001
ACH-000013,-0.0117583217502
ACH-000014,-0.360424320349
ACH-000015,-0.154493694556
ACH-000017,-0.110832842606
ACH-000018,0.389273873496
ACH-000019,-0.0613901641092
ACH-000021,-0.293232288847
ACH-000022,-0.523943636127
ACH-000025,-0.130691938892
ACH-000028,-0.376843806175
ACH-000030,-0.624320895787
ACH-000035,0.349929614278
ACH-000036,1.34618848772
ACH-000037,-0.385020934648
ACH-000039,-0.767046773689
ACH-000040,-0.17496207007
ACH-000041,-0.28505105860999996
ACH-000042,-0.318293190222
ACH-000045,-0.203796868474
ACH-000047,-0.164572341682
ACH-000052,-0.251797215466
ACH-000053,-0.66720310474
ACH-000054,-0.620845510301
ACH-000055,-1.0717910633499999
ACH-000060,0.323795350255
ACH-000067,0.686280741772
ACH-000070,-0.0690158091555
ACH-000075,-0.352715620429
ACH-000078,-0.398218328411
ACH-000082,-0.30435039785100004
ACH-000085,-0.8237761290790001
ACH-000086,0.167197121048
ACH-000087,-0.208776476343
ACH-000092,0.262097498466
ACH-000095,-0.359037827935
ACH-000097,-0.39137348230400004
ACH-000098,1.43879921193
ACH-000099,-0.444270894522
ACH-000108,-0.67862152621
ACH-000113,-0.266143667863
ACH-000115,-0.214643496032
ACH-000116,-0.280626863116
ACH-000118,-0.478803933797
ACH-000120,-0.406198258318
ACH-000123,-0.293791279152
ACH-000127,-0.34636718255099996
ACH-000128,-0.186295795524
ACH-000132,-0.20712074941
ACH-000133,-0.0601151812752
ACH-000137,0.24840052518300001
ACH-000138,-0.15333414183
ACH-000142,0.55479246661
ACH-000143,-0.55001614872
ACH-000146,-0.141156064581
ACH-000148,0.351589092781
ACH-000150,-0.534574302828
ACH-000152,0.18119911248
ACH-000153,-0.48331026539800004
ACH-000159,-0.17634753136300002
ACH-000160,-0.0333014116845
ACH-000163,-0.247074142418
ACH-000167,0.286063914198
ACH-000168,0.11080335616499999
ACH-000169,-0.10806453860700001
ACH-000178,-0.481630807923
ACH-000182,-0.49549496262599996
ACH-000183,0.0221772513444
ACH-000188,-0.841783336831
ACH-000189,-0.41616222167499994
ACH-000190,-0.384336724711
ACH-000198,-0.690977548374
ACH-000204,-0.175244587727
ACH-000206,-0.568250301213
ACH-000207,0.409864194878
ACH-000211,-0.8086088165209999
ACH-000215,-0.032486209092299996
ACH-000221,-0.255815850793
ACH-000222,0.26426881991900003
ACH-000223,-0.436776679481
ACH-000226,-0.53590703277
ACH-000227,-0.137312327727
ACH-000228,-0.428510182701
ACH-000231,0.00224745243244
ACH-000232,0.622312734887
ACH-000233,-0.135373604601
ACH-000234,-0.303197816997
ACH-000235,-0.09764059655559999
ACH-000237,-0.294780691718
ACH-000238,-0.26128378214000003
ACH-000243,-0.463258910379
ACH-000244,0.94351951794
ACH-000246,0.820069896542
ACH-000248,-0.169309496822
ACH-000250,-0.670606430558
ACH-000251,-0.236436013809
ACH-000253,0.052149938940199994
ACH-000255,0.214275339447
ACH-000256,-0.587921043033
ACH-000257,-0.18522063871599997
ACH-000258,-1.26115971005
ACH-000259,-0.160118655858
ACH-000260,-0.355010505006
ACH-000261,-0.678403612162
ACH-000262,0.27728946123000003
ACH-000263,0.0883779258963
ACH-000264,-1.92933009479
ACH-000265,-0.0690737220298
ACH-000266,-0.08908027502669999
ACH-000272,-0.292224624173
ACH-000273,0.643778740235
ACH-000274,0.34353331316200003
ACH-000277,-0.110649704584
ACH-000278,-0.033577147734500004
ACH-000279,0.0673420212592
ACH-000280,0.854770918149
ACH-000281,0.108209624893
ACH-000288,0.596578116015
ACH-000291,-0.742819310988
ACH-000293,-0.397904213944
ACH-000294,-0.477734336736
ACH-000295,-0.0693512423696
ACH-000296,-0.614229013846
ACH-000302,-0.145739280253
ACH-000304,-0.45745567733000003
ACH-000307,-0.256962843579
ACH-000308,-0.055699152186500005
ACH-000310,-0.365014344952
ACH-000311,0.117748329962
ACH-000312,-0.40155208515600005
ACH-000315,-0.023251877071199998
ACH-000316,0.24451625879799999
ACH-000317,-0.036013243695199995
ACH-000318,0.154614951434
ACH-000319,-0.20523393371399998
ACH-000320,-0.119814838509
ACH-000322,-0.24738144916299998
ACH-000323,0.60467187025
ACH-000324,-0.06518009046630001
ACH-000329,0.36695625504199997
ACH-000330,-0.511030867361
ACH-000331,0.20775906207400002
ACH-000332,0.20238843721500002
ACH-000334,-0.310654849901
ACH-000335,-0.5180773931379999
ACH-000336,-0.0913485646456
ACH-000337,-0.07629611751689999
ACH-000339,-0.43114143328500004
ACH-000341,-0.555089386534
ACH-000348,0.483023181003
ACH-000350,0.6364797804300001
ACH-000352,-0.608956449939
ACH-000356,-0.164936744375
ACH-000361,-0.160129145648
ACH-000362,-0.201337216871
ACH-000363,-0.238732677172
ACH-000364,0.619106315112
ACH-000365,0.107295815055
ACH-000366,-0.251860494831
ACH-000368,1.64839025445
ACH-000374,-0.408820815581
ACH-000375,-0.20052334426500001
ACH-000376,0.214322173171
ACH-000381,0.422893866963
ACH-000383,-0.72131730625
ACH-000387,-0.959276716973
ACH-000389,0.197506583228
ACH-000390,-0.115454935647
ACH-000393,-0.605076438542
ACH-000395,-0.630657750412
ACH-000397,0.0380338684386
ACH-000401,-0.45197195678400004
ACH-000402,-0.160767930821
ACH-000403,0.410525978471
ACH-000404,-0.407388058093
ACH-000406,-0.497291355281
ACH-000407,0.481758320172
ACH-000408,-0.42208541588799997
ACH-000410,-0.06415491712100001
ACH-000411,-0.430139962676
ACH-000414,-0.112005851467
ACH-000415,-0.291693868995
ACH-000416,-0.501662225036
ACH-000420,0.6824859037180001
ACH-000421,0.154716032426
ACH-000424,-0.123764273016
ACH-000425,-0.902990072908
ACH-000426,0.089531312043
ACH-000427,-0.500765441944
ACH-000433,0.416830013053
ACH-000436,0.09438953217849999
ACH-000444,0.14994852205
ACH-000445,0.0618398218661
ACH-000448,-0.7365974435089999
ACH-000450,-0.592263908511
ACH-000452,0.8183047874670001
ACH-000454,-1.19291644921
ACH-000458,-0.18202457480300002
ACH-000459,-0.566278266607
ACH-000460,-0.452954668896
ACH-000461,-0.667913042184
ACH-000463,-0.021326331066
ACH-000464,0.5993836730390001
ACH-000466,-0.17660872514800002
ACH-000467,-0.6094546803249999
ACH-000468,-0.50622261626
ACH-000469,0.117875734794
ACH-000470,-0.345671149089
ACH-000471,1.19068818371
ACH-000472,-0.960119169455
ACH-000473,0.34497416007700005
ACH-000475,-0.0970331148115
ACH-000476,-0.9081042122159999
ACH-000477,-1.0840589369
ACH-000480,0.24293639238499998
ACH-000481,-0.22857416966
ACH-000483,-0.35837112944
ACH-000484,-2.07433736282
ACH-000485,0.0555733506232
ACH-000486,-0.16010707099500002
ACH-000487,-0.488744615471
ACH-000488,0.0624017558116
ACH-000490,0.05201936653
ACH-000491,-0.117756595952
ACH-000495,-0.258524607847
ACH-000496,-0.423354988285
ACH-000499,-0.262753952786
ACH-000500,0.12267997751599999
ACH-000502,-0.421501565033
ACH-000503,0.153397873966
ACH-000505,-0.141523751831
ACH-000507,-0.365131088055
ACH-000510,-0.409024534283
ACH-000511,0.273806052536
ACH-000512,-0.753074648001
ACH-000516,-0.195388256164
ACH-000517,0.20149866497299998
ACH-000518,-0.09939415308160002
ACH-000520,-0.37336423696000004
ACH-000521,-0.22728602745499998
ACH-000522,0.198450694592
ACH-000524,0.0652982333691
ACH-000527,-0.0951845421141
ACH-000528,-0.232471719836
ACH-000537,0.8130623786069999
ACH-000541,-0.23242791389400003
ACH-000542,0.163089182739
ACH-000544,0.212613026847
ACH-000545,0.569466424194
ACH-000547,-0.38005272680200003
ACH-000548,-0.9093840775830001
ACH-000549,-0.119577607637
ACH-000550,0.0172157853748
ACH-000552,0.0893583753463
ACH-000556,-1.32382722542
ACH-000557,-0.0748413653109
ACH-000570,1.39928270929
ACH-000571,-1.24452584001
ACH-000573,0.07510422569610001
ACH-000576,0.664386071453
ACH-000580,-1.07987124024
ACH-000584,0.23723074310199999
ACH-000585,-0.26433977501899997
ACH-000588,-0.6185945816430001
ACH-000589,-0.0178226961472
ACH-000591,0.566545993654
ACH-000593,0.1516011498
ACH-000600,1.03441362722
ACH-000601,-0.20801738605300002
ACH-000604,-0.421712503935
ACH-000605,-0.35839742979199996
ACH-000606,-0.618464691481
ACH-000608,-0.020901707858200003
ACH-000614,-0.49539114962999997
ACH-000616,-0.058865925203800004
ACH-000618,-0.642661901809
ACH-000619,0.5423831376280001
ACH-000620,-1.29809787215
ACH-000621,-0.27951206776299997
ACH-000622,-0.970348825123
ACH-000623,0.924744844929
ACH-000624,-0.9936240150229999
ACH-000627,0.13936701125
ACH-000630,0.744486483761
ACH-000632,-0.471698857038
ACH-000633,-0.8999975392890001
ACH-000637,-0.732101204639
ACH-000638,0.015190903817399999
ACH-000646,0.565077988462
ACH-000647,-0.37003890186899996
ACH-000648,-0.502447350257
ACH-000649,0.24476339999699998
ACH-000651,-0.27801119915100003
ACH-000652,0.261044755899
ACH-000653,-0.407886721316
ACH-000657,-0.06441342464290001
ACH-000658,0.438695952777
ACH-000661,-1.08265474574
ACH-000662,-0.24366846255199998
ACH-000663,0.090054952085
ACH-000665,-0.318620646663
ACH-000671,0.970653558303
ACH-000673,-0.350267111536
ACH-000676,-1.03340699875
ACH-000677,-0.26840695544300003
ACH-000681,-0.2087241582
ACH-000682,-0.0347795855866
ACH-000683,-0.266247838092
ACH-000684,1.8977664091900004
ACH-000688,0.22048240361
ACH-000693,-0.162740787655
ACH-000694,-0.00887037560948
