,NRBP1 (29959)
ACH-000004,-0.818178294638
ACH-000007,-1.1912281307400001
ACH-000009,-1.1098861254
ACH-000011,-1.06230822691
ACH-000012,-0.873372559103
ACH-000013,-0.475314838358
ACH-000014,-1.03214267437
ACH-000015,-0.8580334393800001
ACH-000017,-0.7442307021500001
ACH-000018,-1.05062758998
ACH-000019,-1.0078940560299998
ACH-000021,-1.0445621087799999
ACH-000022,-1.08559576681
ACH-000025,-0.718066895799
ACH-000028,-0.793363378926
ACH-000030,-1.23706943983
ACH-000035,-0.700223854485
ACH-000036,-0.8642565089219999
ACH-000037,-1.18768785791
ACH-000039,-0.731533237227
ACH-000040,-0.553821925308
ACH-000041,-0.717242935158
ACH-000042,-1.23778072994
ACH-000045,-0.802226495854
ACH-000047,-0.9025901436370001
ACH-000052,-1.06775026303
ACH-000053,-1.05581999176
ACH-000054,-0.942959479366
ACH-000055,-0.665791110522
ACH-000060,-1.19448123807
ACH-000067,-1.23943974534
ACH-000070,-1.19833954742
ACH-000075,-0.234986884058
ACH-000078,-0.723836082224
ACH-000082,-1.20823547538
ACH-000085,-1.18399943014
ACH-000086,-0.49100805333400005
ACH-000087,-0.906931053898
ACH-000092,-1.2442020576000001
ACH-000095,-0.982340986288
ACH-000097,-1.15442057912
ACH-000098,-1.1151934503399998
ACH-000099,-1.04705562969
ACH-000108,-1.00455938021
ACH-000113,-0.872658880914
ACH-000115,-1.3472872669999998
ACH-000116,-1.0854886651
ACH-000118,-1.00964267446
ACH-000120,-1.21933451347
ACH-000123,-0.551960658599
ACH-000127,-1.07534179951
ACH-000128,-0.878916606091
ACH-000132,-1.07191494039
ACH-000133,-0.8474723665780001
ACH-000137,-0.9484098404100001
ACH-000138,-1.25792955866
ACH-000142,-1.01506333809
ACH-000143,-1.05096614207
ACH-000146,-0.82361696913
ACH-000148,-0.842627242852
ACH-000150,-0.631468915999
ACH-000152,-0.7933222360809999
ACH-000153,-0.845722701981
ACH-000159,-0.9082798184119999
ACH-000160,-1.1381543030399999
ACH-000163,-0.953069257041
ACH-000167,-1.1433974406799998
ACH-000168,-1.10213191654
