,PIAS4 (51588)
ACH-000004,-0.237892096146
ACH-000007,-0.023619658373599996
ACH-000009,-0.289975246776
ACH-000011,-0.8398254329070001
ACH-000012,-0.06370764752619999
ACH-000013,-0.241804867045
ACH-000014,-0.492983702473
ACH-000015,-0.343826964058
ACH-000017,-0.24920962443599998
ACH-000018,-0.148498203872
ACH-000019,-0.552183396642
ACH-000021,-0.350245272165
ACH-000022,-0.17108444997400002
ACH-000025,-0.281328351951
ACH-000028,-0.580206668476
ACH-000030,-0.0298727286268
ACH-000035,-0.334459827295
ACH-000036,-0.275667197915
ACH-000037,-0.126122863076
ACH-000039,-0.538119676154
ACH-000040,-0.24354190481899998
ACH-000041,-0.36543059081100004
ACH-000042,-0.0133197726989
ACH-000045,-0.31192263653
ACH-000047,-0.246742243014
ACH-000052,-0.315674049108
ACH-000053,-0.270763305685
ACH-000054,-0.049096037520900006
ACH-000055,-0.3803861737
ACH-000060,-0.0441261715112
ACH-000067,-0.112033337245
ACH-000070,-0.154694062905
ACH-000075,-0.11698631669500001
ACH-000078,-0.195619625103
ACH-000082,-0.114477682554
ACH-000085,-0.236411975804
ACH-000086,-0.12101655956599999
ACH-000087,-0.5830986694529999
ACH-000092,-0.24929823044100002
ACH-000095,-0.177566247053
ACH-000097,-0.267392467807
ACH-000098,-0.399739189625
ACH-000099,-0.270646552121
ACH-000108,-0.145852709657
ACH-000113,-0.281862233593
ACH-000115,-0.330513769526
ACH-000116,-0.10833503369400001
ACH-000118,-0.19050648952500002
ACH-000120,-0.402018656685
ACH-000123,-0.57293872688
ACH-000127,-0.144560320004
ACH-000128,-0.168550839551
ACH-000132,-0.188105791084
ACH-000133,-0.16854957390900002
ACH-000137,-0.097817836184
ACH-000138,-0.377244997897
ACH-000142,-0.126205539537
ACH-000143,0.300850561001
ACH-000146,-0.417382207315
ACH-000148,-0.417848919125
ACH-000150,-0.32631403521499996
ACH-000152,-0.0596167576219
ACH-000153,-0.06795554383449999
ACH-000159,-0.304397127243
ACH-000160,-0.15801461199300001
ACH-000163,-0.0132498048074
ACH-000167,-0.0193470482245
ACH-000168,-0.0684519247611
ACH-000169,0.0155428932133
ACH-000178,-0.16978857329
ACH-000182,-0.114653391699
ACH-000183,-0.457440786416
ACH-000188,-0.23693382960599998
ACH-000189,-0.68658075095
ACH-000190,-0.122965204653
ACH-000198,-0.367170000215
ACH-000204,-0.155856579247
ACH-000206,-0.21897104132
ACH-000207,-0.250873438439
ACH-000211,-0.034477247528
ACH-000215,-0.162296635891
ACH-000221,-0.148579642548
ACH-000222,-0.180936989296
ACH-000223,-0.145939237547
ACH-000226,-0.766350763697
ACH-000227,-0.329963115363
ACH-000228,-0.06849422866930001
ACH-000231,-0.08229306211989999
ACH-000232,-0.053044613147499996
ACH-000233,-0.22506804309099998
ACH-000234,-0.38593757366400006
ACH-000235,-0.283425844574
ACH-000237,-0.182087835645
ACH-000238,-0.060552523736500004
ACH-000243,-0.29661805625300003
ACH-000244,-0.147578112879
ACH-000246,-0.5435023125940001
ACH-000248,-0.379601937696
ACH-000250,-0.17749518508499998
ACH-000251,-0.301922163148
ACH-000253,-0.0730395062612
ACH-000255,-0.236014073691
ACH-000256,-0.05246396981530001
ACH-000257,-0.131792786208
ACH-000258,-0.204913982203
ACH-000259,-0.254726411443
ACH-000260,-0.30089044230900003
ACH-000261,-0.200395382168
ACH-000262,-0.257361158474
ACH-000263,-0.11935445488299999
ACH-000264,-0.148533900045
ACH-000265,-0.08370945944330001
ACH-000266,-0.43733214373400003
ACH-000272,-0.201385425327
ACH-000273,-0.11646976068800001
ACH-000274,-0.296043380772
ACH-000277,-0.322038216253
ACH-000278,-0.11148930035499999
ACH-000279,-0.25272734841600003
ACH-000280,-0.484313968516
ACH-000281,-0.45043437256700003
ACH-000288,-0.0676539344596
