,ZNF33B (7582)
ACH-000004,-0.1379884226
ACH-000007,-0.5604370483810001
ACH-000009,-0.41267779488899997
ACH-000011,-0.267875307879
ACH-000012,-0.521209667933
ACH-000013,-0.353810590802
ACH-000014,-0.18736072063
ACH-000015,-0.5039700621109999
ACH-000017,-0.404313595449
ACH-000018,-0.560908880068
ACH-000019,-0.27176333548799997
ACH-000021,-0.51455732284
ACH-000022,-0.319713317976
ACH-000025,-0.445733695225
ACH-000028,-0.474166731193
ACH-000030,-0.606075167785
ACH-000035,-0.30010916569
ACH-000036,-0.23563194283799999
ACH-000037,-0.313353503604
ACH-000039,-0.468738213759
ACH-000040,-0.49702818501999996
ACH-000041,-0.312654924554
ACH-000042,-0.313958450735
ACH-000045,-0.282319893339
ACH-000047,-0.23948362467599998
ACH-000052,-0.770473054804
ACH-000053,-0.408023329619
ACH-000054,-0.26858498781999995
ACH-000055,-0.26631816731999997
ACH-000060,-0.48521125251100006
ACH-000067,-0.635773692861
ACH-000070,-0.29039713077
ACH-000075,-0.333844352255
ACH-000078,-0.584108570969
ACH-000082,-0.4171915936300001
ACH-000085,0.030348614325000002
ACH-000086,-0.46471964482699996
ACH-000087,-0.2645974739
ACH-000092,-0.482950023426
ACH-000095,-0.43387069410499995
ACH-000097,-0.279351647039
ACH-000098,-0.388308654356
ACH-000099,-0.43421158666000004
ACH-000108,-0.386894173139
ACH-000113,-0.3888941323
ACH-000115,-0.30026212874499997
ACH-000116,-0.412650757848
ACH-000118,-0.389833509168
ACH-000120,-0.20848637990200003
ACH-000123,-0.49594189092600005
ACH-000127,-0.420058161941
ACH-000128,-0.258556931383
ACH-000132,-0.251818779685
ACH-000133,-0.265093654634
ACH-000137,-0.26400909391399996
ACH-000138,-0.192781267623
ACH-000142,-0.0871679430002
ACH-000143,-0.464497080192
ACH-000146,-0.281708106199
ACH-000148,-0.383415739561
ACH-000150,-0.490893769935
ACH-000152,-0.466324676169
ACH-000153,-0.176591127516
ACH-000159,-0.325670353001
ACH-000160,-0.348363157272
ACH-000163,-0.386398713467
ACH-000167,-0.524024233852
ACH-000168,-0.22858575808200002
ACH-000169,-0.401176702445
ACH-000178,-0.282656775632
ACH-000182,-0.355415937525
ACH-000183,-0.289341266786
ACH-000188,-0.370753905131
ACH-000189,-0.601635796177
ACH-000190,-0.347282134798
ACH-000198,-0.337262696422
ACH-000204,-0.0622099639004
ACH-000206,-0.497452936739
ACH-000207,-0.543836730562
ACH-000211,-0.366133604005
ACH-000215,-0.286525339243
ACH-000221,-0.193916178314
ACH-000222,-0.260268285492
ACH-000223,-0.807635307871
ACH-000226,-0.44174007835199997
ACH-000227,-0.593175460008
ACH-000228,-0.429724082586
ACH-000231,-0.24219985058899998
ACH-000232,-0.34363085932899995
ACH-000233,-0.512203697883
ACH-000234,-0.27434492911499997
ACH-000235,-0.45487066248
ACH-000237,-0.293283621346
ACH-000238,-0.39655949120399997
ACH-000243,-0.483174136656
ACH-000244,-0.48862379464100003
ACH-000246,-0.421203652817
ACH-000248,-0.362347682618
ACH-000250,-0.364663416927
ACH-000251,-0.466442670909
ACH-000253,-0.247580095919
ACH-000255,-0.5058645122559999
ACH-000256,-0.258059765623
ACH-000257,-0.31702083208
ACH-000258,-0.791486154862
ACH-000259,-0.44052122313299996
ACH-000260,-0.357424746236
ACH-000261,-0.44504671231299997
ACH-000262,-0.44177076121799996
ACH-000263,-0.15393821753599998
ACH-000264,-0.443442600009
ACH-000265,-0.46218114960699996
ACH-000266,-0.410518180785
ACH-000272,-0.31065522311099997
ACH-000273,-0.461784624439
ACH-000274,-0.395173517549
ACH-000277,-0.223397668633
ACH-000278,-0.0907272354912
ACH-000279,-0.34748811797799994
ACH-000280,-0.273681106648
ACH-000281,-0.217086194855
ACH-000288,-0.415235849715
ACH-000291,-0.306402159229
ACH-000293,-0.329005991907
ACH-000294,-0.273062592928
ACH-000295,-0.445095580684
ACH-000296,-0.47549061976499996
ACH-000302,-0.490320083811
ACH-000304,-0.441839567672
ACH-000307,-0.278476518992
ACH-000308,-0.46235210148100003
ACH-000310,-0.680584572887
ACH-000311,-0.347014300411
ACH-000312,-0.461369568346
ACH-000315,-0.352848088018
ACH-000316,-0.448496915548
ACH-000317,-0.461012907013
ACH-000318,-0.42617540769699996
ACH-000319,-0.483362450259
ACH-000320,-0.43032383931100004
ACH-000322,-0.5545937238359999
ACH-000323,-0.49422020118199994
ACH-000324,-0.5184941629909999
ACH-000329,-0.394865342537
ACH-000330,-0.497766692025
ACH-000331,-0.7020720325159999
ACH-000332,-0.399747873878
ACH-000334,-0.641073667276
ACH-000335,-0.232484127399
ACH-000336,-0.203289997279
ACH-000337,-0.514646377236
ACH-000339,-0.569117622543
ACH-000341,-0.18658130665999997
ACH-000348,-0.349056638666
ACH-000350,-0.373594294564
ACH-000352,-0.24574654952199998
ACH-000356,-0.421303012176
ACH-000361,-0.42884622963
ACH-000362,-0.46154835864699995
ACH-000363,-0.305557912366
ACH-000364,-0.455846315687
ACH-000365,-0.436829469543
ACH-000366,-0.414367401531
ACH-000368,-0.249419912374
ACH-000374,-0.669737019775
ACH-000375,-0.305826686266
ACH-000376,-0.458048796031
ACH-000381,-0.266635090876
ACH-000383,-0.24002809965100003
ACH-000387,-0.373070352658
ACH-000389,-0.370442635705
ACH-000390,-0.383987079974
ACH-000393,-0.284516265775
ACH-000395,-0.292601702252
ACH-000397,-0.346362486785
ACH-000401,-0.44730178544
ACH-000402,-0.388092487232
ACH-000403,-0.433771676593
ACH-000404,-0.5692699543199999
ACH-000406,-0.417182191327
ACH-000407,-0.356214107124
ACH-000408,-0.311032617117
ACH-000410,-0.313654149703
ACH-000411,-0.427204651897
ACH-000414,-0.669611958948
ACH-000415,-0.297633322879
ACH-000416,-0.559574337588
ACH-000420,-0.433282216749
ACH-000421,-0.302735978861
ACH-000424,-0.42886304533200004
ACH-000425,-0.523581784168
ACH-000426,-0.234985954231
ACH-000427,-0.39773556829400003
ACH-000433,-0.253004776467
ACH-000436,-0.229756864501
ACH-000444,-0.175558358942
ACH-000445,-0.141694616538
ACH-000448,-0.387513561561
ACH-000450,-0.182788356452
ACH-000452,-0.342308879207
ACH-000454,-0.299588584467
ACH-000458,-0.365985956851
ACH-000459,0.0580130689535
ACH-000460,-0.515305068049
ACH-000461,-0.64799755444
ACH-000463,-0.33271212801800004
ACH-000464,-0.591127923542
ACH-000466,-0.407722126465
ACH-000467,-0.36939384928400004
ACH-000468,-0.27690026259100003
ACH-000469,-0.343271476646
ACH-000470,-0.453317485057
ACH-000471,-0.302761589336
ACH-000472,-0.43861709726000003
ACH-000473,-0.24250452891600002
ACH-000475,-0.281818071392
ACH-000476,-0.402968031768
ACH-000477,-0.21190692259799998
ACH-000480,-0.413733383878
ACH-000481,-0.468665993085
ACH-000483,-0.261366278356
ACH-000484,-0.406920740681
ACH-000485,-0.39017525087
ACH-000486,-0.40742726408299995
ACH-000487,-0.31791906250999996
ACH-000488,-0.316174913924
ACH-000490,-0.271559255744
ACH-000491,-0.52492008025
ACH-000495,-0.322472450247
ACH-000496,-0.47855458187100003
ACH-000499,-0.42138797372299996
ACH-000500,-0.910432388555
ACH-000502,-0.44361242282700003
ACH-000503,-0.36821736502400004
ACH-000505,-0.399926409371
ACH-000507,-0.307372668502
ACH-000510,-0.27506449685600004
ACH-000511,-0.310516697887
ACH-000512,-0.714195894498
ACH-000516,-0.162994559008
ACH-000517,-0.430554260836
ACH-000518,-0.1975065598
ACH-000520,-0.12460860668500001
ACH-000521,-0.572162882766
ACH-000522,-0.330326738662
ACH-000524,-0.545891647134
ACH-000527,-0.374249887048
ACH-000528,-0.45174690442500004
ACH-000537,-0.37024080519
ACH-000541,-0.7247214398899999
ACH-000542,-0.501143685806
ACH-000544,-0.302994361167
ACH-000545,-0.40014765726999996
ACH-000547,-0.174531348591
ACH-000548,-0.275310278659
ACH-000549,-0.3044281059
ACH-000550,-0.349672170726
ACH-000552,-0.193482055412
ACH-000556,-0.391213173681
ACH-000557,-0.26644751293499996
ACH-000570,-0.18484229449700001
ACH-000571,-0.270449927481
ACH-000573,-0.29886487103799997
ACH-000576,-0.36372633251100006
ACH-000580,-0.46729887979900003
ACH-000584,-0.26217696227299997
ACH-000585,-0.354451069359
ACH-000588,-0.35404419431699996
ACH-000589,-0.32779620740800003
ACH-000591,-0.507423872727
ACH-000593,-0.24541859100000002
ACH-000600,-0.484095511763
ACH-000601,-0.313867569674
ACH-000604,-0.349739692154
ACH-000605,-0.455425161294
ACH-000606,-0.502616747033
ACH-000608,-0.39129429562
ACH-000614,-0.6087742943469999
ACH-000616,-0.29461983367100003
ACH-000618,-0.35418297583400005
ACH-000619,-0.501884047459
ACH-000620,-0.24772966515099998
ACH-000621,-0.301628677184
ACH-000622,-0.33479083166900003
ACH-000623,-0.405115042953
ACH-000624,-0.334206387832
ACH-000627,-0.520548176939
ACH-000630,-0.393485159764
ACH-000632,-0.32452400832600004
ACH-000633,-0.343190756055
ACH-000637,-0.141695462872
ACH-000638,-0.301426304466
ACH-000646,-0.155032348156
ACH-000647,-0.40518615564099997
ACH-000648,-0.347146703005
ACH-000649,-0.48353468911499997
ACH-000651,-0.22692169065499998
ACH-000652,-0.13844326082699998
ACH-000653,-0.314872481509
ACH-000657,-0.43142360511600003
