,PER2 (8864)
ACH-000004,-0.341714386224
ACH-000007,-0.19925150766199998
ACH-000009,-0.39661097644
ACH-000011,-0.442012652877
ACH-000012,-0.226673784112
ACH-000013,-0.278765602971
ACH-000014,-0.45768140361599996
ACH-000015,-0.251682063788
ACH-000017,-0.133102554209
ACH-000018,-0.0734963649611
ACH-000019,-0.396252767818
ACH-000021,-0.176527904161
ACH-000022,-0.44375630927299997
ACH-000025,-0.15902145227
ACH-000028,-0.278865031817
ACH-000030,-0.19541346780299998
ACH-000035,-0.34801336114200004
ACH-000036,-0.558485243701
ACH-000037,-0.320444359691
ACH-000039,-0.0505329324922
ACH-000040,-0.421945778748
ACH-000041,-0.28534876486
ACH-000042,-0.367350396391
ACH-000045,-0.25645575074099997
ACH-000047,-0.126966172533
ACH-000052,-0.379929910771
ACH-000053,-0.364095984043
ACH-000054,-0.318990812626
ACH-000055,-0.317385965534
ACH-000060,-0.402640141369
ACH-000067,-0.602964966125
ACH-000070,-0.611678783005
ACH-000075,-0.39523725935500004
ACH-000078,0.0162556947801
ACH-000082,-0.266218618555
ACH-000085,-0.53131905014
ACH-000086,-0.24666925339499998
ACH-000087,-0.362863751035
ACH-000092,-0.463852544001
ACH-000095,-0.35936271763000005
ACH-000097,-0.312612712823
ACH-000098,-0.318222886623
ACH-000099,-0.29841746936
ACH-000108,-0.13235534766899998
ACH-000113,-0.225058927586
ACH-000115,-0.484564784039
ACH-000116,-0.25540185675
ACH-000118,-0.09281138253630002
ACH-000120,-0.126002639394
ACH-000123,-0.302561673913
ACH-000127,-0.36698010629600003
ACH-000128,-0.26897004505399996
ACH-000132,-0.246761323541
ACH-000133,-0.404218926192
ACH-000137,-0.29096098219
ACH-000138,-0.25712910841200004
ACH-000142,-0.14741773482599999
ACH-000143,-0.329277874244
ACH-000146,-0.165972867476
ACH-000148,-0.220057500057
ACH-000150,-0.5041179049710001
ACH-000152,-0.278215051745
ACH-000153,-0.222901382802
ACH-000159,-0.252294505299
ACH-000160,-0.020421836800200002
ACH-000163,-0.357990487759
ACH-000167,-0.14922118676100002
ACH-000168,-0.332190287606
ACH-000169,-0.311673739881
ACH-000178,-0.129670567195
ACH-000182,-0.22346657741099998
ACH-000183,-0.194777463406
ACH-000188,-0.182368502886
ACH-000189,-0.239608275304
ACH-000190,0.005234277672859999
ACH-000198,-0.506417516634
ACH-000204,0.116237354167
ACH-000206,-0.046477022172600004
ACH-000207,-0.19612229175
ACH-000211,-0.342429009047
ACH-000215,-0.320437507951
ACH-000221,-0.253307305006
ACH-000222,0.0100064621849
ACH-000223,-0.355012933473
ACH-000226,-0.0142960877015
ACH-000227,-0.5658082799949999
ACH-000228,-0.186698479076
ACH-000231,-0.378029580621
ACH-000232,-0.39326211913599995
ACH-000233,-0.350793253657
ACH-000234,-0.459128181295
ACH-000235,-0.20975331918499998
ACH-000237,-0.411109769274
ACH-000238,-0.143841838235
ACH-000243,-0.16648269196499998
ACH-000244,-0.43762161743999994
ACH-000246,-0.160529007306
ACH-000248,-0.448818806163
ACH-000250,-0.441475735011
ACH-000251,-0.361572307932
ACH-000253,-0.388787508105
ACH-000255,-0.262769055648
ACH-000256,-0.232983528614
ACH-000257,-0.167767683336
ACH-000258,-0.343404379716
ACH-000259,-0.270527077026
ACH-000260,-0.101883092673
ACH-000261,-0.309791451607
ACH-000262,-0.32710750107700004
ACH-000263,-0.504433561385
ACH-000264,-0.169990524067
ACH-000265,-0.234278324401
ACH-000266,-0.215188444731
ACH-000272,-0.197134643323
ACH-000273,-0.40753724838399996
ACH-000274,-0.467750275092
ACH-000277,-0.21102779251200002
ACH-000278,-0.289641455268
ACH-000279,-0.233169904123
ACH-000280,-0.236555934394
ACH-000281,-0.118877190998
ACH-000288,-0.363759462018
