,TANC2 (26115)
ACH-000004,0.0736232462435
ACH-000007,0.0736536955247
ACH-000009,0.021394734860299996
ACH-000011,0.18069111679000002
ACH-000012,0.0261454879875
ACH-000013,0.09568645841830001
ACH-000014,0.243157374089
ACH-000015,0.144756742253
ACH-000017,0.031289850503599996
ACH-000018,0.41813473966799997
ACH-000019,-0.21313875445500002
ACH-000021,0.0913722655779
ACH-000022,0.113235762377
ACH-000025,0.29906898063299997
ACH-000028,-0.0211589483676
ACH-000030,0.19042346033500002
ACH-000035,-0.019977760516099997
ACH-000036,0.16919254006700002
ACH-000037,0.210825459672
ACH-000039,0.14153146968699998
ACH-000040,0.158252793761
ACH-000041,0.0529619669796
ACH-000042,0.046668967399699994
ACH-000045,0.09431689697739999
ACH-000047,0.175204717997
ACH-000052,0.123084863242
ACH-000053,0.316793130667
ACH-000054,0.048731976481800006
ACH-000055,0.349072856369
ACH-000060,0.225183933088
ACH-000067,-0.0115845271645
ACH-000070,0.031137734729400002
ACH-000075,0.07495763904330001
ACH-000078,0.125036721631
ACH-000082,0.0505411559721
ACH-000085,0.148581822911
ACH-000086,0.112151382218
ACH-000087,0.0743188870083
ACH-000092,0.18121275006999998
ACH-000095,0.212178390229
ACH-000097,0.0974010753519
ACH-000098,0.24182019591499998
ACH-000099,-0.011274805007
ACH-000108,0.059731268633900006
ACH-000113,0.357568218788
ACH-000115,0.06377870455630001
ACH-000116,0.018871017080900002
ACH-000118,0.122319443793
ACH-000120,-0.025818302683
ACH-000123,0.19873157359700003
ACH-000127,0.156684223489
ACH-000128,0.409911878256
ACH-000132,0.15526642451199998
ACH-000133,0.225721272498
ACH-000137,0.157715457846
ACH-000138,0.209211823882
ACH-000142,0.22659794370099998
ACH-000143,0.172266867324
ACH-000146,0.161655594078
ACH-000148,0.0941304230005
ACH-000150,0.0755364586163
ACH-000152,0.16755957145199998
ACH-000153,0.367013941443
ACH-000159,0.14822824058599998
ACH-000160,0.255971254702
ACH-000163,0.0909275941726
ACH-000167,0.46152461428499997
ACH-000168,0.130876728996
ACH-000169,0.293219639615
ACH-000178,0.15595833488
ACH-000182,0.257858256116
ACH-000183,0.18141651434300002
ACH-000188,0.15022930603700002
ACH-000189,0.321872549324
ACH-000190,0.378057434845
ACH-000198,0.144159466497
ACH-000204,0.330786977548
ACH-000206,0.0582894265115
ACH-000207,-0.014836259059299998
ACH-000211,0.20284945666200002
ACH-000215,0.14955888704700002
ACH-000221,0.139349095625
ACH-000222,0.0572988668152
ACH-000223,0.11120054701099999
ACH-000226,0.18454644476100002
ACH-000227,-0.126929494876
ACH-000228,0.10779676841399999
ACH-000231,0.136831945847
ACH-000232,0.192789649946
ACH-000233,0.08239427671039999
ACH-000234,0.0624757877145
ACH-000235,0.0973363384623
ACH-000237,0.222521555428
ACH-000238,0.136264638606
ACH-000243,0.0167168543787
ACH-000244,0.213200676131
ACH-000246,0.189807535131
ACH-000248,-0.0035616193413700002
ACH-000250,0.15094801119999998
ACH-000251,0.20686723633499998
ACH-000253,0.159993074266
ACH-000255,0.0698782474602
ACH-000256,-0.10068138972000001
ACH-000257,-0.060314033130299996
ACH-000258,-0.260415451202
ACH-000259,0.23274838267700002
ACH-000260,0.172035855149
ACH-000261,0.0876972523375
ACH-000262,0.17818859977200002
ACH-000263,-0.025087571845400003
ACH-000264,0.100657503512
ACH-000265,0.0548410145592
ACH-000266,0.0961678844012
ACH-000272,0.07711356921029999
ACH-000273,0.178941793766
ACH-000274,-0.0514150072393
ACH-000277,0.125001779535
ACH-000278,0.172962439809
ACH-000279,0.129999876839
ACH-000280,0.293897757928
ACH-000281,0.155790151751
ACH-000288,0.16154912032500002
ACH-000291,-0.018550970108099998
ACH-000293,0.148322475818
ACH-000294,0.08534300079510002
ACH-000295,0.00869322018995
ACH-000296,0.267032804529
ACH-000302,0.08198061788639999
ACH-000304,0.00987533499569
ACH-000307,0.232981824967
ACH-000308,0.173325665407
ACH-000310,-0.142180808702
ACH-000311,0.259034471276
ACH-000312,-0.011349069229299999
ACH-000315,0.24337216907099998
ACH-000316,0.0925302790586
ACH-000317,0.16914372446400003
ACH-000318,0.158722704131
ACH-000319,0.132964035818
ACH-000320,0.138551775778
ACH-000322,0.39390758236
ACH-000323,0.080334187424
ACH-000324,0.0786573748565
ACH-000329,0.0435526548656
ACH-000330,-0.0278180638807
ACH-000331,0.0787316120311
ACH-000332,0.0934773249877
ACH-000334,0.23332163382100002
ACH-000335,0.209615915141
ACH-000336,0.21094528869100002
ACH-000337,-0.0326869673661
ACH-000339,0.139220114876
ACH-000341,0.111218048988
ACH-000348,0.0643634419029
ACH-000350,0.11812564205000001
ACH-000352,0.0432697447717
ACH-000356,-0.221756026014
ACH-000361,0.24868395894
ACH-000362,0.08998142752800001
ACH-000363,0.0442356000167
ACH-000364,0.291343463661
ACH-000365,0.120139690204
ACH-000366,0.038137364803699995
ACH-000368,0.10468573030600001
ACH-000374,0.161464455254
ACH-000375,0.153189583258
ACH-000376,0.233190113505
ACH-000381,-0.0665450569009
ACH-000383,0.136642118095
ACH-000387,0.116804655817
ACH-000389,0.0298021584505
ACH-000390,0.20301052164299999
ACH-000393,0.374227570365
ACH-000395,0.11874878878499999
ACH-000397,0.196406880962
ACH-000401,0.010517171034399999
ACH-000402,-0.0632186533259
ACH-000403,0.257519053012
ACH-000404,0.338006126813
ACH-000406,0.135504737855
ACH-000407,0.00702754482438
ACH-000408,0.339781916101
ACH-000410,0.06762240081330001
ACH-000411,0.0218701039739
ACH-000414,0.079491782875
ACH-000415,0.0585821986083
ACH-000416,0.136050663858
ACH-000420,-0.0140203836708
ACH-000421,0.111885844397
ACH-000424,-0.0729259523538
ACH-000425,0.20866774208
ACH-000426,0.517367828619
ACH-000427,0.026989556084
ACH-000433,0.0456196491872
ACH-000436,0.0782217015367
ACH-000444,0.11938208907600001
ACH-000445,0.153463471287
ACH-000448,0.104962865662
ACH-000450,0.236267140129
ACH-000452,0.0987025981872
ACH-000454,0.302866882407
ACH-000458,0.340800611199
ACH-000459,0.472155533436
ACH-000460,0.199780888862
ACH-000461,0.150898095668
ACH-000463,0.08942212431739999
ACH-000464,0.0180140295612
ACH-000466,0.20912386933200003
ACH-000467,0.262529608963
ACH-000468,0.085493150989
ACH-000469,0.238675100899
ACH-000470,0.128040354059
ACH-000471,0.140196657476
ACH-000472,0.06954091548960001
ACH-000473,0.07411534105050001
ACH-000475,0.232469126798
ACH-000476,-0.00720940484468
ACH-000477,0.456536632287
ACH-000480,-0.051805101109100006
ACH-000481,0.168506747035
ACH-000483,0.22966000842700002
ACH-000484,0.332243291712
ACH-000485,0.177922174688
ACH-000486,0.08020004175760001
ACH-000487,0.252946449587
ACH-000488,0.143917328856
ACH-000490,0.09035999566610001
ACH-000491,-0.0036000093797600003
ACH-000495,0.182860009248
ACH-000496,0.127813393467
ACH-000499,0.254405229584
ACH-000500,0.228651094373
ACH-000502,0.0421522896781
ACH-000503,0.143170070735
ACH-000505,0.11812837937899999
ACH-000507,0.14322573232799998
ACH-000510,0.155218519567
ACH-000511,0.255706566518
ACH-000512,0.10843361684800001
ACH-000516,0.187768064472
