,MTG1 (92170)
ACH-000004,-0.181193291922
ACH-000007,-0.46219668828599997
ACH-000009,-0.45355789880900005
ACH-000011,-0.08721978294180001
ACH-000012,-0.367019849216
ACH-000013,-0.328862430872
ACH-000014,-0.47084597590300004
ACH-000015,-0.43394931070799997
ACH-000017,-0.055945796847000004
ACH-000018,-0.400716935669
ACH-000019,-0.46982748576899996
ACH-000021,-0.34626592641000004
ACH-000022,-0.554808380793
ACH-000025,-0.647553449554
ACH-000028,-0.644055158484
ACH-000030,-0.188402886614
ACH-000035,-0.525306828982
ACH-000036,-0.117844941485
ACH-000037,-0.572551585764
ACH-000039,0.042669127801000004
ACH-000040,-0.439317954079
ACH-000041,-0.346019655556
ACH-000042,-0.277744408387
ACH-000045,-0.6728041037420001
ACH-000047,-0.640481682537
ACH-000052,-0.266938529378
ACH-000053,-0.163672357764
ACH-000054,-0.25863502024
ACH-000055,-0.36019063521300004
ACH-000060,-0.406370401311
ACH-000067,-0.0975224452383
ACH-000070,-0.724090776251
ACH-000075,-0.488253236968
ACH-000078,-0.0725291348728
ACH-000082,-0.34912095672
ACH-000085,-0.00848172083285
ACH-000086,-0.709514147905
ACH-000087,-0.50888851745
ACH-000092,-0.28312161047
ACH-000095,-0.0883174424177
ACH-000097,-0.07049336740010001
ACH-000098,-0.297595014183
ACH-000099,-0.396793656
ACH-000108,-0.349601171698
ACH-000113,-0.784120007682
ACH-000115,-0.42456291858999995
ACH-000116,-0.214243673256
ACH-000118,-0.931738681226
ACH-000120,-0.285719709632
ACH-000123,-0.47676685334700003
ACH-000127,-0.708989244899
ACH-000128,-0.636267953647
ACH-000132,-0.397073972677
ACH-000133,-0.410544522481
ACH-000137,-0.323096896964
ACH-000138,-0.314963443982
ACH-000142,-0.024181059520799998
ACH-000143,-0.40910234818999996
ACH-000146,-0.339953803059
ACH-000148,-0.464148480445
ACH-000150,-0.9289140617139999
ACH-000152,-0.318555091565
ACH-000153,-0.5249459248080001
ACH-000159,-0.42288264914000007
ACH-000160,-0.631235525344
ACH-000163,-0.371355746336
ACH-000167,0.0604908477783
ACH-000168,-0.054149333155699995
ACH-000169,-0.39858949014600004
ACH-000178,-0.378030713056
ACH-000182,-0.482187639568
ACH-000183,-0.39306909095299997
ACH-000188,-0.341819782141
ACH-000189,-0.396548155402
ACH-000190,-0.41480767782
ACH-000198,-0.587781178116
ACH-000204,-0.447992469946
ACH-000206,-0.464884348675
ACH-000207,-0.7596332668800001
ACH-000211,-0.286433098288
ACH-000215,-0.493327689279
ACH-000221,-0.601392020757
ACH-000222,-0.277610223167
ACH-000223,-0.57157638709
ACH-000226,-0.15607075950899998
ACH-000227,-0.26858381651999996
ACH-000228,-0.228610549775
ACH-000231,-0.23244248156599998
ACH-000232,-0.59805896749
ACH-000233,-0.466123757702
ACH-000234,-0.40771474107600003
ACH-000235,-0.20395377608600002
ACH-000237,-0.219244950378
ACH-000238,-0.484709587834
ACH-000243,-0.19537682344300003
ACH-000244,-0.32517498637
ACH-000246,-0.566558989052
ACH-000248,-0.531730172708
ACH-000250,-0.0343676960731
ACH-000251,-0.191793351912
ACH-000253,-0.278707672964
ACH-000255,-0.37969236464199996
ACH-000256,-0.256773571305
ACH-000257,-0.624953910412
ACH-000258,-0.46552882840899995
ACH-000259,-0.732087073771
ACH-000260,-0.198039423296
ACH-000261,-0.158067370205
ACH-000262,-0.22140985972600002
ACH-000263,-0.527969855254
ACH-000264,-0.343159617549
ACH-000265,-0.781587762683
ACH-000266,-0.250302189605
ACH-000272,-0.35200888432599997
ACH-000273,-0.38590986844999997
ACH-000274,-0.329192921805
ACH-000277,-0.16085455548900002
ACH-000278,-0.454838383151
ACH-000279,-0.727792951655
ACH-000280,-0.312185873237
ACH-000281,-0.560252985126
ACH-000288,-0.815556878346
ACH-000291,-0.364118067819
ACH-000293,-0.503218795905
ACH-000294,-0.158348885716
ACH-000295,-0.362251599785
ACH-000296,-0.0697059116071
ACH-000302,-0.324652966583
ACH-000304,-0.255491152875
ACH-000307,-0.37703498403499996
ACH-000308,-0.337128407938
ACH-000310,-0.22061900222199998
ACH-000311,-0.247437006859
ACH-000312,-0.324667960686
ACH-000315,-0.288593700255
ACH-000316,-0.320073247307
ACH-000317,-0.615149929357
