,ENO2 (2026)
ACH-000004,-0.0184492659032
ACH-000007,0.0926097681165
ACH-000009,-0.106636072846
ACH-000011,-0.335019366244
ACH-000012,0.056567650718000004
ACH-000013,0.0496075413281
ACH-000014,-0.173340106738
ACH-000015,0.005778256259390001
ACH-000017,-0.137753697371
ACH-000018,-0.000614770418497
ACH-000019,-0.20924682455200003
ACH-000021,0.029811262595599998
ACH-000022,-0.0836478529968
ACH-000025,-0.129443491036
ACH-000028,0.0948750462712
ACH-000030,-0.044956719489099996
ACH-000035,0.14611129092
ACH-000036,-0.08319185531210001
ACH-000037,-0.0414534645689
ACH-000039,-0.11036494133
ACH-000040,0.025985890663200003
ACH-000041,-0.0641614120641
ACH-000042,0.15471961699200001
ACH-000045,0.0605078624462
ACH-000047,-0.04603996541759999
ACH-000052,-0.0478643151269
ACH-000053,0.0300948872057
ACH-000054,-0.145988823334
ACH-000055,-0.08319580060949999
ACH-000060,-0.0742155109408
ACH-000067,-0.0126906814201
ACH-000070,-0.0638438788359
ACH-000075,-0.11855812692199999
ACH-000078,0.0349816908208
ACH-000082,-0.130307590133
ACH-000085,-0.0450520436983
ACH-000086,0.00990492086171
ACH-000087,-0.124458424114
ACH-000092,0.0676579829728
ACH-000095,-0.0660641811592
ACH-000097,-0.0730769180659
ACH-000098,-0.0120194566102
ACH-000099,0.021006932000899998
ACH-000108,-0.101660073574
ACH-000113,-0.038484758253900006
ACH-000115,-0.09633140081599999
ACH-000116,0.0770936819691
ACH-000118,0.0415288854451
ACH-000120,-0.101433682663
ACH-000123,0.0130606289038
ACH-000127,0.040160171847
ACH-000128,0.0376537774126
ACH-000132,0.029877200754
ACH-000133,0.042052086975699995
ACH-000137,-0.0802550755514
ACH-000138,-0.062578298774
ACH-000142,-0.11160893930299999
ACH-000143,0.00587538091591
ACH-000146,0.033058335361700004
ACH-000148,-0.026867653260699998
ACH-000150,0.0568318125559
ACH-000152,-0.119462178276
ACH-000153,-0.126186277111
ACH-000159,-0.07567323382410002
ACH-000160,-0.106821644023
ACH-000163,0.032136806745599995
ACH-000167,-0.247719747001
ACH-000168,0.189091728362
ACH-000169,-0.0649860483127
ACH-000178,0.0356042027445
ACH-000182,0.0525538560542
ACH-000183,-0.049020301395899996
ACH-000188,0.07541105887130001
ACH-000189,0.170761821799
ACH-000190,-0.18435394359499999
ACH-000198,-0.0018879088329
ACH-000204,-0.21706004324499997
ACH-000206,-0.0468312070567
ACH-000207,-0.280779409514
ACH-000211,-0.039903823783900005
ACH-000215,-0.143200408439
ACH-000221,-0.036813707278400006
ACH-000222,0.120659175678
ACH-000223,0.0125304653148
ACH-000226,-0.135780974389
ACH-000227,-0.193746091094
ACH-000228,-0.236859295545
ACH-000231,-0.0199102684204
ACH-000232,-0.139456384701
ACH-000233,0.07876105348189999
ACH-000234,0.0154261393855
ACH-000235,0.0195668964562
ACH-000237,-0.0793931984249
ACH-000238,-0.0403864151774
ACH-000243,0.111376547515
ACH-000244,-0.21522660495999998
ACH-000246,-0.12501531592700002
ACH-000248,0.09139412034060002
ACH-000250,-0.0676692137182
ACH-000251,-0.0949860187232
ACH-000253,-0.177983345462
ACH-000255,-0.12896965437799998
ACH-000256,-0.006600475066329999
ACH-000257,0.14755516635
ACH-000258,-0.3181083927
ACH-000259,-0.08674085414480001
ACH-000260,-0.0677624519795
ACH-000261,-0.0786376329923
ACH-000262,-0.260275548292
ACH-000263,-0.00195251669504
ACH-000264,-0.051471880303999996
ACH-000265,0.213845651548
ACH-000266,0.0346686307765
ACH-000272,0.06948699497210001
ACH-000273,-0.055454713986499996
ACH-000274,-0.11221208558199999
ACH-000277,-0.0102019722722
ACH-000278,-0.10182939825500001
ACH-000279,-0.0768439978961
ACH-000280,0.0345907356415
ACH-000281,0.06340255335350001
ACH-000288,-0.0540792317205
ACH-000291,0.0205120938178
ACH-000293,-0.07152655973330001
ACH-000294,0.0600222187292
ACH-000295,0.14144242304500002
ACH-000296,-0.09425149983999999
ACH-000302,-0.0242572535578
ACH-000304,-0.0954736164009
ACH-000307,-0.06952125493700001
ACH-000308,-0.026655271533300003
ACH-000310,0.272736525986
ACH-000311,0.066478730428
ACH-000312,0.0651043989213
ACH-000315,0.167218648168
ACH-000316,-0.0999417955175
ACH-000317,-0.0223684479578
ACH-000318,-0.061632899139999996
ACH-000319,0.17033633324
ACH-000320,0.10151397088099999
ACH-000322,-0.170680236169
ACH-000323,-0.0896337630514
ACH-000324,-0.12614895251299998
ACH-000329,-0.180932765513
ACH-000330,0.07634311678719999
ACH-000331,-0.0880327346018
ACH-000332,0.0484546877031
ACH-000334,0.0621420074259
ACH-000335,-0.15240626594599999
ACH-000336,-0.11117949824000001
ACH-000337,-0.00339562959852
ACH-000339,-0.0319732111273
ACH-000341,0.159326807517
ACH-000348,-0.131744778488
ACH-000350,-0.00596482822141
ACH-000352,-0.0654038521133
ACH-000356,-0.144423436919
ACH-000361,-0.317055899276
ACH-000362,0.131801883098
ACH-000363,-0.0677203535244
ACH-000364,-0.185896851018
ACH-000365,0.0230105669207
ACH-000366,0.0358183157225
ACH-000368,-0.0465473155952
ACH-000374,0.0364994514371
ACH-000375,0.17884958871599999
ACH-000376,-0.13442605562999999
ACH-000381,-0.21075713575
ACH-000383,0.0180068080582
ACH-000387,0.0240681595433
ACH-000389,0.0524323675253
ACH-000390,0.11943265954700001
