,PZP (5858)
ACH-000004,-0.155724614933
ACH-000007,-0.0308572854673
ACH-000009,-0.167378271169
ACH-000011,0.0682627218485
ACH-000012,0.09295425724989999
ACH-000013,0.105240127827
ACH-000014,-0.24053429662300002
ACH-000015,-0.19789882599199998
ACH-000017,-0.0568168893977
ACH-000018,-0.339081547354
ACH-000019,0.30356388519099997
ACH-000021,-0.021923319895599997
ACH-000022,0.005837198042259999
ACH-000025,0.0721990996713
ACH-000028,0.0794464869221
ACH-000030,0.0534983654024
ACH-000035,-0.184588932849
ACH-000036,-0.09191206379910001
ACH-000037,0.19323647483399997
ACH-000039,-0.015242504010999998
ACH-000040,0.00137232257281
ACH-000041,0.164407723312
ACH-000042,-0.0759915836599
ACH-000045,-0.06583218894659999
ACH-000047,-0.0548543492401
ACH-000052,-0.131787208266
ACH-000053,0.00240701704119
ACH-000054,0.037735687411
ACH-000055,-0.235432069172
ACH-000060,-0.259577367196
ACH-000067,-0.157077222357
ACH-000070,-0.093276643097
ACH-000075,0.0408106796489
ACH-000078,0.013269440832200002
ACH-000082,0.056362695171300006
ACH-000085,-0.0926327005116
ACH-000086,0.0773218869061
ACH-000087,-0.022682099053
ACH-000092,0.177481445204
ACH-000095,-0.0008423457286089999
ACH-000097,0.11771215082999999
ACH-000098,0.044320173313499994
ACH-000099,0.0914255435296
ACH-000108,-0.16187617324
ACH-000113,0.0608671092858
ACH-000115,0.0107020832803
ACH-000116,0.10332825400000001
ACH-000118,-0.0755332561003
ACH-000120,0.0834879351583
ACH-000123,-0.052896786302399995
ACH-000127,-0.0281480674274
ACH-000128,0.203145552834
ACH-000132,0.189528592954
ACH-000133,0.0056370832451
ACH-000137,0.0365351701218
ACH-000138,-0.0657963677143
ACH-000142,-0.027440016362099997
ACH-000143,-0.06966392090189999
ACH-000146,0.10987745537100001
ACH-000148,-0.046750305486599995
ACH-000150,-0.06886532654830001
ACH-000152,0.050925435800700004
ACH-000153,-0.307234188803
ACH-000159,0.0179677352169
ACH-000160,0.10159660341700001
ACH-000163,0.0535876407695
ACH-000167,0.026392312439599996
ACH-000168,0.271908839821
ACH-000169,-0.0599387716331
ACH-000178,-0.006826426706859999
ACH-000182,0.061703299823000005
ACH-000183,-0.19607833457600002
ACH-000188,0.0623694691684
ACH-000189,0.167223609623
ACH-000190,0.176080749246
ACH-000198,0.0591786534052
ACH-000204,0.33862597237
ACH-000206,0.223109351578
ACH-000207,0.108198277929
ACH-000211,-0.0973482456361
ACH-000215,0.055072183301499995
ACH-000221,-0.103020422035
ACH-000222,-0.0772190989466
ACH-000223,-0.0308174904373
ACH-000226,-0.0348241937998
ACH-000227,-0.0818491671282
ACH-000228,-0.258079639177
ACH-000231,0.0901049746879
ACH-000232,-0.131403915731
ACH-000233,-0.0721471718203
ACH-000234,-0.143749963381
ACH-000235,-0.0131780078408
ACH-000237,0.0716090520342
ACH-000238,0.0442260439992
ACH-000243,0.0238337365838
ACH-000244,-0.21349336865200003
ACH-000246,0.039268343182300006
ACH-000248,-0.05451420047
ACH-000250,0.04961999134719999
ACH-000251,0.0953673767227
ACH-000253,0.0324545371303
ACH-000255,-0.24912680517400002
ACH-000256,0.00956449910145
ACH-000257,0.0376885070503
ACH-000258,0.026835431917
ACH-000259,0.04054978431569999
ACH-000260,0.0317024257709
ACH-000261,0.0356135878295
ACH-000262,-0.00770449106472
ACH-000263,0.211072563677
ACH-000264,0.11509942209599999
ACH-000265,0.107442008899
ACH-000266,0.0500068162444
ACH-000272,-0.0295856690997
ACH-000273,0.0958201889264
ACH-000274,-0.07314133464660001
ACH-000277,0.117642809167
ACH-000278,0.035907155568
ACH-000279,-0.207822474031
ACH-000280,0.0176810262587
ACH-000281,-0.265595911282
ACH-000288,-0.055883699883199994
ACH-000291,-0.087740901432
ACH-000293,0.0392675629554
ACH-000294,0.036244959796599995
ACH-000295,-0.0722375740477
ACH-000296,-0.1314649983
ACH-000302,0.0970301373152
ACH-000304,-0.173551451959
ACH-000307,-0.125413454343
ACH-000308,-0.0352999077543
ACH-000310,0.0986077675464
ACH-000311,-0.105960190542
ACH-000312,-0.000985337963384
ACH-000315,0.124899057452
ACH-000316,-0.052696157831600005
ACH-000317,0.0309520011797
ACH-000318,0.12773302308700002
ACH-000319,0.08000843588739999
ACH-000320,-0.0787582459612
ACH-000322,0.117316716601
ACH-000323,-0.11677366545199999
ACH-000324,-0.0511911702127
ACH-000329,-0.04384658312030001
ACH-000330,-0.117584017629
ACH-000331,-0.0126116002067
ACH-000332,-0.00340235479664
ACH-000334,0.189433824404
ACH-000335,-0.198592845917
ACH-000336,0.101915088737
ACH-000337,0.0305393072311
ACH-000339,-0.04166037801980001
ACH-000341,0.323270948994
ACH-000348,-0.08589052601859999
ACH-000350,-0.07475220467910001
ACH-000352,-0.0736061709182
ACH-000356,-0.048857629848300006
ACH-000361,-0.432861199146
ACH-000362,-0.0024468360996
ACH-000363,0.0841864539906
ACH-000364,0.007790793470439999
ACH-000365,-0.265761600296
ACH-000366,-0.029739560679900003
ACH-000368,0.208542013294
ACH-000374,-0.16479531974300002
ACH-000375,0.18094349440299998
ACH-000376,-0.016942967705600002
ACH-000381,-0.021940532689799997
ACH-000383,-0.05385448636080001
ACH-000387,-0.07497558740960002
ACH-000389,0.07693378670699999
ACH-000390,-0.0154254977419
