,BSCL2 (26580)
ACH-000234,-0.0954812171899
ACH-000235,-0.329738889105
ACH-000237,-0.27639952331
ACH-000238,-0.16826148552
ACH-000243,-0.285457901948
ACH-000244,-0.429907527414
ACH-000246,-0.106683769405
ACH-000248,-0.374546952845
ACH-000250,-0.21537415941399998
ACH-000251,-0.031412885797900005
ACH-000253,-0.16777823063499997
ACH-000255,-0.109905127775
ACH-000256,-0.43207085520099997
ACH-000257,-0.155826756995
ACH-000258,-0.27736434011
ACH-000259,-0.237117142614
ACH-000260,-0.331608424136
ACH-000261,-0.275292628751
ACH-000262,-0.116813239124
ACH-000263,-0.33154525655699996
ACH-000264,-0.17561802736999998
ACH-000265,-0.29266500658000005
ACH-000266,-0.239307517777
ACH-000272,-0.144982289678
ACH-000273,-0.38111702418000004
ACH-000274,-0.05411725974809999
ACH-000277,-0.26772423516399996
ACH-000278,-0.097830204103
ACH-000279,-0.20264633725499998
ACH-000280,-0.271823919703
ACH-000281,-0.34476233645900006
ACH-000288,-0.24574441165600003
ACH-000291,-0.122872549281
ACH-000293,-0.16934134874899998
ACH-000294,-0.335462060218
ACH-000295,-0.365826773188
ACH-000296,-0.160380632051
ACH-000302,-0.266361135646
ACH-000304,-0.334064702822
ACH-000307,-0.280326473907
ACH-000308,-0.421016839781
ACH-000310,-0.284433603085
ACH-000311,-0.191358737435
ACH-000312,-0.198209222522
ACH-000315,-0.21462247622699998
ACH-000316,-0.22199277322299998
ACH-000317,-0.520233683702
ACH-000318,-0.527611453021
ACH-000319,-0.23277416428199998
ACH-000320,-0.444126481475
ACH-000322,-0.298882906842
ACH-000323,-0.369599967223
ACH-000324,-0.285973601992
ACH-000329,0.12328869600400001
ACH-000330,-0.288569460184
ACH-000331,-0.256756204293
ACH-000332,-0.226157107843
ACH-000334,-0.462091049503
ACH-000335,-0.571581213978
ACH-000336,-0.163745911434
ACH-000337,-0.7211214651379999
ACH-000339,-0.316074545569
ACH-000341,-0.140209541812
ACH-000348,-0.0709068962107
ACH-000350,-0.307356832775
ACH-000352,-0.24134509684500002
ACH-000356,-0.49028620445200005
ACH-000361,-0.342483999922
ACH-000362,-0.20224461414900002
ACH-000363,-0.176434107866
ACH-000364,-0.300035183799
ACH-000365,-0.315799704227
ACH-000366,-0.492381131248
ACH-000368,-0.24200600005800002
ACH-000374,-0.471855842016
ACH-000375,-0.335716342839
ACH-000376,-0.303694166681
ACH-000381,-0.46513261232
ACH-000383,-0.27910462928
ACH-000387,-0.49394247280500003
ACH-000389,0.015306570363200002
ACH-000390,-0.275754700633
ACH-000393,-0.40812838408
ACH-000395,-0.8040836912980001
ACH-000397,-0.19326447531100002
ACH-000401,-0.550135681727
ACH-000402,-0.366691226319
ACH-000403,-0.232735747641
ACH-000404,-0.346492446496
ACH-000406,-0.25475987923
ACH-000407,-0.223943604642
ACH-000408,-0.380136814901
ACH-000410,-0.109627439946
ACH-000411,-0.105026499272
ACH-000414,-0.206884383772
ACH-000415,-0.386171757231
ACH-000416,-0.127423839096
ACH-000420,-0.298926051115
ACH-000421,-0.196743800998
ACH-000424,-0.109452521579
ACH-000425,-0.08730153085310001
ACH-000426,0.148304391901
ACH-000427,-0.259196571705
ACH-000433,-0.247344078809
ACH-000436,-0.011258010759
ACH-000444,-0.178176183783
ACH-000445,-0.332124956439
ACH-000448,-0.246465427907
ACH-000450,-0.230989680673
ACH-000452,-0.21232635798799998
ACH-000454,-0.196787134913
ACH-000458,-0.425682879995
ACH-000459,-0.0198283060427
ACH-000460,-0.260205229916
ACH-000461,-0.21905362091999997
ACH-000463,-0.24216642599399998
ACH-000464,-0.135115564316
ACH-000466,-0.38120859812700003
ACH-000467,-0.31734230394699997
ACH-000468,-0.264098758729
ACH-000469,-0.282476502483
ACH-000470,-0.435008952305
ACH-000471,-0.148557844471
ACH-000472,-0.347363713855
ACH-000473,-0.125517708777
ACH-000475,-0.133710424451
ACH-000476,-0.0794675689812
ACH-000477,-0.202194308761
ACH-000480,-0.26026337109299996
ACH-000481,-0.279922990141
ACH-000483,-0.311294228642
ACH-000484,-0.607710508625
ACH-000485,-0.185126881285
ACH-000486,-0.325813262224
ACH-000487,-0.2400094524
ACH-000488,-0.266135545086
ACH-000490,-0.303757273898
ACH-000491,-0.105468754475
ACH-000495,-0.329655649217
ACH-000496,-0.18421209485
ACH-000499,-0.262409058627
ACH-000500,-0.044293985573399995
ACH-000502,-0.14162205151499999
ACH-000503,-0.530632390149
ACH-000505,-0.275484809512
ACH-000507,-0.19638943228300001
ACH-000510,-0.25851572114599997
ACH-000511,-0.338048516724
ACH-000512,-0.257342730455
ACH-000516,-0.21321605031399998
ACH-000517,-0.302584171242
ACH-000518,-0.328592131957
ACH-000520,-0.359062565853
ACH-000521,-0.133420924698
ACH-000522,-0.533674127529
ACH-000524,-0.302939200972
ACH-000527,-0.202090293414
ACH-000528,-0.244638972627
ACH-000537,-0.18625366295
ACH-000541,-0.43579262920100004
ACH-000542,-0.207567516645
ACH-000544,-0.292346799803
ACH-000545,-0.464991966178
ACH-000547,-0.16946928629299998
ACH-000548,-0.299232569421
ACH-000549,-0.285014145881
ACH-000550,-0.07457402940560001
ACH-000552,-0.20628494856
ACH-000556,-0.22697174075999998
ACH-000557,-0.200351139434
ACH-000570,-0.320414375503
ACH-000571,-0.213046575431
ACH-000573,-0.31853372807700003
ACH-000576,-0.380944995887
ACH-000580,-0.122630954473
ACH-000584,-0.163021938185
ACH-000585,-0.391231312636
ACH-000588,-0.1350440622
ACH-000589,-0.268091660271
ACH-000591,-0.18043090665699998
ACH-000593,-0.30593549900199996
ACH-000600,-0.247008436834
ACH-000601,-0.362821569277
ACH-000604,-0.43887127383999996
ACH-000605,-0.0476744232948
ACH-000606,-0.36756690503600004
ACH-000608,-0.28365896002700003
ACH-000614,-0.637248741605
ACH-000616,-0.15534504369899998
ACH-000618,-0.44381432675
ACH-000619,-0.308471082773
ACH-000620,-0.143127312246
ACH-000621,-0.297815984844
ACH-000622,-0.06512077020790001
ACH-000623,-0.14110098024599999
ACH-000624,-0.376574386593
ACH-000627,-0.26633225506200003
ACH-000630,-0.35784567553
ACH-000632,-0.278512542403
ACH-000633,-0.257922214462
ACH-000637,-0.404810490384
ACH-000638,-0.183987773794
ACH-000646,-0.39492938636299996
ACH-000647,-0.187058618398
ACH-000648,-0.145041016712
ACH-000649,-0.23888005714899999
ACH-000651,-0.16430190082499999
ACH-000652,-0.203326975544
ACH-000653,-0.26552645457699997
ACH-000657,-0.422551261462
ACH-000658,-0.34180688878
ACH-000661,-0.306138671473
ACH-000662,-0.259931372705
ACH-000663,-0.325487549335
ACH-000665,-0.480604929869
ACH-000671,-0.309398132645
ACH-000673,-0.291005784775
ACH-000676,-0.27147672433000003
ACH-000677,-0.216474555077
ACH-000681,-0.370606978121
ACH-000682,-0.222033586847
ACH-000683,-0.338463382152
ACH-000684,-0.125519151163
ACH-000688,0.10523040537999999
ACH-000693,-0.278154325034
ACH-000694,-0.44799710799599995
ACH-000695,-0.023295780037
ACH-000696,-0.317752093251
ACH-000697,-0.299953407652
ACH-000699,-0.185229830235
ACH-000701,-0.254220657612
ACH-000706,-0.20234767799400002
ACH-000711,-0.19223770299100001
ACH-000713,-0.423493490819
ACH-000714,-0.243493268474
ACH-000718,-0.38314778045599995
ACH-000720,-0.38101218757700006
ACH-000721,-0.281354593114
ACH-000724,-0.362996507319
ACH-000725,-0.172927786572
ACH-000732,-0.663480521977
ACH-000734,-0.453633196638
ACH-000735,-0.385953075848
ACH-000736,-0.16841600192899997
ACH-000738,-0.24023745991700002
ACH-000746,-0.38942722188600004
ACH-000747,-0.257381778519
ACH-000748,-0.26855739178300003
ACH-000753,-0.128646354662
ACH-000756,-0.187125654126
ACH-000757,-0.411480545111
ACH-000758,-0.213716296373
ACH-000760,-0.19990251016199997
ACH-000763,-0.42025276244099996
ACH-000764,-0.563925781312
ACH-000765,-0.373375756904
ACH-000766,-0.20752477447599998
ACH-000767,-0.366709616492
ACH-000768,-0.261426628431
ACH-000769,-0.35044263181199997
ACH-000770,-0.370040998183
ACH-000771,-0.12085674558599999
ACH-000773,-0.301458264195
ACH-000776,-0.216575361732
ACH-000777,-0.099560712644
ACH-000778,-0.529730531923
ACH-000781,-0.380693038283
ACH-000782,-0.154939205494
ACH-000783,-0.23440843298500003
ACH-000784,-0.285480230031
ACH-000785,-0.057666951890400005
ACH-000787,-0.137352436459
ACH-000788,-0.166510449171
ACH-000791,-0.254424192334
ACH-000792,-0.249313255308
ACH-000794,-0.43439763640699997
ACH-000796,-0.229661761745
ACH-000799,-0.294248848798
ACH-000800,0.0661825822247
ACH-000802,-0.427272543276
ACH-000804,-0.309909147612
ACH-000805,-0.286231562254
ACH-000809,-0.216433641186
ACH-000810,0.0219038049191
ACH-000811,-0.393387916113
ACH-000817,-0.37291543267
ACH-000819,-0.17449168184500002
ACH-000820,-0.45617358976000005
ACH-000821,-0.134366424615
ACH-000822,-0.37098741510899996
ACH-000823,-0.283362981487
ACH-000824,-0.281389806736
ACH-000827,-0.32901192763
ACH-000829,-0.0875198800279
ACH-000831,-0.469980576447
ACH-000832,-0.392641405035
ACH-000833,-0.21230370499499998
ACH-000834,-0.257773020449
ACH-000835,-0.176467754373
ACH-000836,-0.26919027166299997
ACH-000837,-0.274258643491
ACH-000838,-0.249075080028
ACH-000839,-0.41679293356799996
ACH-000840,-0.634065204903
ACH-000841,-0.23507551406100002
ACH-000843,-0.194673552364
ACH-000846,-0.09735279746030001
ACH-000847,-0.136591115172
ACH-000848,-0.303295756543
ACH-000849,-0.176580637111
ACH-000851,-0.297947128484
ACH-000855,-0.12672184556500002
ACH-000856,-0.38303098549500003
ACH-000858,-0.23104351087299999
ACH-000859,-0.458029529097
ACH-000861,-0.481374501136
ACH-000862,-0.147785601773
ACH-000865,-0.357164954454
ACH-000866,-0.206091600272
ACH-000867,-0.180480609772
ACH-000869,-0.23778915413899998
ACH-000872,-0.43496197830600003
ACH-000873,-0.301154914311
ACH-000876,-0.351096475436
ACH-000878,0.065270277311
ACH-000880,-0.0688759390328
ACH-000881,-0.38672991184
ACH-000882,-0.228034454404
ACH-000884,-0.276488230656
ACH-000885,-0.362657051052
ACH-000887,-0.275947197515
ACH-000888,-0.193114606406
ACH-000889,-0.0925394540655
ACH-000890,-0.371868053952
ACH-000896,-0.294505488762
ACH-000898,-0.287903150295
ACH-000900,-0.38860117018600004
ACH-000901,-0.62462308061
ACH-000905,-0.2616533753
ACH-000906,-0.300661464436
ACH-000907,0.00541884417209
ACH-000910,-0.176238518124
ACH-000911,-0.35917848127700003
ACH-000912,-0.4339234055100001
ACH-000913,-0.324465254183
ACH-000915,-0.132343134666
ACH-000916,-0.209910083057
ACH-000917,-0.372562773874
ACH-000921,-0.180148428197
ACH-000924,-0.13713350259600002
ACH-000926,-0.0899447815194
ACH-000928,-0.0722688831028
ACH-000929,-0.16646393804
ACH-000932,-0.22919531380600003
ACH-000935,-0.329536833353
ACH-000936,-0.507085446088
ACH-000937,-0.179997532131
ACH-000938,-0.175520891724
ACH-000939,-0.20432789172600002
ACH-000941,-0.451939168047
ACH-000943,-0.34161894318400005
ACH-000946,-0.30965500760299997
ACH-000947,-0.209398641245
ACH-000948,-0.27251331698000003
ACH-000950,-0.349038680412
ACH-000953,-0.253151890884
ACH-000957,-0.35696127794200005
ACH-000958,-0.131512230269
ACH-000960,-0.263276332676
ACH-000963,-0.652290521379
ACH-000968,-0.293003590319
ACH-000969,-0.50472578784
ACH-000973,-0.321763963131
ACH-000974,-0.120463447193
ACH-000975,-0.153261852038
ACH-000976,-0.237825501686
ACH-000978,-0.07488905474980001
ACH-000980,-0.152262375201
ACH-000984,-0.38494200970299997
ACH-000986,-0.42585299449600006
ACH-000988,-0.16914417197099998
ACH-000993,-0.0992774039535
ACH-000994,-0.267324751291
ACH-000996,-0.355621314645
ACH-001001,-0.26634294573899997
ACH-001020,-0.20436762582
ACH-001028,-0.288601256296
ACH-001031,-0.183136993624
ACH-001038,-0.23647694909400002
ACH-001048,-0.208268612841
ACH-001050,-0.21502358278499997
ACH-001053,-0.457385620727
ACH-001054,-0.158806262157
ACH-001061,-0.33916993217
ACH-001067,-0.334950016585
ACH-001075,-0.315152490276
ACH-001096,-0.061529779784599996
ACH-001128,0.0144117178767
ACH-001134,-0.22982871413000003
ACH-001151,-0.243895126676
ACH-001163,-0.494373695489
ACH-001164,-0.34424793982199997
ACH-001173,-0.246037963999
ACH-001183,-0.48650740416999994
ACH-001184,0.17231245796
ACH-001190,-0.249320017482
ACH-001192,-0.416520391898
ACH-001193,-0.0663876686336
ACH-001196,-0.07776317788380001
ACH-001197,-0.301443378799
ACH-001205,-0.39528122693000006
ACH-001211,-0.273496743615
ACH-001212,-0.317553256546
ACH-001228,-0.305121268161
ACH-001232,-0.19429013041499998
ACH-001239,-0.00570023636084
ACH-001274,-0.0584508059449
ACH-001275,-0.15405226911800002
ACH-001277,-0.209458006034
ACH-001278,-0.137007640071
ACH-001280,-0.36384207299099997
ACH-001283,-0.388175369009
ACH-001289,-0.223774717478
ACH-001295,-0.181164196409
ACH-001300,-0.177303166923
ACH-001301,-0.234335860849
ACH-001302,-0.434566683829
ACH-001303,-0.0533908432132
ACH-001306,-0.399209901532
ACH-001318,-0.23749635199799998
ACH-001322,-0.479308976747
ACH-001328,-0.32138854898499997
ACH-001332,-0.21969826336399997
ACH-001333,-0.383376663596
ACH-001336,-0.39489778784699997
ACH-001340,-0.269094261764
ACH-001346,-0.195375786838
ACH-001353,-0.350853644798
ACH-001354,-0.27503687426600004
ACH-001367,-0.225170042273
ACH-001368,-0.307519405277
ACH-001374,-0.0937175611225
ACH-001375,-0.257737544269
ACH-001377,-0.4799231588
ACH-001380,-0.162301348282
ACH-001391,-0.284660604807
ACH-001407,-0.262767156763
ACH-001408,-0.37553673195299997
ACH-001413,-0.495077928205
ACH-001430,-0.42395224358000005
ACH-001431,-0.278512740222
ACH-001450,-0.44797846112899997
ACH-001496,-0.43202186806599996
ACH-001500,-0.157324863807
ACH-001521,-0.17313091541099998
ACH-001523,-0.192834531921
ACH-001532,-0.255232394871
ACH-001536,-0.14925761444900001
ACH-001550,-0.441580994079
ACH-001552,-0.125555559169
ACH-001554,-0.355023765546
ACH-001645,-0.216889931941
ACH-001654,-0.267980018278
ACH-001715,-0.342110865107
ACH-001735,-0.308157094408
ACH-001736,-0.254683370031
ACH-001737,-0.283323085622
ACH-001740,-0.142209863271
ACH-001745,-0.155127401272
ACH-001750,-0.0178422013622
ACH-001765,-0.161274322714
ACH-001956,-0.27232676407
ACH-001957,-0.280384249691
