,SPAG11B (10407)
ACH-000004,-0.0443601522894
ACH-000007,-0.0013392324913800002
ACH-000009,0.0871969033573
ACH-000011,0.245873688441
ACH-000012,-0.145898488735
ACH-000013,0.198496758989
ACH-000014,-0.033264231305
ACH-000015,0.151507645428
ACH-000017,0.159088286709
ACH-000018,0.17144618715399998
ACH-000019,0.08031027833410001
ACH-000021,0.273868875608
ACH-000022,-0.20844437456700002
ACH-000025,-0.103505081679
ACH-000028,0.06885424811480001
ACH-000030,-0.0635987604354
ACH-000035,0.0625935536794
ACH-000036,0.052575200740900004
ACH-000037,-0.026769037739200002
ACH-000039,-0.116217453084
ACH-000040,-0.23484469978599998
ACH-000041,-0.15014008534499998
ACH-000042,0.141712479402
ACH-000045,-0.359713168849
ACH-000047,-0.0012978140604300002
ACH-000052,0.0468390605882
ACH-000053,-0.056075801762699995
ACH-000054,0.11816433285999998
ACH-000055,-0.0202866008786
ACH-000060,-0.09516440029750001
ACH-000067,0.08865463641139999
ACH-000070,0.184567325477
ACH-000075,-0.0224529068175
ACH-000078,-0.503135253798
ACH-000082,-0.859379836421
ACH-000085,-0.143569469772
ACH-000086,0.10050314355000001
ACH-000087,0.065856239687
ACH-000092,-0.10165880347100001
ACH-000095,0.206261389023
ACH-000097,-0.00681289415373
ACH-000098,0.0605968200036
ACH-000099,0.12136877332399999
ACH-000108,-0.07958705786669999
ACH-000113,-0.288571279899
ACH-000115,-0.01392676655
ACH-000116,0.0807702488565
ACH-000118,0.08886568197219999
ACH-000120,0.139712089004
ACH-000123,0.16439064182399998
ACH-000127,0.152834259473
ACH-000128,0.0547173489187
ACH-000132,0.0327603581491
ACH-000133,0.150940998892
ACH-000137,-0.0988341810254
ACH-000138,0.070486859146
ACH-000142,-0.0710804225103
ACH-000143,-0.140300351487
ACH-000146,0.027975486337799997
ACH-000148,-0.009126120144629999
ACH-000150,0.0278928680964
ACH-000152,-0.025488808684299997
ACH-000153,-0.112935187272
ACH-000159,-0.163346089542
ACH-000160,0.400641330374
ACH-000163,-0.119318138286
ACH-000167,-0.692788213561
ACH-000168,-0.24571822239500002
ACH-000169,-0.166458615515
ACH-000178,-0.28760746835
ACH-000182,-0.0855027553783
ACH-000183,0.0441816943459
ACH-000188,-0.149285535375
ACH-000189,-0.0858659604036
ACH-000190,-0.039305940021800004
ACH-000198,-0.214086777051
ACH-000204,-0.08636796925989998
ACH-000206,0.0698207846115
ACH-000207,0.29140352683000004
ACH-000211,0.0820976934787
ACH-000215,0.05651067530019999
ACH-000221,0.0871211843616
ACH-000222,-0.256872708011
ACH-000223,-0.0755597460594
ACH-000226,0.114360566864
ACH-000227,0.104858603015
ACH-000228,-0.07631815443039999
ACH-000231,-0.012974364068400001
ACH-000232,0.131393184012
