,KLC2 (64837)
ACH-000004,-0.860951133721
ACH-000007,-0.875337055572
ACH-000009,-0.636160953412
ACH-000011,-0.502831369597
ACH-000012,-0.927639416384
ACH-000013,-0.7939187217129999
ACH-000014,-0.41279497015699995
ACH-000015,-0.722315471464
ACH-000017,-0.724764155212
ACH-000018,-0.7156223783310001
ACH-000019,-0.597933862102
ACH-000021,-0.929246665111
ACH-000022,-0.750050532572
ACH-000025,-0.816481647374
ACH-000028,-0.811354323422
ACH-000030,-0.7974864718269999
ACH-000035,-0.659498078544
ACH-000036,-0.7956991416979999
ACH-000037,-1.18608425804
ACH-000039,-0.8917081931659999
ACH-000040,-0.743904245331
ACH-000041,-0.827485428826
ACH-000042,-0.9907819260940001
ACH-000045,-0.774406791365
ACH-000047,-0.868592696058
ACH-000052,-0.918972912931
ACH-000053,-0.8912126160430001
ACH-000054,-0.8086258928229999
ACH-000055,-0.760954726149
ACH-000060,-0.6732232232950001
ACH-000067,-0.598264279191
ACH-000070,-0.753655527768
ACH-000075,-1.06407119275
ACH-000078,-1.07046216356
ACH-000082,-0.906962895837
ACH-000085,-1.00220986504
ACH-000086,-0.8899056411890001
ACH-000087,-0.696967212842
ACH-000092,-0.786939470686
ACH-000095,-0.921720946989
ACH-000097,-0.9896783606209999
ACH-000098,-0.653359728852
ACH-000099,-0.792785658457
ACH-000108,-0.705021829318
ACH-000113,-0.931087966419
ACH-000115,-1.11366449395
ACH-000116,-0.9000066281479999
ACH-000118,-0.878530513703
ACH-000120,-0.733348276197
ACH-000123,-0.697395496125
ACH-000127,-0.706223360468
ACH-000128,-0.42569539398100004
ACH-000132,-1.00820535059
ACH-000133,-0.784922300308
ACH-000137,-0.765108149961
ACH-000138,-0.865232451247
ACH-000142,-0.895466896224
ACH-000143,-0.613009146733
ACH-000146,-0.7653501379819999
ACH-000148,-0.7661930442139999
ACH-000150,-0.867814266594
ACH-000152,-0.776062679357
ACH-000153,-0.860944695197
ACH-000159,-0.745878276481
ACH-000160,-1.19156753289
ACH-000163,-0.679019755261
ACH-000167,-1.2342398960799998
ACH-000168,-0.757745566948
ACH-000169,-0.769336215279
ACH-000178,-0.828899979773
ACH-000182,-0.7733691854289999
ACH-000183,-0.8081408059190001
ACH-000188,-0.956736440538
ACH-000189,-0.899055466448
ACH-000190,-0.822500104928
ACH-000198,-0.7899067901029999
ACH-000204,-0.500252735431
ACH-000206,-0.532509663627
ACH-000207,-1.22225065924
ACH-000211,-0.942083600876
ACH-000215,-0.6803867803720001
ACH-000221,-0.897069732219
ACH-000222,-0.707428915359
ACH-000223,-0.816027996557
ACH-000226,-0.809279821532
ACH-000227,-0.8980222604100001
ACH-000228,-0.776073422499
ACH-000231,-0.619747482418
ACH-000232,-0.822988780767
ACH-000233,-0.743292249598
ACH-000234,-0.8133671074519999
ACH-000235,-0.8507404634219999
ACH-000237,-0.887146237393
ACH-000238,-0.6381669182590001
ACH-000243,-0.818178318953
ACH-000244,-1.1024664457100002
ACH-000246,-0.6968528587909999
ACH-000248,-0.907197091315
ACH-000250,-0.7721597898739999
ACH-000251,-0.65366141463
ACH-000253,-0.748314133019
ACH-000255,-0.890100658405
ACH-000256,-0.976838241169
ACH-000257,-0.5533630311509999
ACH-000258,-0.759225016099
ACH-000259,-0.837095693265
ACH-000260,-0.787155241033
ACH-000261,-0.9609814415719999
ACH-000262,-0.7419062226090001
ACH-000263,-0.65630044198
ACH-000264,-0.832584489525
ACH-000265,-0.8423995760330001
ACH-000266,-0.976122649722
ACH-000272,-0.8353430079999999
ACH-000273,-0.864831366065
ACH-000274,-0.80330968102
ACH-000277,-1.26306027314
ACH-000278,-0.822455761115
ACH-000279,-0.63232388845
ACH-000280,-0.7116964221909999
ACH-000281,-0.6974995360519999
ACH-000288,-0.812627387167
ACH-000291,-0.769600990299
ACH-000293,-0.8716310105689999
