,RHEBL1 (121268)
ACH-000004,-0.0160327801674
ACH-000007,0.16951592847
ACH-000009,0.0175438078053
ACH-000011,-0.0766963187203
ACH-000012,0.01640795376
ACH-000013,-0.15731182990599998
ACH-000014,0.041996462805900005
ACH-000015,-0.008935960306180001
ACH-000017,-0.035348988388699994
ACH-000018,-0.263047338458
ACH-000019,-0.041782509420300006
ACH-000021,0.020107409737
ACH-000022,-0.0423949397305
ACH-000025,-0.219018352696
ACH-000028,-0.0453320574658
ACH-000030,-0.08022152207060002
ACH-000035,-0.0347556077327
ACH-000036,-0.0485727674945
ACH-000037,-0.10494482514900001
ACH-000039,-0.10528926057700001
ACH-000040,-0.18153657736900003
ACH-000041,-0.152257042919
ACH-000042,-0.00310624560295
ACH-000045,-0.19425129485800002
ACH-000047,-0.0032935245976900003
ACH-000052,0.187015211089
ACH-000053,-0.137485406082
ACH-000054,-0.0108741752896
ACH-000055,-0.0343325197282
ACH-000060,0.286523706547
ACH-000067,-0.129807302349
ACH-000070,0.0496602111297
ACH-000075,0.0978553172427
ACH-000078,-0.150136471262
ACH-000082,0.020326573142400002
ACH-000085,-0.0409630156997
ACH-000086,-0.21769741224300002
ACH-000087,0.014639572579900001
ACH-000092,-0.043282269471
ACH-000095,-0.14099566499299998
ACH-000097,0.10339542442399999
ACH-000098,-0.00401750558104
ACH-000099,0.0124324384821
ACH-000108,0.13738474994
ACH-000113,-0.0841064248945
ACH-000115,-0.08381967536860001
ACH-000116,0.045556655148300006
ACH-000118,-0.0277977261209
ACH-000120,0.038731412533400005
ACH-000123,0.024231602912599997
ACH-000127,-0.159165622229
ACH-000128,-0.1280174129
ACH-000132,-0.0661790073605
ACH-000133,-0.10653266919900001
ACH-000137,-0.23573240829999997
ACH-000138,-0.133095742992
ACH-000142,0.034611780918
ACH-000143,-0.0903665145802
ACH-000146,-0.0558855725141
ACH-000148,-0.10909471772299999
ACH-000150,0.07640986153760002
ACH-000152,-0.111507596856
ACH-000153,-0.239908742471
ACH-000159,-0.0501710973885
ACH-000160,-0.160025348076
ACH-000163,-0.064870911499
ACH-000167,-0.043696943152400004
ACH-000168,0.06192647622280001
ACH-000169,-0.07747236090910001
ACH-000178,-0.060327145872400005
ACH-000182,-0.011055504281899999
ACH-000183,-0.0561296156998
ACH-000188,0.0390358623512
ACH-000189,0.176912816143
ACH-000190,0.0983000239577
ACH-000198,-0.012102868870000002
ACH-000204,-0.029425457810400003
ACH-000206,-0.26701565536
ACH-000207,-0.009968577138280001
ACH-000211,-0.09131211061000001
ACH-000215,-0.128412089679
ACH-000221,0.026692565531200002
ACH-000222,0.15899822042700001
ACH-000223,0.0469968382465
ACH-000226,-0.14027206447
ACH-000227,-0.00783186288663
ACH-000228,-0.0500799487242
ACH-000231,-0.050158665124199996
ACH-000232,-0.04991508426249999
ACH-000233,-0.18265811561700002
ACH-000234,-0.125961516889
ACH-000235,-0.0657512000414
ACH-000237,-0.126735970799
ACH-000238,-0.25124116533
ACH-000243,0.0150065898849
ACH-000244,0.18019149166700002
ACH-000246,-0.0863309149646
ACH-000248,-0.0819178183566
ACH-000250,-0.0152368119942
ACH-000251,-0.0916820846665
ACH-000253,0.0173412831205
ACH-000255,0.09811295542449999
ACH-000256,0.046524998675499994
ACH-000257,0.319780071475
ACH-000258,-0.0789045939017
ACH-000259,0.0569430009997
ACH-000260,-0.106494220549
ACH-000261,-0.163997725172
ACH-000262,-0.07711300728500001
ACH-000263,-0.118789243165
ACH-000264,-0.173542494621
ACH-000265,-0.0411012513711
ACH-000266,-0.0139072985662
ACH-000272,0.0825416456211
ACH-000273,-0.00555816473926
ACH-000274,0.011820177839299999
ACH-000277,-0.13399912722500001
ACH-000278,-0.07302564491039999
ACH-000279,-0.057866193883999995
ACH-000280,-0.06009313139769999
ACH-000281,-0.119838836259
ACH-000288,-0.250133902116
ACH-000291,-0.0491563852312
ACH-000293,-0.0163475712322
ACH-000294,-0.052647511093600004
ACH-000295,0.0961950757617
ACH-000296,-0.313326793143
ACH-000302,-0.0382869384793
ACH-000304,0.0986033335042
ACH-000307,-0.0880523991705
ACH-000308,-0.04338287994869999
ACH-000310,0.07719170636360001
ACH-000311,0.219369148044
ACH-000312,-0.00376462725064
ACH-000315,-0.11446788290200001
ACH-000316,-0.143619703409
ACH-000317,-0.0273468700367
ACH-000318,-0.36281677772
ACH-000319,-0.00189550678375
ACH-000320,-0.151246790415
ACH-000322,-0.23143760151299997
ACH-000323,0.0369325597034
ACH-000324,-0.0611532298953
ACH-000329,-0.060771711628800004
ACH-000330,-0.09440633808250001
ACH-000331,-0.156281985028
ACH-000332,-0.043899936537899996
ACH-000334,-0.22984311015500003
ACH-000335,-0.265362863573
ACH-000336,0.16949141325599998
ACH-000337,-0.10001708041099999
ACH-000339,-0.182626410328
ACH-000341,-0.168352243817
ACH-000348,0.0208069335178
ACH-000350,0.042331654931300006
ACH-000352,0.113863406272
ACH-000356,-0.0564772455869
ACH-000361,0.0907686550745
ACH-000362,-0.154319616811
ACH-000363,-0.09968359926660002
ACH-000364,-0.06803178907639999
ACH-000365,-0.217171043015
