,PDCD2L (84306)
ACH-000004,-0.252502318525
ACH-000007,-0.34268727655299996
ACH-000009,0.112739154307
ACH-000011,-0.0888830960967
ACH-000012,0.06621381824030001
ACH-000013,-0.0734123467167
ACH-000014,-0.193965165836
ACH-000015,0.040813845025199996
ACH-000017,0.0863341805802
ACH-000018,-0.0165707082396
ACH-000019,0.255496059402
ACH-000021,0.09211300083860001
ACH-000022,0.00478960326735
ACH-000025,-0.317012067089
ACH-000028,0.150025088445
ACH-000030,-0.0165528183952
ACH-000035,0.038506073966900006
ACH-000036,0.0386408336451
ACH-000037,0.0975806310341
ACH-000039,0.319811375807
ACH-000040,0.0531319708595
ACH-000041,-0.056182658269699995
ACH-000042,0.06491336127809999
ACH-000045,0.173487176206
ACH-000047,0.267937351811
ACH-000052,-0.117841319254
ACH-000053,0.0483398360387
ACH-000054,0.08765237617360001
ACH-000055,-0.319272779104
ACH-000060,-0.07833186760250001
ACH-000067,-0.131957905089
ACH-000070,-0.024213472447700002
ACH-000075,-0.28973136444
ACH-000078,0.0168254289284
ACH-000082,0.0181525104998
ACH-000085,0.05348755168319999
ACH-000086,-0.308637337009
ACH-000087,-0.0103543495205
ACH-000092,-0.0758073919152
ACH-000095,-0.0022419927738299996
ACH-000097,0.0360991964403
ACH-000098,-0.14205678120999998
ACH-000099,0.220176848686
ACH-000108,0.16965470346900002
ACH-000113,0.0487696363722
ACH-000115,-0.0102044583444
ACH-000116,0.137304078573
ACH-000118,0.123011391218
ACH-000120,0.08166480283260001
ACH-000123,-0.0407529696095
ACH-000127,0.00847308283546
ACH-000128,0.203273944624
ACH-000132,0.0101419323188
ACH-000133,-0.32504562607099996
ACH-000137,-0.0819889273294
ACH-000138,-0.0749222560705
ACH-000142,-0.162166523225
ACH-000143,0.158713167527
ACH-000146,0.021084561471
ACH-000148,0.191528550583
ACH-000150,0.0405057642284
ACH-000152,-0.00445798798361
ACH-000153,-0.202286899779
ACH-000159,-0.0609754115821
ACH-000160,0.159236811151
ACH-000163,0.08084927356430001
ACH-000167,-0.172835689249
ACH-000168,0.133747175873
ACH-000169,0.257266837752
ACH-000178,0.036324411062300006
ACH-000182,0.19645318293699998
ACH-000183,-0.21106505273499998
ACH-000188,0.14014850502
ACH-000189,-0.171526849018
ACH-000190,-0.147302537586
ACH-000198,-0.134557006113
ACH-000204,0.30006557058
ACH-000206,0.000643832158281
ACH-000207,-0.0142135972714
ACH-000211,-0.221929508596
ACH-000215,-0.13286574304999998
ACH-000221,-0.0449040710215
ACH-000222,0.199805913377
ACH-000223,-0.147384079157
ACH-000226,-0.019379423312
ACH-000227,0.208728966618
ACH-000228,0.155647955274
ACH-000231,0.0654858659256
ACH-000232,-0.0253828314347
ACH-000233,0.086935808654
ACH-000234,0.160202820713
ACH-000235,-0.07385175645110001
ACH-000237,0.146857652987
ACH-000238,0.19147103974
ACH-000243,-0.0914681040126
ACH-000244,0.0822557288863
ACH-000246,0.03602571120859999
ACH-000248,-0.058161639881999995
ACH-000250,0.113366390744
ACH-000251,-0.0574355942413
ACH-000253,-0.11661664965600001
ACH-000255,-0.00498948838322
ACH-000256,0.216436704814
ACH-000257,0.268173982691
ACH-000258,0.112859956804
ACH-000259,0.102610127181
ACH-000260,0.027507197343200004
ACH-000261,-0.133462193191
ACH-000262,-0.295619685329
ACH-000263,-0.0145954231541
ACH-000264,0.027579834938699997
ACH-000265,0.142369812603
ACH-000266,-0.009628326146860001
ACH-000272,-0.04843174845980001
ACH-000273,-0.225231543048
ACH-000274,0.0234508354868
ACH-000277,0.137692751886
ACH-000278,0.0906571310337
ACH-000279,0.052059802822400005
ACH-000280,-0.0013449928730899998
ACH-000281,0.178329110021
ACH-000288,0.120808480912
ACH-000291,0.07683461027960001
ACH-000293,-0.160542557777
ACH-000294,-0.09650424725569999
ACH-000295,0.136373613973
ACH-000296,0.15605510367699998
ACH-000302,-0.10086595048800001
ACH-000304,0.15534603562899998
ACH-000307,0.14392314591299998
ACH-000308,0.078879479069
ACH-000310,0.270556351978
ACH-000311,-0.0653288752852
ACH-000312,0.243269907104
ACH-000315,0.117809560877
ACH-000316,-0.229077336787
ACH-000317,-0.582748803126
ACH-000318,0.00669042287116
ACH-000319,-0.06529711283800001
ACH-000320,0.244556980515
ACH-000322,0.502212598005
ACH-000323,-0.110185268216
ACH-000324,0.15807080067399998
