,CALCB (797)
ACH-000004,-0.213953132362
ACH-000007,-0.0684780128006
ACH-000009,-0.269192786336
ACH-000011,-0.17791330125500002
ACH-000012,-0.234330479702
ACH-000013,-0.265979174013
ACH-000014,-0.251934584893
ACH-000015,-0.268491505268
ACH-000017,-0.212426769414
ACH-000018,-0.366920856991
ACH-000019,-0.14859008601600002
ACH-000021,-0.32349410187600003
ACH-000022,-0.390156463509
ACH-000025,-0.283029714861
ACH-000028,-0.209280207015
ACH-000030,-0.35534084186
ACH-000035,-0.15999498019400002
ACH-000036,-0.416329287036
ACH-000037,-0.402538101014
ACH-000039,-0.349183299599
ACH-000040,-0.36987844237899997
ACH-000041,-0.464339427716
ACH-000042,-0.537659387802
ACH-000045,-0.477996645412
ACH-000047,-0.0876105848944
ACH-000052,-0.0772209365459
ACH-000053,-0.22487120908100003
ACH-000054,-0.38549795252999997
ACH-000055,-0.109232582656
ACH-000060,-0.256446524537
ACH-000067,-0.385397820163
ACH-000070,-0.27744942379
ACH-000075,-0.17793163614500002
ACH-000078,-0.60247821469
ACH-000082,-0.35065995532399996
ACH-000085,-0.202575046879
ACH-000086,-0.347937328215
ACH-000087,0.0647922119276
ACH-000092,-0.181713760375
ACH-000095,-0.398421515412
ACH-000097,-0.374743922386
ACH-000098,-0.28434394856
ACH-000099,-0.262675872361
ACH-000108,-0.211995980295
ACH-000113,-0.314611472458
ACH-000115,-0.267928793539
ACH-000116,-0.304043885151
ACH-000118,-0.283337937932
ACH-000120,-0.26419170192200003
ACH-000123,-0.28391529875
ACH-000127,-0.296242289071
ACH-000128,-0.43604140560000004
ACH-000132,-0.251063403333
ACH-000133,-0.315522186203
ACH-000137,-0.416389768881
ACH-000138,-0.303968281835
ACH-000142,-0.188957942704
ACH-000143,-0.50874686948
ACH-000146,-0.36334926629000003
ACH-000148,-0.489602785228
ACH-000150,-0.26385977809300004
ACH-000152,-0.14845526324799999
ACH-000153,-0.14709479852600002
ACH-000159,-0.16997126399700002
ACH-000160,-0.502662386172
ACH-000163,-0.0382464188965
ACH-000167,-0.45815797303499994
ACH-000168,-0.440576843886
ACH-000169,-0.328493659617
ACH-000178,-0.254678468218
ACH-000182,-0.165187942266
ACH-000183,-0.372100953072
ACH-000188,-0.287195561361
ACH-000189,-0.617524147673
ACH-000190,-0.27053052329599997
ACH-000198,-0.198723583924
ACH-000204,-0.44253263278899996
ACH-000206,-0.608935858212
ACH-000207,-0.39492249368500004
ACH-000211,-0.339377620542
ACH-000215,-0.342031346261
ACH-000221,-0.189786202895
ACH-000222,-0.224079070873
ACH-000223,-0.234516391483
ACH-000226,-0.192538409322
ACH-000227,-0.0663190662243
ACH-000228,0.00341103183097
ACH-000231,-0.556866736117
ACH-000232,-0.510912902604
ACH-000233,-0.494383030585
ACH-000234,-0.49159871384
ACH-000235,-0.23207624250999997
ACH-000237,-0.41943692593500004
ACH-000238,-0.141081381899
ACH-000243,-0.247859018706
ACH-000244,-0.45089656154
ACH-000246,-0.31658270169
ACH-000248,-0.230456794146
ACH-000250,-0.24585798379999999
ACH-000251,-0.225048154404
ACH-000253,-0.356409407019
ACH-000255,-0.35218711594499996
ACH-000256,-0.28983298912300004
ACH-000257,-0.12388993780600001
ACH-000258,-0.298286600809
ACH-000259,-0.26405272873700003
ACH-000260,-0.19951435373399998
ACH-000261,-0.4845699493
ACH-000262,-0.35716621856299996
ACH-000263,-0.151501109191
ACH-000264,-0.273887186604
ACH-000265,-0.323381264737
ACH-000266,-0.289652902452
ACH-000272,-0.302578228383
ACH-000273,-0.44955247139
ACH-000274,-0.295716981362
ACH-000277,-0.314222352019
ACH-000278,-0.35704414149999997
ACH-000279,-0.33421648829
ACH-000280,-0.062315744887100004
ACH-000281,-0.417203441809
ACH-000288,-0.247496437969
ACH-000291,-0.472950363258
ACH-000293,-0.25204337447299996
ACH-000294,-0.493352684158
ACH-000295,-0.31468291664299997
ACH-000296,0.07236237461730001
ACH-000302,-0.134711967077
ACH-000304,-0.16183803205299999
ACH-000307,-0.411598014428
ACH-000308,-0.373255840154
ACH-000310,-0.48666755139300005
ACH-000311,-0.280303420085
ACH-000312,-0.418250316829
ACH-000315,-0.557984098769
ACH-000316,-0.288155070539
ACH-000317,-0.277776118018
ACH-000318,-0.24049511884799998
ACH-000319,-0.478442043461
ACH-000320,-0.034475850280400004
ACH-000322,-0.13706463699899998
ACH-000323,-0.455378469295
ACH-000324,-0.19620247358600001
ACH-000329,-0.33192025426800004
ACH-000330,-0.139336692028
ACH-000331,-0.248906805622
ACH-000332,-0.33447095134
ACH-000334,-0.617048152765
ACH-000335,-0.246489636071
ACH-000336,-0.496781198612
ACH-000337,-0.47175764551000005
ACH-000339,-0.353365444591
ACH-000341,-0.200728419544
ACH-000348,-0.425861839592
ACH-000350,-0.372579105614
ACH-000352,-0.139809891247
ACH-000356,-0.0867379709911
ACH-000361,-0.0785754756288
ACH-000362,-0.414958656055
ACH-000363,-0.226234984415
ACH-000364,-0.547117069732
ACH-000365,-0.217135839323
ACH-000366,-0.33228166519900004
ACH-000368,-0.441794942518
ACH-000374,-0.357401208815
ACH-000375,-0.17059936779399998
ACH-000376,-0.45886145703500003
ACH-000381,-0.39917746100900003
ACH-000383,-0.476738700959
ACH-000387,-0.241694398451
ACH-000389,-0.16278389980900002
ACH-000390,-0.271870072736
ACH-000393,-0.40315672503899996
ACH-000395,-0.614970433525
ACH-000397,-0.28254442262400004
ACH-000401,-0.373196647618
ACH-000402,-0.0407492157588
ACH-000403,-0.323468010114
ACH-000404,-0.335222298751
ACH-000406,-0.349056643718
ACH-000407,-0.34876511586900005
ACH-000408,-0.351180481926
ACH-000410,-0.190976605938
ACH-000411,-0.36901752968
ACH-000414,-0.382274151475
ACH-000415,-0.401166706557
ACH-000416,-0.240549489362
ACH-000420,-0.39614754914399997
ACH-000421,-0.25884242730900003
ACH-000424,-0.275704381848
ACH-000425,-0.231694064213
ACH-000426,-0.306991017659
ACH-000427,-0.0494570807638
ACH-000433,-0.316133778403
ACH-000436,-0.294774380637
ACH-000444,-0.299172658451
ACH-000445,-0.269433805961
ACH-000448,-0.209049426616
ACH-000450,-0.572898570916
ACH-000452,-0.253158282558
ACH-000454,-0.274744901459
ACH-000458,-0.33633037062
ACH-000459,-0.274183514468
ACH-000460,-0.339299339459
ACH-000461,-0.30595960995
ACH-000463,-0.144063275194
ACH-000464,-0.29317438401900003
ACH-000466,-0.304008611955
ACH-000467,-0.574567158522
ACH-000468,-0.20698328531399998
ACH-000469,-0.370893740381
ACH-000470,-0.266877459621
ACH-000471,-0.231785574181
ACH-000472,-0.318151301575
ACH-000473,-0.327368022462
ACH-000475,-0.154366835847
ACH-000476,-0.23757900864599998
ACH-000477,-0.217930609476
ACH-000480,-0.404151724694
ACH-000481,-0.302116378724
ACH-000483,0.215032567169
ACH-000484,-0.12225774254899999
ACH-000485,-0.218537012261
ACH-000486,-0.41683565656800003
ACH-000487,-0.248581858687
ACH-000488,-0.214113291138
ACH-000490,-0.300362453497
ACH-000491,-0.275018298121
ACH-000495,-0.483719428249
ACH-000496,-0.28165557232
ACH-000499,-0.37610818379600003
ACH-000500,-0.871956792741
ACH-000502,-0.253405798938
ACH-000503,0.0380943249152
ACH-000505,-0.198919270455
ACH-000507,-0.185888329135
ACH-000510,-0.41790211678800004
ACH-000511,-0.30086729869199996
ACH-000512,-0.234960289198
