,SUMF2 (25870)
ACH-000004,0.08830902271669999
ACH-000007,-0.340325886409
ACH-000009,-0.12496867990499999
ACH-000011,0.08793716017349999
ACH-000012,-0.225491099384
ACH-000013,0.11640547035599999
ACH-000014,-0.0526405286639
ACH-000015,-0.09382460466569999
ACH-000017,0.0654450389233
ACH-000018,0.10092045056
ACH-000019,0.0680045728631
ACH-000021,0.015414665613799998
ACH-000022,0.10695851190899999
ACH-000025,0.012484779091299998
ACH-000028,0.157332458158
ACH-000030,0.08202832644210001
ACH-000035,-0.0358993017201
ACH-000036,-0.0256991663559
ACH-000037,0.381114006342
ACH-000039,0.0204291176807
ACH-000040,0.05176454548309999
ACH-000041,0.0446641358928
ACH-000042,-0.154079020724
ACH-000045,0.06354862145380001
ACH-000047,0.051556259579300004
ACH-000052,-0.25145702556899996
ACH-000053,0.033507684198
ACH-000054,-0.147507512979
ACH-000055,0.121133732042
ACH-000060,-0.0715090394294
ACH-000067,0.060455891620300004
ACH-000070,-0.0498352050805
ACH-000075,-0.008813918961670001
ACH-000078,-0.0351259074876
ACH-000082,-0.11962990947899999
ACH-000085,0.29257299376699997
ACH-000086,0.18675548832699998
ACH-000087,0.027406957011599998
ACH-000092,0.10639302948799999
ACH-000095,0.0394268328794
ACH-000097,0.123404218871
ACH-000098,0.0688711681743
ACH-000099,0.00337004094201
ACH-000108,0.008904124688370001
ACH-000113,0.036944776441
ACH-000115,0.228706779674
ACH-000116,-0.061582132062800006
ACH-000118,0.050310042992900005
ACH-000120,0.07483969059239999
ACH-000123,-0.120610170493
ACH-000127,0.07432430080189999
ACH-000128,-0.217697430338
ACH-000132,0.164791694341
ACH-000133,-0.045024198285400004
ACH-000137,-0.0283121043805
ACH-000138,0.14127629480999998
ACH-000142,-0.049355354621
ACH-000143,-0.129066482662
ACH-000146,-0.019113974436200002
ACH-000148,0.0247218926798
ACH-000150,0.14392408787799998
ACH-000152,0.0697885818149
ACH-000153,-0.245472890643
ACH-000159,-0.135599719863
ACH-000160,0.0259706319173
ACH-000163,0.153410303192
ACH-000167,0.229786310893
ACH-000168,0.176660310653
ACH-000169,0.11234961781300001
ACH-000178,0.219828383873
ACH-000182,0.161336604855
ACH-000183,0.125996034365
ACH-000188,0.108034147655
ACH-000189,-0.00112817057955
ACH-000190,0.08481129115660001
ACH-000198,0.194562927403
ACH-000204,0.211547788024
ACH-000206,0.0554772613188
ACH-000207,0.0958978698139
ACH-000211,0.120661591678
ACH-000215,0.0781976552623
ACH-000221,-0.09425345636089999
ACH-000222,-0.10345078090700001
ACH-000223,-0.0282713329341
ACH-000226,-0.0871721478424
ACH-000227,0.16356309491499998
ACH-000228,0.0118462464971
ACH-000231,0.0893894161281
ACH-000232,-0.0513193728106
ACH-000233,0.0803719433797
ACH-000234,-0.0215235616095
ACH-000235,-0.024188457704500003
ACH-000237,-0.0163197911493
ACH-000238,-0.08217019509739999
ACH-000243,-0.0399156870914
ACH-000244,-0.311556115382
ACH-000246,0.141439038046
ACH-000248,0.133339396697
ACH-000250,0.0619180756063
ACH-000251,0.172099256384
ACH-000253,0.14237286434399998
ACH-000255,-0.0691696871157
ACH-000256,0.190363459155
ACH-000257,-0.15528747844000002
ACH-000258,0.185017523429
ACH-000259,0.136489923371
ACH-000260,0.20030840739300002
ACH-000261,0.0607350831487
ACH-000262,-0.04239087717019999
ACH-000263,0.2920078775
ACH-000264,0.0380183219542
ACH-000265,-0.0766106264382
ACH-000266,-0.12419075572899999
ACH-000272,0.0261501705339
ACH-000273,0.0307019382997
ACH-000274,0.877898782925
ACH-000277,-0.0902739124737
ACH-000278,0.0914497825715
ACH-000279,0.10616323919199999
ACH-000280,-0.006919516658600001
ACH-000281,0.0195831098139
ACH-000288,0.0247130030391
ACH-000291,-0.174689574107
ACH-000293,0.07246206107969999
ACH-000294,-0.021153804998
ACH-000295,0.254861182126
ACH-000296,0.143978099991
ACH-000302,-0.043923655204300006
ACH-000304,0.0246112606314
ACH-000307,-0.125730607689
ACH-000308,-0.0903507396481
ACH-000310,-0.205063858562
ACH-000311,-0.14238319630100002
ACH-000312,0.11903790398900001
ACH-000315,-0.0319266167105
ACH-000316,-0.13981444215
ACH-000317,0.431983310358
ACH-000318,0.0179755135492
ACH-000319,-0.0755049701308
ACH-000320,-0.113725528026
ACH-000322,0.204485304333
ACH-000323,0.0384150271408
ACH-000324,-0.027976924019299996
ACH-000329,0.10797286814000001
ACH-000330,0.104283277495
ACH-000331,0.0315187563121
ACH-000332,0.0781366170765
ACH-000334,0.20043779877300003
ACH-000335,0.312156670683
ACH-000336,0.146807277006
ACH-000337,-0.172120732793
ACH-000339,-0.08550028168289998
ACH-000341,-0.223580056453
ACH-000348,0.07588505392850001
ACH-000350,-0.159326799911
ACH-000352,0.0464251572127
ACH-000356,-0.051742457913899996
ACH-000361,-0.0195240060188
ACH-000362,0.0044379841966
ACH-000363,0.118838199448
ACH-000364,0.0383885030543
ACH-000365,0.0020498882572200002
ACH-000366,0.114115469837
ACH-000368,0.08242546333310001
ACH-000374,8.157367248199999e-05
ACH-000375,0.07508562414410001
ACH-000376,0.00492529782278
ACH-000381,0.0047280688817
ACH-000383,0.0792730972555
ACH-000387,0.048714808259699996
ACH-000389,0.032302504473
