,CEBPZ (10153)
ACH-000389,-1.29203657755
ACH-000390,-0.965684192352
ACH-000393,-0.993973185601
ACH-000395,-0.93251135347
ACH-000397,-0.998053359331
ACH-000401,-0.889874299165
ACH-000402,-0.7307522717899999
ACH-000403,-0.9037906027770001
ACH-000404,-0.8781892766439999
ACH-000406,-0.785470144332
ACH-000407,-0.892714283134
ACH-000408,-1.01055601781
ACH-000410,-0.872821525811
ACH-000411,-0.8904928062890001
ACH-000414,-0.985497542117
ACH-000415,-0.726212499477
ACH-000416,-0.982694745866
ACH-000420,-0.956791941211
ACH-000421,-0.740245412698
ACH-000424,-0.8152186680969999
ACH-000425,-1.0916826293700002
ACH-000426,-1.02409728186
ACH-000427,-0.8206618561679999
ACH-000433,-0.750932270085
ACH-000436,-0.831893556559
ACH-000444,-0.897430511241
ACH-000445,-0.756809662957
ACH-000448,-0.9503492464219999
ACH-000450,-0.962473173053
ACH-000452,-0.9873398355930001
ACH-000454,-0.692717961851
ACH-000458,-0.855895842116
ACH-000459,-1.28210967058
ACH-000460,-0.6906867136579999
ACH-000461,-0.609710183995
ACH-000463,-0.768883700475
ACH-000464,-0.878229493832
ACH-000466,-0.860355617928
ACH-000467,-0.837658195478
ACH-000468,-0.8491794781919999
ACH-000469,-1.1232807953
ACH-000470,-1.0118253791299998
ACH-000471,-0.875560792676
ACH-000472,-1.06745780158
ACH-000473,-1.0231231196500001
ACH-000475,-0.852995884875
ACH-000476,-0.7117319776919999
ACH-000477,-0.8426422221590001
ACH-000480,-0.553010159539
ACH-000481,-0.820185190625
ACH-000483,-0.532886690687
ACH-000484,-0.854390022338
ACH-000485,-1.03337485396
ACH-000486,-1.10851651699
ACH-000487,-0.823742781394
ACH-000488,-0.82196472832
ACH-000490,-0.920368949454
ACH-000491,-0.621678892484
ACH-000495,-1.2889711978799998
ACH-000496,-1.23878274837
ACH-000499,-0.966313749065
ACH-000500,-1.17605302166
ACH-000502,-0.8596608144969999
ACH-000503,-1.13934632176
ACH-000505,-1.10455098397
ACH-000507,-0.8503087931290001
ACH-000510,-0.9937251599439999
ACH-000511,-0.9878342551989999
ACH-000512,-0.8513821844689999
ACH-000516,-0.9772375905030001
ACH-000517,-0.8675108663940001
ACH-000518,-0.673835589348
ACH-000520,-0.996111645977
ACH-000521,-1.00142747961
ACH-000522,-0.9410706836759999
ACH-000524,-0.7087222173630001
ACH-000527,-0.7885189653460001
ACH-000528,-0.716603647786
ACH-000537,-0.774219488053
ACH-000541,-1.00825277028
ACH-000542,-0.963412109287
ACH-000544,-0.968484724899
ACH-000545,-0.884718990189
ACH-000547,-0.747766829133
ACH-000548,-0.920999604076
ACH-000549,-0.919005530779
ACH-000550,-0.952517335527
ACH-000552,-0.813075368026
ACH-000556,-0.954689751601
ACH-000557,-0.833291638628
ACH-000570,-0.9087128082029999
ACH-000571,-1.33365842446
ACH-000573,-0.8243451518780001
ACH-000576,-0.760399930916
ACH-000580,-1.33321697009
ACH-000584,-0.881241798052
ACH-000585,-0.958926096414
ACH-000588,-0.9939567939920001
ACH-000589,-1.0291617112
ACH-000591,-1.07661945721
ACH-000593,-0.8998321245550001
ACH-000600,-0.92815863534
ACH-000601,-1.00396848955
ACH-000604,-0.599117591994
ACH-000605,-0.919613045087
ACH-000606,-0.802275340466
ACH-000608,-0.7225082758750001
ACH-000614,-0.915143359562
ACH-000616,-1.00195447674
ACH-000618,-0.970505758892
ACH-000619,-0.918483489189
ACH-000620,-0.633008005478
ACH-000621,-1.0192607071100002
ACH-000622,-0.746575886239
ACH-000623,-0.996534870057
ACH-000624,-0.755383691811
ACH-000627,-1.05712045278
ACH-000630,-0.9084426840690001
ACH-000632,-0.800178242218
ACH-000633,-1.10487593558
ACH-000637,-0.902272270547
ACH-000638,-0.764114842116
ACH-000646,-0.800643868285
ACH-000647,-0.813113989391
ACH-000648,-0.7058715667800001
ACH-000649,-1.1050085347299998
ACH-000651,-1.01027912359
ACH-000652,-1.0170527219499998
ACH-000653,-0.8296755950120001
ACH-000657,-0.9566245249299998
ACH-000658,-0.867821454162
ACH-000661,-1.0938267764299998
ACH-000662,-0.990087093255
ACH-000663,-0.9989034724879999
ACH-000665,-0.943323300018
ACH-000671,-0.901324686812
ACH-000673,-1.11545550599
ACH-000676,-0.985409792805
ACH-000677,-0.970254518529
ACH-000681,-0.874620402806
ACH-000682,-1.0782273148200001
ACH-000683,-0.828436989532
ACH-000684,-1.12081335681
ACH-000688,-0.962198230389
ACH-000693,-0.760021715864
ACH-000694,-0.8392723290459999
ACH-000695,-0.865499741161
ACH-000696,-1.0276862822600001
ACH-000697,-0.7263143261499999
ACH-000699,-0.8129541627820001
ACH-000701,-0.980882706874
ACH-000706,-0.983728658987
ACH-000711,-0.654630791826
ACH-000713,-1.09052877514
ACH-000714,-0.8781375701799999
ACH-000718,-1.20686536202
ACH-000720,-0.8339063134460001
ACH-000721,-1.05705536957
ACH-000724,-0.9717174428650001
ACH-000725,-0.530505157468
ACH-000732,-0.812184283162
ACH-000734,-0.8491157541500001
ACH-000735,-1.01203011741
ACH-000736,-0.9282179397849999
ACH-000738,-0.916391218007
ACH-000746,-0.600687690215
ACH-000747,-0.695800922459
ACH-000748,-1.0555762711799999
ACH-000753,-0.907770011292
ACH-000756,-0.6799945377
ACH-000757,-0.610817427493
ACH-000758,-0.805298712054
ACH-000760,-0.795447912917
ACH-000763,-1.16060382949
ACH-000764,-1.01365004187
ACH-000765,-0.9621431035979999
ACH-000766,-0.945598297377
ACH-000767,-0.670995554807
ACH-000768,-0.8058585446269999
ACH-000769,-0.87362067745
ACH-000770,-0.8882236350689999
ACH-000771,-1.07622859889
ACH-000773,-1.1013554886
ACH-000776,-0.8974708432170001
ACH-000777,-0.7791930731119999
ACH-000778,-0.7234643965019999
ACH-000781,-0.888429735017
ACH-000782,-0.643165724403
ACH-000783,-0.813502796278
ACH-000784,-0.9375228484739999
ACH-000785,-0.74642848046
ACH-000787,-0.939314552537
ACH-000788,-0.8746240863320001
ACH-000791,-0.877237686541
ACH-000792,-1.29275551141
ACH-000794,-0.7831564553650001
ACH-000796,-0.7880151017229999
ACH-000799,-1.25149023569
ACH-000800,-0.8885216728499999
ACH-000802,-0.9321688492739999
ACH-000804,-1.04736948697
ACH-000805,-0.9212541763259999
ACH-000809,-0.809425506364
ACH-000810,-1.11948268278
ACH-000811,-1.11360442608
ACH-000817,-1.01491589499
ACH-000819,-0.8769098510660001
ACH-000820,-0.868496990906
ACH-000821,-0.783517835913
ACH-000822,-0.773872454332
ACH-000823,-0.9802275160989999
ACH-000824,-0.863512060088
ACH-000827,-0.8458721837980001
ACH-000829,-0.8330029063619999
ACH-000831,-1.00337474021
ACH-000832,-1.0079023172600001
ACH-000833,-0.551571158741
ACH-000834,-0.796055483414
ACH-000835,-0.729308621341
ACH-000836,-0.9909958070170001
ACH-000837,-0.7441797211660001
ACH-000838,-0.8785373889139999
ACH-000839,-0.779789205158
ACH-000840,-0.754055040508
ACH-000841,-0.623984854498
ACH-000843,-0.7320354581649999
ACH-000846,-0.939892243323
ACH-000847,-0.7781164302920001
ACH-000848,-0.901533013703
ACH-000849,-0.662148240172
ACH-000851,-0.5805750796570001
ACH-000855,-0.985218922145
ACH-000856,-1.0453138552399999
ACH-000858,-0.943854877617
ACH-000859,-1.21026367178
ACH-000861,-0.8462083342010001
ACH-000862,-0.73277559577
ACH-000865,-0.782428093017
ACH-000866,-0.838354222159
ACH-000867,-0.8577830512829999
ACH-000869,-1.0706426387299999
ACH-000872,-0.737480779849
ACH-000873,-0.8367237740710001
ACH-000876,-0.9125659971879999
ACH-000878,-0.827327492303
ACH-000880,-0.841598681644
ACH-000881,-0.988450318318
ACH-000882,-0.8423602059659999
ACH-000884,-1.28863648043
ACH-000885,-1.16373354514
ACH-000887,-0.8755712947229999
ACH-000888,-0.8535614665119999
ACH-000889,-0.962273172015
ACH-000890,-0.8212148596529999
ACH-000896,-0.947640752757
ACH-000898,-0.852444561793
ACH-000900,-0.842264921972
ACH-000901,-1.2036766242299999
ACH-000905,-0.7882905198319999
ACH-000906,-1.0417723850299998
ACH-000907,-0.834698617768
ACH-000910,-1.04970716998
ACH-000911,-0.895259653642
ACH-000912,-0.8127409226890001
ACH-000913,-0.7371197603090001
ACH-000915,-0.972439127443
ACH-000916,-1.12908185183
ACH-000917,-0.889456323537
ACH-000921,-0.959826391234
ACH-000924,-1.23897226545
ACH-000926,-0.824806274412
ACH-000928,-1.05262106181
ACH-000929,-0.604844184753
ACH-000932,-0.793369856381
ACH-000935,-0.9076113053479999
ACH-000936,-0.7967343899439999
ACH-000937,-1.06713343545
ACH-000938,-0.8635277064679999
ACH-000939,-0.8434079399240001
ACH-000941,-0.807605059323
ACH-000943,-1.00186883535
ACH-000946,-1.05608266606
ACH-000947,-0.943888448788
ACH-000948,-0.913684322391
ACH-000950,-1.0074874414100001
ACH-000953,-0.621272008068
ACH-000957,-0.981684827648
ACH-000958,-0.8397202066320001
ACH-000960,-0.8227559606820001
ACH-000963,-1.21788947144
ACH-000968,-0.8360826584919999
ACH-000969,-0.9132205392839999
ACH-000973,-0.991892785517
ACH-000974,-1.00692081834
ACH-000975,-1.06628832549
ACH-000976,-0.8751558005110001
ACH-000978,-0.7945645016419999
ACH-000980,-0.7570701332969999
ACH-000984,-1.05809631617
ACH-000986,-1.0326310971100001
ACH-000988,-0.749632071534
ACH-000993,-1.0545559044600001
ACH-000994,-0.877649217101
ACH-000996,-0.997994615486
ACH-001001,-0.9876745659209999
ACH-001020,-1.0675794595299999
ACH-001028,-0.982048115815
ACH-001031,-0.8145452650589999
ACH-001038,-0.7923672313850001
ACH-001048,-0.9261448802140001
ACH-001050,-0.904897641833
ACH-001053,-0.799923494514
ACH-001054,-0.8180734305949999
ACH-001061,-0.867078965898
ACH-001067,-0.8527166405329999
ACH-001075,-0.643084487804
ACH-001096,-0.853550742725
ACH-001128,-1.8152855654900002
ACH-001134,-1.03939147479
ACH-001151,-0.9046879222499999
ACH-001163,-0.8795757219149999
ACH-001164,-0.666879823116
ACH-001173,-0.9309064369769999
ACH-001183,-0.80211268377
ACH-001184,-0.9329239659190001
ACH-001190,-0.9719088616570001
ACH-001192,-1.05633236097
ACH-001193,-0.857995946591
ACH-001196,-0.9562405893260001
ACH-001197,-1.03845800742
ACH-001205,-0.956713202658
ACH-001211,-0.8184308203339999
ACH-001212,-1.2070816799500002
ACH-001228,-0.718333412482
ACH-001232,-0.981726237192
ACH-001239,-1.01282280313
ACH-001274,-0.963485036117
ACH-001275,-0.881898174773
ACH-001277,-1.0881005497299998
ACH-001278,-1.07300316864
ACH-001280,-1.1890228013700002
ACH-001283,-0.8417506619410001
ACH-001289,-0.88556218979
ACH-001295,-0.596428149828
ACH-001300,-0.9519508682790001
ACH-001301,-0.809491435596
ACH-001302,-1.0166640626299999
ACH-001303,-0.836486137091
ACH-001306,-1.1729103275
ACH-001318,-0.698264179605
ACH-001322,-1.0526083692200001
ACH-001328,-0.8257307688869999
ACH-001332,-0.757825785959
ACH-001333,-1.04371737604
ACH-001336,-0.9139913158140001
ACH-001340,-0.703302483701
ACH-001346,-0.786661492573
ACH-001353,-0.873684942975
ACH-001354,-0.727488819719
ACH-001367,-0.899958204284
ACH-001368,-0.775198102905
ACH-001374,-0.815729790355
ACH-001375,-1.04635354994
ACH-001377,-1.28120725953
ACH-001380,-0.973429028419
ACH-001391,-0.894721948069
ACH-001407,-0.949297420053
ACH-001408,-0.9076505315919999
ACH-001413,-0.8543826702940001
ACH-001430,-1.12001383102
ACH-001431,-1.00347440904
ACH-001450,-0.796130952768
ACH-001496,-0.9776355568680001
ACH-001500,-1.2379175592799998
ACH-001521,-0.7672191420669999
ACH-001523,-0.914541878243
ACH-001532,-0.825570383182
ACH-001536,-0.8743980838429999
ACH-001550,-1.0475229584999999
ACH-001552,-1.0145308066299998
ACH-001554,-0.764200971652
ACH-001645,-1.06199325075
ACH-001654,-0.7228570685860001
ACH-001715,-0.8994710723520001
ACH-001735,-0.980244909359
ACH-001736,-1.02599719566
ACH-001737,-0.919741211752
ACH-001740,-0.7434072746250001
ACH-001745,-0.668563881421
ACH-001750,-1.1158504367
ACH-001765,-0.84720135068
ACH-001956,-0.8173164252449999
ACH-001957,-0.5733852257600001
