,CSPG4 (1464)
ACH-000004,-0.415088561654
ACH-000007,-0.615376888733
ACH-000009,-0.280101010047
ACH-000011,-0.5179843481849999
ACH-000012,-0.292314789487
ACH-000013,-0.228502014129
ACH-000014,-0.338637279942
ACH-000015,-0.290026995093
ACH-000017,-0.17197218904599998
ACH-000018,-0.22896295179099999
ACH-000019,-0.21340841209199998
ACH-000021,-0.121744280548
ACH-000022,-0.496612378385
ACH-000025,-0.347708905159
ACH-000028,-0.180612892839
ACH-000030,-0.308373325027
ACH-000035,-0.1237199481
ACH-000036,-0.262532772564
ACH-000037,-0.191962593728
ACH-000039,-0.35473002187200003
ACH-000040,-0.05507697937059999
ACH-000041,-0.0705451234543
ACH-000042,-0.326575550373
ACH-000045,-0.342276558262
ACH-000047,-0.233805280756
ACH-000052,-0.277885126869
ACH-000053,-0.285740431213
ACH-000054,-0.458974789457
ACH-000055,-0.0207378080132
ACH-000060,-0.124608334664
ACH-000067,-0.33675668013800003
ACH-000070,-0.289360024129
ACH-000075,-0.551259491483
ACH-000078,-0.382386736786
ACH-000082,-0.171288052533
ACH-000085,-0.258220752679
ACH-000086,-0.376499630402
ACH-000087,-0.470104857458
ACH-000092,-0.361503260791
ACH-000095,-0.319063944236
ACH-000097,-0.265586937399
ACH-000098,-0.19956467395599997
ACH-000099,-0.177569270007
ACH-000108,-0.32702737876800003
ACH-000113,-0.255377090774
ACH-000115,-0.48743510413099994
ACH-000116,-0.21938940531599999
ACH-000118,-0.14743343720000002
ACH-000120,-0.344328382365
ACH-000123,-0.236088980956
ACH-000127,-0.291398996607
ACH-000128,-0.338967701928
ACH-000132,-0.312460943276
ACH-000133,-0.322077154558
ACH-000137,-0.0841282800371
ACH-000138,-0.16222513342599998
ACH-000142,-0.211688390419
ACH-000143,-0.218693719437
ACH-000146,-0.323467453961
ACH-000148,-0.36909655111999995
ACH-000150,-0.433926045282
ACH-000152,-0.17159852023299998
ACH-000153,-0.22266494362300002
ACH-000159,-0.315433387256
ACH-000160,-0.320331158214
ACH-000163,-0.245108274808
ACH-000167,-0.280101779073
ACH-000168,0.0434235793733
ACH-000169,-0.21663939987199998
ACH-000178,-0.250431217592
ACH-000182,-0.188450950104
ACH-000183,-0.323318021347
ACH-000188,-0.20145111705
ACH-000189,-0.426711919021
ACH-000190,-0.09525741498950001
ACH-000198,-0.250696405093
ACH-000204,-0.26225662713000003
ACH-000206,-0.0561499224746
ACH-000207,-0.20745723056899998
ACH-000211,-0.20555734335
ACH-000215,-0.143853895672
ACH-000221,-0.299509889792
ACH-000222,-0.531815412157
ACH-000223,-0.19262803389199998
ACH-000226,-0.0963639660719
ACH-000227,-0.259086118524
ACH-000228,-0.242207589651
ACH-000231,-0.17770065777199998
ACH-000232,-0.153581567651
ACH-000233,-0.228648667109
ACH-000234,0.0036042685977399997
ACH-000235,-0.350586035999
ACH-000237,-0.234064437797
ACH-000238,-0.237877712601
ACH-000243,-0.35459819381499996
ACH-000244,-0.34737200669299995
ACH-000246,-0.201600523875
ACH-000248,-0.203171659526
ACH-000250,-0.17421534266199998
ACH-000251,-0.11304513830299999
ACH-000253,-0.21986534529899998
ACH-000255,-0.343812994586
ACH-000256,-0.352080681658
ACH-000257,-0.188403656576
ACH-000258,-0.265304274632
ACH-000259,-0.21464494447000002
ACH-000260,-0.243516314164
ACH-000261,-0.43182681766900005
ACH-000262,-0.139689098738
ACH-000263,-0.363683893815
ACH-000264,-0.029718266225799997
ACH-000265,-0.320632533406
ACH-000266,-0.38503020794200005
ACH-000272,-0.234262508515
ACH-000273,-0.284833392756
ACH-000274,-0.47999466691299997
ACH-000277,-0.221069352542
ACH-000278,-0.271927092305
ACH-000279,-0.193881981867
ACH-000280,-0.43623834681699997
ACH-000281,-0.34665737487099996
ACH-000288,-0.311163669313
ACH-000291,-0.306425663589
ACH-000293,-0.234605927763
ACH-000294,-0.400667079727
ACH-000295,-0.220417542374
ACH-000296,-0.457242448288
ACH-000302,-0.391402953614
ACH-000304,-0.435573315995
ACH-000307,-0.282542343103
ACH-000308,-0.245735662623
ACH-000310,-0.14126478597300002
ACH-000311,-0.413643284444
ACH-000312,-0.18090329286899998
ACH-000315,-0.056946757105
ACH-000316,-0.245579756824
ACH-000317,-0.283676112634
ACH-000318,-0.364871867909
ACH-000319,-0.49057815082500006
ACH-000320,-0.23475887886
ACH-000322,-0.269815698263
ACH-000323,-0.043757238241300005
ACH-000324,-0.248814218285
ACH-000329,-0.16347056302100002
ACH-000330,-0.186901599448
ACH-000331,-0.35356861613000007
ACH-000332,-0.385498599814
ACH-000334,-0.15241239542
ACH-000335,-0.26760878128000004
ACH-000336,0.0643305638688
ACH-000337,-0.11336165887
ACH-000339,-0.109149141528
ACH-000341,-0.05621220346940001
ACH-000348,-0.103793989179
ACH-000350,-0.209929746149
ACH-000352,-0.08372041501680001
ACH-000356,-0.200885207135
ACH-000361,-0.519154618579
ACH-000362,-0.324575616416
ACH-000363,-0.15169430779
ACH-000364,-0.21962858895
ACH-000365,-0.361705677878
ACH-000366,-0.225336632033
ACH-000368,-0.41644725493100004
ACH-000374,-0.0520604994315
ACH-000375,-0.0773636052443
ACH-000376,-0.159435420444
ACH-000381,-0.30892244235399996
ACH-000383,-0.216484133224
ACH-000387,-0.391310971392
ACH-000389,-0.0953205481607
ACH-000390,-0.555451568408
ACH-000393,-0.14894246649499998
ACH-000395,-0.50124820464
ACH-000397,-0.21721224660100003
ACH-000401,-0.125473578021
ACH-000402,-0.680963481101
ACH-000403,-0.269383287618
ACH-000404,-0.38693424886
ACH-000406,-0.19158951289
ACH-000407,-0.46142496646000003
ACH-000408,-0.41280514904700005
ACH-000410,-0.117318569493
ACH-000411,-0.13337880413699998
ACH-000414,-0.285672020014
ACH-000415,-0.287134816424
ACH-000416,-0.363276065079
ACH-000420,0.0454260720911
ACH-000421,-0.264183572317
ACH-000424,-0.207411473766
ACH-000425,-0.172291428159
ACH-000426,-0.698485941966
ACH-000427,-0.07401164881569999
ACH-000433,-0.19755775931800001
ACH-000436,-0.286793760861
ACH-000444,-0.215356426875
ACH-000445,-0.151965601942
ACH-000448,-0.338592607499
ACH-000450,-0.101893109456
ACH-000452,-0.305575744379
ACH-000454,-0.156332633285
ACH-000458,-0.374455789053
ACH-000459,-0.16504257389799998
ACH-000460,-0.291114562165
ACH-000461,-0.12816731866699999
