,AMD1 (262)
ACH-000004,-0.052270833524400005
ACH-000007,-0.345392941392
ACH-000009,-0.42402910162
ACH-000011,-0.720133736557
ACH-000012,-0.255368668797
ACH-000013,-0.0568705701963
ACH-000014,-0.639193521149
ACH-000015,-0.116629223782
ACH-000017,-0.511926605085
ACH-000018,-0.617813481684
ACH-000019,-0.148586080299
ACH-000021,-0.554504863924
ACH-000022,0.041392261659
ACH-000025,-0.391245759169
ACH-000028,-0.694681210759
ACH-000030,-0.781680958022
ACH-000035,-0.333343134435
ACH-000036,-0.664839641719
ACH-000037,-0.426643940161
ACH-000039,-0.6150684687560001
ACH-000040,-0.323265529474
ACH-000041,-0.26108136868500004
ACH-000042,-0.387274947093
ACH-000045,-0.20804757820099998
ACH-000047,-0.7336498440279999
ACH-000052,-0.163386485011
ACH-000053,-0.45249251205799995
ACH-000054,0.0106416232187
ACH-000055,-0.58682994428
ACH-000060,-0.493740433184
ACH-000067,-0.120208189561
ACH-000070,-0.890484493283
ACH-000075,-0.419592353869
ACH-000078,-0.08568455643799999
ACH-000082,-0.09295134892139999
ACH-000085,-0.209330156812
ACH-000086,-0.156611729846
ACH-000087,-0.343649636266
ACH-000092,-0.224280918826
ACH-000095,-0.700454809171
ACH-000097,-0.973798895791
ACH-000098,-0.0864017407585
ACH-000099,0.0143120170973
ACH-000108,-1.07820191795
ACH-000113,-0.541899106278
ACH-000115,-0.10279200775
ACH-000116,-0.09628707145130001
ACH-000118,-0.233882106975
ACH-000120,-0.164607092463
ACH-000123,-0.287099560716
ACH-000127,-0.833710526214
ACH-000128,-0.30248982888500003
ACH-000132,-0.34408315533
ACH-000133,-0.144520088397
ACH-000137,-0.263448167586
ACH-000138,-0.7519658907889999
ACH-000142,-0.44247840373400005
ACH-000143,-0.25223429972399997
ACH-000146,-0.804074167699
ACH-000148,-0.13138199941099998
ACH-000150,-0.416258754699
ACH-000152,-0.360552154176
ACH-000153,-0.51591835633
ACH-000159,-0.7501224551819999
ACH-000160,-0.10892072053099999
ACH-000163,-0.253265193939
ACH-000167,-0.949722042535
ACH-000168,-0.378623175936
ACH-000169,-0.246824801413
ACH-000178,-0.39614098884300003
ACH-000182,-0.618787435426
ACH-000183,-0.180869334922
ACH-000188,-0.434639407157
ACH-000189,-0.916440545117
ACH-000190,-0.45558195814900004
ACH-000198,-0.597108442391
ACH-000204,0.41482861998899995
ACH-000206,-0.387289869221
ACH-000207,-0.0948588155521
ACH-000211,-0.0178535133535
ACH-000215,-0.013033724568100001
ACH-000221,-0.0479608619651
ACH-000222,-0.70720080878
ACH-000223,-0.313849080693
ACH-000226,-0.162756791347
ACH-000227,-0.377446316487
ACH-000228,-0.211155388953
ACH-000231,-0.340425148925
ACH-000232,0.046613170112500005
ACH-000233,-0.5774797792949999
ACH-000234,-0.667096196751
ACH-000235,-0.6245872055080001
ACH-000237,-0.19929063819
ACH-000238,-0.0310424657964
ACH-000243,-0.2000564356
ACH-000244,0.103473512676
ACH-000246,-0.49535432271499996
ACH-000248,-0.322207069531
ACH-000250,-0.44830778361699997
ACH-000251,-0.48813432243
ACH-000253,-0.57114036265
ACH-000255,-0.10119941654100001
ACH-000256,-0.392427252081
ACH-000257,-0.574295621013
ACH-000258,-0.6909351394300001
ACH-000259,-0.272091468924
ACH-000260,-0.276799145438
ACH-000261,-0.107098947401
ACH-000262,0.0377817567365
ACH-000263,-0.384180158678
ACH-000264,-0.405582904525
ACH-000265,-0.357552044867
ACH-000266,-0.401763292992
ACH-000272,-0.645971773156
ACH-000273,-0.822012689318
ACH-000274,-0.251704829944
ACH-000277,-0.6774509690260001
ACH-000278,-0.618585308785
ACH-000279,-0.278504973899
ACH-000280,-0.0685738064647
ACH-000281,-0.8630510691329999
ACH-000288,-0.334699030219
ACH-000291,-0.0935442923872
ACH-000293,-0.111863338647
ACH-000294,-1.04207799338
ACH-000295,-0.158954526097
ACH-000296,-0.567578357789
ACH-000302,-0.199715388395
ACH-000304,-0.379147208709
ACH-000307,-0.259808612159
ACH-000308,-0.287423933824
ACH-000310,-0.259834016693
ACH-000311,0.0681697457122
ACH-000312,-0.150429693323
ACH-000315,-0.8239217558249999
ACH-000316,-0.415408387025
ACH-000317,-0.9744576388889999
ACH-000318,-0.08834429742689999
ACH-000319,-0.475680893742
ACH-000320,-0.320658169615
ACH-000322,-0.778747276773
ACH-000323,-0.087306689395
ACH-000324,-0.764196328521
ACH-000329,-0.0623597455332
ACH-000330,-0.417836774005
ACH-000331,-0.0922229831532
ACH-000332,-0.440660033469
ACH-000334,-0.503709307834
ACH-000335,-0.338908358648
ACH-000336,-0.101749888268
ACH-000337,0.0373121025952
ACH-000339,-0.9353047386660001
ACH-000341,-0.17552738657400002
ACH-000348,-0.351327638611
ACH-000350,-0.526655664948
ACH-000352,-0.509372012896
ACH-000356,-0.14773924683599998
ACH-000361,-0.211099725604
ACH-000362,-0.312466730388
ACH-000363,-0.327025611416
ACH-000364,-0.358289211223
ACH-000365,-1.08477794937
ACH-000366,-0.39449459305699996
ACH-000368,-0.236680017586
ACH-000374,-0.370957411542
ACH-000375,-0.6728673138779999
ACH-000376,-0.22699234957199999
ACH-000381,-0.534430654341
ACH-000383,-0.662396978694
ACH-000387,-0.270896305588
ACH-000389,-0.194145055728
ACH-000390,-0.20399121847100002
ACH-000393,-0.393149805784
ACH-000395,-0.8368526132619999
ACH-000397,-0.396651032947
ACH-000401,-0.561941079649
ACH-000402,-0.483892463408
ACH-000403,-0.347039441466
ACH-000404,-0.59327773106
ACH-000406,-0.37447533501999997
ACH-000407,-0.293686045448
ACH-000408,-0.7904925439899999
ACH-000410,-0.27550751243099997
ACH-000411,-0.288159829745
ACH-000414,0.0108753208124
ACH-000415,-0.231897671497
ACH-000416,-0.205252238338
ACH-000420,-0.503904365324
ACH-000421,-0.38871300431
ACH-000424,-0.33580603953599997
ACH-000425,-0.41993636462300005
ACH-000426,-0.49551700606700005
ACH-000427,-0.144357367957
ACH-000433,-0.33798298996699994
ACH-000436,-0.326327046075
ACH-000444,-0.35837928320600004
ACH-000445,-0.220158436452
ACH-000448,-0.161611084849
ACH-000450,-0.541437786545
ACH-000452,-0.10881301138699999
ACH-000454,-0.680001980297
ACH-000458,-0.671643284519
ACH-000459,-1.0709981891299998
ACH-000460,-0.529347494729
ACH-000461,-0.361674193523
ACH-000463,-0.143793349562
ACH-000464,0.054630051785
ACH-000466,-0.367390960412
ACH-000467,-0.44145768491099996
ACH-000468,-0.266559859828
ACH-000469,0.0646412283265
ACH-000470,-0.9230855618230001
ACH-000471,-0.70777893241
ACH-000472,-0.0901113186347
ACH-000473,-0.0246854619526
ACH-000475,-0.629129382616
ACH-000476,-0.39167502853200004
ACH-000477,-0.512071974573
ACH-000480,-0.158948916576
ACH-000481,-0.7706968094939999
ACH-000483,-0.592766579249
ACH-000484,-0.471486052282
ACH-000485,-0.254796445037
ACH-000486,-0.340443939595
ACH-000487,-0.416248239931
ACH-000488,-0.141248417343
ACH-000490,0.00797803092036
ACH-000491,-0.08078103877380001
ACH-000495,-0.670647272364
ACH-000496,-0.449260625261
ACH-000499,-0.411197283581
ACH-000500,-0.359296882501
ACH-000502,-0.537209683817
ACH-000503,-0.24310186200599998
ACH-000505,-0.662340370463
ACH-000507,-0.7180067948800001
ACH-000510,-0.45981565345200004
ACH-000511,-0.395798521397
ACH-000512,-1.0264014074299999
ACH-000516,-0.287279287705
ACH-000517,-0.528372486414
ACH-000518,-0.255104684953
ACH-000520,-0.40146516340899996
ACH-000521,-0.578034961655
ACH-000522,-0.07808194304930001
ACH-000524,-0.0789202572093
ACH-000527,-0.292325754503
ACH-000528,-0.117630859292
ACH-000537,-0.721592710513
ACH-000541,-0.4133063968
ACH-000542,-0.307232824188
ACH-000544,-0.207491459624
ACH-000545,-0.30005965137400004
ACH-000547,-0.148364098736
ACH-000548,-0.950635942741
ACH-000549,-0.49581880622100005
ACH-000550,-0.312753423519
ACH-000552,-0.23403050920000001
ACH-000556,-0.374313580019
ACH-000557,0.13238222275999997
ACH-000570,-0.28186996084800003
ACH-000571,-0.353823440699
ACH-000573,-0.453958287
ACH-000576,-0.49289060403499996
ACH-000580,-0.180610463398
ACH-000584,-0.9169048894299999
ACH-000585,-0.10901821315199998
ACH-000588,-0.310542728155
ACH-000589,-0.291112621846
ACH-000591,-0.0980458641956
ACH-000593,-0.603665864526
ACH-000600,-0.483126482649
ACH-000601,-0.486481718098
ACH-000604,-0.25134937459
ACH-000605,-0.297178473297
ACH-000606,-0.19502604864
ACH-000608,-0.479925728232
ACH-000614,-1.0496632429200001
ACH-000616,-0.09811378427989999
ACH-000618,-0.8938914887180001
ACH-000619,-0.9356345174899999
ACH-000620,-0.21248261886
ACH-000621,-0.637758177417
ACH-000622,-0.18922421781800003
ACH-000623,0.0024168071778
ACH-000624,-0.341869002746
ACH-000627,-0.677033534712
ACH-000630,-0.21289763222199998
ACH-000632,-0.550558648822
ACH-000633,-0.42821046732
ACH-000637,-0.17248042248599998
ACH-000638,-1.08020713814
ACH-000646,-0.0165987889073
ACH-000647,-0.431526284174
ACH-000648,-0.712784626999
ACH-000649,-0.493664846831
ACH-000651,-0.617347506091
