,CLP1 (10978)
ACH-000188,-1.01087301176
ACH-000189,-1.28669390341
ACH-000190,-0.869162484957
ACH-000198,-1.40929626869
ACH-000204,-1.25519690296
ACH-000206,-1.18752795427
ACH-000207,-1.14527982793
ACH-000211,-1.18595397196
ACH-000215,-1.3265137232700002
ACH-000221,-1.29629926216
ACH-000222,-1.31287222925
ACH-000223,-1.27230912638
ACH-000226,-1.2694226183600001
ACH-000227,-1.28288908932
ACH-000228,-1.31993784597
ACH-000231,-1.31525313024
ACH-000232,-1.29296494588
ACH-000233,-1.27678117158
ACH-000234,-1.4958599189
ACH-000235,-1.2814813599500001
ACH-000237,-0.9696171214139999
ACH-000238,-1.33205229831
ACH-000243,-1.1154041600700002
ACH-000244,-1.29995123161
ACH-000246,-1.14353106112
ACH-000248,-1.06724832763
ACH-000250,-1.25599680273
ACH-000251,-0.79618403057
ACH-000253,-1.2763640939299998
ACH-000255,-1.4937778605899998
ACH-000256,-0.94265003708
ACH-000257,-1.29166418798
ACH-000258,-1.5824672255
ACH-000259,-1.03898670981
ACH-000260,-1.19939972935
ACH-000261,-1.25581307419
ACH-000262,-1.34458874771
ACH-000263,-1.55203522209
ACH-000264,-1.2141198760299998
ACH-000265,-1.22376953299
ACH-000266,-1.2263287260299998
ACH-000272,-1.20240696582
ACH-000273,-1.28866626852
ACH-000274,-1.54136771007
ACH-000277,-1.51947464696
ACH-000278,-0.99928486705
ACH-000279,-1.12604986842
ACH-000280,-1.4801852738799999
ACH-000281,-1.5340846386700002
ACH-000288,-1.22130642635
ACH-000291,-1.25463806728
ACH-000293,-1.3658176043999999
ACH-000294,-1.03000176404
ACH-000295,-1.4251247159399998
ACH-000296,-1.4906182464
ACH-000302,-1.07066778644
ACH-000304,-1.20078330669
ACH-000307,-1.24690594305
ACH-000308,-1.25754297535
ACH-000310,-1.3729214885299998
ACH-000311,-1.2043033637799998
ACH-000312,-1.31321805622
ACH-000315,-1.71191938141
ACH-000316,-1.1910985343
ACH-000317,-1.12752803088
ACH-000318,-1.09851616754
ACH-000319,-1.13060900266
ACH-000320,-1.26641929907
ACH-000322,-1.41981761275
ACH-000323,-1.20403635092
ACH-000324,-1.10713210359
ACH-000329,-1.3621080439200002
ACH-000330,-1.43671586505
ACH-000331,-1.10079603808
ACH-000332,-1.3883792690999999
ACH-000334,-1.11155578999
ACH-000335,-1.10612134997
ACH-000336,-1.29909141893
ACH-000337,-1.6715627377000002
ACH-000339,-1.25646845405
ACH-000341,-1.15649456838
ACH-000348,-1.0722612636700002
ACH-000350,-1.8058283801900001
ACH-000352,-1.19165781006
ACH-000356,-1.33826287759
ACH-000361,-1.21461919331
ACH-000362,-1.1282665168700001
ACH-000363,-1.3931911867500002
ACH-000364,-1.11606848542
ACH-000365,-1.23141337521
ACH-000366,-1.39266333881
ACH-000368,-1.22567141326
ACH-000374,-1.1934932360200001
ACH-000375,-1.20132867747
ACH-000376,-1.30781915779
ACH-000381,-1.19839261081
ACH-000383,-1.16273537277
ACH-000387,-0.934625151673
ACH-000389,-1.1905304895200002
ACH-000390,-1.23594059915
ACH-000393,-1.2706317656000001
ACH-000395,-1.21019543763
ACH-000397,-1.0238819958
ACH-000401,-0.9180387583949999
ACH-000402,-0.996311199027
ACH-000403,-1.4126781490600002
ACH-000404,-1.01521822485
ACH-000406,-1.2085345884
ACH-000407,-1.36129335449
ACH-000408,-1.0338171978200001
ACH-000410,-1.20785674705
ACH-000411,-1.22530427164
ACH-000414,-1.17279912344
ACH-000415,-1.45399886223
ACH-000416,-1.2386150752399998
ACH-000420,-1.2765425531499999
ACH-000421,-1.13688324571
ACH-000424,-1.44781891268
ACH-000425,-1.06832354998
ACH-000426,-1.2779613928
ACH-000427,-1.55831176806
ACH-000433,-1.5068933822
ACH-000436,-0.936801973112
ACH-000444,-1.29137575202
ACH-000445,-1.02386140134
ACH-000448,-1.23373280096
ACH-000450,-0.9840991329709999
ACH-000452,-1.48583852591
ACH-000454,-1.15714317713
ACH-000458,-1.15963309199
ACH-000459,-0.450628287623
ACH-000460,-1.28817551177
ACH-000461,-1.2878369131899998
ACH-000463,-1.3875733912700001
ACH-000464,-1.42804069359
ACH-000466,-1.3733627185600001
ACH-000467,-1.3067739632100002
ACH-000468,-1.29040225595
ACH-000469,-1.1909437254200002
ACH-000470,-1.3719146830000002
ACH-000471,-1.4091296774000002
ACH-000472,-1.1438037093200002
ACH-000473,-1.08948614881
ACH-000475,-1.1989397126799999
ACH-000476,-1.32829965166
ACH-000477,-0.66167381545
ACH-000480,-1.03611073082
ACH-000481,-1.32262290484
ACH-000483,-1.03829809984
ACH-000484,-1.3302068774200002
ACH-000485,-1.42266983257
ACH-000486,-1.24033976727
ACH-000487,-1.14893626391
ACH-000488,-1.05387258041
ACH-000490,-1.2409470062999999
ACH-000491,-1.64052476303
ACH-000495,-1.17754147142
ACH-000496,-1.09721003461
ACH-000499,-0.793078078636
ACH-000500,-1.30962804071
ACH-000502,-1.14234418037
ACH-000503,-1.16824934703
ACH-000505,-1.28586338744
ACH-000507,-1.3049681339399999
ACH-000510,-1.40180533397
ACH-000511,-1.0905704967399998
ACH-000512,-1.50078597246
ACH-000516,-1.40668093794
ACH-000517,-1.3551463672600002
ACH-000518,-1.4540755170100002
ACH-000520,-0.989325405477
ACH-000521,-1.35866905496
ACH-000522,-1.1333779826000001
ACH-000524,-1.2812146440899999
ACH-000527,-1.28886712899
ACH-000528,-1.28835078938
ACH-000537,-1.39992061561
ACH-000541,-1.43785765926
ACH-000542,-1.0781813476
ACH-000544,-1.24703259279
ACH-000545,-1.26098363186
ACH-000547,-1.05214054549
ACH-000548,-0.898853733781
ACH-000549,-1.16126020767
ACH-000550,-1.0439772038700001
ACH-000552,-1.1256635144
ACH-000556,-1.47095825083
ACH-000557,-1.3362318302399998
ACH-000570,-1.40840609067
ACH-000571,-1.35458841731
ACH-000573,-1.1418241706799999
ACH-000576,-1.2279419114
ACH-000580,-1.2687812972299999
ACH-000584,-1.1929248093
ACH-000585,-1.03075951233
ACH-000588,-1.16637576713
ACH-000589,-1.1922806757
ACH-000591,-1.3853650249
ACH-000593,-1.08559537805
ACH-000600,-1.27366280541
ACH-000601,-1.42973659143
ACH-000604,-0.7648173366519999
ACH-000605,-0.961531646483
ACH-000606,-1.16465210066
ACH-000608,-1.56925029195
ACH-000614,-0.913117614445
ACH-000616,-1.11567151795
ACH-000618,-1.20615052256
ACH-000619,-1.1087679591600001
ACH-000620,-1.1041206927
ACH-000621,-1.47449574326
ACH-000622,-1.3412595526100002
ACH-000623,-1.28100774823
ACH-000624,-1.03841936066
ACH-000627,-1.31768637465
ACH-000630,-1.20078115296
ACH-000632,-0.880022011702
ACH-000633,-1.13193475662
ACH-000637,-1.0050589047799998
ACH-000638,-1.20949776404
ACH-000646,-1.41596759274
ACH-000647,-1.4464241805700002
ACH-000648,-1.5663341900499999
ACH-000649,-1.2469918205700001
ACH-000651,-1.1746688816500002
ACH-000652,-1.28331217781
ACH-000653,-1.08328349765
ACH-000657,-1.33470796245
ACH-000658,-1.20658317638
ACH-000661,-0.95768763998
ACH-000662,-1.03411167327
ACH-000663,-1.03895305345
ACH-000665,-1.2851463927200002
ACH-000671,-1.3827310340799999
ACH-000673,-1.1324302770799999
ACH-000676,-1.16635635596
ACH-000677,-1.08350928039
ACH-000681,-1.11188477986
ACH-000682,-1.33504420798
ACH-000683,-1.28239230961
ACH-000684,-1.1602668496700002
ACH-000688,-1.1889390616600002
ACH-000693,-1.05149505524
ACH-000694,-1.15749218258
ACH-000695,-1.7138763276
ACH-000696,-1.16572306996
ACH-000697,-1.37064011595
ACH-000699,-1.15775471257
ACH-000701,-1.20533775582
ACH-000706,-1.2605445825100001
ACH-000711,-1.1964963727200002
ACH-000713,-1.34099277515
ACH-000714,-1.16759359624
ACH-000718,-1.6446382664399999
ACH-000720,-1.24796251785
ACH-000721,-1.30837976581
ACH-000724,-1.4871805873
ACH-000725,-1.22847152225
ACH-000732,-1.1154038742299999
ACH-000734,-1.17655455928
ACH-000735,-1.08329281167
ACH-000736,-1.1209743831
ACH-000738,-1.2655578013700002
ACH-000746,-1.0758998956899999
ACH-000747,-1.06808854892
ACH-000748,-1.30319520842
ACH-000753,-1.19977888328
ACH-000756,-1.17692313766
ACH-000757,-1.38188478388
ACH-000758,-1.29442951866
ACH-000760,-1.47036806304
ACH-000763,-1.28835975681
ACH-000764,-1.4865282836000002
ACH-000765,-1.25958123343
ACH-000766,-1.0562787272299998
ACH-000767,-1.3510066774899998
ACH-000768,-1.03790194654
ACH-000769,-1.28168892704
ACH-000770,-1.2024793548000001
ACH-000771,-1.25550996295
ACH-000773,-1.4619060038999998
ACH-000776,-1.1383462897399999
ACH-000777,-1.09042906515
ACH-000778,-1.9883497350400001
ACH-000781,-1.3713110590900002
ACH-000782,-1.1536385550900001
ACH-000783,-1.46518992093
ACH-000784,-1.15055237937
ACH-000785,-1.41410429394
ACH-000787,-1.1651951327299999
ACH-000788,-1.22740182221
ACH-000791,-1.3546895564599999
ACH-000792,-1.23359262217
ACH-000794,-1.33634761058
ACH-000796,-1.4141106234099998
ACH-000799,-1.21255630494
ACH-000800,-1.0581617195200002
ACH-000802,-0.9117947145499999
ACH-000804,-1.25646617161
ACH-000805,-0.9775812841150001
ACH-000809,-1.31517794344
ACH-000810,-1.37311448426
ACH-000811,-1.45627148945
ACH-000817,-0.876068587977
ACH-000819,-1.3769016580899998
ACH-000820,-1.49119678912
ACH-000821,-1.6453216539200002
ACH-000822,-1.6219132828
ACH-000823,-1.25063035214
ACH-000824,-1.47696696993
ACH-000827,-1.13412620687
ACH-000829,-1.4763646055200002
ACH-000831,-1.15278856997
ACH-000832,-0.975085994145
ACH-000833,-1.21282907612
ACH-000834,-1.12677570437
ACH-000835,-1.25017452345
ACH-000836,-0.843469670643
ACH-000837,-1.37436377436
ACH-000838,-1.19248915609
ACH-000839,-1.41073756094
ACH-000840,-1.20451446592
ACH-000841,-1.2565842666
ACH-000843,-1.21124089224
ACH-000846,-1.40387821625
ACH-000847,-1.15600243783
ACH-000848,-1.35880193787
ACH-000849,-1.1593943416399999
ACH-000851,-1.09229249425
ACH-000855,-1.5092083552700002
ACH-000856,-1.35889436454
ACH-000858,-1.16899364824
ACH-000859,-1.3155355228299999
ACH-000861,-1.22005494036
ACH-000862,-1.4297427637
ACH-000865,-1.2977769186399999
ACH-000866,-1.28856448881
ACH-000867,-1.38462975519
ACH-000869,-1.21602325416
ACH-000872,-1.27577973637
ACH-000873,-1.33549761627
ACH-000876,-1.0876139861799998
ACH-000878,-1.12239634733
ACH-000880,-1.32961261935
ACH-000881,-1.15779162362
ACH-000882,-1.1344370932899999
ACH-000884,-1.09234725554
ACH-000885,-1.32705964552
ACH-000887,-1.3758770622799998
ACH-000888,-1.38093241609
ACH-000889,-1.24982468877
ACH-000890,-1.16325203109
ACH-000896,-1.12416992941
ACH-000898,-1.42290671019
ACH-000900,-1.3500004651
ACH-000901,-1.3515597542200002
ACH-000905,-1.19902555561
ACH-000906,-1.25655030805
ACH-000907,-0.9637142953910001
ACH-000910,-1.23163300769
ACH-000911,-1.04691800596
ACH-000912,-1.1132466992899999
ACH-000913,-1.16807913352
ACH-000915,-1.20049915214
ACH-000916,-1.4894440518599998
ACH-000917,-1.37991562581
ACH-000921,-1.3180611789399999
ACH-000924,-1.33574634411
ACH-000926,-1.3584867149700002
ACH-000928,-1.16464594788
ACH-000929,-1.34795537134
ACH-000932,-1.4399406731400002
ACH-000935,-1.02011200843
ACH-000936,-1.30337129151
ACH-000937,-1.4780630782100002
ACH-000938,-1.07066459747
ACH-000939,-1.15476347674
ACH-000941,-1.61768783644
ACH-000943,-1.20591466828
ACH-000946,-1.27245426181
ACH-000947,-1.23826942986
ACH-000948,-1.12205832393
ACH-000950,-1.05215776736
ACH-000953,-1.67382923694
ACH-000957,-1.0408350566700002
ACH-000958,-1.09792844585
ACH-000960,-1.25066553956
ACH-000963,-1.22820487423
ACH-000968,-1.0199741691500002
ACH-000969,-1.34822117645
ACH-000973,-1.3994097406000001
ACH-000974,-1.2934360465399999
ACH-000975,-0.996734676627
ACH-000976,-1.0087356414700002
ACH-000978,-1.21176937395
ACH-000980,-1.29866433229
ACH-000984,-1.22132981166
ACH-000986,-1.15477620452
ACH-000988,-1.3132637935
ACH-000993,-1.2932095380700002
ACH-000994,-1.11023620186
ACH-000996,-1.1387049668
ACH-001001,-1.3293706912899999
ACH-001020,-1.24444261288
ACH-001028,-1.49444410062
ACH-001031,-1.25537229569
ACH-001038,-1.22364738068
ACH-001048,-1.2406581157799998
ACH-001050,-1.37654169651
ACH-001053,-1.2681746324299998
ACH-001054,-1.22088723902
ACH-001061,-1.1460213395299998
ACH-001067,-1.22843180965
ACH-001075,-0.9420965730900001
ACH-001096,-1.3198706900100001
ACH-001128,-0.329560931588
ACH-001134,-1.29665961807
ACH-001151,-1.18685700225
ACH-001163,-1.32408285317
ACH-001164,-1.1895686510799999
ACH-001173,-1.22523810106
ACH-001183,-1.15753918966
ACH-001184,-1.1896810589799998
ACH-001190,-1.85117284718
ACH-001192,-0.949787940813
ACH-001193,-1.22085561241
ACH-001196,-1.10637893935
ACH-001197,-1.16785941855
ACH-001205,-1.30359756099
ACH-001211,-1.414116165
ACH-001212,-1.27860226464
ACH-001228,-1.2805312579500001
ACH-001232,-1.16912017597
ACH-001239,-1.19112658912
ACH-001274,-1.2446035124700001
ACH-001275,-1.253124787
ACH-001277,-1.40504498
ACH-001278,-1.14845672311
ACH-001280,-1.0028334229200002
ACH-001283,-1.13870210038
ACH-001289,-1.2760731422700002
ACH-001295,-1.5546383019699999
ACH-001300,-1.13615566049
ACH-001301,-1.40682654386
ACH-001302,-1.29213160505
ACH-001303,-1.66530394319
ACH-001306,-1.4567500624399998
ACH-001318,-1.1309268587999999
ACH-001322,-1.3208018231
ACH-001328,-1.24628276514
ACH-001332,-0.968040461495
ACH-001333,-1.2102394352899999
ACH-001336,-1.2906030615200001
ACH-001340,-1.05461384958
ACH-001346,-1.05668758172
ACH-001353,-1.25844330859
ACH-001354,-1.0723157402299999
ACH-001367,-1.4305378490600003
ACH-001368,-1.35203012897
ACH-001374,-1.28421842206
ACH-001375,-1.38331922991
ACH-001377,-1.15661509552
ACH-001380,-1.0738832409399999
ACH-001391,-1.45677181979
ACH-001407,-1.1162625281899998
ACH-001408,-0.946581436224
ACH-001413,-1.17098666748
ACH-001430,-1.1729397167
ACH-001431,-1.40223840035
ACH-001450,-1.3524883110600001
ACH-001496,-0.873833428214
ACH-001500,-1.20027577294
ACH-001521,-1.8094138096
ACH-001523,-1.21894026418
ACH-001532,-1.17996778819
ACH-001536,-1.4098419760299998
ACH-001550,-0.9815895373669999
ACH-001552,-1.27666921427
ACH-001554,-1.2822642527700001
ACH-001645,-1.21879042536
ACH-001654,-1.2274129313600002
ACH-001715,-1.25475333207
ACH-001735,-1.24501991482
ACH-001736,-1.15804939683
ACH-001737,-0.771115674622
ACH-001740,-1.02883813052
ACH-001745,-1.1877986868100001
ACH-001750,-1.33377358877
ACH-001765,-1.07315404545
ACH-001956,-1.2146575338799999
ACH-001957,-1.35956341087
