,RNFT1 (51136)
ACH-000004,-0.151466449241
ACH-000007,0.0734222525754
ACH-000009,-0.295375645928
ACH-000011,-0.0515880194786
ACH-000012,-0.0626212170657
ACH-000013,-0.0195027267308
ACH-000014,0.053838002795699995
ACH-000015,0.08092530733360001
ACH-000017,0.0217820949309
ACH-000018,0.166846743198
ACH-000019,-0.6432830146399999
ACH-000021,0.0932975910246
ACH-000022,0.101839467191
ACH-000025,0.04625680019230001
ACH-000028,-0.5614638578450001
ACH-000030,-0.00975866074226
ACH-000035,-0.25223105932100004
ACH-000036,-0.150573863295
ACH-000037,-0.212209310647
ACH-000039,-0.3062173377
ACH-000040,-0.151878776701
ACH-000041,-0.0819076359936
ACH-000042,-0.143348203458
ACH-000045,-0.12082172994200001
ACH-000047,0.00993091863619
ACH-000052,0.105214317596
ACH-000053,-0.0139620860507
ACH-000054,-0.22212747704500002
ACH-000055,-0.14972851752
ACH-000060,-0.103059372906
ACH-000067,-0.13418010011
ACH-000070,0.114296025737
ACH-000075,-0.0507440358156
ACH-000078,-0.162896921511
ACH-000082,-0.0471149967394
ACH-000085,0.0938597240602
ACH-000086,0.00341259173702
ACH-000087,-0.00899567492003
ACH-000092,0.036689206596300004
ACH-000095,-0.102673427766
ACH-000097,-0.1546267333
ACH-000098,-0.017640702412299997
ACH-000099,0.0076830180777199995
ACH-000108,-0.0007336146394129999
ACH-000113,-0.0984649416606
ACH-000115,-0.0672676491024
ACH-000116,-0.0837881307354
ACH-000118,0.10308300446900001
ACH-000120,-0.274991119434
ACH-000123,0.0784414690939
ACH-000127,0.06854541475930001
ACH-000128,-0.168925699215
ACH-000132,-0.0059386923505899995
ACH-000133,-0.0475294034313
ACH-000137,-0.0321028118046
ACH-000138,-0.113714390786
ACH-000142,-0.15861775157
ACH-000143,-0.16834148708500002
ACH-000146,-0.038896937848900005
ACH-000148,-0.0385376170332
ACH-000150,-0.27650417322
ACH-000152,-0.334402474021
ACH-000153,-0.05153780976840001
ACH-000159,-0.0437899681116
ACH-000160,0.00886338342571
ACH-000163,-0.131042186303
ACH-000167,-0.173517979912
ACH-000168,-0.274225630793
ACH-000169,-0.0066092724687200005
ACH-000178,-0.00934097330031
ACH-000182,-0.0283205332032
ACH-000183,0.08033481364180001
ACH-000188,-0.121413288659
ACH-000189,0.39467767580700003
ACH-000190,0.0191770290267
ACH-000198,-0.0556346158101
ACH-000204,-0.025933304174799998
ACH-000206,0.066443358813
ACH-000207,0.042261800703800007
ACH-000211,-0.0389029006963
ACH-000215,0.04823767973180001
ACH-000221,0.057043230045
ACH-000222,0.0715078049866
ACH-000223,-0.020459748716799998
ACH-000226,-0.0985894608793
