,TCEB2 (6923)
ACH-000004,-1.6352181537900001
ACH-000007,-1.2319500999
ACH-000009,-0.35099444882700004
ACH-000011,-1.2938144092000001
ACH-000012,-1.39457884065
ACH-000013,-1.54921343826
ACH-000014,-1.92768525906
ACH-000015,-1.40659497916
ACH-000017,-1.61300243924
ACH-000018,-1.40745009081
ACH-000019,-1.34598363507
ACH-000021,-1.30576817433
ACH-000022,-1.03915066168
ACH-000025,-1.42402894926
ACH-000028,-1.3435592892299997
ACH-000030,-1.58289802342
ACH-000035,-1.1789964036
ACH-000036,-1.3580187001800001
ACH-000037,-1.68157958507
ACH-000039,-1.40670843729
ACH-000040,-1.43053382682
ACH-000041,-1.62714528636
ACH-000042,-1.13239880027
ACH-000045,-1.46856815031
ACH-000047,-1.22996266936
ACH-000052,-1.1655281746
ACH-000053,-1.36193007742
ACH-000054,-1.06090994844
ACH-000055,-1.55335024674
ACH-000060,-1.2957361011
ACH-000067,-1.21179677967
ACH-000070,-1.65469929102
ACH-000075,-1.18692758648
ACH-000078,-1.81210820785
ACH-000082,-2.03027650103
ACH-000085,-1.6269301767700002
ACH-000086,-0.710325889052
ACH-000087,-1.2299992113200002
ACH-000092,-1.25290571557
ACH-000095,-1.60420813572
ACH-000097,-1.46524644302
ACH-000098,-0.582167368423
ACH-000099,-1.4107846211200001
ACH-000108,-1.15642559556
ACH-000113,-1.56975796542
ACH-000115,-1.35865663872
ACH-000116,-1.53057513467
ACH-000118,-1.23821769366
ACH-000120,-1.28446026902
ACH-000123,-1.33978617005
ACH-000127,-1.6571280708200002
ACH-000128,-1.5528658957700001
ACH-000132,-1.28565418772
ACH-000133,-1.7415759035900003
ACH-000137,-1.2327934051
ACH-000138,-1.5128038326700002
ACH-000142,-1.7443902742200001
ACH-000143,-0.934267933807
ACH-000146,-1.9070060046000001
ACH-000148,-1.6165201066
ACH-000150,-1.10872692751
ACH-000152,-0.643439586786
ACH-000153,-0.747158867754
ACH-000159,-0.95695035251
ACH-000160,-0.976034557763
ACH-000163,-1.54486437063
ACH-000167,-1.4281877490200001
ACH-000168,-1.80566046308
ACH-000169,-1.5818051032799998
ACH-000178,-1.2988186639700001
ACH-000182,-1.4721698326
ACH-000183,-1.32080435609
ACH-000188,-1.38081999193
ACH-000189,-0.941542195064
ACH-000190,-1.0076336863200002
ACH-000198,-1.6357275480700002
ACH-000204,-1.1429004486
ACH-000206,-1.7476371306799998
ACH-000207,-1.6225381373899999
ACH-000211,-1.3948176024
ACH-000215,-1.6373720329299999
ACH-000221,-1.11848643227
ACH-000222,-1.22433437839
ACH-000223,-0.7067800173600001
ACH-000226,-1.2962018314700001
ACH-000227,-1.4905165961000002
ACH-000228,-1.4362896084299999
ACH-000231,-1.5681386376700002
ACH-000232,-1.6665199142899998
ACH-000233,-1.64369287414
ACH-000234,-1.77970774162
ACH-000235,-1.5731604992500001
ACH-000237,-1.5968128553
ACH-000238,-1.4708232953799998
ACH-000243,-1.4473807444600002
ACH-000244,-1.31505728301
ACH-000246,-1.0640235529100002
ACH-000248,-1.41152376915
ACH-000250,-0.9711822246680001
ACH-000251,-1.24583688901
ACH-000253,-1.17481881585
ACH-000255,-1.33828469267
ACH-000256,-1.6220430410799997
ACH-000257,-1.53313720834
ACH-000258,-1.5399213359000001
ACH-000259,-1.69727558151
ACH-000260,-1.26078473426
ACH-000261,-1.32772352573
ACH-000262,-1.24942577723
ACH-000263,-1.54762046086
ACH-000264,-1.20067523497
ACH-000265,-1.17593658432
ACH-000266,-1.50632411626
ACH-000272,-1.2589683461399999
ACH-000273,-1.4518096273299999
ACH-000274,-1.93798818497
ACH-000277,-1.06407694115
ACH-000278,-1.4427974926
ACH-000279,-1.4688665775100003
ACH-000280,-1.68539158274
ACH-000281,-1.3921193335
ACH-000288,-1.58946497843
ACH-000291,-1.4012285472600001
ACH-000293,-1.3541482961000002
ACH-000294,-1.59394779385
ACH-000295,-1.30619587191
ACH-000296,-1.11743206938
ACH-000302,-1.2625315543200002
ACH-000304,-2.01631684033
ACH-000307,-1.57462280032
ACH-000308,-1.58486403981
ACH-000310,-1.48738950799
ACH-000311,-1.6460512649099999
ACH-000312,-1.4012431615600003
ACH-000315,-1.42318999074
ACH-000316,-1.49448659428
ACH-000317,-0.942197885739
