,ADAP1 (11033)
ACH-000004,0.20763407833900002
ACH-000007,-0.272305006253
ACH-000009,-0.123208552369
ACH-000011,-0.300600116731
ACH-000012,-0.360573206077
ACH-000013,-0.0562710117126
ACH-000014,-0.22891044961800003
ACH-000015,-0.189433786372
ACH-000017,-0.166110643766
ACH-000018,-0.047049507758800006
ACH-000019,-0.290099622338
ACH-000021,-0.0862355313074
ACH-000022,-0.153410296999
ACH-000025,-0.0726622358455
ACH-000028,-0.235525763934
ACH-000030,-0.0784126510762
ACH-000035,0.0638397019385
ACH-000036,-0.31110122680700003
ACH-000037,-0.251575816369
ACH-000039,-0.192501636261
ACH-000040,-0.26179314581
ACH-000041,-0.034980898279499996
ACH-000042,-0.303009657724
ACH-000045,-0.051606738487900004
ACH-000047,-0.319330882669
ACH-000052,-0.049244382197
ACH-000053,-0.12415397869400001
ACH-000054,-0.170965450253
ACH-000055,-0.0163483742797
ACH-000060,-0.170081205341
ACH-000067,-0.0715636869805
ACH-000070,0.0820662277184
ACH-000075,0.036656521651199994
ACH-000078,-0.172074054672
ACH-000082,-0.23838552982099998
ACH-000085,-0.37139205714400003
ACH-000086,-0.0716382341597
ACH-000087,-0.37530837661899996
ACH-000092,-0.209860731403
ACH-000095,-0.235949008833
ACH-000097,-0.27188434999899996
ACH-000098,-0.09862216493130001
ACH-000099,-0.256632733362
ACH-000108,-0.21424435431400002
ACH-000113,-0.306799979756
ACH-000115,-0.236622853706
ACH-000116,-0.16169341803099999
ACH-000118,0.0405187300939
ACH-000120,-0.21864190615600002
ACH-000123,-0.221189953501
ACH-000127,-0.119511540601
ACH-000128,-0.146171252649
ACH-000132,-0.101457746939
ACH-000133,-0.32036512846
ACH-000137,-0.293415005413
ACH-000138,-0.19981107553199998
ACH-000142,-0.254126542187
ACH-000143,-0.129059231765
ACH-000146,-0.24319615374499998
ACH-000148,-0.228526002669
ACH-000150,-0.0331082075374
ACH-000152,-0.140950989937
ACH-000153,0.0592232373076
ACH-000159,-0.275918354498
ACH-000160,-0.330587286569
ACH-000163,-0.370039596684
ACH-000167,-0.138608702757
ACH-000168,-0.140379678434
ACH-000169,-0.20847860487300002
ACH-000178,-0.22680313061299998
ACH-000182,-0.20631153511199998
ACH-000183,-0.046557486553300005
ACH-000188,-0.0797165730528
ACH-000189,0.038249705305
ACH-000190,0.184505273948
ACH-000198,-0.14271979012299998
ACH-000204,-0.35753393718599996
ACH-000206,-0.201271447167
ACH-000207,-0.294948887137
ACH-000211,-0.128265318918
ACH-000215,-0.295309977553
ACH-000221,-0.07149247670469999
ACH-000222,0.034551555705300004
ACH-000223,-0.0003746776182380001
ACH-000226,0.0173372684862
ACH-000227,-0.162997155323
ACH-000228,-0.00753857486667
ACH-000231,0.0081908147982
ACH-000232,-0.0835715611858
ACH-000233,-0.031983851316200004
ACH-000234,-0.160586494788
ACH-000235,-0.278099608042
ACH-000237,-0.09178478583930001
ACH-000238,-0.427615965038
ACH-000243,-0.113101241445
ACH-000244,-0.410178478411
ACH-000246,-0.30770485460499997
ACH-000248,-0.19603770785
ACH-000250,-0.21103809001499998
ACH-000251,0.0321902759573
ACH-000253,-0.0796170586098
ACH-000255,0.01756249084
ACH-000256,-0.10056480165
ACH-000257,-0.0416977736603
ACH-000258,-0.106197356647
ACH-000259,-0.317499628981
ACH-000260,-0.136120651743
ACH-000261,-0.19688200365699998
ACH-000262,-0.19531457137299998
ACH-000263,-0.323202740067
ACH-000264,-0.105349487638
ACH-000265,0.0463331355821
ACH-000266,-0.37062176375399997
ACH-000272,-0.139930336921
ACH-000273,-0.213427920847
ACH-000274,-0.332046752834
ACH-000277,-0.0499665548997
ACH-000278,-0.251802360295
ACH-000279,-0.0373031093967
ACH-000280,-0.266606706338
ACH-000281,-0.606271722498
ACH-000288,-0.300019023421
ACH-000291,-0.119151125912
ACH-000293,-0.0265436469119
ACH-000294,-0.16512375794700002
ACH-000295,-0.0203755987878
ACH-000296,-0.172287769444
ACH-000302,0.0144638785901
ACH-000304,-0.404042497901
ACH-000307,0.121943384408
ACH-000308,-0.166016285994
ACH-000310,-0.270285695012
ACH-000311,-0.0628037033233
ACH-000312,-0.320464437178
ACH-000315,-0.37946630766500006
ACH-000316,-0.0649672765974
ACH-000317,0.010023725031600001
ACH-000318,-0.14165529323599999
ACH-000319,0.0842890353603
ACH-000320,0.00921982876599
ACH-000322,-0.39425867416599997
ACH-000323,-0.298901104634
ACH-000324,-0.14669645873099998
ACH-000329,-0.18878098647
ACH-000330,0.018271751173400002
ACH-000331,-0.153835659448
ACH-000332,-0.293125850925
ACH-000334,0.244527371318
ACH-000335,-0.16384009860200002
ACH-000336,-0.38521001328000004
ACH-000337,-0.104917655076
ACH-000339,-0.0975063209227
ACH-000341,0.115074600832
ACH-000348,-0.036991777508699995
ACH-000350,-0.35634634373199997
ACH-000352,-0.0325166333157
ACH-000356,0.112790236151
ACH-000361,-0.09870035199850001
ACH-000362,-0.12220824343
ACH-000363,-0.27933922838799996
ACH-000364,-0.13126454447
ACH-000365,-0.166193253521
ACH-000366,0.030346549816400004
ACH-000368,0.004454646312319999
ACH-000374,-0.0131701896404
ACH-000375,-0.071216081522
ACH-000376,-0.15216439014
ACH-000381,-0.104679471083
ACH-000383,-0.46804921812600003
ACH-000387,0.125447850114
ACH-000389,-0.279552719021
ACH-000390,-0.186305283021
ACH-000393,-0.13603091226199998
ACH-000395,-0.251532083
ACH-000397,-0.281220718653
ACH-000401,-0.0548517188475
ACH-000402,-0.321351314713
ACH-000403,-0.45621524608999997
ACH-000404,-0.247074470065
ACH-000406,-0.09101167588089999
ACH-000407,-0.18895780360800002
ACH-000408,0.18302540156599997
ACH-000410,-0.0434235451887
ACH-000411,-0.38198737011100004
ACH-000414,-0.08448173060809999
ACH-000415,-0.0696410980212
ACH-000416,-0.17661140267099998
ACH-000420,-0.160595428583
ACH-000421,-0.13759217974000001
ACH-000424,-0.17529140468600002
ACH-000425,-0.0967594513672
ACH-000426,0.0128333619199
ACH-000427,-0.08403588056880001
ACH-000433,-0.0138192761115
ACH-000436,-0.424664590364
ACH-000444,-0.17290965236699998
ACH-000445,-0.271769171688
ACH-000448,-0.119164992896
ACH-000450,-0.173183971634
ACH-000452,-0.192473879908
ACH-000454,-0.0555378715785
ACH-000458,0.026132055399
ACH-000459,-0.246003039906
ACH-000460,-0.203829204636
ACH-000461,-0.118694842356
ACH-000463,-0.349068115488
ACH-000464,-0.15239234963099998
ACH-000466,-0.603009307822
ACH-000467,-0.272363919135
ACH-000468,-0.123169684109
ACH-000469,-0.17658019265900002
ACH-000470,0.0360443567989
ACH-000471,-0.164882065784
ACH-000472,-0.277844766701
ACH-000473,-0.178574734974
ACH-000475,-0.218481931443
ACH-000476,-0.514030906091
ACH-000477,0.0229165462142
ACH-000480,-0.132951300046
ACH-000481,-0.039177380951
ACH-000483,0.17406479042
ACH-000484,-0.572448522008
ACH-000485,-0.232698220209
ACH-000486,-0.0491653073592
ACH-000487,-0.13923624494
ACH-000488,-0.186001642735
ACH-000490,-0.21194921722100002
ACH-000491,-0.33240585089499997
ACH-000495,-0.2914613862
ACH-000496,-0.47681769115
ACH-000499,0.21014759442400002
ACH-000500,-0.651244736358
ACH-000502,-0.212691788119
ACH-000503,0.122014812277
ACH-000505,-0.12784759347000002
ACH-000507,-0.23010142902
ACH-000510,-0.109881978171
ACH-000511,-0.157048923757
ACH-000512,-0.0192930950812
ACH-000516,-0.0637495790728
ACH-000517,-0.161021865223
ACH-000518,-0.457503124497
ACH-000520,-0.00606454750839
ACH-000521,-0.152738328424
ACH-000522,-0.0111091673521
ACH-000524,-0.174613405557
ACH-000527,-0.276949257776
ACH-000528,-0.246234143475
ACH-000537,-0.27892000470600004
ACH-000541,0.0219539526045
ACH-000542,-0.12634927442399999
ACH-000544,-0.144431209162
ACH-000545,-0.20273204795000002
ACH-000547,-0.468241933328
ACH-000548,-0.253567477263
ACH-000549,-0.023886688064200003
ACH-000550,-0.322841442429
ACH-000552,-0.21806433907499997
ACH-000556,-0.16256123338700001
ACH-000557,-0.6435830276810001
ACH-000570,-0.19493352967500002
ACH-000571,-0.276945143546
ACH-000573,-0.11907675324000001
ACH-000576,-0.060809811534900005
ACH-000580,-0.0351825871708
ACH-000584,-0.037394331309599994
ACH-000585,-0.32143053299
ACH-000588,-0.0397876928301
ACH-000589,-0.0666223647602
ACH-000591,-0.0660134511493
ACH-000593,-0.0793772356215
ACH-000600,-0.128288714979
ACH-000601,-0.161276094556
ACH-000604,-0.0263061589329
ACH-000605,-0.307234781758
ACH-000606,-0.105795983554
ACH-000608,-0.287713713349
ACH-000614,-0.368995416934
ACH-000616,-0.168681424734
ACH-000618,-0.521018304968
ACH-000619,-0.21898790629700002
ACH-000620,-0.262386904151
ACH-000621,-0.253321514953
ACH-000622,-0.296700769434
ACH-000623,-0.118387326084
ACH-000624,-0.0955785210759
ACH-000627,-0.11973339586100001
ACH-000630,-0.128100323374
ACH-000632,0.00017104649052700002
ACH-000633,-0.05708456987030001
ACH-000637,0.061955236925999996
ACH-000638,0.105904369287
ACH-000646,-0.102932360646
ACH-000647,-0.06639755394539999
ACH-000648,-0.061707825535900006
ACH-000649,-0.12358828560999999
ACH-000651,-0.102187261744
ACH-000652,-0.105850072269
ACH-000653,-0.16603333820399999
ACH-000657,-0.0768027251017
ACH-000658,-0.142889959206
ACH-000661,-0.168833180341
ACH-000662,-0.25989124930199997
ACH-000663,0.028421490201699998
ACH-000665,-0.0459759497294
ACH-000671,-0.085014242602
ACH-000673,-0.20107980530000003
ACH-000676,-0.0526797041697
ACH-000677,-0.013713414150200002
ACH-000681,-0.09759076706969999
ACH-000682,-0.25648614829
ACH-000683,-0.158628575918
ACH-000684,-0.0477056020321
ACH-000688,-0.0453552228627
ACH-000693,0.011142948026399998
ACH-000694,-0.247016482221
ACH-000695,-0.111799670287
ACH-000696,-0.21491976591999998
ACH-000697,-0.192344866813
ACH-000699,-0.0591665736224
ACH-000701,-0.35509147969000004
ACH-000706,-0.28414282831099996
ACH-000711,-0.191865173927
ACH-000713,-0.08493371731899999
ACH-000714,-0.430593310438
ACH-000718,-0.274097897227
ACH-000720,-0.277807736275
ACH-000721,-0.0301729840707
ACH-000724,0.0981169358978
ACH-000725,-0.211646139443
ACH-000732,-0.41352877699199997
ACH-000734,-0.18396155315999999
ACH-000735,-0.143808817919
ACH-000736,0.139020554374
ACH-000738,-0.0636401975729
ACH-000746,0.039616555543599996
ACH-000747,-0.146510803313
ACH-000748,0.0562620905806
ACH-000753,-0.19087774987199999
ACH-000756,-0.364822332366
ACH-000757,0.065417995014
ACH-000758,-0.288983077493
ACH-000760,-0.230296070337
ACH-000763,-0.0863976240976
ACH-000764,0.137342693293
ACH-000765,0.050211610275800005
ACH-000766,-0.0573935829978
ACH-000767,-0.271664723436
ACH-000768,0.016310324714500002
ACH-000769,-0.183672814606
ACH-000770,-0.430174965263
ACH-000771,-0.141812855219
ACH-000773,-0.304642356553
ACH-000776,-0.144282483341
ACH-000777,-0.164166983552
ACH-000778,-0.09990774937079999
ACH-000781,-0.202218913714
ACH-000782,0.00890330495306
ACH-000783,-0.496187722249
ACH-000784,-0.191481054854
ACH-000785,-0.11706143394200001
ACH-000787,-0.07427398498219999
ACH-000788,-0.16501455149
ACH-000791,-0.213747850612
ACH-000792,-0.137584061811
ACH-000794,-0.18253219083299999
ACH-000796,-0.31630172946999996
ACH-000799,-0.21556339851
ACH-000800,-0.18079875900400003
ACH-000802,0.014229843052399998
ACH-000804,-0.132936534986
ACH-000805,-0.145043604878
ACH-000809,-0.144034304317
ACH-000810,-0.777627863339
ACH-000811,-0.152994240734
ACH-000817,0.08730657352150001
ACH-000819,-0.10516888950099999
ACH-000820,-0.043329239958600003
ACH-000821,-0.07638259883939999
ACH-000822,-0.00344164483679
ACH-000823,-0.306410553607
ACH-000824,-0.257088616368
ACH-000827,-0.419304005522
ACH-000829,-0.0721478163347
ACH-000831,-0.22363845343199998
ACH-000832,-0.08036148018789999
ACH-000833,0.0688033641659
ACH-000834,-0.0818292407432
ACH-000835,-0.165284124196
ACH-000836,-0.08714081086789999
ACH-000837,-0.055899722628499994
ACH-000838,0.08292299087119999
ACH-000839,-0.299182226599
ACH-000840,-0.104553466687
ACH-000841,-0.146002119279
ACH-000843,0.0626134192587
ACH-000846,0.108058344222
ACH-000847,-0.22896885629299998
ACH-000848,-0.04564498207769999
ACH-000849,-0.257787213458
ACH-000851,-0.0617823144747
ACH-000855,-0.294128833572
ACH-000856,-0.152914922224
ACH-000858,-0.283659019412
ACH-000859,-0.181070792598
ACH-000861,-0.061433469792800004
ACH-000862,-0.129498181383
ACH-000865,-0.20194310633600002
ACH-000866,-0.033436960374099996
ACH-000867,-0.197639797029
ACH-000869,-0.13630971412999998
ACH-000872,-0.049569593859699994
ACH-000873,0.06696414473989999
ACH-000876,-0.0332036959933
ACH-000878,0.131729066666
ACH-000880,-0.386335351074
ACH-000881,-0.231413926915
ACH-000882,-0.15469048218599998
ACH-000884,-0.22816230300700002
ACH-000885,-0.223087836459
ACH-000887,-0.22088339081
ACH-000888,-0.398487474597
ACH-000889,-0.0890060815236
