,PBK (55872)
ACH-000004,-0.035527637633
ACH-000007,-0.38942796363300003
ACH-000009,-0.017282121184200003
ACH-000011,0.107316504472
ACH-000012,-0.0865187812108
ACH-000013,-0.0322658133041
ACH-000014,-0.18880482614100003
ACH-000015,-0.00197957571596
ACH-000017,-0.0742411212328
ACH-000018,0.173745591472
ACH-000019,0.268915747022
ACH-000021,0.0014225145863399997
ACH-000022,0.09383540582180001
ACH-000025,-0.0166677839947
ACH-000028,-0.0774754412752
ACH-000030,0.0771457778692
ACH-000035,0.101853513605
ACH-000036,-0.095925746656
ACH-000037,-0.0229473861407
ACH-000039,0.05524818974119999
ACH-000040,0.0316545731291
ACH-000041,0.05463076556969999
ACH-000042,0.0682697198939
ACH-000045,0.12792684713
ACH-000047,0.140737391587
ACH-000052,0.26450705876200004
ACH-000053,-0.0254387920541
ACH-000054,0.112912362351
ACH-000055,-0.0097374508364
ACH-000060,-0.0232090516012
ACH-000067,-0.0439423508131
ACH-000070,0.128198768174
ACH-000075,0.037214536475400004
ACH-000078,-0.07333397153900001
ACH-000082,-0.0808373409653
ACH-000085,0.0336464192171
ACH-000086,0.0320489598245
ACH-000087,-0.012104784743600001
ACH-000092,0.00041665762331
ACH-000095,0.09700240054839998
ACH-000097,-0.0687697654171
ACH-000098,0.121247818785
ACH-000099,0.0265504223368
ACH-000108,0.00155135751586
ACH-000113,-0.0742031074014
ACH-000115,0.25851451150800003
ACH-000116,-0.0055017057589799995
ACH-000118,0.0380985367867
ACH-000120,0.127724842668
ACH-000123,-0.057842918557
ACH-000127,0.0973001879576
ACH-000128,-0.0250343085059
ACH-000132,-0.00999193542083
ACH-000133,-0.011861460238
ACH-000137,0.06705516612739999
ACH-000138,0.0669268297754
ACH-000142,0.162787421361
ACH-000143,0.195231160695
ACH-000146,-0.06401282101990001
ACH-000148,0.0946013873368
ACH-000150,0.129250495581
ACH-000152,0.0719135752714
ACH-000153,-0.0143129106115
ACH-000159,-0.0834818573754
ACH-000160,0.0678565477086
ACH-000163,-0.189401263756
ACH-000167,0.133575771791
ACH-000168,-0.12163294527999999
ACH-000169,0.0697413595291
ACH-000178,-0.0282107924693
ACH-000182,-0.131930969082
ACH-000183,0.08094452091519999
ACH-000188,-0.060175150394599995
ACH-000189,0.23373589291299998
ACH-000190,0.08368806534
ACH-000198,-0.220101026829
ACH-000204,-0.0597225595039
