,PTBP3 (9991)
ACH-000004,-0.166006380235
ACH-000007,-0.011685955818700001
ACH-000009,-0.410334590414
ACH-000011,-0.07760025537069999
ACH-000012,-0.328677652717
ACH-000013,-0.186564894386
ACH-000014,-0.00833642444629
ACH-000015,-0.281413299465
ACH-000017,-0.0894578678755
ACH-000018,-0.159921528705
ACH-000019,-0.0750380277858
ACH-000021,-0.28465917080200004
ACH-000022,-0.22329476114
ACH-000025,-0.11513237245300001
ACH-000028,-0.103267303587
ACH-000030,-0.324490711285
ACH-000035,-0.195067553321
ACH-000036,0.0396504614353
ACH-000037,-0.175924936663
ACH-000039,-0.133395523201
ACH-000040,-0.109593351685
ACH-000041,-0.309525548361
ACH-000042,-0.24804606866700002
ACH-000045,-0.290172955816
ACH-000047,-0.0762215003599
ACH-000052,-0.334540372609
ACH-000053,0.0660311482955
ACH-000054,-0.25460765328
ACH-000055,-0.0286873194894
ACH-000060,-0.056444252783000005
ACH-000067,0.017041530978600002
ACH-000070,0.240396965306
ACH-000075,-0.38961295016999997
ACH-000078,-0.350436056973
ACH-000082,-0.15745266435
ACH-000085,-0.07594660551089999
ACH-000086,-0.15570753937100001
ACH-000087,-0.28092125722
ACH-000092,-0.199457508552
ACH-000095,-0.10516868534900001
ACH-000097,-0.113283956635
ACH-000098,0.00396764404073
ACH-000099,-0.154930747531
ACH-000108,-0.062491706485299996
ACH-000113,-0.303240995412
ACH-000115,-0.38630944208800005
ACH-000116,-0.0736916883811
ACH-000118,-0.254875084513
ACH-000120,-0.219989226904
ACH-000123,-0.202771238939
ACH-000127,-0.215203738882
ACH-000128,-0.0879857471803
ACH-000132,-0.0807619167999
ACH-000133,-0.152727341208
ACH-000137,-0.14889630517400002
ACH-000138,-0.22075390295800001
ACH-000142,0.066985829635
ACH-000143,-0.0855632131877
ACH-000146,-0.126712391011
ACH-000148,-0.146909698935
ACH-000150,-0.0820910543857
ACH-000152,-0.122211419473
ACH-000153,-0.078342617685
ACH-000159,-0.27954799598499996
ACH-000160,-0.151478570223
ACH-000163,-0.050503434665800005
ACH-000167,0.0785729571743
ACH-000168,0.0698548059098
ACH-000169,-0.22793798132399998
ACH-000178,-0.0964391621796
ACH-000182,-0.254033315016
ACH-000183,-0.205481921856
ACH-000188,-0.161780366989
ACH-000189,-0.122802435925
ACH-000190,-0.261701208919
ACH-000198,0.0068519783414799995
ACH-000204,-0.121661361375
ACH-000206,-0.103303524057
ACH-000207,-0.33332810208
ACH-000211,-0.20732420232700002
ACH-000215,-0.0344053957132
ACH-000221,-0.31948817091
ACH-000222,-0.0530827002071
ACH-000223,-0.121034745644
ACH-000226,-0.144628195257
ACH-000227,-0.40115068602700005
ACH-000228,-0.181308647866
ACH-000231,-0.10212549735899999
ACH-000232,-0.0880221194364
ACH-000233,-0.198651862258
ACH-000234,0.024290024108700004
ACH-000235,-0.0102505512024
ACH-000237,-0.19573345591
ACH-000238,-0.09643452927210001
ACH-000243,-0.113217405791
ACH-000244,-0.0188126755454
ACH-000246,-0.0885071780318
ACH-000248,-0.058233687825800004
ACH-000250,-0.16924260578400002
ACH-000251,0.0226471340193
ACH-000253,-0.033705177532
ACH-000255,-0.244925120251
ACH-000256,0.136757297276
ACH-000257,-0.200575054388
ACH-000258,0.033395760036800004
ACH-000259,-0.238634196399
ACH-000260,-0.120424388433
ACH-000261,-0.15162222668
ACH-000262,-0.196604685215
ACH-000263,0.17078157986099998
ACH-000264,-0.177602243114
ACH-000265,-0.297136181294
ACH-000266,-0.15160025999
ACH-000272,-0.0731148805034
ACH-000273,-0.17243026284000001
ACH-000274,-0.265604340984
ACH-000277,-0.26381955546700003
ACH-000278,-0.261895036608
ACH-000279,-0.10846612939400001
ACH-000280,-0.21580619411600002
ACH-000281,-0.299803767279
