,BCL11A (53335)
ACH-000004,-0.17617131392700003
ACH-000007,-0.46255111831900003
ACH-000009,-0.15666563067199998
ACH-000011,-0.04651113828219999
ACH-000012,-0.05198657415130001
ACH-000013,-0.11221373839000001
ACH-000014,-0.028540883426200002
ACH-000015,-0.0679751368486
ACH-000017,-0.125776275348
ACH-000018,-0.34765107763499997
ACH-000019,0.0446535031191
ACH-000021,-0.0865466426795
ACH-000022,-0.134843718683
ACH-000025,-0.06703867717
ACH-000028,-0.128417433429
ACH-000030,-0.203067442118
ACH-000035,-0.327513993851
ACH-000036,-0.130998013131
ACH-000037,-0.14369750449899998
ACH-000039,-0.17010870539099998
ACH-000040,0.057844332955700004
ACH-000041,-0.167387780612
ACH-000042,-0.328245035487
ACH-000045,-0.399332435071
ACH-000047,-0.0533679048654
ACH-000052,0.0360264404935
ACH-000053,-0.0270462173247
ACH-000054,-0.128462975579
ACH-000055,-0.28349775187
ACH-000060,-0.040082892720800005
ACH-000067,-0.07627996949610001
ACH-000070,-0.398038692045
ACH-000075,0.25512511043499997
ACH-000078,-0.0878220246422
ACH-000082,-0.0982654880862
ACH-000085,0.011736536021200002
ACH-000086,-0.192523342049
ACH-000087,-0.158358852225
ACH-000092,-0.256166530814
ACH-000095,-0.278642682716
ACH-000097,-0.0920996993804
ACH-000098,0.00362145744862
ACH-000099,-0.367863719575
ACH-000108,-0.17612445745000002
ACH-000113,-0.412046367363
ACH-000115,-0.265827879624
ACH-000116,-0.12270231622300001
ACH-000118,-0.200710567082
ACH-000120,-0.028533671792
ACH-000123,-0.0328248030513
ACH-000127,-0.125942728971
ACH-000128,-0.09370382859130001
ACH-000132,-0.392229827253
ACH-000133,-0.19978194055799997
ACH-000137,0.0226524555168
ACH-000138,-0.163041833815
ACH-000142,-0.131851282
ACH-000143,-0.048316646958
ACH-000146,-0.367070628447
ACH-000148,-0.256572107011
ACH-000150,0.0793714423576
ACH-000152,-0.271139008518
ACH-000153,-0.274103176752
ACH-000159,-0.126236791974
ACH-000160,-0.13924423996
ACH-000163,-0.153490076038
ACH-000167,-0.200373643534
ACH-000168,-0.343267755056
ACH-000169,-0.100146173967
ACH-000178,-0.039534899099199994
ACH-000182,-0.103957167922
ACH-000183,-0.189306301426
ACH-000188,-0.0700500036203
ACH-000189,-0.0324917771292
ACH-000190,-0.252999742975
ACH-000198,-1.0245526629700001
ACH-000204,-0.267029785592
ACH-000206,-0.248274325961
ACH-000207,-0.168114657447
ACH-000211,-0.00578315499022
ACH-000215,-0.11752612497000002
ACH-000221,0.0308998149035
ACH-000222,-0.128471553669
ACH-000223,-0.24007427221299998
ACH-000226,-0.0952103025777
ACH-000227,-0.220164844265
ACH-000228,-0.179197612225
ACH-000231,-0.14148941741499999
ACH-000232,-0.17456550712000002
ACH-000233,-0.214263875063
ACH-000234,-0.11870793435900001
ACH-000235,-0.15874726025
ACH-000237,-0.114027540888
ACH-000238,-0.17926763611299998
ACH-000243,-0.238026973221
ACH-000244,0.09765847201269999
ACH-000246,-0.127294938634
ACH-000248,-0.0782886846441
ACH-000250,-0.053773745446600005
ACH-000251,-0.383148414436
ACH-000253,-0.0786070414812
ACH-000255,-0.0451605808293
ACH-000256,-0.20897454992199999
ACH-000257,0.132384261986
ACH-000258,-0.504958174861
ACH-000259,-0.20259280139000002
ACH-000260,-0.130967139957
ACH-000261,-0.143611417362
ACH-000262,-0.029227272293199998
ACH-000263,-0.430476921457
ACH-000264,-0.00695077337982
ACH-000265,-0.126634602524
ACH-000266,-0.233778501153
ACH-000272,-0.233414017172
ACH-000273,0.025509407922000002
ACH-000274,-0.165330786888
ACH-000277,-0.299201278422
ACH-000278,0.0169826698884
ACH-000279,-0.107104083937
ACH-000280,0.084068853375
