,SMKR1 (100287482)
ACH-000004,0.0657309349001
ACH-000007,-0.183625111032
ACH-000009,-0.18283624877799998
ACH-000011,-0.139400779299
ACH-000012,-0.039402803479699995
ACH-000013,-0.0379030349039
ACH-000014,-0.340054500212
ACH-000015,0.0005477669402309999
ACH-000017,-0.04461221164800001
ACH-000018,-0.0374252809405
ACH-000019,-0.0448997147575
ACH-000021,-0.22473667317499998
ACH-000022,0.05236549882640001
ACH-000025,-0.182917396672
ACH-000028,-0.0902854045007
ACH-000030,0.0166969649045
ACH-000035,-0.18636382213
ACH-000036,-0.013303786544299999
ACH-000037,-0.060947305827599996
ACH-000039,0.0585429441081
ACH-000040,-0.07811644400760001
ACH-000041,-0.013684661001
ACH-000042,-0.113127742062
ACH-000045,0.0311627970138
ACH-000047,-0.106171254721
ACH-000052,-0.0299078050497
ACH-000053,-0.022772158957099997
ACH-000054,-0.057814844687
ACH-000055,0.0359079472633
ACH-000060,-0.08597290714019999
ACH-000067,9.98568898871e-05
ACH-000070,-0.353965937001
ACH-000075,-0.0636474725595
ACH-000078,-0.013725470646200002
ACH-000082,-0.161299933813
ACH-000085,0.08687854813200001
ACH-000086,-0.0242660583801
ACH-000087,-0.0146555964846
ACH-000092,0.016631380185100002
ACH-000095,-0.0294610667782
ACH-000097,-0.122088951787
ACH-000098,-0.11737503857499999
ACH-000099,-0.0975819452092
ACH-000108,0.047806705753499996
ACH-000113,0.021706672668599998
ACH-000115,-0.100758436131
ACH-000116,0.058048407937500004
ACH-000118,-0.0032660725732899997
ACH-000120,0.09071214515130001
ACH-000123,-0.114507424669
ACH-000127,-0.0109859639775
ACH-000128,0.0230814657325
ACH-000132,-0.14338055657999998
ACH-000133,-0.00045966303382300003
ACH-000137,-0.11045731112
ACH-000138,0.05034734210030001
ACH-000142,-0.0495939820876
ACH-000143,-0.021455382555400002
ACH-000146,-0.0562170227149
ACH-000148,-0.198777226248
ACH-000150,0.0889952409274
ACH-000152,-0.166788996236
ACH-000153,-0.0282638563466
ACH-000159,-0.110885192883
ACH-000160,-0.08975688229589998
ACH-000163,0.0414484170688
ACH-000167,-0.261443704833
ACH-000168,-0.202703642533
ACH-000169,0.037004769280300005
ACH-000178,-0.0382649493324
ACH-000182,-0.0940780822938
ACH-000183,0.0175405331093
ACH-000188,-0.0031283915697299996
ACH-000189,-0.0648804365403
ACH-000190,0.147645591462
ACH-000198,-0.028552161227599997
ACH-000204,-0.33371962877300004
ACH-000206,-0.0468748682219
ACH-000207,-0.0297759676235
ACH-000211,-0.09798765118960001
ACH-000215,0.096809037984
ACH-000221,0.051303021568
ACH-000222,0.24448571098400002
ACH-000223,-0.062172601485299996
ACH-000226,0.12424103383099999
ACH-000227,-0.0607726157938
ACH-000228,0.149162470573
ACH-000231,-0.117203862861
ACH-000232,-0.0629522762985
ACH-000233,0.103984570117
ACH-000234,0.0566872948707
ACH-000235,-0.0393810818546
ACH-000237,0.0414442031161
ACH-000238,-0.057225614715
ACH-000243,0.005791358194219999
ACH-000244,-0.209388231099
ACH-000246,-0.0586045083077
ACH-000248,-0.113614560328
ACH-000250,-0.0841438542922
ACH-000251,-0.36030385860799996
ACH-000253,-0.146288703244
ACH-000255,-0.0195220683483
ACH-000256,-0.108174365666
ACH-000257,-0.19244878389800002
ACH-000258,0.0221047940708
ACH-000259,-0.0636977023139
ACH-000260,-0.129536460044
ACH-000261,0.352433283261
ACH-000262,0.0539278137388
ACH-000263,-0.0766289071677
ACH-000264,-0.019542173359400002
ACH-000265,0.14169784171
ACH-000266,-0.0492417226537
ACH-000272,-0.128709101276
ACH-000273,0.0528644166703
ACH-000274,-0.0842404316669
ACH-000277,-0.0396744501445
ACH-000278,-0.07399313378160001
ACH-000279,-0.104924168815
ACH-000280,0.166909055835
ACH-000281,-0.09107138428989998
ACH-000288,-0.10691830651499999
ACH-000291,-0.144075849724
ACH-000293,-0.33123957585
ACH-000294,-0.040597471235500004
ACH-000295,-0.0722993600825
ACH-000296,-0.125609663861
ACH-000302,-0.0634387224812
ACH-000304,-0.36691061300300004
ACH-000307,-0.0532101512603
ACH-000308,-0.0853425270035
ACH-000310,0.151102797855
ACH-000311,0.117952570051
ACH-000312,-0.030249837950900003
ACH-000315,-0.167940999243
ACH-000316,-0.00596615436079
ACH-000317,0.11156487977900001
ACH-000318,-0.00998504973867
ACH-000319,0.047680514325
ACH-000320,0.17644962874200001
ACH-000322,0.050863783277900004
ACH-000323,-0.0812354145003
ACH-000324,-0.08204137557039999
ACH-000329,0.125702033516
ACH-000330,0.044548438908400004
ACH-000331,-0.0747188117006
ACH-000332,-0.0123101772548
ACH-000334,-0.14618542655
ACH-000335,-0.029393361148200004
ACH-000336,0.07547108710860001
ACH-000337,0.016600800944299998
ACH-000339,0.041393177561699995
ACH-000341,-0.0187263187558
ACH-000348,-0.005660252031350001
ACH-000350,0.116684304348
ACH-000352,0.0162942468681
ACH-000356,0.056589794599599993
ACH-000361,-0.0051684951899099996
ACH-000362,0.0036027173862399997
ACH-000363,0.0495167038325
ACH-000364,-0.0683678827775
ACH-000365,-0.120689812159
ACH-000366,-0.0885568963178
ACH-000368,-0.15022083643200002
ACH-000374,-0.106391992913
ACH-000375,0.07663736729069999
ACH-000376,-0.105954286553
ACH-000381,-0.0664906977252
ACH-000383,-0.00949610195506
ACH-000387,-0.317426770646
ACH-000389,-0.0178993805401
ACH-000390,0.096043832125
ACH-000393,-0.115714831732
ACH-000395,0.0284178241418
ACH-000397,-0.007001166076419999
ACH-000401,-0.033982511432
ACH-000402,0.0229068641571
ACH-000403,0.00894834815333
ACH-000404,0.264461975206
ACH-000406,-0.051120663864299996
ACH-000407,0.0665968453448
ACH-000408,0.0540564814723
ACH-000410,-0.0847570720372
ACH-000411,-0.20790126327599998
ACH-000414,0.0466987519575
ACH-000415,-0.0284942521053
ACH-000416,-0.034625431833699996
ACH-000420,-0.09142518075200001
ACH-000421,-0.186919619477
ACH-000424,-0.0437678221416
ACH-000425,-0.0109496117377
ACH-000426,0.20821229743900002
ACH-000427,-0.10500341753299999
ACH-000433,0.204217396041
ACH-000436,-0.144816543191
ACH-000444,0.027337220661299996
ACH-000445,-0.00758816111752
ACH-000448,-0.0020583861019
ACH-000450,-0.326857292327
ACH-000452,-0.17167094638
ACH-000454,0.24957192862
ACH-000458,-0.0919989426495
ACH-000459,-0.101679878986
ACH-000460,-0.06303841799030001
ACH-000461,-0.0020771683857399997
ACH-000463,-0.148069566035
ACH-000464,-0.117132408324
ACH-000466,-0.0811625810623
ACH-000467,0.052998247422
ACH-000468,-0.0436810719207
ACH-000469,0.0170963014899
ACH-000470,0.031112511348599995
ACH-000471,-0.0751565556784
ACH-000472,0.09375055444119999
ACH-000473,-0.08811629253730001
ACH-000475,-0.025626752136599998
ACH-000476,-0.11825661026699999
ACH-000477,0.021981658874
ACH-000480,-0.0989084033217
ACH-000481,-0.056908304437
ACH-000483,-0.0875764367499
ACH-000484,-0.162352858464
ACH-000485,-0.00387981377062
ACH-000486,0.0520184170869
ACH-000487,-0.13979362049900002
ACH-000488,-0.0141914430639
ACH-000490,-0.020755696029599997
ACH-000491,0.011991281082899999
ACH-000495,-0.014699256901399999
ACH-000496,-0.008202071654979999
ACH-000499,0.128840847807
ACH-000500,-0.384664471935
ACH-000502,0.0839322087229
ACH-000503,0.157355523193
ACH-000505,-0.16803712415199998
ACH-000507,0.0157453517096
ACH-000510,-0.0361786735995
ACH-000511,-0.0414050502907
ACH-000512,0.274772891475
ACH-000516,0.00046842475527199994
ACH-000517,-0.0044752496756
ACH-000518,-0.0361813133315
ACH-000520,-0.153784493025
ACH-000521,-0.198285138585
ACH-000522,-0.051588804086699996
ACH-000524,-0.05278564618369999
ACH-000527,-0.0978107158075
ACH-000528,0.05538366881
ACH-000537,-0.0991967662982
ACH-000541,-0.262317243835
ACH-000542,-0.0982617062475
ACH-000544,0.0145308076978
ACH-000545,-0.0471924042545
ACH-000547,0.0640265318915
ACH-000548,0.0452320060301
ACH-000549,-0.074711600033
ACH-000550,-0.123225366395
ACH-000552,0.0333758015517
ACH-000556,0.15242913600299998
ACH-000557,0.0335490696029
ACH-000570,0.017328203246299998
ACH-000571,0.0621522866567
ACH-000573,-0.201089571834
ACH-000576,-0.034300615937600004
ACH-000580,-0.081535579543
ACH-000584,-0.273470079902
ACH-000585,-0.029793054121500004
ACH-000588,0.09586145556939998
ACH-000589,0.0750303409198
ACH-000591,-0.0174976938607
ACH-000593,-0.08119349583060001
ACH-000600,-0.0254607898834
ACH-000601,0.09117869199830002
ACH-000604,-0.134863766768
ACH-000605,0.0529185765385
ACH-000606,-0.09655405379210001
ACH-000608,-0.0446319675626
ACH-000614,-0.10161706798100001
ACH-000616,-0.00871407080097
ACH-000618,-0.0657795339405
ACH-000619,0.015468922579299998
ACH-000620,-0.018309643949400004
