,EXO5 (64789)
ACH-000004,-0.027186065877200002
ACH-000007,-0.191706082099
ACH-000009,0.07300511866460001
ACH-000011,-0.09086175821119999
ACH-000012,-0.166982217322
ACH-000013,-0.17065441217900001
ACH-000014,-0.184542175215
ACH-000015,-0.20137939626499998
ACH-000017,-0.320799579479
ACH-000018,-0.130556717313
ACH-000019,-0.37924690135300004
ACH-000021,-0.156965063212
ACH-000022,-0.0881885591952
ACH-000025,-0.060297313816900004
ACH-000028,-0.18107724761900001
ACH-000030,-0.0449214515806
ACH-000035,-0.396359044334
ACH-000036,-0.10530766384099999
ACH-000037,-0.0422479406936
ACH-000039,-0.20582835720400003
ACH-000040,-0.18990662049
ACH-000041,-0.0059755894463
ACH-000042,-0.10112683107499999
ACH-000045,-0.261038835507
ACH-000047,-0.11896393564000002
ACH-000052,-0.0205073051537
ACH-000053,-0.06825179236880001
ACH-000054,-0.052554345050099996
ACH-000055,-0.188848517076
ACH-000060,-0.20693288206399998
ACH-000067,-0.192749328101
ACH-000070,-0.107876974595
ACH-000075,-0.326513371782
ACH-000078,-0.355658075285
ACH-000082,-0.129106358226
ACH-000085,-0.249140332366
ACH-000086,-0.0485864967293
ACH-000087,-0.0917829458485
ACH-000092,-0.36731128762500004
ACH-000095,-0.0328677742306
ACH-000097,-0.0472035171443
ACH-000098,-0.196076418831
ACH-000099,-0.12140311864299999
ACH-000108,0.0523948415839
ACH-000113,-0.148498245998
ACH-000115,-0.08702178100880001
ACH-000116,-0.125286088873
ACH-000118,-0.0876948605504
ACH-000120,-0.013102781503600001
ACH-000123,-0.15495800757099998
ACH-000127,-0.137298614761
ACH-000128,-0.131238988098
ACH-000132,-0.15796843967
ACH-000133,-0.154568577543
ACH-000137,-0.129843784328
ACH-000138,-0.118492690424
ACH-000142,-0.164223524496
ACH-000143,-0.16791014707600002
ACH-000146,-0.516889941379
ACH-000148,-0.11565554864199999
ACH-000150,-0.43636746733099996
ACH-000152,-0.316870848024
ACH-000153,-0.171537962544
ACH-000159,-0.08238643617619999
ACH-000160,-0.09543137160839998
ACH-000163,-0.139260724609
ACH-000167,-0.5362905085499999
ACH-000168,-0.0943433264966
ACH-000169,-0.20779454190000002
ACH-000178,-0.155080510929
ACH-000182,-0.103958280492
ACH-000183,-0.08427515636060001
ACH-000188,-0.164429234481
ACH-000189,-0.293859215379
ACH-000190,-0.461624975924
ACH-000198,-0.136293178401
ACH-000204,-0.185691785222
ACH-000206,-0.0964689431999
ACH-000207,-0.07415862970460001
ACH-000211,0.06891956848460001
ACH-000215,-0.198779380132
ACH-000221,-0.05345710587230001
ACH-000222,-0.116980405079
ACH-000223,-0.158995516742
ACH-000226,-0.08598083538529999
ACH-000227,-0.149793384887
ACH-000228,0.0005319228029830001
ACH-000231,-0.165336941144
ACH-000232,-0.133112765696
ACH-000233,-0.0862037383292
ACH-000234,-0.0812974736442
ACH-000235,-0.12289001672599999
ACH-000237,-0.117218901721
ACH-000238,-0.558965298585
ACH-000243,-0.148556393
ACH-000244,0.155536453305
ACH-000246,-0.229541615933
ACH-000248,-0.10043967943
ACH-000250,-0.0629275301451
ACH-000251,-0.161686600101
ACH-000253,-0.22099881973700003
ACH-000255,-0.16363431861199998
ACH-000256,-0.18643644215900002
ACH-000257,-0.211027397714
ACH-000258,0.0160193752816
ACH-000259,-0.10556014230699999
ACH-000260,-0.160335996486
ACH-000261,-0.08607850208630001
ACH-000262,-0.151459764631
ACH-000263,-0.09130375940610001
ACH-000264,-0.0595376718853
ACH-000265,-0.0907323758592
ACH-000266,-0.104399298992
ACH-000272,-0.141470133457
ACH-000273,-0.210785352881
ACH-000274,-0.249700203453
ACH-000277,-0.0967629504194
ACH-000278,-0.049519494416199995
ACH-000279,-0.0608457197025
ACH-000280,-0.12648511812899998
ACH-000281,-0.07202339116739999
ACH-000288,-0.157198421225
