,SIPA1L3 (23094)
ACH-000004,-0.217275661925
ACH-000007,0.174057794246
ACH-000009,-0.102351168226
ACH-000011,0.25508942376800003
ACH-000012,-0.20417542946800002
ACH-000013,-0.398221072513
ACH-000014,-0.231690799009
ACH-000015,-0.46306053438600003
ACH-000017,-0.159575576498
ACH-000018,0.214673007082
ACH-000019,0.059217102177800005
ACH-000021,-0.124439602796
ACH-000022,-0.334819759263
ACH-000025,0.220868315972
ACH-000028,0.0447739673587
ACH-000030,-0.22345464653900002
ACH-000035,-0.113982531072
ACH-000036,-0.0220337110143
ACH-000037,-0.185092659657
ACH-000039,0.15168901083900002
ACH-000040,0.324333718835
ACH-000041,-0.25966442697500003
ACH-000042,-0.005628666442880001
ACH-000045,-0.060739711756
ACH-000047,0.103950208514
ACH-000052,-0.361000641833
ACH-000053,-0.156054180476
ACH-000054,0.0478907769781
ACH-000055,-0.060503704511000005
ACH-000060,0.218244324232
ACH-000067,0.00781661054521
ACH-000070,0.107027135838
ACH-000075,-0.318624715863
ACH-000078,-0.04450345506080001
ACH-000082,-0.0182356678388
ACH-000085,-0.19860306651
ACH-000086,-0.116822503613
ACH-000087,-0.0374637726796
ACH-000092,-0.102622184187
ACH-000095,-0.0935930869103
ACH-000097,-0.0719865188462
ACH-000098,-0.009029132064280002
ACH-000099,0.0442552586259
ACH-000108,0.0181180873618
ACH-000113,0.010222567027399999
ACH-000115,0.075798254069
ACH-000116,-0.020724826811299998
ACH-000118,-0.0705907423619
ACH-000120,-0.0875284445832
ACH-000123,-0.0188992149254
ACH-000127,0.409848619937
ACH-000128,0.0528498054075
ACH-000132,0.28859020648
ACH-000133,-0.00192830377832
ACH-000137,-0.214112126868
ACH-000138,-0.132345464091
ACH-000142,-0.180951599234
ACH-000143,-0.0522742788743
ACH-000146,-0.12752945885
ACH-000148,-0.0037010679419499995
ACH-000150,-0.0817107496643
ACH-000152,0.19916610079
ACH-000153,0.0164068866126
ACH-000159,-0.013085456867899999
ACH-000160,-0.17385297574499997
ACH-000163,0.0514682380536
ACH-000167,0.333249461089
ACH-000168,0.0964452683612
ACH-000169,-0.11851305497400001
ACH-000178,0.0760590948214
ACH-000182,-0.19534906442299999
ACH-000183,0.006353737024909999
ACH-000188,0.013577218691399998
ACH-000189,-0.0997432002667
ACH-000190,-0.234411270606
ACH-000198,-0.0035337224378299997
ACH-000204,-0.41234798518700005
ACH-000206,0.388668247975
ACH-000207,-0.393036529881
ACH-000211,0.0787046894403
ACH-000215,0.00983923809949
ACH-000221,-0.390844636037
ACH-000222,-0.15747220816
ACH-000223,0.04430332642319999
ACH-000226,0.148304401919
ACH-000227,-0.178806736019
ACH-000228,0.0515091635405
ACH-000231,0.223482017054
ACH-000232,0.0326696897137
ACH-000233,-0.149598326799
ACH-000234,0.19083349148899997
ACH-000235,-0.119504783488
ACH-000237,-0.0170449850782
ACH-000238,0.10586049411800001
ACH-000243,-0.0329062178959
ACH-000244,0.00683075862584
ACH-000246,0.243842041713
ACH-000248,0.110357809793
ACH-000250,0.121686553532
ACH-000251,-0.21340829279399998
ACH-000253,-0.0401519811449
ACH-000255,-0.0521533155829
ACH-000256,0.0720794013622
ACH-000257,0.0229276745935
ACH-000258,0.0658653429844
ACH-000259,0.0389425498281
ACH-000260,-0.163106907171
ACH-000261,-0.0450853899976
ACH-000262,-0.364038890989
ACH-000263,-0.264632124025
ACH-000264,0.0745603141754
ACH-000265,-0.197563260519
ACH-000266,-0.142332671313
ACH-000272,0.0672301970976
ACH-000273,0.037995766685300005
ACH-000274,0.0674096413318
ACH-000277,0.015564263514
ACH-000278,0.127806294264
ACH-000279,0.123794996995
ACH-000280,0.0591594134569
ACH-000281,0.28029144361499997
ACH-000288,0.07474069904660001
ACH-000291,-0.103709908628
ACH-000293,-0.311095158737
ACH-000294,0.060449086358599996
ACH-000295,0.000750400724809
ACH-000296,-0.104123079037
ACH-000302,-0.229966829953
ACH-000304,0.10626677137599999
ACH-000307,0.0550333287087
ACH-000308,-0.0820979605813
ACH-000310,-0.0120583376428
ACH-000311,-0.13248242232000002
ACH-000312,-0.0495790347526
ACH-000315,-0.0398081106401
ACH-000316,0.299817858927
ACH-000317,0.426050120311
ACH-000318,-0.0861022504799
ACH-000319,0.122369135691
