,CHP1 (11261)
ACH-000004,-0.321220640459
ACH-000007,-0.468502059608
ACH-000009,-0.48359729282700004
ACH-000011,-0.041166603509400004
ACH-000012,-0.297489596792
ACH-000013,-0.134705599165
ACH-000014,-0.314430989487
ACH-000015,-0.410139066442
ACH-000017,-0.18412693889899998
ACH-000018,0.20806989011399998
ACH-000019,-0.326216285323
ACH-000021,-0.18912567872000002
ACH-000022,-0.370263504151
ACH-000025,-0.873203170853
ACH-000028,-0.5246440726870001
ACH-000030,-0.0392863295068
ACH-000035,-0.145783467814
ACH-000036,-0.0900222521354
ACH-000037,-0.40323166779200004
ACH-000039,-0.08168040158630001
ACH-000040,-0.38676524975599996
ACH-000041,-0.209095098359
ACH-000042,0.0402633387745
ACH-000045,1.33246749736
ACH-000047,0.116932838543
ACH-000052,-0.507506159642
ACH-000053,-0.26612133504200003
ACH-000054,-0.21277026015500003
ACH-000055,-0.299720535492
ACH-000060,-0.369482737538
ACH-000067,-0.35007106748800004
ACH-000070,-0.2873635017
ACH-000075,-0.31711140764699997
ACH-000078,-0.562532172364
ACH-000082,-0.28078294998799996
ACH-000085,-0.14618832146299998
ACH-000086,-0.62461877708
ACH-000087,-0.234174320396
ACH-000092,-0.479291419683
ACH-000095,-0.358795874747
ACH-000097,-0.271463480352
ACH-000098,-0.42086287058300004
ACH-000099,-0.256947983736
ACH-000108,-0.35359780324199996
ACH-000113,0.0498979321309
ACH-000115,-0.683923140671
ACH-000116,-0.365225611673
ACH-000118,-0.554170326839
ACH-000120,-0.33297950342099997
ACH-000123,-0.482821431066
ACH-000127,0.100428764715
ACH-000128,-0.145853666368
ACH-000132,-0.42567984563100003
ACH-000133,-0.31645511683
ACH-000137,-0.261517017737
ACH-000138,-0.353238508749
ACH-000142,-0.196638137385
ACH-000143,-0.38024331474100004
ACH-000146,0.41531072469400004
ACH-000148,-0.240480116991
ACH-000150,-0.10726710221699999
ACH-000152,-0.144839696594
ACH-000153,-0.0269130599874
ACH-000159,-0.360641834354
ACH-000160,-0.349325939215
ACH-000163,-0.33292156108800003
ACH-000167,-0.549263697534
ACH-000168,-0.12437466790400001
ACH-000169,-0.227895078416
ACH-000178,-0.127468042912
ACH-000182,-0.0904525585151
ACH-000183,-0.23711096865200001
ACH-000188,-0.290415159996
ACH-000189,-0.249550381689
ACH-000190,-0.487392337227
ACH-000198,-0.241672902083
ACH-000204,-0.489818564993
ACH-000206,0.019912483784599998
ACH-000207,0.07650380157980001
ACH-000211,-0.13327552550000002
ACH-000215,-0.346533659938
ACH-000221,-0.382497931263
ACH-000222,-0.48896079523599995
ACH-000223,-0.352871170742
ACH-000226,-0.269164546628
