,CKAP2L (150468)
ACH-000334,-0.281015142961
ACH-000335,-0.25551670625
ACH-000336,-0.392083131015
ACH-000337,-0.0862292388109
ACH-000339,-0.133046954185
ACH-000341,-0.17499112871300002
ACH-000348,-0.169185606839
ACH-000350,-0.165949287862
ACH-000352,-0.45731071866899997
ACH-000356,-0.318592556772
ACH-000361,0.036905331083199995
ACH-000362,-0.1048485281
ACH-000363,0.0178649916962
ACH-000364,-0.437348872566
ACH-000365,-0.00612661919198
ACH-000366,-0.11459336753900001
ACH-000368,-0.36856499454499997
ACH-000374,-0.180453580999
ACH-000375,-0.107772157303
ACH-000376,-0.1260130432
ACH-000381,-0.0412555617766
ACH-000383,-0.0823928851145
ACH-000387,-0.259451272547
ACH-000389,-0.228270120666
ACH-000390,-0.149946811307
ACH-000393,-0.18457493454399998
ACH-000395,-0.128142409917
ACH-000397,0.0640242327157
ACH-000401,-0.469776403252
ACH-000402,-0.812272114861
ACH-000403,-0.0607063258428
ACH-000404,-0.113008605433
ACH-000406,-0.052951582081399995
ACH-000407,-0.20483705823399997
ACH-000408,-0.5631879069169999
ACH-000410,-0.23752785030499998
ACH-000411,-0.0788850651415
ACH-000414,-0.242428920058
ACH-000415,-0.42425254388800004
ACH-000416,-0.175730867139
ACH-000420,-0.15000614352299999
ACH-000421,-0.13204239497
ACH-000424,-0.0270375355063
ACH-000425,-0.384540723097
ACH-000426,-0.155182816592
ACH-000427,-0.16996094481
ACH-000433,-0.234870035776
ACH-000436,-0.0506893899259
ACH-000444,-0.0378167650363
ACH-000445,-0.0685349558896
ACH-000448,-0.191374255726
ACH-000450,-0.620323187247
ACH-000452,-0.185119466306
ACH-000454,-0.360458153285
ACH-000458,-0.6699255289230001
ACH-000459,-0.165650222553
ACH-000460,-0.038981884074
ACH-000461,-0.119791382215
ACH-000463,-0.16104525327400002
ACH-000464,-0.162130232786
ACH-000466,-0.297148503319
ACH-000467,0.0755770408412
ACH-000468,0.0110992718463
ACH-000469,0.0252049295286
ACH-000470,0.0175128080927
ACH-000471,-0.182700390245
ACH-000472,-0.015536875680299999
ACH-000473,-0.897113080742
ACH-000475,-0.0716520887053
ACH-000476,-0.0241481284209
ACH-000477,-0.202815786272
ACH-000480,-0.352140594349
ACH-000481,-0.101803790484
ACH-000483,0.0776437651733
ACH-000484,-0.237785369073
ACH-000485,-0.148790923286
ACH-000486,-0.342606972105
ACH-000487,-0.14374624685100001
ACH-000488,-0.265938464971
ACH-000490,-0.0200700449378
ACH-000491,-0.2353434919
ACH-000495,-0.0857286199745
ACH-000496,-0.560268077036
ACH-000499,-0.418536881179
ACH-000500,-0.268428801331
ACH-000502,-0.458619117908
ACH-000503,-0.0402749773283
ACH-000505,-0.346580864588
ACH-000507,-0.09120020594389999
ACH-000510,-0.308325998117
ACH-000511,-0.0442358989585
ACH-000512,-0.295428155374
ACH-000516,-0.223912114225
ACH-000517,-0.0196487876131
ACH-000518,-0.871435823953
ACH-000520,-0.432021969162
ACH-000521,-0.33625703331600004
ACH-000522,-0.254995615946
ACH-000524,-0.085098930626
ACH-000527,-0.141556866236
ACH-000528,0.0113568855203
ACH-000537,-0.113009582741
ACH-000541,-0.36736291979900004
ACH-000542,-0.128357225015
ACH-000544,-0.171426810086
ACH-000545,-0.22122029291700002
ACH-000547,-0.312020858433
ACH-000548,-0.39296226872699996
ACH-000549,-0.720328114049
ACH-000550,-0.109874963145
ACH-000552,-0.49523934376699996
ACH-000556,-0.140737285402
ACH-000557,-0.2399671885
ACH-000570,-0.152686772667
ACH-000571,-0.07467517147000001
ACH-000573,-0.00356546304078
ACH-000576,-0.35730198284500003
ACH-000580,-0.381838511471
ACH-000584,-0.43353038617399997
ACH-000585,-0.43188483686000007
ACH-000588,-0.245779369169
ACH-000589,-0.193829453301
ACH-000591,-0.373407979098
ACH-000593,0.0244409520348
ACH-000600,-0.37083650488200004
ACH-000601,-0.170958934525
ACH-000604,-0.0960724323791
ACH-000605,-0.109756027014
ACH-000606,-0.46933948279
ACH-000608,-0.08136229146519999
ACH-000614,-0.207562305259
ACH-000616,-0.471974610963
ACH-000618,-0.11096864935999999
ACH-000619,-0.7053116430249999
ACH-000620,0.018876356841
ACH-000621,-0.265567379504
ACH-000622,0.167127755734
ACH-000623,0.046917784867000004
ACH-000624,-0.0924378482092
ACH-000627,-0.32790686801999996
ACH-000630,-0.39465664557700003
ACH-000632,-0.140737842449
ACH-000633,-0.30501157101599996
ACH-000637,-0.420620492094
ACH-000638,-0.157419626369
ACH-000646,0.246794632368
ACH-000647,-0.110420337511
ACH-000648,0.07745563782760001
ACH-000649,-0.137996074893
ACH-000651,-0.132900359228
ACH-000652,-0.166288764145
ACH-000653,0.006699342333
ACH-000657,-0.103424943051
ACH-000658,-0.015541371388299998
ACH-000661,-0.0512827357656
ACH-000662,-0.285858246969
ACH-000663,-0.52308164457
ACH-000665,-0.260375412635
ACH-000671,-0.0839159408868
ACH-000673,-0.196849598653
ACH-000676,-0.279669796139
ACH-000677,-0.0714148380601
ACH-000681,-0.034694396798300005
ACH-000682,-0.42295346898599995
ACH-000683,-0.0638089224195
ACH-000684,-0.222140342795
ACH-000688,-0.151659123784
ACH-000693,-0.0619319261922
ACH-000694,-0.42190378114699995
ACH-000695,-0.233165802872
ACH-000696,-0.221335018341
ACH-000697,-0.180166657396
ACH-000699,-0.107067925087
ACH-000701,-0.14309577006899998
ACH-000706,-0.163861101933
ACH-000711,-0.34483940520000006
ACH-000713,-0.379932002151
ACH-000714,-0.139548523242
ACH-000718,-0.396663557319
ACH-000720,-0.126256776813
ACH-000721,-0.25898511709000005
ACH-000724,0.133774721249
ACH-000725,-0.234178608992
ACH-000732,-0.418026332039
ACH-000734,-0.047020556879
ACH-000735,-0.435118191061
ACH-000736,-0.252557698497
ACH-000738,-0.31311228977600003
ACH-000746,-0.0158251333192
ACH-000747,-0.101010886795
ACH-000748,0.110866106272
ACH-000753,-0.281091824195
ACH-000756,0.04519580517
ACH-000757,-0.239397294091
ACH-000758,-0.209202325438
ACH-000760,0.005619371161260001
ACH-000763,-0.175734635192
ACH-000764,-0.106325373145
ACH-000765,-0.184662000114
ACH-000766,-0.40875583127400006
ACH-000767,-0.509540213441
ACH-000768,-0.16812811323600002
ACH-000769,-0.23917778538000004
ACH-000770,-0.089643615275
ACH-000771,-0.504638960091
ACH-000773,-0.159002855947
ACH-000776,-0.0270324757877
ACH-000777,-0.0332573437648
ACH-000778,-0.44693746834200004
ACH-000781,-0.061769614118800005
ACH-000782,-0.107789159104
ACH-000783,-0.084995377972
ACH-000784,-0.526471788488
ACH-000785,-0.310630543884
ACH-000787,-0.224246129592
ACH-000788,0.0575923131083
ACH-000791,-0.20994649491
ACH-000792,-0.183009079622
ACH-000794,-0.406153310072
ACH-000796,-0.13012675585
ACH-000799,-0.238324128118
ACH-000800,-0.36107318609399996
ACH-000802,-0.232541726596
ACH-000804,-0.21292758239100001
ACH-000805,-0.08424717425
ACH-000809,-0.0523114441058
ACH-000810,-0.635208487176
ACH-000811,-0.31675285447900003
ACH-000817,-0.34989348958899996
ACH-000819,-0.160998519143
ACH-000820,0.019280286406099998
ACH-000821,0.0980134088408
ACH-000822,-0.0628356712009
ACH-000823,-0.0641563512955
ACH-000824,-0.0778519983974
ACH-000827,-0.0468110439505
ACH-000829,-0.25576715956999996
ACH-000831,-0.0593579185602
ACH-000832,-0.6935680557430001
ACH-000833,-0.207035617564
ACH-000834,-0.25819355863000004
ACH-000835,-0.19021460852299998
ACH-000836,-0.691471612372
ACH-000837,-0.437147286035
ACH-000838,-0.41008690608000004
ACH-000839,-0.602805396549
ACH-000840,-0.17323527104000003
ACH-000841,-0.258561511191
ACH-000843,-0.485401811328
ACH-000846,-0.287315982912
ACH-000847,-0.102426262139
ACH-000848,-0.0630088259476
ACH-000849,-0.131703533495
ACH-000851,-0.66962539947
ACH-000855,-0.11095737504799999
ACH-000856,0.044335120484800004
ACH-000858,-0.178962000471
ACH-000859,-0.430703872465
ACH-000861,-0.284149400627
ACH-000862,-0.23639835805300002
ACH-000865,-0.0712175504944
ACH-000866,-0.0341607624579
ACH-000867,-0.0110616495683
ACH-000869,-0.10880336833200001
ACH-000872,-0.138972844486
ACH-000873,-0.146291689124
ACH-000876,-0.225469831876
ACH-000878,-0.235723699674
ACH-000880,-0.237535834923
ACH-000881,-0.486026448188
ACH-000882,-0.359357699682
ACH-000884,-0.11517257792300001
ACH-000885,-0.09988789077639999
ACH-000887,0.08808868661949999
ACH-000888,-0.022742963097700002
ACH-000889,-0.410393375475
ACH-000890,-0.0714486384692
ACH-000896,-0.132988224199
ACH-000898,-0.0655789234556
ACH-000900,-0.37754303907
ACH-000901,-0.108721588187
ACH-000905,-0.16073080032099998
ACH-000906,-0.0607946377052
ACH-000907,0.14654949722000002
ACH-000910,-0.0788795686468
ACH-000911,-0.25544753396200004
ACH-000912,-0.668436904386
ACH-000913,-0.27071984719000003
ACH-000915,-0.499497413814
ACH-000916,0.037806671040300006
ACH-000917,-0.46488183602399996
ACH-000921,-0.10313074181
ACH-000924,-0.113043584658
ACH-000926,-0.102641621775
ACH-000928,-0.220669966508
ACH-000929,-0.134901665041
ACH-000932,0.018406004176700002
ACH-000935,0.0834618475586
ACH-000936,-0.469786992113
ACH-000937,-0.0614653319704
ACH-000938,-0.0243143318672
ACH-000939,-0.266864281739
ACH-000941,-0.287818777128
ACH-000943,-0.28706298089000004
ACH-000946,-0.19529454085200001
ACH-000947,-0.033233618191499996
ACH-000948,-0.12497117380999999
ACH-000950,-0.26950952468600003
ACH-000953,-0.279088709353
ACH-000957,-0.11289547152200001
ACH-000958,0.306539248229
ACH-000960,-0.000737509436827
ACH-000963,-0.137287572123
ACH-000968,-0.415601834913
ACH-000969,-0.029738573594
ACH-000973,-0.13578710150999998
ACH-000974,0.0132582267741
ACH-000975,-0.285656185622
ACH-000976,-0.0959606938658
ACH-000978,-0.23060896417399998
ACH-000980,-0.04981779069569999
ACH-000984,-0.10957745722100001
ACH-000986,-0.20503772760800001
ACH-000988,-0.077180606636
ACH-000993,-0.0617326363594
ACH-000994,-0.138277142609
ACH-000996,-0.103067003696
ACH-001001,-0.058384773697800006
ACH-001020,0.028082945509900002
ACH-001028,-0.114027255479
ACH-001031,-0.25771433941
ACH-001038,-0.24130072120700002
ACH-001048,-0.19899277514400002
ACH-001050,-0.27179343166
ACH-001053,-0.24050723503199997
ACH-001054,-0.158692845923
ACH-001061,-0.147599480278
ACH-001067,-0.360920164253
ACH-001075,-0.730147913337
ACH-001096,0.00783017740615
ACH-001128,0.000445353653103
ACH-001134,-0.09979419867239998
ACH-001151,-0.08646923267280002
ACH-001163,-0.22745448865100001
ACH-001164,-0.0629889639624
ACH-001173,-0.0411046604846
ACH-001183,-0.78253039452
ACH-001184,0.040018072246800006
ACH-001190,-0.257900608112
ACH-001192,-0.344173844639
ACH-001193,0.00422472207442
ACH-001196,-0.0308576242642
ACH-001197,-0.341729516523
ACH-001205,-0.18828709762899998
ACH-001211,-0.16555472587700001
ACH-001212,0.0166676693783
ACH-001228,0.0411738896355
ACH-001232,-0.20934227819
ACH-001239,-0.167715658558
ACH-001274,-0.110078621874
ACH-001275,0.05982931903080001
ACH-001277,-0.33433896537700003
ACH-001278,0.0907477943428
ACH-001280,0.153559984001
ACH-001283,-0.05999025633780001
ACH-001289,-0.055809927801400004
ACH-001295,-0.0387093460935
ACH-001300,-0.0135954328106
ACH-001301,-0.0290751149365
ACH-001302,-0.09058997512
ACH-001303,-0.25951560796900003
ACH-001306,-0.35687886328
ACH-001318,-0.157452292606
ACH-001322,-0.21377541156899998
ACH-001328,-0.552869424885
ACH-001332,-0.38517147994999995
ACH-001333,-0.185312132896
ACH-001336,-0.29943154511
ACH-001340,-0.126697901334
ACH-001346,-0.513345787581
ACH-001353,-0.12334132929300001
ACH-001354,-0.35534227801299995
ACH-001367,-0.0999455296427
ACH-001368,-0.0919693698659
ACH-001374,-0.258582262108
ACH-001375,-0.397918503646
ACH-001377,-0.211105177696
ACH-001380,-0.0157750877478
ACH-001391,0.0109605674982
ACH-001407,-0.041993301387800004
ACH-001408,-0.220875186567
ACH-001413,-0.130818533148
ACH-001430,-0.13003075710200002
ACH-001431,-0.150828258573
ACH-001450,-0.336320354321
ACH-001496,-0.118741431372
ACH-001500,-0.124433235424
ACH-001521,-0.0978800785807
ACH-001523,-0.391773621451
ACH-001532,-0.0815949266187
ACH-001536,-0.129769447969
ACH-001550,-0.45721730960900003
ACH-001552,0.00652817094656
ACH-001554,-0.090740635259
ACH-001645,-0.218878365612
ACH-001654,-0.122838532349
ACH-001715,-0.333625778849
ACH-001735,-0.165479226947
ACH-001736,-0.334872431565
ACH-001737,-0.812506566804
ACH-001740,-0.33988872579499996
ACH-001745,-0.217570901468
ACH-001750,-0.33923203381
ACH-001765,-0.300999017785
ACH-001956,-0.170799893383
ACH-001957,-0.0940920151469
