,PTH (5741)
ACH-000004,0.147207250401
ACH-000007,-0.09939874705460001
ACH-000009,-0.155473884248
ACH-000011,-0.020684167370200002
ACH-000012,-0.155821236909
ACH-000013,-0.013647411326
ACH-000014,-0.12834186165300002
ACH-000015,-0.00257620776532
ACH-000017,0.0935897026868
ACH-000018,0.118020745164
ACH-000019,-0.140402727676
ACH-000021,-0.15641019202099998
ACH-000022,0.07023229378660001
ACH-000025,-0.157918114512
ACH-000028,-0.0406223708361
ACH-000030,-0.148819235529
ACH-000035,-0.009282377375430001
ACH-000036,-0.113626410425
ACH-000037,0.0490844079958
ACH-000039,-0.318385013737
ACH-000040,0.00529288174278
ACH-000041,-0.059060638764
ACH-000042,-0.113413120284
ACH-000045,0.115327567449
ACH-000047,-0.0663320580019
ACH-000052,0.151969786065
ACH-000053,-0.153467301079
ACH-000054,-0.045117957407300006
ACH-000055,0.00363818909783
ACH-000060,-0.0896378708325
ACH-000067,-0.0963001433543
ACH-000070,0.0732138176635
ACH-000075,0.018306320615400003
ACH-000078,-0.114493297334
ACH-000082,0.0705827951977
ACH-000085,0.159248237445
ACH-000086,-0.037743066876800006
ACH-000087,-0.133517760026
ACH-000092,-0.025480000941300002
ACH-000095,-0.053226405717699994
ACH-000097,-0.0140970746805
ACH-000098,-0.0598272037352
ACH-000099,-0.12408744428200001
ACH-000108,-0.164779869455
ACH-000113,-0.04332950212830001
ACH-000115,-0.0176928270143
ACH-000116,0.102164635619
ACH-000118,-0.0987378856638
ACH-000120,-0.0409966235562
ACH-000123,-0.12692348061699998
ACH-000127,0.0279886268316
ACH-000128,0.029836857153
ACH-000132,-0.06477366619160001
ACH-000133,0.00363124106839
ACH-000137,-0.10976361394000002
ACH-000138,-0.0190642561754
ACH-000142,-0.139421678882
ACH-000143,0.11081949079600001
ACH-000146,0.0704437873233
ACH-000148,0.00149809044276
ACH-000150,0.163132691496
ACH-000152,0.0789363322521
ACH-000153,0.0581010957046
ACH-000159,-0.0030036591860799996
ACH-000160,-0.107584910787
ACH-000163,0.054120813334800004
ACH-000167,-0.139651076851
ACH-000168,0.043073387675800004
ACH-000169,0.0218470414629
ACH-000178,-0.06878405396750001
ACH-000182,0.12155181658299999
ACH-000183,-0.26949605768
ACH-000188,-0.006341008584640001
ACH-000189,0.0836750352966
ACH-000190,-0.144224399226
ACH-000198,0.055591795235699994
ACH-000204,0.154262152909
ACH-000206,-0.20235693979400002
ACH-000207,-0.193736835774
ACH-000211,0.005688085746170001
ACH-000215,-0.015668035145399998
ACH-000221,-0.0265437096612
ACH-000222,0.0337330201905
ACH-000223,-0.0158419100131
ACH-000226,-0.0539668342309
ACH-000227,-0.212079482126
ACH-000228,-0.018080082073500002
ACH-000231,-0.106921567053
ACH-000232,-0.12847217777699999
ACH-000233,-0.0837452483565
ACH-000234,-0.00042001290780199996
ACH-000235,-0.0412982323082
ACH-000237,-0.023678992256400005
ACH-000238,-0.0106963949157
ACH-000243,-0.025942948416
ACH-000244,-0.151202421882
ACH-000246,-0.0288805878596
ACH-000248,0.216265712326
ACH-000250,0.0578201563454
ACH-000251,-0.0172008330594
ACH-000253,0.0615990822645
ACH-000255,0.108236957282
ACH-000256,0.124129938408
ACH-000257,0.12441573497500001
ACH-000258,-0.0118898677841
ACH-000259,0.024869844811299998
ACH-000260,-0.0928526889746
ACH-000261,-0.09117445182530001
ACH-000262,-0.0246277224652
ACH-000263,0.0513347169922
ACH-000264,-0.0445017306617
ACH-000265,-0.103247979376
ACH-000266,-0.0309192187886
ACH-000272,0.0851678617461
ACH-000273,-0.115670871873
ACH-000274,-0.127855622826
ACH-000277,-0.178832355955
ACH-000278,-0.338734584434
ACH-000279,-0.0477102305707
ACH-000280,-0.130276789994
ACH-000281,-0.213897222183
ACH-000288,-0.08250550563249999
ACH-000291,0.055905720006099995
ACH-000293,-0.06403954760069999
ACH-000294,-0.12393618683499999
ACH-000295,0.101259276369
ACH-000296,-0.115382389177
ACH-000302,0.050413306934
ACH-000304,-0.000502131974185
ACH-000307,-0.101577220651
ACH-000308,-0.099853628162
ACH-000310,-0.27626845744600004
ACH-000311,-0.0714471862049
ACH-000312,0.0658108478691
ACH-000315,0.133832277311
ACH-000316,-0.030992396569199998
ACH-000317,0.14419824556500002
ACH-000318,-0.060296824161999996
ACH-000319,-0.22631909092500002
ACH-000320,-0.0553943056085
ACH-000322,-0.14579694003
ACH-000323,-0.0387307731155
ACH-000324,0.0385281556618
ACH-000329,-0.0926053309661
ACH-000330,0.210985642235
ACH-000331,-0.036062495649800005
ACH-000332,-0.0601741491281
ACH-000334,0.258573454384
