,UQCRQ (27089)
ACH-000004,-0.519535983768
ACH-000007,-0.702254618708
ACH-000009,-0.438852851968
ACH-000011,-0.462312081171
ACH-000012,-0.560434683155
ACH-000013,-0.5979417962870001
ACH-000014,-0.509024647614
ACH-000015,-0.7395980376610001
ACH-000017,-0.447702146099
ACH-000018,-0.410433946902
ACH-000019,-0.719787025537
ACH-000021,-0.640080303312
ACH-000022,-0.486388742635
ACH-000025,-0.459838102972
ACH-000028,-0.879717265749
ACH-000030,-0.7084887029520001
ACH-000035,-0.588227393669
ACH-000036,-0.358802500845
ACH-000037,-0.7052324856300001
ACH-000039,-0.531097389118
ACH-000040,-0.35008307329800004
ACH-000041,-0.541947397875
ACH-000042,-0.400037381077
ACH-000045,-0.664894101714
ACH-000047,-0.895336088229
ACH-000052,-0.5904384349239999
ACH-000053,-0.667807602841
ACH-000054,-0.8332900024429999
ACH-000055,-0.250895164356
ACH-000060,-0.395170328431
ACH-000067,-0.5141206014890001
ACH-000070,-0.690702035439
ACH-000075,-0.420336318852
ACH-000078,-0.9051730677519999
ACH-000082,-0.44522296743199996
ACH-000085,-0.322290058426
ACH-000086,-0.518124598502
ACH-000087,-0.85508344529
ACH-000092,-0.48867056986100005
ACH-000095,-0.42431660075499994
ACH-000097,-0.530100802798
ACH-000098,-0.418383490667
ACH-000099,-0.64064126279
ACH-000108,-0.554522445208
ACH-000113,-0.714437591821
ACH-000115,-0.211173352543
ACH-000116,-0.45560297369400005
ACH-000118,-0.744734828071
ACH-000120,-0.651735836414
ACH-000123,-0.529579371756
ACH-000127,-0.6102138471999999
ACH-000128,-0.669587086223
ACH-000132,-0.581422792779
ACH-000133,-0.474170651482
ACH-000137,-0.41246698644
ACH-000138,-0.544615928772
ACH-000142,-0.411396374418
ACH-000143,-0.619564722272
ACH-000146,-0.49041994255800003
ACH-000148,-0.6158763708280001
ACH-000150,-0.942722254586
ACH-000152,-0.544020401893
ACH-000153,-0.38669683532899995
ACH-000159,-0.6821318716179999
ACH-000160,-0.5828905897150001
ACH-000163,-0.471465217552
ACH-000167,-0.470146651293
ACH-000168,-0.11518783051300001
ACH-000169,-0.648350942547
ACH-000178,-0.326638923516
ACH-000182,-1.0987353587100002
ACH-000183,-0.564208700512
ACH-000188,-0.355943285964
ACH-000189,-0.954065465959
ACH-000190,-0.762824431715
ACH-000198,-0.6468725433
ACH-000204,-0.55042994787
ACH-000206,-0.44246857393100003
ACH-000207,-0.67805349721
ACH-000211,-0.552062625994
ACH-000215,-0.483797875556
ACH-000221,-0.651189627209
ACH-000222,-0.648257989246
ACH-000223,-0.836784228787
ACH-000226,-0.507714948088
ACH-000227,-0.5255673459
ACH-000228,-0.32364147349100003
ACH-000231,-0.458415128492
ACH-000232,-0.49192604036399995
ACH-000233,-0.379406448426
ACH-000234,-0.49456325718099997
ACH-000235,-0.601599182585
ACH-000237,-0.327573591839
ACH-000238,-0.5881184699249999
ACH-000243,-0.5345537295699999
ACH-000244,-0.646745827849
ACH-000246,-0.599060623892
ACH-000248,-0.547671363421
ACH-000250,-0.286358363548
ACH-000251,-0.871717454524
ACH-000253,-0.49928536794100004
ACH-000255,-0.540390966705
ACH-000256,-0.437267791847
ACH-000257,-0.7863939555
ACH-000258,-0.6804133051629999
ACH-000259,-0.543414472544
ACH-000260,-0.298284382419
ACH-000261,-0.6103580939600001
ACH-000262,-0.368499139099
ACH-000263,-0.458060994646
ACH-000264,-0.8689973767120001
ACH-000265,-0.531863381676
ACH-000266,-0.595075210276
ACH-000272,-0.654930219809
ACH-000273,-0.44771211396000005
ACH-000274,-0.48535248864299996
ACH-000277,-0.831308581476
ACH-000278,-0.376165747122
ACH-000279,-0.873460830052
ACH-000280,-0.404570421351
ACH-000281,-0.34713374443000006
ACH-000288,-0.454046775111
ACH-000291,-0.466969980713
ACH-000293,-0.687461978081
ACH-000294,-0.187883967564
ACH-000295,-0.19706647563700003
ACH-000296,-0.280774530569
ACH-000302,-0.6637696843509999
ACH-000304,-0.7209537204199999
ACH-000307,-0.484378444495
ACH-000308,-0.575084009728
ACH-000310,-0.682686584882
ACH-000311,-0.5253874809929999
ACH-000312,-0.811350115405
ACH-000315,-0.445042427188
ACH-000316,-0.652004407376
ACH-000317,-0.929596260616
ACH-000318,-0.436928355555
ACH-000319,-0.553431786414
ACH-000320,-0.776411620695
ACH-000322,-0.506360178798
ACH-000323,-0.761032974737
ACH-000324,-0.40169342198799995
ACH-000329,-0.92127499453
ACH-000330,-0.786371102866
ACH-000331,-0.43892259416199997
ACH-000332,-0.393562862299
ACH-000334,-0.44553930298999994
ACH-000335,-0.44923572611
ACH-000336,-0.40836687093
ACH-000337,-0.417967534118
ACH-000339,-0.6511518421010001
ACH-000341,-0.89221250844
ACH-000348,-0.555525000461
ACH-000350,-0.656569039357
ACH-000352,-0.588737295585
ACH-000356,-0.64789476797
ACH-000361,-0.597239137285
ACH-000362,-0.622508038292
ACH-000363,-0.602176078714
ACH-000364,-0.5536200972800001
ACH-000365,-0.558650737765
ACH-000366,-0.46981961335699995
ACH-000368,-0.515239433147
ACH-000374,-0.598355756223
ACH-000375,-0.587123965555
ACH-000376,-0.598563671667
ACH-000381,-0.752641841186
ACH-000383,-0.650761185678
ACH-000387,-0.45117972243199994
ACH-000389,-0.332650080401
ACH-000390,-0.639693700231
ACH-000393,-0.443101508422
ACH-000395,-0.614751289459
ACH-000397,-0.444988752563
ACH-000401,-0.412023316932
ACH-000402,-0.38889360795100003
ACH-000403,-0.747220909585
ACH-000404,-0.623314826471
ACH-000406,-1.00525186356
ACH-000407,-0.481034104832
ACH-000408,-0.848251350471
ACH-000410,-0.565722071724
