,RP9 (6100)
ACH-000004,0.06905377414319999
ACH-000007,-0.276274385791
ACH-000009,-0.0960955222712
ACH-000011,0.014425937843200001
ACH-000012,-0.0626068244989
ACH-000013,0.13650873587600001
ACH-000014,0.13093974951600001
ACH-000015,0.057226743624
ACH-000017,-0.122550931853
ACH-000018,-0.126333629651
ACH-000019,0.00906891344956
ACH-000021,-0.0916480689402
ACH-000022,-0.160593972382
ACH-000025,-0.0663264735534
ACH-000028,0.10239307267100001
ACH-000030,-0.009062575796780001
ACH-000035,-0.034381343933
ACH-000036,0.22848268286999998
ACH-000037,-0.0015214183966700003
ACH-000039,-0.0200139006942
ACH-000040,-0.10017861210899999
ACH-000041,0.0436524678486
ACH-000042,-0.180548386564
ACH-000045,0.27906432343000004
ACH-000047,-0.195956316519
ACH-000052,-0.116302191036
ACH-000053,-0.11950256964299999
ACH-000054,-0.0186438461137
ACH-000055,0.138388380215
ACH-000060,0.0780844740815
ACH-000067,0.15820432953299998
ACH-000070,0.0454207071821
ACH-000075,0.053016416984199996
ACH-000078,0.07668354712389999
ACH-000082,-0.11408837433
ACH-000085,-0.19989126575599997
ACH-000086,0.09236494871249999
ACH-000087,0.114078408816
ACH-000092,0.334470496462
ACH-000095,0.08689235694039998
ACH-000097,0.157175936127
ACH-000098,0.04329540391419999
ACH-000099,0.0700339374476
ACH-000108,-0.230659624051
ACH-000113,-0.122038832474
ACH-000115,0.0489851168824
ACH-000116,0.18624291415
ACH-000118,-0.0101852161506
ACH-000120,-0.07638745347860001
ACH-000123,-0.053492489795
ACH-000127,0.00283649235117
ACH-000128,-0.155300153953
ACH-000132,0.382675157622
ACH-000133,0.109357008738
ACH-000137,-0.165012330037
ACH-000138,0.0418751351907
ACH-000142,0.0209756008647
ACH-000143,0.0105743182968
ACH-000146,0.0376319894449
ACH-000148,0.023637724536099997
ACH-000150,0.0717602172305
ACH-000152,0.059597621830900005
ACH-000153,-0.014709336411899998
ACH-000159,-0.0598936444391
ACH-000160,-0.0862192896779
ACH-000163,0.140484585778
ACH-000167,-0.061284203936700005
ACH-000168,0.14073482287
ACH-000169,-0.127202651868
ACH-000178,-0.0092517736528
ACH-000182,0.0381621547169
ACH-000183,0.075938479947
ACH-000188,0.034472049376800006
ACH-000189,-0.095991923354
ACH-000190,-0.11295865502999998
ACH-000198,0.0405855771991
ACH-000204,-0.0878276103159
ACH-000206,0.027915578409
ACH-000207,0.0242289353435
ACH-000211,-0.072202806158
ACH-000215,-0.0269863432765
ACH-000221,-0.11878373832599999
ACH-000222,-0.0932400029868
ACH-000223,-0.0703786825515
ACH-000226,-0.0266942128528
ACH-000227,0.062487230722699995
ACH-000228,-0.130290711448
ACH-000231,-0.0341975304893
ACH-000232,0.0541368528607
ACH-000233,-4.26623812228e-05
ACH-000234,-0.08978548330639999
ACH-000235,-0.125226294842
ACH-000237,-0.23810698417800003
ACH-000238,0.0771214355478
ACH-000243,-0.202094187146
ACH-000244,-0.29187729664
ACH-000246,-0.16510312596899998
ACH-000248,-0.15893153569000001
ACH-000250,-0.0924067404798
ACH-000251,-0.0384005273335
ACH-000253,-0.137888841135
ACH-000255,-0.062459545583899996
ACH-000256,0.126173535905
ACH-000257,0.350667308561
ACH-000258,0.039971812938699995
ACH-000259,-0.0739369172666
ACH-000260,0.0415299862514
ACH-000261,0.023940472442099996
ACH-000262,-0.181383275081
ACH-000263,0.0019159772338800001
ACH-000264,0.0397492944625
ACH-000265,-0.11812989138699999
ACH-000266,-0.137629917368
ACH-000272,-0.149800851289
ACH-000273,-0.160839306536
ACH-000274,0.233506484434
ACH-000277,0.04583811973040001
ACH-000278,-0.0680177001777
ACH-000279,0.0039702135341500005
ACH-000280,-0.08255362724569999
ACH-000281,-0.284503896895
ACH-000288,-0.280226630921
ACH-000291,-0.192058295053
ACH-000293,-0.115643580892
ACH-000294,-0.07978075821880001
ACH-000295,-0.21810421723099999
ACH-000296,-0.200052235158
ACH-000302,0.023290128249499997
ACH-000304,-0.288650107326
ACH-000307,0.12209484239299999
ACH-000308,-0.00386533262764
ACH-000310,0.06304569843539999
ACH-000311,-0.315055266027
ACH-000312,-0.22759711316300002
ACH-000315,0.0418730382956
ACH-000316,0.058916212024600005
ACH-000317,0.115483205536
ACH-000318,0.137979284637
ACH-000319,-0.139618583474
ACH-000320,-0.34768858805200004
ACH-000322,-0.0208721307656
ACH-000323,-0.010411297421299998
ACH-000324,0.0206632595364
ACH-000329,-0.028543322174499997
ACH-000330,0.100710717915
ACH-000331,-0.170022390499
ACH-000332,-0.10127185730299999
ACH-000334,0.007567943552189999
ACH-000335,-0.139319104241
ACH-000336,0.272164575334
ACH-000337,-0.287822094718
ACH-000339,-0.10017417023399999
ACH-000341,-0.069021940608
ACH-000348,0.0008974804117919999
ACH-000350,-0.126409360931
ACH-000352,0.046566614301300005
ACH-000356,-0.136773435867
ACH-000361,0.0126456508078
ACH-000362,-0.179320026909
ACH-000363,0.0180458359802
ACH-000364,0.149342431687
ACH-000365,0.02202390378
ACH-000366,0.013253281154
ACH-000368,0.125150716734
ACH-000374,-0.000884673832884
ACH-000375,-0.09715455971889998
ACH-000376,0.0869472882261
ACH-000381,0.0118450133957
ACH-000383,-0.10683879929300001
ACH-000387,0.0498288522293
ACH-000389,-0.18124272045200002
ACH-000390,0.0715854268485
ACH-000393,0.012147680729399998
ACH-000395,-0.572897047894
ACH-000397,0.031966249036199997
ACH-000401,0.125281398484
ACH-000402,-0.12298757352
ACH-000403,-0.19782586200999996
ACH-000404,-0.0014173691096900003
ACH-000406,-0.0762671806642
ACH-000407,0.00411945060205
ACH-000408,0.0202137253443
ACH-000410,-0.005305897096569999
ACH-000411,0.016058039594
ACH-000414,-0.0762189870933
ACH-000415,0.08814555535939998
ACH-000416,-0.126302166372
ACH-000420,0.027420798314400002
ACH-000421,0.075090385247
ACH-000424,0.25294964520700003
ACH-000425,-0.05018698728680001
ACH-000426,0.23257026785999999
ACH-000427,-0.09166590535560001
ACH-000433,-0.24875185011700002
ACH-000436,0.219371230338
ACH-000444,0.0131481448052
ACH-000445,0.236892460236
ACH-000448,-0.161822331067
ACH-000450,0.006573225183660001
ACH-000452,-0.0690778795642
ACH-000454,0.041208060799300006
ACH-000458,0.121547729978
ACH-000459,0.302389595488
ACH-000460,-0.149403939946
ACH-000461,0.043813383313
ACH-000463,-0.49173020528000005
ACH-000464,-0.193988260171
ACH-000466,-0.058024317190500004
ACH-000467,-0.113664584651
ACH-000468,0.245807253298
ACH-000469,0.0752085006854
ACH-000470,0.0634993570306
ACH-000471,-0.15827464977800001
ACH-000472,-0.0856424717726
ACH-000473,-0.121626277653
ACH-000475,0.0604435069042
ACH-000476,-0.027074770874400005
ACH-000477,-0.09025110951210001
ACH-000480,0.17794012211
ACH-000481,-0.0006597245649330001
ACH-000483,0.029379916529500002
ACH-000484,0.0902309993382
ACH-000485,0.045982296973099995
ACH-000486,0.023976436382299997
ACH-000487,0.0416150521636
ACH-000488,0.1583021889
ACH-000490,-0.0267392633014
ACH-000491,-0.04419426649
ACH-000495,-0.232331554502
ACH-000496,0.008721590813270001
ACH-000499,0.271103249281
ACH-000500,0.254718535285
ACH-000502,-0.159473729509
ACH-000503,-0.28378223772100003
ACH-000505,0.173921300723
ACH-000507,0.0368107380365
ACH-000510,-0.0901668944902
ACH-000511,0.0887560755956
ACH-000512,-0.04282140379030001
ACH-000516,-0.162867696568
ACH-000517,-0.08431393124839999
ACH-000518,0.026598544390000003
ACH-000520,-0.09750507416750001
ACH-000521,-0.219868337458
ACH-000522,-0.236189342694
ACH-000524,0.09537587206419999
ACH-000527,-0.0138420649579
ACH-000528,0.07585461644569999
ACH-000537,-0.135911073687
ACH-000541,-0.127716196206
ACH-000542,0.11150158660599999
ACH-000544,-0.024698439307400004
ACH-000545,-0.0313111097249
ACH-000547,-0.0520841933805
ACH-000548,-0.026434482286400003
ACH-000549,-0.159641615505
ACH-000550,0.06921157764960001
ACH-000552,0.09372232264350001
ACH-000556,0.08859215521230002
ACH-000557,-0.017449881823
ACH-000570,-0.0358390795876
ACH-000571,-0.0246795947491
ACH-000573,-0.018826517316
ACH-000576,-0.051610780002800005
ACH-000580,-0.0423119636892
ACH-000584,0.115797265608
ACH-000585,0.00750367949347
ACH-000588,0.0102535249716
ACH-000589,0.130224075074
ACH-000591,-0.0747605628105
ACH-000593,-0.17460213142499997
ACH-000600,-0.188319697976
ACH-000601,-0.0454977673649
ACH-000604,-0.020013159634900003
ACH-000605,-0.0876499177891
ACH-000606,0.116865629551
ACH-000608,-0.177855411709
ACH-000614,-0.142349939169
ACH-000616,0.0460127404421
ACH-000618,0.00794903631622
ACH-000619,-0.00889561117794
ACH-000620,-0.036990404902
ACH-000621,-0.137184254852
ACH-000622,-0.0850778615385
ACH-000623,-0.055839505856800004
ACH-000624,0.165516000174
ACH-000627,-0.150365301832
ACH-000630,0.127487630672
ACH-000632,0.06954922753
ACH-000633,-0.0979053847636
ACH-000637,-0.0315515259127
ACH-000638,-0.0327773095473
ACH-000646,-0.113226211819
ACH-000647,0.057813114965199995
ACH-000648,-0.181792198525
ACH-000649,-0.10573791841800001
ACH-000651,0.052817780268699994
