,BAZ1A (11177)
ACH-000004,0.050286475751900005
ACH-000007,-0.154390288417
ACH-000009,-0.46931110571999995
ACH-000011,0.0338585853263
ACH-000012,-0.0638088936747
ACH-000013,-0.155055582107
ACH-000014,-0.18151439313999998
ACH-000015,0.039794499265400005
ACH-000017,-0.262486592001
ACH-000018,0.0667727484013
ACH-000019,-0.401667027736
ACH-000021,0.028195043884
ACH-000022,-0.167643665855
ACH-000025,0.142896970619
ACH-000028,-0.560112182549
ACH-000030,-0.049401078884
ACH-000035,-0.014426178520799998
ACH-000036,-0.0450041907755
ACH-000037,-0.107277135397
ACH-000039,-0.185835418601
ACH-000040,-0.0797332709853
ACH-000041,-0.592335616378
ACH-000042,0.0671230370263
ACH-000045,0.535489463741
ACH-000047,0.0929449702197
ACH-000052,-0.12211057972799999
ACH-000053,-0.419596448425
ACH-000054,-0.138219950724
ACH-000055,0.06308673418869999
ACH-000060,-0.19204250248500002
ACH-000067,0.109959176461
ACH-000070,0.058464139425
ACH-000075,0.05290427119319999
ACH-000078,-0.14443217772199998
ACH-000082,0.06375235009340001
ACH-000085,-0.214894945823
ACH-000086,0.107039288297
ACH-000087,0.17246111547
ACH-000092,0.008811439681930001
ACH-000095,-0.37464253223000005
ACH-000097,-0.163320846787
ACH-000098,-0.126078367972
ACH-000099,-0.608148517207
ACH-000108,0.103292672502
ACH-000113,0.0110444448665
ACH-000115,0.225441206501
ACH-000116,-0.0938900592777
ACH-000118,-0.124435031267
ACH-000120,-0.472077206916
ACH-000123,-0.125715973355
ACH-000127,-0.043379322057800006
ACH-000128,-0.006871958184
ACH-000132,0.0529539010154
ACH-000133,-0.07384023391649999
ACH-000137,-0.165890711239
ACH-000138,-0.0571363504007
ACH-000142,-0.261976450451
ACH-000143,0.125074076799
ACH-000146,-0.193687735827
ACH-000148,-0.0671850218342
ACH-000150,0.428429843921
ACH-000152,-0.00411218251445
ACH-000153,-0.481751427999
ACH-000159,-0.20446257077500002
ACH-000160,0.0609572982792
ACH-000163,0.123541101173
ACH-000167,0.07037381126619999
ACH-000168,0.139030474448
ACH-000169,-0.0665998781321
ACH-000178,-0.137446216144
ACH-000182,-0.046118055859500004
ACH-000183,-0.116836900902
ACH-000188,-0.23850017483600003
ACH-000189,-0.023479865167700002
ACH-000190,0.143005228218
ACH-000198,-0.123051662529
ACH-000204,0.107659598863
ACH-000206,0.056979058364500006
ACH-000207,0.062114928271099996
ACH-000211,-0.292014772939
ACH-000215,-0.04529955764119999
ACH-000221,-0.0199255993668
ACH-000222,-0.284731646237
ACH-000223,-0.0946169192137
ACH-000226,-0.216970651683
ACH-000227,-0.07911432123499999
