,FPR1 (2357)
ACH-000004,0.203007784499
ACH-000007,0.154994362327
ACH-000009,-0.06726465027010001
ACH-000011,0.162690293895
ACH-000012,0.126333103806
ACH-000013,-0.0742182531145
ACH-000014,0.0639008574328
ACH-000015,-0.043161522431699996
ACH-000017,0.158813960064
ACH-000018,-0.0664182373752
ACH-000019,-0.035745870178300006
ACH-000021,0.125474493196
ACH-000022,0.135019070824
ACH-000025,0.145173322214
ACH-000028,0.294616739826
ACH-000030,-0.048419979630699994
ACH-000035,-0.04549085580659999
ACH-000036,0.207031055273
ACH-000037,0.230262123647
ACH-000039,0.160005393591
ACH-000040,0.151880607214
ACH-000041,0.273002452914
ACH-000042,0.09187252840389999
ACH-000045,0.134401617977
ACH-000047,0.106529299536
ACH-000052,0.231182452053
ACH-000053,-0.100072581899
ACH-000054,0.10617803671
ACH-000055,0.184583069329
ACH-000060,0.247866771895
ACH-000067,0.105065329672
ACH-000070,0.146430817237
ACH-000075,-0.0864814551985
ACH-000078,0.13962878723400002
ACH-000082,-0.0318309071824
ACH-000085,0.114247178831
ACH-000086,0.036586087639900004
ACH-000087,-0.0349316061585
ACH-000092,0.055020947324199994
ACH-000095,0.0718315857714
ACH-000097,-0.06859681068
ACH-000098,0.0460764436546
ACH-000099,0.176379678093
ACH-000108,0.000808323748783
ACH-000113,0.0356199938794
ACH-000115,-0.0736324948493
ACH-000116,0.00485752450705
ACH-000118,-0.00875155489152
ACH-000120,0.0176616234511
ACH-000123,-0.026896929990699998
ACH-000127,-0.013587410157000001
ACH-000128,0.206116769066
ACH-000132,0.204395488097
ACH-000133,-0.051914441038499994
ACH-000137,0.09126708090430001
ACH-000138,-0.0708657130145
ACH-000142,-0.04988224124369999
ACH-000143,-0.0503911081503
ACH-000146,-0.0148321976472
ACH-000148,0.135238674148
ACH-000150,0.12207536643400001
ACH-000152,0.118007221799
ACH-000153,-0.256092497511
ACH-000159,0.132354448865
ACH-000160,0.171306939364
ACH-000163,0.16374275479699998
ACH-000167,0.19460412237
ACH-000168,0.100442613096
ACH-000169,0.011740179129700002
ACH-000178,0.0436244449093
ACH-000182,-0.0220536199252
ACH-000183,0.21435248455800002
ACH-000188,-0.042372577964000006
ACH-000189,0.47609637160499996
ACH-000190,0.0401247160258
ACH-000198,0.230523306493
ACH-000204,0.23646693543800001
ACH-000206,0.118101433422
ACH-000207,0.230559309016
ACH-000211,0.030782813572200002
ACH-000215,0.0362820705464
ACH-000221,-0.00587012164325
ACH-000222,-0.126506112447
ACH-000223,0.0455090458221
ACH-000226,0.13690946527
ACH-000227,0.343733816404
ACH-000228,0.109943931383
ACH-000231,0.0269832247995
ACH-000232,0.011335264178899998
ACH-000233,0.029896958221299997
ACH-000234,0.096387215732
ACH-000235,0.11587458412799999
ACH-000237,-0.0115502780152
ACH-000238,0.045472864423699993
ACH-000243,0.015535393314399999
ACH-000244,0.285648571823
ACH-000246,0.125857167992
ACH-000248,0.340794954824
ACH-000250,0.0912319464428
ACH-000251,-0.0967015538909
ACH-000253,0.0566992369905
ACH-000255,0.0377103151188
ACH-000256,-0.0216779051236
