,TAF6L (10629)
ACH-000004,-0.628877595651
ACH-000007,-0.499588662927
ACH-000009,-0.29800389331300003
ACH-000011,-0.329750609604
ACH-000012,-0.464770248964
ACH-000013,-0.445018551038
ACH-000014,-0.406971147673
ACH-000015,-0.58777935452
ACH-000017,-1.1734695161700002
ACH-000018,-0.941925253879
ACH-000019,-0.41857932487599997
ACH-000021,-0.5992661189999999
ACH-000022,-0.5160950556530001
ACH-000025,-0.09997530874180001
ACH-000028,-0.48049375437200004
ACH-000030,-0.608565553232
ACH-000035,-0.477952033183
ACH-000036,-0.533465434196
ACH-000037,-0.43303659894900004
ACH-000039,-0.259460758686
ACH-000040,-0.5131214372890001
ACH-000041,-0.455183226218
ACH-000042,-0.9518773497299999
ACH-000045,-0.26074566218899997
ACH-000047,-0.613173298464
ACH-000052,-0.41488592149000003
ACH-000053,-0.973600423485
ACH-000054,0.177971852485
ACH-000055,-0.7594608061470001
ACH-000060,-0.175120665575
ACH-000067,0.0348310552812
ACH-000070,-0.923861962157
ACH-000075,-0.7522042134270001
ACH-000078,-0.510106725415
ACH-000082,-0.867737989513
ACH-000085,-0.507277612657
ACH-000086,-0.793358399554
ACH-000087,-0.648344554591
ACH-000092,-0.622827835189
ACH-000095,-0.663475826406
ACH-000097,-0.67696402233
ACH-000098,-0.795902041227
ACH-000099,-0.358676973503
ACH-000108,-0.512462489587
ACH-000113,-0.576146386703
ACH-000115,-1.3752746947
ACH-000116,-1.0227172611
ACH-000118,-0.8908123287630001
ACH-000120,-0.606869152082
ACH-000123,-0.685556476017
ACH-000127,-0.5783301305449999
ACH-000128,-0.504969337562
ACH-000132,-0.17827158750500002
ACH-000133,-0.285743344907
ACH-000137,-0.449288100639
ACH-000138,-0.297219906577
ACH-000142,-0.776707587938
ACH-000143,-0.647535407385
ACH-000146,-0.53527895696
ACH-000148,-0.859178039137
ACH-000150,-0.0853592170713
ACH-000152,-0.358240583173
ACH-000153,-1.21038443972
ACH-000159,-0.24823244288600002
ACH-000160,-0.248045622053
ACH-000163,-0.871187348434
ACH-000167,-0.0488535869306
ACH-000168,-0.638416096842
ACH-000169,-0.5495136044910001
ACH-000178,-0.737115002082
ACH-000182,-0.0603400376411
ACH-000183,-1.21410405275
ACH-000188,-0.435937563005
ACH-000189,-0.023982252266599998
ACH-000190,0.025706110626400002
ACH-000198,-1.00654305756
ACH-000204,-0.7120167506209999
ACH-000206,-0.170695316757
ACH-000207,-1.52102339954
ACH-000211,-0.352171432351
ACH-000215,0.0684246995438
ACH-000221,-0.533685229418
ACH-000222,-0.727221613354
ACH-000223,-0.744629444843
ACH-000226,-0.572523841746
ACH-000227,-0.7067058295649999
ACH-000228,-1.02453417706
ACH-000231,-0.28466179392499996
ACH-000232,-0.5744354511649999
ACH-000233,-0.803804435001
ACH-000234,0.2063347959
ACH-000235,-0.669291585712
ACH-000237,-0.646650215153
ACH-000238,-0.390009363585
ACH-000243,-0.662412247676
ACH-000244,0.966129848334
ACH-000246,0.405021834826
ACH-000248,-0.737044614989
ACH-000250,-0.31266107741599997
ACH-000251,-0.12399410994200001
ACH-000253,-0.888851544782
ACH-000255,-0.240494590096
ACH-000256,-0.8101885194349999
ACH-000257,-0.19951628622900003
ACH-000258,-0.795095805817
ACH-000259,-0.748266220473
ACH-000260,-0.479376553484
ACH-000261,-0.418799514805
ACH-000262,-0.398916225629
ACH-000263,-0.46708776712399996
ACH-000264,-0.28017360036899996
ACH-000265,-0.47365453379699995
ACH-000266,-0.16156648050699998
ACH-000272,-0.7301062525
ACH-000273,-0.979917253161
ACH-000274,0.24149980291200002
ACH-000277,-0.737074109574
ACH-000278,0.520594713402
ACH-000279,-0.451980233081
ACH-000280,-0.252427584796
ACH-000281,-0.25350953677099997
ACH-000288,0.418481048294
ACH-000291,-0.793294627218
ACH-000293,-0.05667619415519999
ACH-000294,-0.584552601761
ACH-000295,-0.450058396813
ACH-000296,-0.101206727587
ACH-000302,-0.07668082801130001
ACH-000304,-0.580300857659
ACH-000307,-0.665773329331
ACH-000308,-0.8724625635850001
ACH-000310,-0.32733588904
ACH-000311,-0.433695833164
ACH-000312,-0.738081031515
ACH-000315,-0.7966101156759999
ACH-000316,-0.5815273036199999
ACH-000317,-0.8021643598839999
ACH-000318,-0.9389496926659999
ACH-000319,-0.206607980665
ACH-000320,-0.508699733523
ACH-000322,-0.594305440251
ACH-000323,-0.687736096387
ACH-000324,-0.666546361189
ACH-000329,0.339389146968
ACH-000330,-0.526085349327
ACH-000331,-0.39825631210600004
ACH-000332,-0.49591631334299996
ACH-000334,-0.781250455764
ACH-000335,-0.28984518573199997
ACH-000336,-0.800199869578
ACH-000337,-0.75146268587
ACH-000339,-0.47516639217600004
ACH-000341,-0.496483120318
ACH-000348,-0.553743358169
ACH-000350,-0.563218076275
ACH-000352,-0.680569427809
ACH-000356,-0.653466300538
ACH-000361,-0.8195396553919999
ACH-000362,-0.7539980873459999
ACH-000363,-0.823077397895
ACH-000364,-0.0936490616314
ACH-000365,-0.685718292509
ACH-000366,-0.670341532534
ACH-000368,-0.16485671120200002
ACH-000374,-0.6398468798170001
ACH-000375,-0.524955198064
ACH-000376,-0.670431307777
ACH-000381,-0.414272925739
ACH-000383,-0.8594097497750001
ACH-000387,-0.623465043952
ACH-000389,0.37139063407399997
ACH-000390,-0.668368296588
ACH-000393,-0.351773743655
ACH-000395,-0.21742739558600002
ACH-000397,-0.584134969278
ACH-000401,-0.49353046491700003
ACH-000402,-0.262440409895
ACH-000403,-0.379609455264
ACH-000404,-0.729824587685
ACH-000406,-0.82202995205
ACH-000407,-0.376571762676
ACH-000408,-0.810208794689
ACH-000410,-0.323916506219
ACH-000411,-0.524134655549
ACH-000414,-0.600145124448
ACH-000415,-0.7045677100259999
ACH-000416,-0.46128324276999993
ACH-000420,-0.269070560383
ACH-000421,-0.801442459747
ACH-000424,-0.484652002672
ACH-000425,-0.59987962037
ACH-000426,-0.860843859707
ACH-000427,-0.538155611312
ACH-000433,-0.564062182998
ACH-000436,-1.00969767119
ACH-000444,-0.453274426291
ACH-000445,-0.819989066526
ACH-000448,-0.420456336816
ACH-000450,-0.720088776851
ACH-000452,-0.7202287155
ACH-000454,-0.28327303512400004
ACH-000458,-0.85379485242
ACH-000459,-0.42198066755999997
ACH-000460,-0.6439135822600001
ACH-000461,-0.8270691011589999
ACH-000463,-0.38737194014700005
ACH-000464,-0.17037628646800002
ACH-000466,-0.5434696751829999
ACH-000467,-0.648981252547
ACH-000468,-0.409750887552
ACH-000469,-0.361339967093
ACH-000470,-0.310745064223
ACH-000471,-0.989460891014
ACH-000472,-0.472258233011
ACH-000473,-0.462849602841
ACH-000475,-0.366597726871
ACH-000476,-0.0241660696522
ACH-000477,-0.686765922072
ACH-000480,-0.852895898461
ACH-000481,-0.526753330292
ACH-000483,-0.600343406918
ACH-000484,-0.780307307227
ACH-000485,-0.748479690241
ACH-000486,-0.540335839889
ACH-000487,-0.556478013054
ACH-000488,-0.673818371889
ACH-000490,-0.44748881655
ACH-000491,-1.00080118509
ACH-000495,-0.879291759223
ACH-000496,-0.566090725529
ACH-000499,-0.61406454255
ACH-000500,-0.272916903811
ACH-000502,-0.0026477138690799997
ACH-000503,-0.8159020593
ACH-000505,-0.456820243252
ACH-000507,-0.7831264759219999
ACH-000510,-0.376323947667
ACH-000511,-0.216684086123
ACH-000512,-0.935104579311
ACH-000516,-0.246982976122
ACH-000517,0.07325497472889998
ACH-000518,-0.199004257143
ACH-000520,0.0653269643965
ACH-000521,-0.36522395352799997
ACH-000522,-0.0383862703236
ACH-000524,-0.138279310368
ACH-000527,-0.446488797336
ACH-000528,-0.453923637624
ACH-000537,-0.618860791479
ACH-000541,-0.5752302518
ACH-000542,-0.342979281622
ACH-000544,-0.683140174076
ACH-000545,-0.7796981806000001
ACH-000547,-0.624694132716
ACH-000548,-0.484779293394
ACH-000549,-0.41025355838399996
ACH-000550,-0.320832986015
ACH-000552,-0.632074428605
ACH-000556,-0.6930655537199999
ACH-000557,-0.250893650919
ACH-000570,-0.548324136853
ACH-000571,-0.599877483424
ACH-000573,-0.659018621127
ACH-000576,-0.6927811069140001
ACH-000580,-0.6955613031119999
ACH-000584,-0.7391529359110001
ACH-000585,-0.774856768811
ACH-000588,-1.0216679696
ACH-000589,-0.807992744137
ACH-000591,-0.0177498626015
ACH-000593,-0.317311275011
ACH-000600,-0.593537724547
ACH-000601,-0.331206217521
ACH-000604,-0.781617161631
ACH-000605,-0.397625944501
ACH-000606,-0.38659741450900004
ACH-000608,-0.8150815077789999
ACH-000614,-0.6781229710510001
ACH-000616,-0.5410170386159999
ACH-000618,-0.451485602109
ACH-000619,-0.143374332403
ACH-000620,-0.9613367242309999
ACH-000621,-0.563322749052
ACH-000622,-0.738615535461
ACH-000623,0.414045281795
ACH-000624,-0.24655402973999999
ACH-000627,-0.276312797969
ACH-000630,-0.294374887473
ACH-000632,-0.200376628904
ACH-000633,-0.561630710261
ACH-000637,-1.0421019824700002
ACH-000638,-0.60082873634
ACH-000646,-0.754090123753
ACH-000647,-0.899652379193
ACH-000648,0.23927085729800002
ACH-000649,-0.48085441526600003
ACH-000651,-0.388571141956
ACH-000652,-0.583808413328
ACH-000653,-0.548339998357
ACH-000657,-0.350813724754
ACH-000658,-0.842522593504
ACH-000661,-0.45647356227799996
ACH-000662,-0.470550637961
ACH-000663,-0.10584120156
ACH-000665,-0.469967007848
ACH-000671,-0.54550268853
ACH-000673,-0.7063328610699999
ACH-000676,-0.417359848644
ACH-000677,-0.803929205498
ACH-000681,-0.434677362414
ACH-000682,-0.26937582460000004
ACH-000683,-0.852123760019
ACH-000684,0.11662827816600001
ACH-000688,0.45608490303000004
ACH-000693,-0.642891753031
ACH-000694,-0.42687397236599994
ACH-000695,-0.349310224482
ACH-000696,-0.38539464224299996
ACH-000697,-0.48739733137900004
ACH-000699,-0.404508351756
ACH-000701,-0.488874498734
ACH-000706,-0.517591230089
ACH-000711,-0.505570378322
ACH-000713,-0.7434548655159999
ACH-000714,-0.6007489054290001
ACH-000718,-0.553070860408
ACH-000720,-0.47422785005199997
ACH-000721,-0.470106663042
ACH-000724,-0.044005038107199995
ACH-000725,-0.678133590081
ACH-000732,-0.607471652932
ACH-000734,-0.874383548339
ACH-000735,-0.653914072782
ACH-000736,-0.6961956187289999
ACH-000738,-0.183036010012
ACH-000746,-0.9170266831730001
ACH-000747,-0.7361590501790001
ACH-000748,-0.531637494238
ACH-000753,-0.5128197129159999
ACH-000756,-0.480281008385
ACH-000757,-0.5520625775060001
ACH-000758,-0.477762391024
ACH-000760,-0.296216369848
ACH-000763,-0.784267225379
ACH-000764,-0.41189619635799996
ACH-000765,-1.13457494379
ACH-000766,-0.39979417473300005
ACH-000767,-0.546396660814
ACH-000768,-0.370015681096
ACH-000769,-0.741389037154
ACH-000770,-0.5530509873780001
ACH-000771,-0.593627033153
ACH-000773,-0.810364243591
ACH-000776,-0.33496948718499997
ACH-000777,-0.769039058639
ACH-000778,-0.673274952817
ACH-000781,-0.838186953087
ACH-000782,-0.623756832292
ACH-000783,-0.646360814402
ACH-000784,-0.821770497351
