,DNM3 (26052)
ACH-000004,-0.388166934257
ACH-000007,-0.037279153438499996
ACH-000009,-0.35489812479099997
ACH-000011,-0.373834604802
ACH-000012,-0.24848641190600002
ACH-000013,-0.33967455129600005
ACH-000014,-0.272671414655
ACH-000015,-0.267023177898
ACH-000017,-0.262225767364
ACH-000018,-0.151790848047
ACH-000019,-0.272787485635
ACH-000021,-0.315378453812
ACH-000022,-0.315916569399
ACH-000025,-0.35090012682099997
ACH-000028,-0.405731738499
ACH-000030,-0.114900845459
ACH-000035,-0.260840704302
ACH-000036,-0.24453997408199998
ACH-000037,-0.12093205506799999
ACH-000039,-0.16238466678400001
ACH-000040,-0.294469819089
ACH-000041,-0.23403106333700002
ACH-000042,-0.172328735955
ACH-000045,-0.216703408106
ACH-000047,-0.247119311794
ACH-000052,-0.679949533599
ACH-000053,-0.308146788132
ACH-000054,-0.310842224446
ACH-000055,-0.45555645677
ACH-000060,-0.0393172384981
ACH-000067,0.0349075496825
ACH-000070,-0.155091726681
ACH-000075,-0.037511198264099994
ACH-000078,-0.136410701695
ACH-000082,-0.116810069815
ACH-000085,-0.260132563936
ACH-000086,-0.448967603278
ACH-000087,-0.10103584370100001
ACH-000092,-0.319805598677
ACH-000095,-0.200336000452
ACH-000097,-0.056887987494900004
ACH-000098,-0.23291972071699998
ACH-000099,-0.122570281118
ACH-000108,-0.20969276468400003
ACH-000113,-0.24837563479699998
ACH-000115,-0.24496909390000002
ACH-000116,-0.33073153292199997
ACH-000118,-0.150244654248
ACH-000120,-0.287532456162
ACH-000123,-0.20072140017200002
ACH-000127,-0.132649884348
ACH-000128,-0.17084310340300002
ACH-000132,-0.135175257245
ACH-000133,-0.326184530082
ACH-000137,-0.22608232320399999
ACH-000138,-0.324749835542
ACH-000142,-0.40744433305399996
ACH-000143,-0.302803103666
ACH-000146,-0.0416113315353
ACH-000148,-0.440958318072
ACH-000150,-0.0233221974637
ACH-000152,-0.33790486639600004
ACH-000153,-0.04451875033390001
ACH-000159,-0.24091877187600003
ACH-000160,-0.12204769899000001
ACH-000163,-0.18503240533100002
ACH-000167,-0.42414372299
ACH-000168,-0.0175790589833
ACH-000169,-0.262638343319
ACH-000178,-0.09820650257539999
ACH-000182,-0.110262734095
ACH-000183,-0.37305422586
ACH-000188,-0.288148970497
ACH-000189,-0.443075503772
ACH-000190,-0.44232722452
ACH-000198,-0.198328901785
ACH-000204,-0.490547653075
ACH-000206,-0.0804248485193
ACH-000207,-0.44073673353
ACH-000211,-0.259385596688
ACH-000215,-0.22019270692899998
ACH-000221,-0.273359800187
ACH-000222,0.0091193306987
ACH-000223,-0.283046633752
ACH-000226,-0.18133237389100001
ACH-000227,-0.21202103791299998
ACH-000228,-0.290374255634
ACH-000231,-0.307682112975
ACH-000232,-0.235018085839
ACH-000233,-0.23089036464
ACH-000234,-0.282292811632
ACH-000235,-0.207263602654
ACH-000237,-0.233316666935
ACH-000238,-0.0117265842111
ACH-000243,-0.239537319001
ACH-000244,-0.348803847404
ACH-000246,-0.222758250642
ACH-000248,-0.308355452949
ACH-000250,-0.21692813373300002
ACH-000251,-0.249536298145
ACH-000253,-0.339833415469
ACH-000255,-0.26774046054
ACH-000256,-0.179936859734
ACH-000257,-0.162760975847
ACH-000258,-0.188247152207
ACH-000259,-0.17352647010000002
ACH-000260,-0.299463989681
ACH-000261,-0.273714000814
ACH-000262,-0.154012738914
ACH-000263,-0.154040333209
ACH-000264,-0.346147343788
ACH-000265,-0.012281815282999998
ACH-000266,-0.154889749321
ACH-000272,-0.34026976714699997
ACH-000273,-0.36669992183300004
ACH-000274,-0.247671392355
ACH-000277,-0.38555869085100003
ACH-000278,-0.059812323191300004
ACH-000279,-0.22998987160599998
ACH-000280,-0.0703712975392
ACH-000281,-0.29132045593899997
ACH-000288,-0.278569880576
ACH-000291,-0.154961892843
ACH-000293,-0.24051688362399998
ACH-000294,-0.22336038855300003
ACH-000295,-0.27876829456700003
ACH-000296,-0.143371952083
ACH-000302,-0.307564775768
ACH-000304,-0.09970322940160001
ACH-000307,-0.175048678605
ACH-000308,-0.149698035412
ACH-000310,-0.11895938840600001
ACH-000311,-0.163167092194
ACH-000312,-0.268021365022
ACH-000315,0.00933476253616
ACH-000316,-0.098457477766
ACH-000317,-0.347612683489
ACH-000318,-0.239483008221
ACH-000319,-0.254396551625
