,LGALSL (29094)
ACH-000004,0.008002733994749999
ACH-000007,0.0130257903329
ACH-000009,-0.06683983885440001
ACH-000011,0.05049158368480001
ACH-000012,0.012313691634200001
ACH-000013,-0.028280585151900003
ACH-000014,-0.08455058981889998
ACH-000015,0.056508765559300005
ACH-000017,-0.103430243889
ACH-000018,-0.145215903179
ACH-000019,0.11240419872000001
ACH-000021,-0.12205605553200001
ACH-000022,-0.0856744536011
ACH-000025,-0.0584943815845
ACH-000028,0.016386597321
ACH-000030,-0.119684363139
ACH-000035,-0.0854720499809
ACH-000036,-0.327232593281
ACH-000037,0.107163282301
ACH-000039,-0.22062276590799998
ACH-000040,-0.0125819827798
ACH-000041,-0.0448850591024
ACH-000042,-0.026640163168900003
ACH-000045,-0.0856498664685
ACH-000047,-0.0766125740929
ACH-000052,-0.059884820435499996
ACH-000053,0.00109737851869
ACH-000054,-0.0683772476176
ACH-000055,0.029800432135799998
ACH-000060,0.10806138522099999
ACH-000067,-0.09727316282060001
ACH-000070,0.157070841424
ACH-000075,0.12587203307800002
ACH-000078,-0.09577345617699999
ACH-000082,-0.0101311494529
ACH-000085,-0.0662791400629
ACH-000086,0.0321923879332
ACH-000087,-0.221645745847
ACH-000092,-0.061894018750599994
ACH-000095,-0.07101707471239999
ACH-000097,0.00107644505154
ACH-000098,0.024132608470799996
ACH-000099,0.027309296494400004
ACH-000108,-0.0986577990133
ACH-000113,0.050576512182300006
ACH-000115,-0.021608117737599998
ACH-000116,-0.29200196894999997
ACH-000118,0.0338235810993
ACH-000120,-0.005269569686209999
ACH-000123,-0.0409774847562
ACH-000127,-0.171571698469
ACH-000128,-0.157418305352
ACH-000132,-0.027824618305099996
ACH-000133,-0.243547026675
ACH-000137,-0.215740588645
ACH-000138,0.035411562749
ACH-000142,-0.107724407294
ACH-000143,-0.0393549124216
ACH-000146,-0.13236341173399999
ACH-000148,-0.0754065004572
ACH-000150,0.130194293884
ACH-000152,-0.15187692106200001
ACH-000153,-0.165063050994
ACH-000159,-0.0791395614569
ACH-000160,-0.0667274212834
ACH-000163,-0.0850992174326
ACH-000167,-0.14222603582999999
ACH-000168,-0.112760391484
ACH-000169,-0.07796560079989999
ACH-000178,-0.033434832464799995
ACH-000182,-0.10567925589800001
ACH-000183,-0.033388476967899997
ACH-000188,-0.0069684797114399994
ACH-000189,0.000587566916974
ACH-000190,-0.09160918360200002
ACH-000198,0.04899650725330001
ACH-000204,-0.100993715684
ACH-000206,-0.20279265727
ACH-000207,-0.204940421699
ACH-000211,-0.08426137445419998
ACH-000215,-0.10400397780099999
ACH-000221,-0.19551952331
ACH-000222,-0.059776243184599995
ACH-000223,-0.22885859133
ACH-000226,-0.115763243124
ACH-000227,-0.11191430125499999
ACH-000228,0.06955529663110001
ACH-000231,0.0423390450662
ACH-000232,-0.015568167089
ACH-000233,-0.0765162145738
ACH-000234,0.137282055127
ACH-000235,-0.0129901207494
ACH-000237,0.0239755899758
ACH-000238,-0.025392527964400002
ACH-000243,-0.06044375564809999
