,FARS2 (10667)
ACH-000468,-0.7156390356640001
ACH-000469,-0.710663390723
ACH-000470,-0.8028451543549999
ACH-000471,-0.415980272113
ACH-000472,-0.42648886354800003
ACH-000473,-0.603423903549
ACH-000475,-0.751601953736
ACH-000476,-1.00117116315
ACH-000477,-0.870674544542
ACH-000480,-0.914892618947
ACH-000481,-0.6560524022290001
ACH-000483,-0.761508362946
ACH-000484,-0.527185365093
ACH-000485,-0.631389258307
ACH-000486,-0.6853587545819999
ACH-000487,-1.06434630283
ACH-000488,-0.9527799649490001
ACH-000490,-0.704501666697
ACH-000491,-0.980007678071
ACH-000495,-0.212423715014
ACH-000496,-0.491504142165
ACH-000499,-0.6977817513969999
ACH-000500,-0.793221788925
ACH-000502,-0.38379310428999996
ACH-000503,-0.9226414882100001
ACH-000505,-0.344274512261
ACH-000507,-1.06747968054
ACH-000510,-0.802549637966
ACH-000511,-0.8011204839749999
ACH-000512,-1.02671632316
ACH-000516,-0.46161107164399995
ACH-000517,-0.471659250559
ACH-000518,-0.765363829353
ACH-000520,-0.10509197787999999
ACH-000521,-0.5377963261509999
ACH-000522,-0.58520408818
ACH-000524,-0.571798676597
ACH-000527,-0.6758155024950001
ACH-000528,-0.951687572136
ACH-000537,-0.523920787412
ACH-000541,-0.577184842228
ACH-000542,-0.536942140242
ACH-000544,-1.13463406454
ACH-000545,-0.959170765705
ACH-000547,-0.522660128799
ACH-000548,-0.6549372103559999
ACH-000549,-1.04859039828
ACH-000550,-0.606150320373
ACH-000552,-0.865784438792
ACH-000556,-0.49745866961
ACH-000557,-0.21817131472600002
ACH-000570,-0.657895334005
ACH-000571,-0.7228668427580001
ACH-000573,-0.7889397746510001
ACH-000576,-0.442124281781
ACH-000580,-0.661453916174
ACH-000584,-0.43971201867700005
ACH-000585,-0.556569417393
ACH-000588,-0.833255456582
ACH-000589,-0.881803538876
ACH-000591,-0.9474469686429999
ACH-000593,-0.8327863159810001
ACH-000600,-0.6973559934929999
ACH-000601,-0.7000591200660001
ACH-000604,-1.04640778138
ACH-000605,-0.823362421322
ACH-000606,-1.01932361912
ACH-000608,-0.548955268222
ACH-000614,-0.915936190858
ACH-000616,-0.820737208564
ACH-000618,-0.9596468646619999
ACH-000619,-0.8580072433239999
ACH-000620,-0.926410244924
ACH-000621,-0.548425527007
ACH-000622,-0.7502667154639999
ACH-000623,-0.577196048306
ACH-000624,-0.39034375895
ACH-000627,-0.806436871358
ACH-000630,-1.07093130622
ACH-000632,-0.46977400913
ACH-000633,-1.26799097457
ACH-000637,-0.971504574058
ACH-000638,-0.6119650150029999
ACH-000646,-0.9393509146600001
ACH-000647,-0.829442696657
ACH-000648,-0.9125977687029999
ACH-000649,-1.0597872284299998
ACH-000651,-1.1214772975799998
ACH-000652,-1.1920349989899999
ACH-000653,-0.985543445837
ACH-000657,-0.7713221762620001
ACH-000658,-0.5922464229159999
ACH-000661,-0.62412053673
ACH-000662,-0.684871321686
ACH-000663,-0.940081268767
ACH-000665,-0.45706961806900004
ACH-000671,-1.05268085611
ACH-000673,-0.24287582242699998
ACH-000676,-1.0133937100200001
ACH-000677,-1.72973374185
ACH-000681,-0.81280771669
ACH-000682,-0.863228150193
ACH-000683,-0.8534979758589999
ACH-000684,-0.76295909975
ACH-000688,-0.746547287052
ACH-000693,-0.985195689047
ACH-000694,-0.8741888228370001
ACH-000695,-0.573302372243
ACH-000696,-0.654492679902
ACH-000697,-1.00240075921
ACH-000699,-0.489286715864
ACH-000701,-0.949925941297
ACH-000706,-1.07574071022
ACH-000711,-0.741424708111
ACH-000713,-0.8539707321529999
ACH-000714,-0.22793776897100002
ACH-000718,-0.5000427565250001
ACH-000720,-0.94219735752
ACH-000721,-1.09693761716
ACH-000724,-0.950888571707
ACH-000725,-0.824970860747
ACH-000732,-1.06595079601
ACH-000734,-1.03986637831
ACH-000735,-0.7953088670469999
ACH-000736,-0.768373894057
ACH-000738,-0.8593557377490001
ACH-000746,-1.45640720625
ACH-000747,-1.02412789956
ACH-000748,-0.293435553167
ACH-000753,-1.0044170118
ACH-000756,-0.287872458207
ACH-000757,-0.9709992219050001
ACH-000758,-1.1456202820799999
ACH-000760,-0.7617678252
ACH-000763,-0.781121788144
ACH-000764,-0.991176722692
ACH-000765,-0.840871995649
ACH-000766,-0.511594681313
ACH-000767,-0.908766006635
ACH-000768,-0.802810026567
ACH-000769,-1.06673617389
ACH-000770,-0.783775607668
ACH-000771,-0.841849125297
ACH-000773,-0.355438487006
ACH-000776,-0.617365473632
ACH-000777,-0.8728559655670001
ACH-000778,-0.732897028084
ACH-000781,-0.668104134197
ACH-000782,-0.824211120085
ACH-000783,-0.502510413071
ACH-000784,-1.06773883933
ACH-000785,-0.678345714475
ACH-000787,-0.929700099048
ACH-000788,-0.374930643263
ACH-000791,-0.42739968674999995
ACH-000792,-0.572587092103
ACH-000794,-0.744434836975
ACH-000796,-0.8317815263249999
ACH-000799,-0.44066224380400004
ACH-000800,-0.993675816115
ACH-000802,-0.7904498745020001
ACH-000804,-0.725824602123
ACH-000805,-0.773130200906
ACH-000809,-1.0763601586799998
ACH-000810,-0.382903825017
ACH-000811,-0.541023469675
ACH-000817,-0.480621148667
ACH-000819,-0.752641956574
ACH-000820,-1.09959139933
ACH-000821,-0.8328408430940001
ACH-000822,-0.642625950307
ACH-000823,-0.790659758482
ACH-000824,-0.531232446444
ACH-000827,-0.348161038701
ACH-000829,-0.733526488245
ACH-000831,-1.07890981492
ACH-000832,-0.9376142321719999
ACH-000833,-1.5213654915500001
ACH-000834,-0.918582904404
ACH-000835,-0.717129834097
ACH-000836,-0.752010685323
ACH-000837,-0.96379253342
ACH-000838,-0.957363941207
ACH-000839,-0.7776447983329999
ACH-000840,-0.529774841348
ACH-000841,-0.606202770803
ACH-000843,-0.848062229774
ACH-000846,-0.595044106082
ACH-000847,-0.740530699508
ACH-000848,-1.10135830384
ACH-000849,-0.9151463492209999
ACH-000851,-1.14066453784
ACH-000855,-1.04771254948
ACH-000856,-0.7673633043029999
ACH-000858,-1.2358782577299998
ACH-000859,-0.6991027718549999
ACH-000861,-0.648061052539
ACH-000862,-0.8572711877439999
ACH-000865,-0.873811980737
ACH-000866,-0.8800994831100001
ACH-000867,-0.345805361513
ACH-000869,-0.737269759796
ACH-000872,-0.5433938448260001
ACH-000873,-0.99055928261
ACH-000876,-1.2190824294
ACH-000878,-0.808469024654
ACH-000880,-0.619173005048
ACH-000881,-0.57474095452
ACH-000882,-0.8319737119830001
ACH-000884,-0.948006567405
ACH-000885,-1.00835813301
ACH-000887,-0.599920755229
ACH-000888,-1.13625211515
ACH-000889,-0.943814465598
ACH-000890,-0.726538614659
ACH-000896,-0.542509335425
ACH-000898,-0.972741330687
ACH-000900,-0.506875485841
ACH-000901,-0.560478945583
ACH-000905,-0.828855643955
ACH-000906,-0.871652671537
ACH-000907,-0.622498307172
ACH-000910,-1.2968854146100002
ACH-000911,-0.785182321426
ACH-000912,-0.687886665385
ACH-000913,-0.923319264544
ACH-000915,-1.29641324053
ACH-000916,-0.026303437389199998
ACH-000917,-0.758641679446
ACH-000921,-0.8038689226469999
ACH-000924,-1.19788754826
ACH-000926,-0.926046522138
ACH-000928,-0.638646081046
ACH-000929,-0.6840319434469999
ACH-000932,-1.0629044140600001
ACH-000935,-0.812520841106
ACH-000936,-0.98426026596
ACH-000937,-0.874912263549
ACH-000938,-0.832808061839
ACH-000939,-0.9237823643649999
ACH-000941,-0.6917470711
ACH-000943,-0.7730197992810001
ACH-000946,-0.715603854029
ACH-000947,-0.950790626067
ACH-000948,-0.915483505887
ACH-000950,-0.785990209763
ACH-000953,-0.7465345624699999
ACH-000957,-0.5868987733250001
ACH-000958,-0.616588332421
ACH-000960,-0.692609946123
ACH-000963,-0.844340996038
ACH-000968,-1.02154930371
ACH-000969,-1.4745133491100002
ACH-000973,-0.8849067653210001
ACH-000974,-0.682740598019
ACH-000975,-0.97421522034
ACH-000976,-0.7160917055589999
ACH-000978,-0.708354760469
ACH-000980,-0.8895549245350001
ACH-000984,-0.58817152834
ACH-000986,-0.560433648441
ACH-000988,-0.35859771391500006
ACH-000993,-0.566005697924
ACH-000994,-1.19880940872
ACH-000996,-0.282265191294
ACH-001001,-0.990426155322
ACH-001020,-0.409918979819
ACH-001028,-0.8788009205399999
ACH-001031,-0.538684808004
ACH-001038,-1.07731252884
ACH-001048,-0.554523315966
ACH-001050,-0.34393104025399995
ACH-001053,-0.582899340416
ACH-001054,-0.9216409014229999
ACH-001061,-1.12224585085
ACH-001067,-0.645780100119
ACH-001075,-0.399984321568
ACH-001096,-1.00495335064
ACH-001128,-0.430246955257
ACH-001134,-0.38988950590000004
ACH-001151,-0.45602364517300004
ACH-001163,-0.978197630819
ACH-001164,-0.5502568125789999
ACH-001173,-0.812169799302
ACH-001183,-0.627440121498
ACH-001184,-0.991541734152
ACH-001190,-0.528989046134
ACH-001192,-0.720454184998
ACH-001193,-0.9764191503740001
ACH-001196,-0.589183375991
ACH-001197,-0.5123466655969999
ACH-001205,-0.760904722751
ACH-001211,-0.446547468475
ACH-001212,-0.589637977003
ACH-001228,-0.7321220557170001
ACH-001232,-0.833733512831
ACH-001239,-0.947590961946
ACH-001274,-0.630792019371
ACH-001275,-0.915651405017
ACH-001277,-0.7927874164219999
ACH-001278,-0.797551448508
ACH-001280,-0.610882814446
ACH-001283,-0.826219660058
ACH-001289,-0.6162857907720001
ACH-001295,-0.05740543226269999
ACH-001300,-0.952747839086
ACH-001301,-0.424058624978
ACH-001302,-0.652119072369
ACH-001303,-1.0481663701100001
ACH-001306,-0.630785436755
ACH-001318,-0.961773670008
ACH-001322,-0.7790199910179999
ACH-001328,-0.785715393802
ACH-001332,-0.792492687624
ACH-001333,-0.760471235767
ACH-001336,-0.891837725759
ACH-001340,-0.525589297942
ACH-001346,-0.756689428389
ACH-001353,-0.50196139903
ACH-001354,-1.10813368317
ACH-001367,-0.9968289637100001
ACH-001368,-1.02733534684
ACH-001374,-0.353315741998
ACH-001375,-0.48933374268700003
ACH-001377,-0.775974585544
ACH-001380,-0.752383447199
ACH-001391,-0.484213732759
ACH-001407,-0.8471853360889999
ACH-001408,-0.615361795451
ACH-001413,-0.388264238358
ACH-001430,-0.5567359353369999
ACH-001431,-0.5423848106620001
ACH-001450,-0.6235307079379999
ACH-001496,-1.0918626558
ACH-001500,-1.02471961605
ACH-001521,-0.5903015915600001
ACH-001523,-1.11287177711
ACH-001532,-0.613505264048
ACH-001536,-0.277961274305
ACH-001550,-0.79222420951
ACH-001552,-0.5666466894569999
ACH-001554,-0.7961228797040001
ACH-001645,-0.585438350968
ACH-001654,-0.455560334109
ACH-001715,-0.64301040035
ACH-001735,-0.70992849766
ACH-001736,-0.927825953546
ACH-001737,0.010807085481799998
ACH-001740,-0.7326130102770001
ACH-001745,-0.5219913254649999
ACH-001750,-0.8566996006290001
ACH-001765,-0.9876328661750001
ACH-001956,-0.272620913486
ACH-001957,-0.329870800053
