,RTP5 (285093)
ACH-000004,0.236679520222
ACH-000007,0.38806841605400005
ACH-000009,0.24555209352899998
ACH-000011,0.290042534812
ACH-000012,0.289900327438
ACH-000013,0.199238608932
ACH-000014,0.289940646229
ACH-000015,0.046795554956099994
ACH-000017,0.267970689913
ACH-000018,-0.0613392285834
ACH-000019,-0.0036941200661500004
ACH-000021,0.199860801885
ACH-000022,0.0375421267697
ACH-000025,0.196859516938
ACH-000028,0.286288170826
ACH-000030,0.327993836336
ACH-000035,0.207158585964
ACH-000036,0.0561407935813
ACH-000037,0.04786761734680001
ACH-000039,0.139021238315
ACH-000040,0.0400213276237
ACH-000041,0.24605402487199998
ACH-000042,0.08955501435110001
ACH-000045,0.229341701079
ACH-000047,0.063548423985
ACH-000052,0.10192638138900001
ACH-000053,0.143275556621
ACH-000054,0.19586430775
ACH-000055,0.409208112928
ACH-000060,0.24212854388
ACH-000067,0.110122100626
ACH-000070,0.08435938024110001
ACH-000075,0.139088276708
ACH-000078,0.20892636584399998
ACH-000082,0.18195893301199997
ACH-000085,0.124721016875
ACH-000086,0.18980903463399998
ACH-000087,0.141382023202
ACH-000092,0.233536349023
ACH-000095,0.13293375573400001
ACH-000097,0.213133880716
ACH-000098,0.131033745503
ACH-000099,0.183747711483
ACH-000108,0.09226425793860002
ACH-000113,0.146065242714
ACH-000115,0.107910958471
ACH-000116,0.0580783571046
ACH-000118,0.17007240185199998
ACH-000120,0.07325575902010001
ACH-000123,0.264289494528
ACH-000127,0.225134198033
ACH-000128,0.0972652644005
ACH-000132,0.0526339255811
ACH-000133,0.223408487993
ACH-000137,0.277985846596
ACH-000138,0.142531662996
ACH-000142,-0.06076717522609999
ACH-000143,0.291411945316
ACH-000146,0.11469843575
ACH-000148,0.19929574505199998
ACH-000150,0.08333091789310001
ACH-000152,0.144396332777
ACH-000153,0.281565382952
ACH-000159,0.259435091186
ACH-000160,0.219964986021
ACH-000163,-0.0179142232576
ACH-000167,0.054404368749199995
ACH-000168,-0.000254172723877
ACH-000169,-0.0387583631768
ACH-000178,0.10027002402999999
ACH-000182,0.190488724961
ACH-000183,0.136522809818
ACH-000188,0.07805881483539999
ACH-000189,0.141144623789
ACH-000190,0.243581901322
ACH-000198,0.139882982553
ACH-000204,0.316843558601
ACH-000206,0.19613669589299998
ACH-000207,0.08914198304120001
ACH-000211,0.0725822720115
ACH-000215,0.136008804243
ACH-000221,0.259583397627
ACH-000222,0.157820700963
ACH-000223,0.142565791109
ACH-000226,0.21218810162700003
ACH-000227,0.43878798074500003
ACH-000228,0.095845972487
ACH-000231,0.164451987734
ACH-000232,0.209810733171
ACH-000233,0.25535815028299996
ACH-000234,0.009994178766360001
ACH-000235,0.111307966819
ACH-000237,0.156148076197
ACH-000238,0.21319311703299998
ACH-000243,0.238792082331
ACH-000244,0.160127881221
ACH-000246,0.2486382701
ACH-000248,0.196113545915
ACH-000250,0.166559751348
ACH-000251,0.08022591969080001
ACH-000253,0.112736712854
ACH-000255,0.385318694678
ACH-000256,0.183012892238
ACH-000257,0.13883782636800002
ACH-000258,0.274349860823
ACH-000259,0.0536913076903
ACH-000260,0.371015770362
ACH-000261,0.282194022675
ACH-000262,0.407966907635
ACH-000263,0.184447327333
ACH-000264,0.285907276977
ACH-000265,0.254251505925
ACH-000266,0.0972814045728
ACH-000272,0.00943089960909
ACH-000273,0.126954683616
ACH-000274,0.181070603918
ACH-000277,0.264004668733
ACH-000278,0.15381050130899998
ACH-000279,0.253074657943
ACH-000280,0.219376805712
ACH-000281,0.195132748724
ACH-000288,0.178453035005
ACH-000291,0.126309454188
ACH-000293,0.09995321137150001
ACH-000294,0.23612998062600002
ACH-000295,0.22511085014199997
ACH-000296,0.19839360222600003
ACH-000302,0.119130591624
ACH-000304,0.22552728915399997
ACH-000307,0.022472119867599998
ACH-000308,0.13352066465
ACH-000310,0.150710071723
ACH-000311,-0.0274934601852
ACH-000312,0.061266717162300005
ACH-000315,0.300263969829
ACH-000316,0.186026312777
ACH-000317,0.22944326640299997
ACH-000318,0.0709556004032
ACH-000319,0.197019516897
ACH-000320,0.297050570037
ACH-000322,0.26053603998
ACH-000323,0.351943558203
ACH-000324,0.222661722886
ACH-000329,0.024368368467999998
ACH-000330,0.030433386786099997
ACH-000331,0.0877753566486
ACH-000332,0.124603492707
ACH-000334,0.208618170944
ACH-000335,0.542054033511
ACH-000336,-0.04169009432430001
ACH-000337,0.0600430096911
ACH-000339,0.165806508941
ACH-000341,0.126180804974
ACH-000348,0.20347442109299999
ACH-000350,0.115616088671
ACH-000352,0.17787567620099998
ACH-000356,0.24793622063700002
ACH-000361,0.049716839568600006
ACH-000362,0.237697917956
ACH-000363,0.183985307942
ACH-000364,0.330314715704
ACH-000365,0.16211197192399998
ACH-000366,0.11514254498500001
ACH-000368,0.468441780546
ACH-000374,0.293815948633
ACH-000375,0.14465813288899998
ACH-000376,0.193587247718
ACH-000381,0.0915299690274
ACH-000383,0.106391678575
ACH-000387,0.277431452375
ACH-000389,0.217635739058
ACH-000390,0.10284331485999999
ACH-000393,0.186442892551
ACH-000395,0.13417425460899998
