,ACVR1 (90)
ACH-000004,0.174422416038
ACH-000007,-0.08704312222889998
ACH-000009,-0.33370102148
ACH-000011,0.158405470106
ACH-000012,-0.0202460640121
ACH-000013,0.110719031706
ACH-000014,0.281289934309
ACH-000015,0.218062452665
ACH-000017,0.0834693417799
ACH-000018,-0.0577335942641
ACH-000019,-0.118976339232
ACH-000021,0.233259536819
ACH-000022,0.005210801927810001
ACH-000025,0.268732485319
ACH-000028,0.117799905474
ACH-000030,-0.00251603058159
ACH-000035,0.16620044181500002
ACH-000036,0.110049766099
ACH-000037,0.293511398698
ACH-000039,-0.120167821858
ACH-000040,0.0470127633493
ACH-000041,0.12746173447599998
ACH-000042,0.177761361476
ACH-000045,-0.081226561932
ACH-000047,0.33307014915399996
ACH-000052,-0.138995734681
ACH-000053,0.122389792999
ACH-000054,-0.11095304714299999
ACH-000055,0.218120379642
ACH-000060,-0.000334169908117
ACH-000067,0.042087549808599994
ACH-000070,0.19214444224
ACH-000075,0.20413290532
ACH-000078,0.0838097575001
ACH-000082,0.10696152547
ACH-000085,0.143254289231
ACH-000086,0.11629478034900001
ACH-000087,0.25843271124
ACH-000092,0.0908670054995
ACH-000095,0.0021851954718
ACH-000097,0.121183996426
ACH-000098,0.0468357931236
ACH-000099,0.220402582226
ACH-000108,0.152355898562
ACH-000113,0.183028172676
ACH-000115,0.00202764992707
ACH-000116,0.149963123307
ACH-000118,0.165494319654
ACH-000120,0.06907460075560001
ACH-000123,0.141734336634
ACH-000127,0.134165859527
ACH-000128,-0.0709319247018
ACH-000132,0.19146871824
ACH-000133,0.079239416787
ACH-000137,0.115181692781
ACH-000138,0.159766675558
ACH-000142,0.364223933173
ACH-000143,0.275817903178
ACH-000146,0.052846485780699996
ACH-000148,0.122919210781
ACH-000150,0.206277246466
ACH-000152,0.107960101792
ACH-000153,0.289021516764
ACH-000159,0.23702533067499998
ACH-000160,0.049825619663500006
ACH-000163,0.20199826937399998
ACH-000167,0.23782242066599998
ACH-000168,0.26780542360599996
ACH-000169,0.0965997817849
ACH-000178,0.08542331427710001
ACH-000182,0.150341324014
ACH-000183,0.304516789769
ACH-000188,0.173697089722
ACH-000189,0.474314529604
ACH-000190,0.0577140959227
ACH-000198,0.0663226828434
ACH-000204,0.126343772195
ACH-000206,0.23697154521400002
ACH-000207,0.136318067216
ACH-000211,0.14379363497
ACH-000215,0.20732292640500002
ACH-000221,0.164590489437
ACH-000222,0.251168145506
ACH-000223,0.17014938796300003
ACH-000226,0.0718738920962
ACH-000227,0.0188669876788
ACH-000228,0.0602428758424
ACH-000231,0.175031139087
ACH-000232,0.14465881648
ACH-000233,0.180785601387
ACH-000234,0.0416079042743
ACH-000235,0.177021597075
ACH-000237,-0.044362806747399994
ACH-000238,0.0922183503473
ACH-000243,0.161294215597
ACH-000244,0.368839292677
ACH-000246,0.15914298129100002
ACH-000248,0.126264694502
ACH-000250,0.28269745449
ACH-000251,0.10784245119899999
ACH-000253,0.130229267043
ACH-000255,0.360147781099
ACH-000256,0.011284023466
ACH-000257,0.17119149600900002
ACH-000258,0.31562393740899997
ACH-000259,0.145179931261
ACH-000260,0.0469272511666
ACH-000261,0.08826192977700001
ACH-000262,0.325881146982
ACH-000263,0.0393070533273
ACH-000264,0.025321780737
ACH-000265,0.0693192539956
ACH-000266,0.136647154936
ACH-000272,0.125106635847
ACH-000273,0.12048811145600001
ACH-000274,0.00652842557974
ACH-000277,0.397042724769
ACH-000278,-0.0524794307143
ACH-000279,0.119734349256
ACH-000280,0.364922145124
ACH-000281,0.15780457032700002
ACH-000288,0.175392087864
ACH-000291,0.126994534374
ACH-000293,0.253391154301
ACH-000294,-0.044834187167300005
ACH-000295,-0.0321415330845
ACH-000296,0.00377978947139
ACH-000302,0.117944956812
ACH-000304,-0.0682308242214
ACH-000307,0.226006831844
ACH-000308,0.138388109503
ACH-000310,-0.314179563832
ACH-000311,0.512657339451
ACH-000312,0.34024714994099997
ACH-000315,0.24602075052499997
ACH-000316,0.120192528472
ACH-000317,0.154410980865
ACH-000318,0.0179753280007
ACH-000319,0.113977045428
ACH-000320,0.25227496311000003
ACH-000322,0.0244636806133
ACH-000323,0.0952917113105
ACH-000324,0.04889213729809999
ACH-000329,0.11824426562000001
ACH-000330,0.04449975630419999
ACH-000331,-0.00503140244995
ACH-000332,0.113082995548
ACH-000334,0.06415370774450001
ACH-000335,0.12014914085799999
ACH-000336,0.253844554568
ACH-000337,-0.146641810032
ACH-000339,0.06927967896960001
ACH-000341,0.059561529796599996
ACH-000348,0.216631889482
ACH-000350,-0.0402426980781
ACH-000352,0.19336829259399999
ACH-000356,0.107802844804
ACH-000361,0.16224797847
ACH-000362,0.21630676594700002
ACH-000363,0.116068571947
ACH-000364,0.12084598329700001
ACH-000365,0.29740894603
ACH-000366,0.115973428763
ACH-000368,0.142887754581
ACH-000374,0.11437224932
ACH-000375,0.0494274937315
ACH-000376,0.171015263389
ACH-000381,-0.06320887149019999
ACH-000383,-0.034380689573300004
ACH-000387,0.021165565956900004
ACH-000389,0.121527999806
ACH-000390,0.168346461615
ACH-000393,0.023359245638
ACH-000395,0.0102146258651
ACH-000397,-0.019572939337799997
ACH-000401,0.22271449244000002
ACH-000402,0.0180208453734
ACH-000403,0.0578828901331
ACH-000404,0.35704259811300004
ACH-000406,0.10432885309699999
ACH-000407,0.307807207787
ACH-000408,0.13360895205700002
ACH-000410,0.127893222597
ACH-000411,0.195204217081
ACH-000414,0.228233310397
ACH-000415,0.221926088714
ACH-000416,0.146108950549
ACH-000420,-0.00233065897854
ACH-000421,0.17571586662900002
ACH-000424,-0.143209473849
ACH-000425,0.0181815167482
ACH-000426,0.0226527438349
ACH-000427,-0.0472291740515
ACH-000433,-0.024609296277000002
ACH-000436,0.146898579638
