,STX1B (112755)
ACH-000223,-0.100223503937
ACH-000226,-0.149727149256
ACH-000227,-0.20540068874499998
ACH-000228,-0.151620966492
ACH-000231,-0.23846738505999998
ACH-000232,-0.159517443632
ACH-000233,-0.130231076556
ACH-000234,-0.217606877371
ACH-000235,-0.0303271050845
ACH-000237,-0.187854469569
ACH-000238,-0.026775784360400002
ACH-000243,-0.21036574795000001
ACH-000244,-0.223986532405
ACH-000246,-0.0474899029638
ACH-000248,-0.09845562167089998
ACH-000250,-0.203175644898
ACH-000251,-0.11025873090800001
ACH-000253,-0.046397266452
ACH-000255,-0.266727254442
ACH-000256,0.0021573607523699997
ACH-000257,-0.021944318287999996
ACH-000258,0.238240956532
ACH-000259,-0.0233173822842
ACH-000260,-0.24953751004
ACH-000261,-0.363445406069
ACH-000262,-0.6032237725190001
ACH-000263,-0.251687713164
ACH-000264,-0.09039743474919999
ACH-000265,-0.29041108830699996
ACH-000266,-0.08895277874919999
ACH-000272,-0.149293428538
ACH-000273,-0.16241192516699998
ACH-000274,-0.29983237384100003
ACH-000277,-0.206831726232
ACH-000278,-0.310196993532
ACH-000279,-0.23791957729000002
ACH-000280,-0.231107275616
ACH-000281,0.0878394904695
ACH-000288,-0.297657669913
ACH-000291,-0.284431248603
ACH-000293,-0.29598903197
ACH-000294,-0.170802491675
ACH-000295,-0.137988553424
ACH-000296,-0.21992078339
ACH-000302,-0.21692568091800002
ACH-000304,-0.377748755487
ACH-000307,-0.25126562356
ACH-000308,-0.255047208147
ACH-000310,-0.237087628734
ACH-000311,-0.0590794378967
ACH-000312,-0.0979160675333
ACH-000315,-0.231783861187
ACH-000316,-0.243401715472
ACH-000317,-0.023061339194099997
ACH-000318,-0.14147143888900002
ACH-000319,-0.29701757396899997
ACH-000320,0.07562824875310001
ACH-000322,-0.139901278905
ACH-000323,-0.0311893784381
ACH-000324,-0.159510855942
ACH-000329,-0.195537936611
ACH-000330,-0.07715733827549999
ACH-000331,-0.31633063869100003
ACH-000332,-0.0398882752626
ACH-000334,0.129950949376
ACH-000335,-0.07624764143360001
ACH-000336,-0.0767579337366
ACH-000337,-0.344225115109
ACH-000339,-0.120178744628
ACH-000341,-0.277208277931
ACH-000348,-0.295207748921
ACH-000350,-0.0801257241717
ACH-000352,-0.101812552477
ACH-000356,-0.530219773318
ACH-000361,-0.345042727077
ACH-000362,-0.09351676698789999
ACH-000363,-0.164034445487
ACH-000364,-0.16901177753199997
ACH-000365,-0.230455651581
ACH-000366,-0.242109469934
ACH-000368,-0.042054272253800005
ACH-000374,-0.23906123303500001
ACH-000375,-0.322801687755
ACH-000376,-0.16963162255300002
ACH-000381,-0.15701360926400001
ACH-000383,-0.0390254041653
ACH-000387,-0.110937183334
ACH-000389,-0.12213118877599999
ACH-000390,-0.17248126887499998
ACH-000393,-0.100712557095
ACH-000395,-0.110362985
ACH-000397,-0.0273667074598
ACH-000401,-0.2349835172
ACH-000402,-0.15791424709000002
ACH-000403,-0.10316846853900001
ACH-000404,-0.0599495534332
ACH-000406,-0.18722338954700002
ACH-000407,-0.202412146215
ACH-000408,-0.123805866194
ACH-000410,-0.08943339529710001
ACH-000411,-0.0470805706365
ACH-000414,-0.174392805169
ACH-000415,-0.241573100741
ACH-000416,-0.146637454711
ACH-000420,-0.333968262006
ACH-000421,-0.23735337934599998
ACH-000424,-0.423465887839
ACH-000425,-0.28194634525400003
ACH-000426,-0.20316235747699998
ACH-000427,-0.109072239231
ACH-000433,-0.333792742015
ACH-000436,-0.419140885157
ACH-000444,-0.176649635984
ACH-000445,-0.447330707892
ACH-000448,-0.174958835501
ACH-000450,-0.10524412491900001
ACH-000452,-0.258869708421
ACH-000454,-0.466097468415
ACH-000458,-0.236275687315
ACH-000459,-0.35728974259199997
ACH-000460,-0.06988722789089999
ACH-000461,-0.300761781131
ACH-000463,-0.172756544072
ACH-000464,-0.152073318948
ACH-000466,-0.05405355506
ACH-000467,-0.22876737187399998
ACH-000468,-0.128002097085
ACH-000469,-0.168060003964
ACH-000470,0.180845555081
ACH-000471,-0.189161807332
ACH-000472,-0.214033284155
ACH-000473,-0.245316435497
ACH-000475,-0.174342254217
ACH-000476,-0.165270521961
ACH-000477,-0.280061845389
ACH-000480,-0.16885303527800002
ACH-000481,-0.163990842106
ACH-000483,-0.370235322561
ACH-000484,-0.03789294263990001
ACH-000485,-0.192089820504
ACH-000486,-0.257963557909
ACH-000487,-0.072696834059
ACH-000488,-0.134693941144
ACH-000490,-0.246860926472
ACH-000491,0.052507082835300006
ACH-000495,-0.102702692906
ACH-000496,-0.26695805821199997
ACH-000499,-0.237589252593
ACH-000500,-0.489343988557
ACH-000502,-0.20921667875500002
ACH-000503,0.188745955521
ACH-000505,-0.34359293353500003
ACH-000507,-0.136256409237
ACH-000510,-0.399635371936
ACH-000511,-0.030062315372999998
ACH-000512,0.009022096525409999
ACH-000516,-0.204177237372
ACH-000517,-0.22343053096
ACH-000518,-0.150712281506
ACH-000520,-0.516664430176
ACH-000521,-0.101672917327
ACH-000522,-0.320212200075
ACH-000524,-0.11406373382000001
ACH-000527,-0.196528074813
ACH-000528,-0.122518602456
ACH-000537,-0.253331253187
ACH-000541,-0.0476789922172
ACH-000542,-0.14777474188200002
ACH-000544,-0.254748628945
ACH-000545,-0.298210747689
ACH-000547,-0.250368990114
ACH-000548,-0.192280521785
ACH-000549,-0.402318863953
ACH-000550,-0.17937474063499997
ACH-000552,-0.31897609823199996
ACH-000556,-0.36984369347499996
ACH-000557,-0.246459644213
ACH-000570,-0.0884044169472
ACH-000571,-0.126412256534
ACH-000573,-0.143334890135
ACH-000576,-0.39853771620300005
ACH-000580,-0.07622033995010001
ACH-000584,-0.138659234487
ACH-000585,-0.255022356193
ACH-000588,-0.36408608319200003
ACH-000589,-0.232854779071
ACH-000591,-0.134308816095
ACH-000593,-0.18232339425000002
ACH-000600,-0.0657659662711
ACH-000601,-0.112144910494
ACH-000604,0.0183926233242
ACH-000605,-0.145883741067
ACH-000606,-0.27100747126499997
ACH-000608,-0.00427286387818
ACH-000614,-0.435834088345
ACH-000616,-0.24021418101300002
ACH-000618,-0.20084145792
ACH-000619,-0.40014195317400003
ACH-000620,-0.21636609147500002
ACH-000621,-0.264261980467
ACH-000622,-0.267099091315
ACH-000623,-0.0474964044173
ACH-000624,-0.226960280674
ACH-000627,0.142420519117
ACH-000630,-0.237824031311
ACH-000632,-0.312731618941
ACH-000633,-0.176389184507
ACH-000637,-0.271388806054
ACH-000638,-0.17764361141399998
ACH-000646,0.048269340177800005
ACH-000647,-0.111873186448
ACH-000648,-0.333523873001
ACH-000649,-0.0786604256922
ACH-000651,-0.19249999186900002
ACH-000652,-0.18557207546399998
ACH-000653,-0.09334207063750001
ACH-000657,-0.304004489658
ACH-000658,-0.0742394853655
ACH-000661,-0.0873823655934
ACH-000662,0.021136749033099998
ACH-000663,-0.21429693724800003
ACH-000665,-0.343253004261
ACH-000671,-0.27369490638300004
ACH-000673,-0.278975052663
ACH-000676,-0.09855431430150001
ACH-000677,-0.124077357348
ACH-000681,-0.266931403949
ACH-000682,-0.279436588762
ACH-000683,-0.278199366908
ACH-000684,-0.34728854456
ACH-000688,-0.207021911933
ACH-000693,-0.226421914281
ACH-000694,-0.027706419297599996
ACH-000695,-0.33800659578599995
ACH-000696,-0.276645249983
ACH-000697,-0.149347846525
ACH-000699,-0.15324537382200001
ACH-000701,-0.18320206150899998
ACH-000706,-0.145291080643
ACH-000711,-0.189604595762
ACH-000713,-0.548067583028
ACH-000714,-0.060835514598900006
ACH-000718,-0.21754195365600001
ACH-000720,-0.141781500089
ACH-000721,-0.173815310533
ACH-000724,-0.44331018101
ACH-000725,-0.43824495118600004
ACH-000732,-0.35386442589
ACH-000734,-0.14486626480999998
ACH-000735,-0.15925542614
ACH-000736,-0.36505363619099995
ACH-000738,-0.15711276446900002
ACH-000746,-0.031185262841599996
ACH-000747,-0.35201110054799994
ACH-000748,-0.22227741471299997
ACH-000753,-0.28456438899000003
ACH-000756,-0.215220564857
ACH-000757,-0.564674372989
ACH-000758,-0.411777000889
ACH-000760,-0.152888717632
ACH-000763,-0.247871138257
ACH-000764,-0.10708927983
ACH-000765,-0.433637492399
ACH-000766,-0.430599377437
ACH-000767,-0.138006823345
ACH-000768,-0.17455151119600001
ACH-000769,-0.20185322254500002
ACH-000770,-0.180858153261
ACH-000771,-0.0578206909206
ACH-000773,0.0398875619332
ACH-000776,-0.243038719174
ACH-000777,0.0871653569375
ACH-000778,-0.395209454659
ACH-000781,-0.154308656564
ACH-000782,-0.012689802908299998
ACH-000783,-0.0624057047801
ACH-000784,-0.361021078903
ACH-000785,-0.11310109884099999
ACH-000787,-0.116089713114
ACH-000788,-0.24940784099500002
ACH-000791,0.00914126584619
ACH-000792,-0.21740578017200002
ACH-000794,-0.284637347179
ACH-000796,-0.0976596156604
ACH-000799,-0.18619625135899998
ACH-000800,-0.073594248807
ACH-000802,-0.34542983310500003
ACH-000804,-0.159691414847
ACH-000805,0.0115208387892
ACH-000809,-0.0308913315826
ACH-000810,-0.467422988005
ACH-000811,-0.223942086173
ACH-000817,-0.293138198445
ACH-000819,-0.332444160007
ACH-000820,-0.16393886365
ACH-000821,-0.35445584292800003
ACH-000822,-0.105114223856
ACH-000823,-0.139260432709
ACH-000824,-0.00819332891338
ACH-000827,-0.341462798816
ACH-000829,0.00223544399261
ACH-000831,-0.178365428564
ACH-000832,-0.37501723935099995
ACH-000833,-0.18356824736900001
ACH-000834,-0.25544979623
ACH-000835,-0.082034683538
ACH-000836,-0.29484684466600003
ACH-000837,-0.130586840356
ACH-000838,-0.32566151732799997
ACH-000839,-0.349251851875
ACH-000840,-0.33577398052100005
ACH-000841,-0.147109704976
ACH-000843,-0.15195726130200002
ACH-000846,-0.339973690997
ACH-000847,-0.202769339833
ACH-000848,-0.0713296083785
ACH-000849,-0.142037649081
ACH-000851,-0.05916486963880001
ACH-000855,-0.19019777481
ACH-000856,-0.209724856974
ACH-000858,-0.269302065671
ACH-000859,-0.045422536613099994
ACH-000861,-0.2364033968
ACH-000862,-0.0825154773417
ACH-000865,-0.23104925812899998
ACH-000866,-0.246462855884
ACH-000867,-0.213200796416
ACH-000869,-0.41402527350400004
ACH-000872,-0.362496980164
ACH-000873,-0.25428943819600003
ACH-000876,-0.12818602430099998
ACH-000878,0.20597283577199998
ACH-000880,-0.23853152100299999
ACH-000881,-0.016913319705100002
ACH-000882,-0.234971114257
ACH-000884,-0.31777822066399997
ACH-000885,-0.225783076006
ACH-000887,-0.148571049655
ACH-000888,-0.27742309247499997
ACH-000889,-0.16438532714600002
ACH-000890,-0.192327010607
ACH-000896,-0.41706637733999996
ACH-000898,-0.274607409489
ACH-000900,-0.29590267367199996
ACH-000901,-0.319138551674
ACH-000905,-0.27101394845
ACH-000906,-0.032244356822200004
ACH-000907,0.08995301043989999
ACH-000910,-0.20915872731
ACH-000911,-0.222719728872
ACH-000912,-0.301851137266
ACH-000913,-0.148984971466
ACH-000915,-0.126708768365
ACH-000916,-0.122965507806
ACH-000917,-0.32185739412500003
ACH-000921,-0.113697124116
ACH-000924,-0.103282406079
ACH-000926,-0.211433140247
ACH-000928,-0.23215704118299998
ACH-000929,0.0155559919577
ACH-000932,-0.333297878566
ACH-000935,-0.108533641335
ACH-000936,-0.240717265101
ACH-000937,-0.171626807032
ACH-000938,-0.244842443795
ACH-000939,-0.272178965203
ACH-000941,-0.356992673112
ACH-000943,-0.296023546067
ACH-000946,-0.124254649017
ACH-000947,-0.248349635488
ACH-000948,-0.264800147694
ACH-000950,-0.44718318282499997
ACH-000953,-0.592437961563
ACH-000957,-0.16460256656199998
ACH-000958,-0.3188792786
ACH-000960,-0.286875645335
ACH-000963,-0.0102079770331
ACH-000968,-0.300405792166
ACH-000969,-0.256206931191
ACH-000973,-0.149028049934
ACH-000974,-0.277912911022
ACH-000975,-0.130685075845
ACH-000976,-0.189304924766
ACH-000978,0.0154909646531
ACH-000980,-0.172014174874
ACH-000984,-0.182912641914
ACH-000986,-0.251599438179
ACH-000988,-0.187416675251
ACH-000993,-0.0956040826833
ACH-000994,-0.154636059705
ACH-000996,-0.411519135149
ACH-001001,-0.14530021768200002
ACH-001020,-0.169151094594
ACH-001028,-0.0981768621101
ACH-001031,-0.349673611642
ACH-001038,-0.279719980788
ACH-001048,0.0109913924894
ACH-001050,-0.156775613588
ACH-001053,-0.153839107635
ACH-001054,-0.12256126058700001
ACH-001061,-0.196388583597
ACH-001067,-0.224521736069
ACH-001075,-0.0980082593674
ACH-001096,-0.22545133908000003
ACH-001128,-0.112655454211
ACH-001134,-0.21690267515099998
ACH-001151,-0.0905254349474
ACH-001163,-0.14565652632099998
ACH-001164,-0.128911805977
ACH-001173,-0.330912175841
ACH-001183,-0.141186134319
ACH-001184,-0.398173294432
ACH-001190,-0.338996116869
ACH-001192,-0.180097850531
ACH-001193,-0.5929443702480001
ACH-001196,-0.261564828835
ACH-001197,-0.127873720876
ACH-001205,-0.319619213221
ACH-001211,-0.195486459802
ACH-001212,-0.21055608652600002
ACH-001228,-0.272259210448
ACH-001232,-0.14243134553200001
ACH-001239,-0.326659196208
ACH-001274,-0.049375675947099996
ACH-001275,-0.411630050314
ACH-001277,-0.0273431207179
ACH-001278,-0.18678449862799998
ACH-001280,-0.0592786039256
ACH-001283,-0.141114124473
ACH-001289,-0.11155197577400001
ACH-001295,-0.223860258393
ACH-001300,-0.0531820710355
ACH-001301,-0.0706419351492
ACH-001302,-0.11330208084799999
ACH-001303,-0.0307478723789
ACH-001306,-0.368737671395
ACH-001318,-0.383805566154
ACH-001322,-0.273706459532
ACH-001328,-0.11061497574899999
ACH-001332,-0.24362898713000003
ACH-001333,-0.41923511730400004
ACH-001336,-0.285442013166
ACH-001340,-0.318931613843
ACH-001346,-0.194111952993
ACH-001353,-0.17606576469000002
ACH-001354,-0.40420583633199997
ACH-001367,-0.138163845009
ACH-001368,-0.15125682511
ACH-001374,-0.0783596255167
ACH-001375,-0.162266052391
ACH-001377,-0.19602578232
ACH-001380,0.014795798019799999
ACH-001391,-0.278103126222
ACH-001407,0.10989346482899999
ACH-001408,-0.27153855231199997
ACH-001413,-0.26358851932300004
ACH-001430,-0.37229272159599996
ACH-001431,-0.152750959704
ACH-001450,-0.277691367256
ACH-001496,-0.242725915666
ACH-001500,0.0209165326154
ACH-001521,-0.313774506983
ACH-001523,-0.352811014548
ACH-001532,-0.113672368526
ACH-001536,-0.008499855430039999
ACH-001550,0.0288408105277
ACH-001552,-0.361128077282
ACH-001554,-0.0894526067248
ACH-001645,-0.319234156223
ACH-001654,-0.10075162626
ACH-001715,0.013346778307700001
ACH-001735,-0.13417984977800002
ACH-001736,-0.30605944901500004
ACH-001737,-0.31242973830299997
ACH-001740,-0.128658792043
ACH-001745,-0.15862006096
ACH-001750,-0.296361397368
ACH-001765,-0.158917745352
ACH-001956,-0.194241083391
ACH-001957,-0.28281546108000005
