,COX6B1 (1340)
ACH-000004,-0.26645333409899996
ACH-000007,-0.391268587389
ACH-000009,-0.27611328825599996
ACH-000011,0.0786864067147
ACH-000012,-0.37226675611000004
ACH-000013,-0.560019720667
ACH-000014,-0.286544334018
ACH-000015,-0.7719656417309999
ACH-000017,-0.226372290708
ACH-000018,-0.274616136871
ACH-000019,-0.331798950869
ACH-000021,-0.408012092438
ACH-000022,-0.31201443470400003
ACH-000025,-0.251585481661
ACH-000028,-0.217375480582
ACH-000030,-0.477010384472
ACH-000035,-0.5174708099809999
ACH-000036,0.165605416281
ACH-000037,-0.138437124962
ACH-000039,-0.350532809675
ACH-000040,-0.04321879010369999
ACH-000041,-0.179151435119
ACH-000042,-0.13800832255999998
ACH-000045,-0.500192512055
ACH-000047,-0.33730392876500004
ACH-000052,-0.00584926760479
ACH-000053,-0.31047233407200003
ACH-000054,-0.125230167286
ACH-000055,-0.254228277178
ACH-000060,0.083466941241
ACH-000067,-0.336466556513
ACH-000070,-0.548304984849
ACH-000075,-0.26170083954100004
ACH-000078,-0.303663239786
ACH-000082,-0.147531832899
ACH-000085,-0.191374231613
ACH-000086,-0.318942378031
ACH-000087,-0.586069607932
ACH-000092,-0.394120780349
ACH-000095,0.0802246400743
ACH-000097,-0.474234251869
ACH-000098,-0.332104249958
ACH-000099,-0.307707193582
ACH-000108,-0.27955348758000004
ACH-000113,-0.5773293487650001
ACH-000115,-0.35612018409199997
ACH-000116,-0.33300853938999997
ACH-000118,-0.45120342902099997
ACH-000120,-0.152283868852
ACH-000123,-0.342057182684
ACH-000127,-0.292674512339
ACH-000128,-0.45244551056000004
ACH-000132,-0.040734690129900004
ACH-000133,-0.0989411904737
ACH-000137,-0.512223036641
ACH-000138,-0.6136929330259999
ACH-000142,-0.250182656881
ACH-000143,-0.049628222051599995
ACH-000146,-0.533309686163
ACH-000148,-0.18055738979000002
ACH-000150,-0.223684747324
ACH-000152,-0.31050227778
ACH-000153,-0.542945770599
ACH-000159,-0.260811984746
ACH-000160,-0.514538888698
ACH-000163,-0.171843408981
ACH-000167,-0.10532544839500001
ACH-000168,-0.0218416675702
ACH-000169,-0.127140316932
ACH-000178,-0.25150774746300003
ACH-000182,-0.895015858097
ACH-000183,-0.801124902983
ACH-000188,-0.23509683973700002
ACH-000189,-0.437207885383
ACH-000190,-0.615223081087
ACH-000198,-0.251279354942
ACH-000204,-0.316405043394
ACH-000206,-0.5235728137219999
ACH-000207,-0.429676681003
ACH-000211,-0.150832772621
ACH-000215,-0.24141279603799998
ACH-000221,-0.573416698314
ACH-000222,-0.32797866761
ACH-000223,-0.436660557113
ACH-000226,-0.090221852179
ACH-000227,-0.285599228019
ACH-000228,-0.473523019639
ACH-000231,0.11577802517300001
ACH-000232,-0.13938703266
ACH-000233,-0.451916108373
ACH-000234,-0.309204189896
ACH-000235,-0.432934631254
ACH-000237,-0.12273028486300001
ACH-000238,-0.0750713279994
ACH-000243,-0.201335113572
ACH-000244,-0.134029750877
ACH-000246,-0.49722768281499996
ACH-000248,-0.37867665255599997
ACH-000250,0.0408860388113
ACH-000251,-0.53116696223
ACH-000253,-0.157523134251
ACH-000255,0.015419458035
ACH-000256,-0.28776719440299997
ACH-000257,-0.5704467577210001
ACH-000258,-0.520888356569
ACH-000259,-0.175511785262
ACH-000260,-0.156092452683
ACH-000261,-0.17308926834199997
ACH-000262,-0.431546422262
ACH-000263,-0.422801803956
ACH-000264,-0.21092937060400002
ACH-000265,-0.328977845361
ACH-000266,-0.157274751097
ACH-000272,-0.179140887771
ACH-000273,-0.0108260214925
ACH-000274,-0.193700397251
ACH-000277,-0.546412648241
ACH-000278,-0.30141794999000004
ACH-000279,-0.297532210219
ACH-000280,-0.479340073938
ACH-000281,-0.0960913652905
ACH-000288,-0.20466336586699999
ACH-000291,-0.342036326092
ACH-000293,-0.757198059655
ACH-000294,-0.139131500815
ACH-000295,-0.221115295726
ACH-000296,0.0147986013575
ACH-000302,-0.364080349808
ACH-000304,-0.6127227855699999
ACH-000307,-0.144046468166
ACH-000308,-0.300969143722
ACH-000310,-0.22720515230399999
ACH-000311,-0.22928275358199998
ACH-000312,-0.36376480964599994
ACH-000315,-0.43568319634999997
ACH-000316,0.0176083327966
ACH-000317,-0.41456790339599997
ACH-000318,-0.349007287095
ACH-000319,-0.36465688923600004
ACH-000320,-0.392415357019
ACH-000322,-0.184229048978
ACH-000323,-0.33050108648800003
ACH-000324,-0.1430316291
ACH-000329,-0.620714404114
ACH-000330,-0.394002456966
ACH-000331,-0.16860071887699998
ACH-000332,0.0565653862152
ACH-000334,-0.519764956274
ACH-000335,-0.115793584607
ACH-000336,-0.491427948113
ACH-000337,-0.269031404204
ACH-000339,-0.510895410686
ACH-000341,-0.24287937127099998
ACH-000348,-0.23073793350400001
ACH-000350,-0.427692840016
ACH-000352,-0.37448002481700005
ACH-000356,-0.358613403298
ACH-000361,-0.171163808778
ACH-000362,-0.34848609988300006
ACH-000363,-0.482954986889
ACH-000364,-0.46926828591200004
ACH-000365,-0.683507289339
ACH-000366,-0.19008680588399998
ACH-000368,-0.11312799154200001
ACH-000374,-0.158047787339
ACH-000375,-0.44039332645
ACH-000376,-0.475990930368
ACH-000381,-0.289941778308
ACH-000383,-0.56138644671
ACH-000387,-0.23927951623500002
ACH-000389,-0.19597455291299998
ACH-000390,-0.334676634762
ACH-000393,-0.13060736141899998
ACH-000395,-0.151781883083
ACH-000397,-0.318080391835
ACH-000401,-0.448547797705
ACH-000402,0.0019199696399000003
ACH-000403,-0.37586971508699996
ACH-000404,-0.849714767759
ACH-000406,-0.556460146994
ACH-000407,-0.21792234049400003
ACH-000408,-0.352642186702
ACH-000410,-0.246156942659
ACH-000411,-0.226623743884
ACH-000414,-0.339694799058
ACH-000415,-0.248009879203
ACH-000416,-0.257830828486
ACH-000420,-0.399753763676
ACH-000421,-0.21525611934500002
ACH-000424,-0.164168836618
ACH-000425,-0.20964713552
ACH-000426,-0.09781869906269999
ACH-000427,-0.536173375193
ACH-000433,-0.25892836596200003
ACH-000436,-0.259688213554
ACH-000444,-0.288510414667
ACH-000445,-0.18316853322299997
ACH-000448,-0.143347844827
ACH-000450,-0.7625585243340001
ACH-000452,-0.141624460961
ACH-000454,-0.638160709039
ACH-000458,-0.120339923777
ACH-000459,-0.896449598964
ACH-000460,-0.321977331061
ACH-000461,-0.626248944928
ACH-000463,-0.198387358831
ACH-000464,-0.353992564327
ACH-000466,-0.27443334084300003
ACH-000467,-0.366815593085
ACH-000468,-0.318734280713
ACH-000469,-0.469459315663
ACH-000470,-0.033771629454
ACH-000471,-0.23041657462200002
ACH-000472,-0.40290701467600004
ACH-000473,-0.0574003600007
ACH-000475,-0.236249370598
ACH-000476,-0.34366624579099997
ACH-000477,-0.568883422535
ACH-000480,-0.0679263577078
ACH-000481,-0.284532001937
ACH-000483,-0.209355962352
ACH-000484,-0.558574803898
ACH-000485,-0.19068580879500002
ACH-000486,-0.33317627474100003
ACH-000487,-0.43710119809799997
ACH-000488,-0.302099733243
ACH-000490,-0.0961550621513
ACH-000491,-0.59504269942
ACH-000495,-0.0761531924767
ACH-000496,-0.194578877033
ACH-000499,-0.778786042578
ACH-000500,-0.146961846311
ACH-000502,-0.0858434766768
ACH-000503,-0.36220064738799995
ACH-000505,-0.214605516534
ACH-000507,-0.09486178369689999
ACH-000510,-0.44713009405299997
ACH-000511,-0.162321091568
ACH-000512,-0.47893483767899997
ACH-000516,-0.11131655955900001
ACH-000517,-0.190057685434
ACH-000518,-0.23078803484700003
ACH-000520,0.00806038197827
ACH-000521,-0.421810630899
ACH-000522,-0.444059976884
ACH-000524,-0.27382145748000003
ACH-000527,-0.33093098034699997
ACH-000528,-0.573969050633
ACH-000537,-0.308905343272
