,RIMKLB (57494)
ACH-000004,-0.23823065007599997
ACH-000007,0.18376928690400002
ACH-000009,-0.09647232879310001
ACH-000011,-0.259374430501
ACH-000012,-0.132115017092
ACH-000013,-0.07899710360039999
ACH-000014,0.07209266333110001
ACH-000015,-0.291862896333
ACH-000017,-0.08561766174799999
ACH-000018,-0.410624955212
ACH-000019,-0.0809442984038
ACH-000021,0.0135700690387
ACH-000022,0.0133597718001
ACH-000025,-0.044163894461000004
ACH-000028,0.030055299051200003
ACH-000030,-0.048973495721500004
ACH-000035,-0.11234132371899999
ACH-000036,-0.178062254451
ACH-000037,0.06276023040459999
ACH-000039,-0.34062591058799996
ACH-000040,-0.08442147258860001
ACH-000041,0.0466020933898
ACH-000042,-0.048489457923999994
ACH-000045,-0.048302353952699995
ACH-000047,-0.156818682923
ACH-000052,-0.10710313194
ACH-000053,-0.11097102804600001
ACH-000054,-0.0766699724467
ACH-000055,-0.368364808676
ACH-000060,-0.284511511843
ACH-000067,-0.284138228268
ACH-000070,0.0276708516212
ACH-000075,0.170929589573
ACH-000078,-0.007244052146329999
ACH-000082,0.0063208604651400005
ACH-000085,-0.295196747033
ACH-000086,-0.26944111825399997
ACH-000087,0.188695499848
ACH-000092,-0.12047591849000001
ACH-000095,-0.0264693074681
ACH-000097,-0.0162195808536
ACH-000098,-0.277710301404
ACH-000099,-0.04641711731269999
ACH-000108,-0.135907831426
ACH-000113,-0.102642373062
ACH-000115,-0.12660894660299998
ACH-000116,-0.10712686813200001
ACH-000118,0.009342829657120001
ACH-000120,-0.160601504726
ACH-000123,-0.18150050259199998
ACH-000127,-0.275624805277
ACH-000128,-0.33439936562899997
ACH-000132,-0.021503414212700002
ACH-000133,-0.07566807344710001
ACH-000137,0.169993201842
ACH-000138,0.009132105169209998
ACH-000142,-0.109496713518
ACH-000143,0.0874532193915
ACH-000146,-0.282228596259
ACH-000148,-0.2281498879
ACH-000150,-0.10285715903100001
ACH-000152,0.0029037267260400004
ACH-000153,0.0391827610153
ACH-000159,-0.0934135871684
ACH-000160,-0.304816108624
ACH-000163,0.00738775907151
ACH-000167,-0.00816937613073
ACH-000168,0.00841486318188
ACH-000169,-0.12143765413100001
ACH-000178,-0.08918346918410001
ACH-000182,0.08348300827989999
ACH-000183,0.050145961797199996
ACH-000188,-0.17532781607500003
ACH-000189,-0.369682956414
ACH-000190,-0.237440274175
ACH-000198,-0.14090280037
ACH-000204,0.0373994287203
ACH-000206,-0.17617852438700002
ACH-000207,-0.18067245060400003
ACH-000211,-0.0991941581047
ACH-000215,-0.17708794938499997
ACH-000221,-0.29547683388
ACH-000222,0.0758527666279
ACH-000223,-0.34742173720299996
ACH-000226,-0.167803329767
ACH-000227,-0.290011173771
