,TOP1 (7150)
ACH-000232,-0.9886760332719999
ACH-000233,-0.982664812077
ACH-000234,-1.3362260438299998
ACH-000235,-0.524487467469
ACH-000237,-0.8207646939640001
ACH-000238,-0.646806278356
ACH-000243,-0.8293737880500001
ACH-000244,-0.8746165120720001
ACH-000246,-0.993541073538
ACH-000248,-0.8258697514669999
ACH-000250,-0.979947827782
ACH-000251,-0.936774477461
ACH-000253,-0.8322160083869999
ACH-000255,-0.921352320651
ACH-000256,-0.563323401719
ACH-000257,-0.557392551031
ACH-000258,-0.602050808999
ACH-000259,-0.776561900534
ACH-000260,-0.785402985431
ACH-000261,-1.03305004978
ACH-000262,-1.0271304536
ACH-000263,-1.0872072098
ACH-000264,-1.0744315238
ACH-000265,-0.7002593982009999
ACH-000266,-0.727966337749
ACH-000272,-1.0871231615799999
ACH-000273,-0.6800964490070001
ACH-000274,-1.1870876724
ACH-000277,-0.874084426695
ACH-000278,-0.889241966827
ACH-000279,-0.633056913818
ACH-000280,-0.8792377541590001
ACH-000281,-0.227063818857
ACH-000288,-0.699728428605
ACH-000291,-0.8462112480159999
ACH-000293,-0.737030226573
ACH-000294,-0.286007487434
ACH-000295,-0.791653167201
ACH-000296,-0.5883327527350001
ACH-000302,-0.964459930274
ACH-000304,-0.965479786929
ACH-000307,-0.704910429056
ACH-000308,-0.935210034094
ACH-000310,-0.779449627445
ACH-000311,-0.815327285947
ACH-000312,-0.86288490968
ACH-000315,-0.6479796110880001
ACH-000316,-0.6086682259399999
ACH-000317,-0.7411413799050001
ACH-000318,-0.8009090640700001
ACH-000319,-0.7179785604009999
ACH-000320,-0.814926174101
ACH-000322,-0.8088013228730001
ACH-000323,-0.893482793206
ACH-000324,-0.9984533767399999
ACH-000329,-0.838031718972
ACH-000330,-0.7860895683679999
ACH-000331,-0.7114916815160001
ACH-000332,-0.680726145161
ACH-000334,-0.6541247714949999
ACH-000335,-1.02894085878
ACH-000336,-0.39914329955600003
ACH-000337,-0.886890609895
ACH-000339,-0.583915160808
ACH-000341,-0.285965995204
ACH-000348,-0.646307294758
ACH-000350,-0.608210077196
ACH-000352,-1.13603143896
ACH-000356,-0.62178046186
ACH-000361,-0.699926122722
ACH-000362,-1.0708669598
ACH-000363,-1.0383121872499999
ACH-000364,-0.8237528938199999
ACH-000365,-0.854248351217
ACH-000366,-0.6301484992759999
ACH-000368,-0.900677365052
ACH-000374,-0.9684182251989999
ACH-000375,-0.900378884663
ACH-000376,-0.9476050182410001
ACH-000381,-0.9690809288869999
ACH-000383,-1.04356096
ACH-000387,-0.810598976427
ACH-000389,-0.9590240873729999
ACH-000390,-0.669692191171
ACH-000393,-0.797973879399
ACH-000395,-0.933936881681
ACH-000397,-0.578208152869
ACH-000401,-0.9581074681139999
ACH-000402,-0.550601695184
ACH-000403,-0.758038264394
ACH-000404,-1.2094988802
ACH-000406,-0.738523023095
ACH-000407,-0.8662557188660001
ACH-000408,-1.0053376921700001
ACH-000410,-0.7732028253380001
ACH-000411,-0.590242655583
ACH-000414,-0.948912007969
ACH-000415,-0.695126037376
ACH-000416,-0.639160898389
ACH-000420,-0.534243463282
ACH-000421,-0.7332063556389999
ACH-000424,-0.8304027584029999
ACH-000425,-1.10447290009
ACH-000426,-0.30410379019
ACH-000427,-0.654885859526
ACH-000433,-1.22679214616
ACH-000436,-0.816013227614
ACH-000444,-0.966358933921
ACH-000445,-1.09163786032
ACH-000448,-0.9290488030249999
ACH-000450,-0.729721121938
ACH-000452,-0.8534044376000001
ACH-000454,-0.580178241689
ACH-000458,-0.46143446152400003
ACH-000459,-1.70743847715
ACH-000460,-0.687692454789
ACH-000461,-0.43243210167900004
ACH-000463,-0.963067346673
ACH-000464,-1.4859015440999999
ACH-000466,-0.436753124486
ACH-000467,-0.6055140004330001
ACH-000468,-1.22954154305
ACH-000469,-1.0794066700700002
ACH-000470,-0.787144068521
ACH-000471,-0.49506120317900004
ACH-000472,-1.00344185609
ACH-000473,-0.5175723468110001
ACH-000475,-0.550563065163
ACH-000476,-0.5436558252489999
ACH-000477,-1.30672773691
ACH-000480,-0.84682781676
ACH-000481,-0.574823060761
ACH-000483,-0.584104809207
ACH-000484,-0.840764605631
ACH-000485,-1.0927806765
ACH-000486,-0.737360418424
ACH-000487,-0.907151935712
ACH-000488,-0.8364587383679999
ACH-000490,-1.1523392736
ACH-000491,-0.5409377302080001
ACH-000495,-0.84816754618
ACH-000496,-0.658497885064
ACH-000499,-0.671386150115
ACH-000500,-1.34225225066
ACH-000502,-0.678356920828
ACH-000503,-1.00396457289
ACH-000505,-0.922200299801
ACH-000507,-0.693341461508
ACH-000510,-1.1890078826700001
ACH-000511,-1.09786071949
ACH-000512,-0.603401541919
ACH-000516,-0.941136956487
ACH-000517,-0.684206364771
ACH-000518,-0.604926549108
ACH-000520,-1.05365651702
ACH-000521,-0.651739911458
ACH-000522,-0.67400329903
ACH-000524,-0.7876128648980001
ACH-000527,-1.06090783461
ACH-000528,-0.8116704687999999
ACH-000537,-0.689225841914
ACH-000541,-0.745395149531
ACH-000542,-0.840382859555
ACH-000544,-0.995938950672
ACH-000545,-0.924308434279
ACH-000547,-0.614611142367
ACH-000548,-0.7061655971780001
ACH-000549,-0.450755084548
ACH-000550,-0.468599536856
ACH-000552,-0.847579680469
ACH-000556,-0.857881616681
ACH-000557,-1.0704564619799999
ACH-000570,-0.48553975293000007
ACH-000571,-0.749241220819
ACH-000573,-1.0900620357200002
ACH-000576,-0.665696869636
ACH-000580,-1.10552810625
ACH-000584,-0.781233331903
ACH-000585,-0.8318242602279999
ACH-000588,-0.972448689188
ACH-000589,-0.599461160884
ACH-000591,-0.560267836307
ACH-000593,-0.824577384788
ACH-000600,-0.864459685228
ACH-000601,-0.9030663494969999
ACH-000604,-0.5067701072240001
ACH-000605,-0.571945869954
ACH-000606,-0.6602330753850001
ACH-000608,-0.8096622411900001
ACH-000614,-1.08123065921
ACH-000616,-0.9813196978829999
ACH-000618,-0.93475308296
ACH-000619,-0.98339471169
ACH-000620,-0.9098715468340001
ACH-000621,-0.193587588026
ACH-000622,-1.36931966301
ACH-000623,-0.644825201055
ACH-000624,-0.8975957186040001
ACH-000627,-0.678726285873
ACH-000630,-0.834608032357
ACH-000632,-0.707524838624
ACH-000633,-0.429133519434
ACH-000637,-0.447344380759
ACH-000638,-0.6802040748810001
ACH-000646,-1.6351911487000002
ACH-000647,-0.661986934075
ACH-000648,-0.989481673029
ACH-000649,-0.9510642605859999
ACH-000651,-0.843716565704
ACH-000652,-0.842105933871
ACH-000653,-0.806236591705
ACH-000657,-1.0268317842299999
ACH-000658,-1.11929848044
ACH-000661,-0.655856783935
ACH-000662,-0.623383753078
ACH-000663,-1.30682503967
ACH-000665,-1.08297712535
ACH-000671,-0.47878623671899995
ACH-000673,-0.9411398064219999
ACH-000676,-0.926736956198
ACH-000677,-0.9191120411310001
ACH-000681,-0.762120390788
ACH-000682,-0.9022989907369999
ACH-000683,-0.887247014173
ACH-000684,-0.709229249842
ACH-000688,-0.963273213636
ACH-000693,-0.908159902774
ACH-000694,-0.800684194693
ACH-000695,-1.16678674429
ACH-000696,-0.983379521597
ACH-000697,-1.10120701073
ACH-000699,-0.631795812653
ACH-000701,-0.8520833107699999
ACH-000706,-0.577433341586
ACH-000711,-0.840002378416
ACH-000713,-0.7709737579189999
ACH-000714,-0.726811078788
ACH-000718,-1.0133099187899999
ACH-000720,-0.753253230159
ACH-000721,-1.03942625735
ACH-000724,-0.713566294596
ACH-000725,-0.631027023921
ACH-000732,-0.788478911953
ACH-000734,-0.8765446654719999
ACH-000735,-0.6409931873879999
ACH-000736,-0.7153611908949999
ACH-000738,-0.9572293250799999
ACH-000746,-0.901748351494
ACH-000747,-0.7056192680619999
ACH-000748,-0.947975895739
ACH-000753,-0.987735835361
ACH-000756,-0.547873589219
ACH-000757,-0.700354412118
ACH-000758,-0.604349369403
ACH-000760,-1.03388243685
ACH-000763,-0.890181877002
ACH-000764,-0.439404729742
ACH-000765,-0.6142807203399999
ACH-000766,-0.692033740439
ACH-000767,-0.187920858717
ACH-000768,-0.449984298119
ACH-000769,-0.736435318372
ACH-000770,-0.9855279908679999
ACH-000771,-0.605491721544
ACH-000773,-1.1544246343
ACH-000776,-0.513893627395
ACH-000777,-0.6860916633670001
ACH-000778,-0.912351386767
ACH-000781,-0.776359316122
ACH-000782,-0.887781476343
ACH-000783,-1.26635358756
ACH-000784,-0.896453455652
ACH-000785,-0.37484518256300003
ACH-000787,-0.987822980423
ACH-000788,-0.88137405213
ACH-000791,-0.7126930591680001
ACH-000792,-0.6564549065999999
ACH-000794,-0.8267911183069999
ACH-000796,-0.927586188725
ACH-000799,-1.1081648879700001
ACH-000800,-1.1096696485100002
ACH-000802,-0.81297205383
ACH-000804,-1.05318595169
ACH-000805,-0.964387968533
ACH-000809,-0.912955964663
ACH-000810,-0.608791919238
ACH-000811,-0.936486650981
ACH-000817,-0.6993806356479999
ACH-000819,-0.805139950932
ACH-000820,-1.2621906869700001
ACH-000821,-0.46474342268
ACH-000822,-1.4346041201100002
ACH-000823,-1.06377014433
ACH-000824,-1.04721643875
ACH-000827,-0.83037599579
ACH-000829,-1.30444952933
ACH-000831,-0.9143519014899999
ACH-000832,-0.781759939209
ACH-000833,-0.41712098487099997
ACH-000834,-0.8391848032889999
ACH-000835,-0.801194305524
ACH-000836,-0.43410650717699995
ACH-000837,-0.82811833997
ACH-000838,-1.1346402806
ACH-000839,-0.937805886593
ACH-000840,-0.592760563309
ACH-000841,-0.838196400596
ACH-000843,-0.895696929861
ACH-000846,-0.833130083289
ACH-000847,-0.791950505927
ACH-000848,-0.818449332744
ACH-000849,-0.9303977147299999
ACH-000851,-1.02596753597
ACH-000855,-0.514728440002
ACH-000856,-0.807278071048
ACH-000858,-0.9690591231360001
ACH-000859,-0.7472270630500001
ACH-000861,-0.938576702506
ACH-000862,-0.48320059617
ACH-000865,-0.855772190277
ACH-000866,-0.894936461594
ACH-000867,-0.586619820714
ACH-000869,-0.508704774701
ACH-000872,-0.690155387965
ACH-000873,-0.683869130326
ACH-000876,-1.01009147448
ACH-000878,-0.786673538664
ACH-000880,-0.761744943757
ACH-000881,-0.956644171606
ACH-000882,-0.9375075220799999
ACH-000884,-0.582169698403
ACH-000885,-0.6688079387520001
ACH-000887,-0.583265930862
ACH-000888,-0.8070185468019999
ACH-000889,-0.8320507923289999
ACH-000890,-1.1021797389799999
ACH-000896,-0.68668241854
ACH-000898,-1.0650405414
ACH-000900,-0.949007987712
ACH-000901,-1.2856891667700001
ACH-000905,-0.941289848663
ACH-000906,-0.755154989918
ACH-000907,-0.720443525319
ACH-000910,-0.8578877146799999
ACH-000911,-0.861485895221
ACH-000912,-0.660701900819
ACH-000913,-1.1561252291700002
ACH-000915,-0.890409104453
ACH-000916,-0.9789562847900001
ACH-000917,-1.09492618059
ACH-000921,-0.956173623722
ACH-000924,-0.561452235079
ACH-000926,-0.25125218945
ACH-000928,-0.8826676954170001
ACH-000929,-0.945093833362
ACH-000932,-1.1280757329
ACH-000935,-0.31633200925099997
ACH-000936,-0.736714160236
ACH-000937,-0.795749445195
ACH-000938,-0.611336778993
ACH-000939,-0.505937635471
ACH-000941,-0.525823878515
ACH-000943,-0.594000655662
ACH-000946,-0.8540115820990001
ACH-000947,-0.9510432470899999
ACH-000948,-0.733519381874
ACH-000950,-0.655746574082
ACH-000953,-1.0649449475100001
ACH-000957,-0.9800968299200001
ACH-000958,-1.1380774791700001
ACH-000960,-0.978460097442
ACH-000963,-1.04007983744
ACH-000968,-1.0035476320899999
ACH-000969,-0.901164404533
ACH-000973,-0.7526410047509999
ACH-000974,-0.926776085465
ACH-000975,-0.565405060113
ACH-000976,-0.857514984239
ACH-000978,-0.48626382619099995
ACH-000980,-0.888479248195
ACH-000984,-1.02851083648
ACH-000986,-0.848597926207
ACH-000988,-0.557512450488
ACH-000993,-0.9108807124510001
ACH-000994,-0.526508378036
ACH-000996,-0.8553932182539999
ACH-001001,-0.908463626806
ACH-001020,-0.722965619928
ACH-001028,-1.14340021746
ACH-001031,-0.92035943235
ACH-001038,-0.8743742752670001
ACH-001048,-0.642212872586
ACH-001050,-1.0588728344399998
ACH-001053,-0.87990818301
ACH-001054,-0.658047921318
ACH-001061,-0.642946505409
ACH-001067,-0.9498594445899999
ACH-001075,-1.0001597556100001
ACH-001096,-0.874121474885
ACH-001128,-0.214641450564
ACH-001134,-0.704575204682
ACH-001151,-0.639842741364
ACH-001163,-0.943608317632
ACH-001164,-0.794853283309
ACH-001173,-0.828241863424
ACH-001183,-0.367605276536
ACH-001184,-0.814128777535
ACH-001190,-1.10130211886
ACH-001192,-0.627593579169
ACH-001193,-0.462202801755
ACH-001196,-0.6733954204289999
ACH-001197,-0.7531669718359999
ACH-001205,-1.0087486197600002
ACH-001211,-1.12463688591
ACH-001212,-1.42655423667
ACH-001228,-0.7311087179729999
ACH-001232,-0.9470963219640001
ACH-001239,-1.03814031336
ACH-001274,-0.59588084372
ACH-001275,-0.75759176642
ACH-001277,-0.399319316231
ACH-001278,-1.01450667176
ACH-001280,-1.01673108145
ACH-001283,-0.518099423933
ACH-001289,-0.7971709318379999
ACH-001295,-1.03891287427
ACH-001300,-1.19884611448
ACH-001301,-0.880512134471
ACH-001302,-1.03506972425
ACH-001303,-0.867277710371
ACH-001306,-0.664951243876
ACH-001318,-0.544611167587
ACH-001322,-0.6848804147579999
ACH-001328,-0.6153220324759999
ACH-001332,-0.520929078183
ACH-001333,-0.685209248731
ACH-001336,-0.969574470542
ACH-001340,-0.881316051321
ACH-001346,-0.783900069235
ACH-001353,-0.773719485482
ACH-001354,-0.680242938274
ACH-001367,-0.861874399497
ACH-001368,-0.932938879678
ACH-001374,-0.308243298466
ACH-001375,-1.01342846036
ACH-001377,-0.835227099536
ACH-001380,-0.6092352250859999
ACH-001391,-1.40882665473
ACH-001407,-1.0332505279000002
ACH-001408,-0.41579111636200006
ACH-001413,-0.8924173228769999
ACH-001430,-0.858400326473
ACH-001431,-0.864877716719
ACH-001450,-0.222523785422
ACH-001496,-0.537712328561
ACH-001500,-0.5719753240869999
ACH-001521,-0.333973176102
ACH-001523,-0.795932558271
ACH-001532,-0.975139906155
ACH-001536,-0.709435001458
ACH-001550,-0.49331533969499997
ACH-001552,-1.08686981732
ACH-001554,-1.0619915796600001
ACH-001645,-0.787441339799
ACH-001654,-1.02766528236
ACH-001715,-0.579348924313
ACH-001735,-1.05036656879
ACH-001736,-1.0984512914
ACH-001737,-1.4126009670500002
ACH-001740,-0.858195597327
ACH-001745,-0.706807343469
ACH-001750,-1.02171985049
ACH-001765,-0.43841718501000004
ACH-001956,-0.9634523429809999
ACH-001957,-0.989515690549
